Organism name,Length,Benchmark ID,Taxonomy.ENA.superkingdom,Taxonomy.ENA.phylum
Rhodovulum adriaticum,1175,CRW_16S_B_7800,Bacteria,Proteobacteria
Rhodovulum euryhalinum,1138,CRW_16S_B_7802,Bacteria,Proteobacteria
Rhodovulum sulfidophilum,1262,CRW_16S_B_7808,Bacteria,Proteobacteria
Rickettsia typhi,1323,CRW_16S_B_7860,Bacteria,Proteobacteria
Roseobacter denitrificans,1266,CRW_16S_B_7865,Bacteria,Proteobacteria
Rhodothalassium salexigens,1318,CRW_16S_B_7903,Bacteria,Proteobacteria
Rhizobium sp. CIAM1414,1333,CRW_16S_B_7907,Bacteria,Proteobacteria
Sphingomonas parapaucimobilis,1300,CRW_16S_B_7959,Bacteria,Proteobacteria
Sphingomonas sp.,1330,CRW_16S_B_7972,Bacteria,Proteobacteria
unidentified methanotrophic bacterium,1321,CRW_16S_B_8049,Bacteria,Proteobacteria
DSMP-degrading bacterium LFR,1269,CRW_16S_B_8056,Bacteria,Proteobacteria
Incompatibility symbiont of Nasonia giraulti,1233,CRW_16S_B_8067,Bacteria,Proteobacteria
Geobacillus thermoleovorans,1345,CRW_16S_B_8507,Bacteria,Firmicutes
Streptococcus sp. RR3,1282,CRW_16S_B_8664,Bacteria,Firmicutes
Staphylococcus schleiferi subsp. coagulans,1338,CRW_16S_B_8882,Bacteria,Firmicutes
Streptococcus pyogenes MGAS8232,1335,CRW_16S_B_8961,Bacteria,Firmicutes
Bacillus sp. FO-011,1213,CRW_16S_B_9170,Bacteria,Firmicutes
Bacillus sp. FO-035b,1210,CRW_16S_B_9176,Bacteria,Firmicutes
Bacillus nealsonii,1215,CRW_16S_B_9181,Bacteria,Firmicutes
Paenibacillus sp. EE17,1260,CRW_16S_B_9188,Bacteria,Firmicutes
Bacillus sp. R-22834,1308,CRW_16S_B_9472,Bacteria,Firmicutes
Alicyclobacillus acidocaldarius,1305,CRW_16S_B_9690,Bacteria,Firmicutes
Bacillus sp. NiVa52,1283,CRW_16S_B_9745,Bacteria,Firmicutes
Anoxybacillus gonensis,1355,CRW_16S_B_10012,Bacteria,Firmicutes
Bacillus bataviensis,1401,CRW_16S_B_10616,Bacteria,Firmicutes
Lactobacillus gasseri,1394,CRW_16S_B_10767,Bacteria,Firmicutes
Streptococcus gallolyticus,1354,CRW_16S_B_11012,Bacteria,Firmicutes
Brevibacillus agri,1419,CRW_16S_B_11334,Bacteria,Firmicutes
Brevibacillus borstelensis,1419,CRW_16S_B_11335,Bacteria,Firmicutes
Brevibacillus brevis,1389,CRW_16S_B_11336,Bacteria,Firmicutes
Brevibacillus centrosporus,1419,CRW_16S_B_11339,Bacteria,Firmicutes
Brevibacillus choshinensis,1419,CRW_16S_B_11340,Bacteria,Firmicutes
Brevibacillus formosus,1419,CRW_16S_B_11342,Bacteria,Firmicutes
Brevibacillus laterosporus,1417,CRW_16S_B_11343,Bacteria,Firmicutes
Brevibacillus parabrevis,1419,CRW_16S_B_11347,Bacteria,Firmicutes
Brevibacillus reuszeri,1419,CRW_16S_B_11348,Bacteria,Firmicutes
Sporosarcina globispora,1384,CRW_16S_B_11424,Bacteria,Firmicutes
Carnobacterium mobile,1386,CRW_16S_B_11740,Bacteria,Firmicutes
Bacillus sp. Baikal-1,1405,CRW_16S_B_11748,Bacteria,Firmicutes
Bacillus sp. soil-17,1366,CRW_16S_B_11762,Bacteria,Firmicutes
Bacillus sp. GB02-2A,1417,CRW_16S_B_11863,Bacteria,Firmicutes
Bacillus sp. HU33,1416,CRW_16S_B_11908,Bacteria,Firmicutes
Bacillus firmus,1379,CRW_16S_B_11925,Bacteria,Firmicutes
Bacillus halodurans,1375,CRW_16S_B_12817,Bacteria,Firmicutes
Bacillus subtilis subsp. spizizenii,1392,CRW_16S_B_12829,Bacteria,Firmicutes
Brochothrix sp. TM5_5,1408,CRW_16S_B_12935,Bacteria,Firmicutes
Bacillus sp. CDB4,1382,CRW_16S_B_13038,Bacteria,Firmicutes
Staphylococcus sp. PN/Y,1416,CRW_16S_B_13339,Bacteria,Firmicutes
Staphylococcus pseudintermedius,1402,CRW_16S_B_15056,Bacteria,Firmicutes
Lactobacillus acidophilus,1381,CRW_16S_B_15117,Bacteria,Firmicutes
Lactobacillus animalis,1408,CRW_16S_B_15125,Bacteria,Firmicutes
Lactobacillus buchneri,1384,CRW_16S_B_15133,Bacteria,Firmicutes
Lactobacillus fermentum,1383,CRW_16S_B_15170,Bacteria,Firmicutes
Listeria innocua,1404,CRW_16S_B_15181,Bacteria,Firmicutes
Listeria welshimeri,1404,CRW_16S_B_15182,Bacteria,Firmicutes
Listeria seeligeri,1386,CRW_16S_B_15186,Bacteria,Firmicutes
Lactobacillus oris,1361,CRW_16S_B_15211,Bacteria,Firmicutes
Melissococcus plutonius,1400,CRW_16S_B_15238,Bacteria,Firmicutes
Paenibacillus chondroitinus,1417,CRW_16S_B_15254,Bacteria,Firmicutes
Paenibacillus validus,1420,CRW_16S_B_15277,Bacteria,Firmicutes
Sporosarcina ureae,1385,CRW_16S_B_15333,Bacteria,Firmicutes
Streptococcus sp.,1395,CRW_16S_B_15343,Bacteria,Firmicutes
Streptococcus gordonii,1413,CRW_16S_B_15370,Bacteria,Firmicutes
uncultured Clostridiaceae bacterium,1365,CRW_16S_B_15598,Bacteria,Firmicutes
Clostridium cadaveris,1394,CRW_16S_B_15921,Bacteria,Firmicutes
Clostridium intestinale,1385,CRW_16S_B_15960,Bacteria,Firmicutes
Clostridium ljungdahlii,1393,CRW_16S_B_15970,Bacteria,Firmicutes
Thermobrachium celere,1404,CRW_16S_B_15973,Bacteria,Firmicutes
Clostridium magnum,1387,CRW_16S_B_15976,Bacteria,Firmicutes
Clostridium malenominatum,1397,CRW_16S_B_15977,Bacteria,Firmicutes
Clostridium oceanicum,1395,CRW_16S_B_15986,Bacteria,Firmicutes
Clostridium sp.,1369,CRW_16S_B_16019,Bacteria,Firmicutes
Clostridium sporogenes,1398,CRW_16S_B_16024,Bacteria,Firmicutes
Clostridium subterminale,1414,CRW_16S_B_16033,Bacteria,Firmicutes
Clostridium tetanomorphum,1365,CRW_16S_B_16040,Bacteria,Firmicutes
Desulfotomaculum ruminis,1368,CRW_16S_B_16069,Bacteria,Firmicutes
Clostridium diolis,1379,CRW_16S_B_16256,Bacteria,Firmicutes
Eubacterium thermomarinus,1408,CRW_16S_B_16306,Bacteria,Firmicutes
Megasphaera cerevisiae,1359,CRW_16S_B_16346,Bacteria,Firmicutes
Peptococcus niger,1403,CRW_16S_B_16358,Bacteria,Firmicutes
Peptostreptococcus sp.,1405,CRW_16S_B_16362,Bacteria,Firmicutes
Peptoniphilus asaccharolyticus,1369,CRW_16S_B_16368,Bacteria,Firmicutes
Anaerococcus hydrogenalis,1369,CRW_16S_B_16371,Bacteria,Firmicutes
Peptoniphilus indolicus,1366,CRW_16S_B_16372,Bacteria,Firmicutes
Anaerococcus lactolyticus,1359,CRW_16S_B_16373,Bacteria,Firmicutes
Peptoniphilus lacrimalis,1367,CRW_16S_B_16374,Bacteria,Firmicutes
Finegoldia magna,1351,CRW_16S_B_16375,Bacteria,Firmicutes
Anaerococcus prevotii,1364,CRW_16S_B_16377,Bacteria,Firmicutes
Anaerococcus tetradius,1371,CRW_16S_B_16380,Bacteria,Firmicutes
Anaerococcus vaginalis,1369,CRW_16S_B_16381,Bacteria,Firmicutes
Roseburia cecicola,1371,CRW_16S_B_16385,Bacteria,Firmicutes
Selenomonas ruminantium,1389,CRW_16S_B_16403,Bacteria,Firmicutes
Sporomusa termitida,1366,CRW_16S_B_16410,Bacteria,Firmicutes
Sarcina maxima,1399,CRW_16S_B_16411,Bacteria,Firmicutes
unidentified eubacterium clone 8.29,1413,CRW_16S_B_16416,Bacteria,Firmicutes
Pelotomaculum schinkii,1361,CRW_16S_B_16425,Bacteria,Firmicutes
Tissierella praeacuta,1410,CRW_16S_B_16458,Bacteria,Firmicutes
Rice orange leaf phytoplasma,1368,CRW_16S_B_16468,Bacteria,Tenericutes
Acholeplasma palmae,1413,CRW_16S_B_16483,Bacteria,Tenericutes
Chrysanthemum witches'-broom phytoplasma,1396,CRW_16S_B_16809,Bacteria,Tenericutes
Mycoplasma haemofelis,1377,CRW_16S_B_16837,Bacteria,Tenericutes
Mesoplasma lactucae ATCC 49193,1411,CRW_16S_B_16874,Bacteria,Tenericutes
Candidatus Phytoplasma trifolii,1391,CRW_16S_B_16924,Bacteria,Tenericutes
Canadian peach X phytoplasma,1395,CRW_16S_B_16930,Bacteria,Tenericutes
Sweet potato witches'-broom phytoplasma,1397,CRW_16S_B_16953,Bacteria,Tenericutes
Mycoplasma putrefaciens,1415,CRW_16S_B_16991,Bacteria,Tenericutes
Mycoplasma testudinis,1416,CRW_16S_B_17011,Bacteria,Tenericutes
Spiroplasma apis,1402,CRW_16S_B_17023,Bacteria,Tenericutes
Spiroplasma clarkii,1387,CRW_16S_B_17026,Bacteria,Tenericutes
Spiroplasma mirum,1401,CRW_16S_B_17030,Bacteria,Tenericutes
Spiroplasma monobiae,1412,CRW_16S_B_17031,Bacteria,Tenericutes
Spiroplasma taiwanense,1404,CRW_16S_B_17033,Bacteria,Tenericutes
Asaia bogorensis,1411,CRW_16S_B_4532,Bacteria,Proteobacteria
Asaia siamensis,1411,CRW_16S_B_4545,Bacteria,Proteobacteria
Acetobacter orientalis,1390,CRW_16S_B_4547,Bacteria,Proteobacteria
Acetobacter syzygii,1412,CRW_16S_B_4551,Bacteria,Proteobacteria
Acetobacter tropicalis,1412,CRW_16S_B_4554,Bacteria,Proteobacteria
Kozakia baliensis,1416,CRW_16S_B_4555,Bacteria,Proteobacteria
Sphingomonas sp. IW3,1413,CRW_16S_B_4577,Bacteria,Proteobacteria
Bradyrhizobium sp. BTAi 1,1415,CRW_16S_B_4578,Bacteria,Proteobacteria
Asaia krungthepensis,1411,CRW_16S_B_4599,Bacteria,Proteobacteria
Acidomonas methanolica,1409,CRW_16S_B_4605,Bacteria,Proteobacteria
Gluconobacter thailandicus,1419,CRW_16S_B_4648,Bacteria,Proteobacteria
Mesorhizobium sp. M01,1400,CRW_16S_B_4673,Bacteria,Proteobacteria
Aminobacter aminovorans,1352,CRW_16S_B_4678,Bacteria,Proteobacteria
Gluconobacter sp. NBRC 3243,1409,CRW_16S_B_4707,Bacteria,Proteobacteria
Gluconobacter frateurii,1409,CRW_16S_B_4712,Bacteria,Proteobacteria
Bradyrhizobium elkanii,1382,CRW_16S_B_4778,Bacteria,Proteobacteria
Sphingomonas sp. ED8,1402,CRW_16S_B_4796,Bacteria,Proteobacteria
Sphingomonas azotifigens,1420,CRW_16S_B_4799,Bacteria,Proteobacteria
Mesorhizobium sp. Q-2,1390,CRW_16S_B_4876,Bacteria,Proteobacteria
Acetobacter aceti,1410,CRW_16S_B_4902,Bacteria,Proteobacteria
Asticcacaulis biprosthecium,1405,CRW_16S_B_4905,Bacteria,Proteobacteria
Acidocella aminolytica,1406,CRW_16S_B_4906,Bacteria,Proteobacteria
Acidiphilium organovorum,1413,CRW_16S_B_4914,Bacteria,Proteobacteria
Asticcacaulis excentricus,1416,CRW_16S_B_4946,Bacteria,Proteobacteria
Aminobacter ciceronei,1407,CRW_16S_B_4950,Bacteria,Proteobacteria
Rhizobium loessense,1413,CRW_16S_B_5029,Bacteria,Proteobacteria
Bradyrhizobium sp. Ellin179,1391,CRW_16S_B_5056,Bacteria,Proteobacteria
Bradyrhizobium yuanmingense,1413,CRW_16S_B_5103,Bacteria,Proteobacteria
Erythrobacter flavus,1407,CRW_16S_B_5111,Bacteria,Proteobacteria
Sphingomonas sp. ATCC 53159,1403,CRW_16S_B_5114,Bacteria,Proteobacteria
Bradyrhizobium sp. KKI14,1415,CRW_16S_B_5136,Bacteria,Proteobacteria
Mesorhizobium plurifarium subsp. americum,1411,CRW_16S_B_5263,Bacteria,Proteobacteria
Brevundimonas bullata,1367,CRW_16S_B_5342,Bacteria,Proteobacteria
Xanthobacter autotrophicus,1408,CRW_16S_B_5390,Bacteria,Proteobacteria
Ochrobactrum anthropi,1388,CRW_16S_B_5440,Bacteria,Proteobacteria
Ochrobactrum tritici,1388,CRW_16S_B_5444,Bacteria,Proteobacteria
Amblyospora connecticus,1395,CRW_16S_E_17376,Eukaryota,Microsporidia
Amblyospora ferocious,1356,CRW_16S_E_17378,Eukaryota,Microsporidia
Amblyospora khaliulini,1404,CRW_16S_E_17384,Eukaryota,Microsporidia
Amblyospora sp.,1394,CRW_16S_E_17387,Eukaryota,Microsporidia
Bacillidium sp.,1413,CRW_16S_E_17394,Eukaryota,Microsporidia
Rhizobiales bacterium VKM-B1336,1409,CRW_16S_B_5506,Bacteria,Proteobacteria
Intrapredatorus barri,1383,CRW_16S_E_17476,Eukaryota,Microsporidia
Bradyrhizobium sp. 1,1408,CRW_16S_B_5637,Bacteria,Proteobacteria
Bartonella chomelii,1375,CRW_16S_B_5641,Bacteria,Proteobacteria
Rhizobium daejeonense,1420,CRW_16S_B_5744,Bacteria,Proteobacteria
uncultured Phyllobacteriaceae bacterium,1392,CRW_16S_B_5788,Bacteria,Proteobacteria
Methylobacterium sp. PM1,1407,CRW_16S_B_5797,Bacteria,Proteobacteria
Methylobacterium sp. ST4.1,1382,CRW_16S_B_5798,Bacteria,Proteobacteria
Rhizobium sp. CCBAU 01012,1401,CRW_16S_B_5800,Bacteria,Proteobacteria
Rhizobium sp. CCBAU 33061,1419,CRW_16S_B_5801,Bacteria,Proteobacteria
Rhizobium sp. CCBAU 33215,1408,CRW_16S_B_5802,Bacteria,Proteobacteria
Erythrobacter aquimaris,1409,CRW_16S_B_5809,Bacteria,Proteobacteria
Bartonella quintana,1410,CRW_16S_B_5830,Bacteria,Proteobacteria
Mesorhizobium sp. ICMP 11736,1419,CRW_16S_B_5870,Bacteria,Proteobacteria
Mesorhizobium sp. ICMP 15054,1384,CRW_16S_B_5875,Bacteria,Proteobacteria
Mesorhizobium sp. ICMP 12685,1384,CRW_16S_B_5876,Bacteria,Proteobacteria
Mesorhizobium sp. ICMP 11541,1384,CRW_16S_B_5877,Bacteria,Proteobacteria
Mesorhizobium sp. ICMP 13190,1384,CRW_16S_B_5878,Bacteria,Proteobacteria
Mesorhizobium sp. ICMP 11722,1384,CRW_16S_B_5879,Bacteria,Proteobacteria
Mesorhizobium sp. ICMP 11708,1384,CRW_16S_B_5880,Bacteria,Proteobacteria
Mesorhizobium sp. ICMP 14319,1384,CRW_16S_B_5881,Bacteria,Proteobacteria
Mesorhizobium sp. ICMP 12635,1406,CRW_16S_B_5882,Bacteria,Proteobacteria
Mesorhizobium amorphae,1409,CRW_16S_B_5884,Bacteria,Proteobacteria
Bradyrhizobium sp. ICMP 14752,1417,CRW_16S_B_5888,Bacteria,Proteobacteria
Bradyrhizobium sp. ICMP 14755,1358,CRW_16S_B_5896,Bacteria,Proteobacteria
Bradyrhizobium sp. ICMP 14533,1375,CRW_16S_B_5898,Bacteria,Proteobacteria
Sinorhizobium sp. S1-2A,1410,CRW_16S_B_5924,Bacteria,Proteobacteria
Sinorhizobium sp. S1-2B,1410,CRW_16S_B_5925,Bacteria,Proteobacteria
Nitrobacter sp. PBAB17,1413,CRW_16S_B_5933,Bacteria,Proteobacteria
Rhizobium mongolense,1400,CRW_16S_B_5934,Bacteria,Proteobacteria
Sphingomonas sp. A1-8,1414,CRW_16S_B_5944,Bacteria,Proteobacteria
Afipia broomeae,1377,CRW_16S_B_5956,Bacteria,Proteobacteria
Brucella melitensis,1412,CRW_16S_B_5974,Bacteria,Proteobacteria
Rhizobium sp. CCBAU 21244,1388,CRW_16S_B_6034,Bacteria,Proteobacteria
Erythrobacter seohaensis,1409,CRW_16S_B_6040,Bacteria,Proteobacteria
Erythrobacter gaetbuli,1406,CRW_16S_B_6041,Bacteria,Proteobacteria
Brucella melitensis biovar Melitensis,1412,CRW_16S_B_6081,Bacteria,Proteobacteria
Mesorhizobium plurifarium,1401,CRW_16S_B_6217,Bacteria,Proteobacteria
Rhizobium sp. EGY2,1392,CRW_16S_B_6241,Bacteria,Proteobacteria
Erythrobacter vulgaris,1399,CRW_16S_B_6269,Bacteria,Proteobacteria
Sinorhizobium sp. CCBAU 33036A,1367,CRW_16S_B_6304,Bacteria,Proteobacteria
Bradyrhizobium sp. CCBAU 23174,1379,CRW_16S_B_6308,Bacteria,Proteobacteria
Bradyrhizobium sp. CCBAU 65199,1376,CRW_16S_B_6309,Bacteria,Proteobacteria
Phyllobacterium myrsinacearum,1401,CRW_16S_B_6363,Bacteria,Proteobacteria
Phyllobacterium brassicacearum,1401,CRW_16S_B_6367,Bacteria,Proteobacteria
Phyllobacterium bourgognense,1401,CRW_16S_B_6368,Bacteria,Proteobacteria
Phyllobacterium leguminum,1401,CRW_16S_B_6369,Bacteria,Proteobacteria
Phyllobacterium ifriqiyense,1401,CRW_16S_B_6372,Bacteria,Proteobacteria
Bradyrhizobium sp. CCBAU 23230,1367,CRW_16S_B_6399,Bacteria,Proteobacteria
Mesorhizobium sp. CCBAU 41172,1377,CRW_16S_B_6417,Bacteria,Proteobacteria
Mesorhizobium sp. CCBAU 25219,1388,CRW_16S_B_6418,Bacteria,Proteobacteria
Bradyrhizobium sp. CCBAU 43107,1387,CRW_16S_B_6419,Bacteria,Proteobacteria
Rhizobium sp. CCBAU 21218,1388,CRW_16S_B_6420,Bacteria,Proteobacteria
Sphingomonas yunnanensis,1415,CRW_16S_B_6436,Bacteria,Proteobacteria
Brevundimonas kwangchunensis,1416,CRW_16S_B_6533,Bacteria,Proteobacteria
Azospirillum brasilense,1362,CRW_16S_B_6574,Bacteria,Proteobacteria
Bartonella bacilliformis,1401,CRW_16S_B_6603,Bacteria,Proteobacteria
Bartonella doshiae,1399,CRW_16S_B_6608,Bacteria,Proteobacteria
Bartonella taylorii,1405,CRW_16S_B_6619,Bacteria,Proteobacteria
Bartonella vinsonii,1414,CRW_16S_B_6624,Bacteria,Proteobacteria
Bartonella clarridgeiae,1410,CRW_16S_B_6625,Bacteria,Proteobacteria
Blastochloris sulfoviridis,1408,CRW_16S_B_6697,Bacteria,Proteobacteria
Blastochloris viridis,1377,CRW_16S_B_6698,Bacteria,Proteobacteria
Bosea thiooxidans,1377,CRW_16S_B_6700,Bacteria,Proteobacteria
Brevundimonas sp. LMG 9567t1,1416,CRW_16S_B_6723,Bacteria,Proteobacteria
Brevundimonas sp. LMG 11070,1416,CRW_16S_B_6724,Bacteria,Proteobacteria
Brevundimonas sp. LMG 9564,1416,CRW_16S_B_6725,Bacteria,Proteobacteria
Brevundimonas mediterranea,1416,CRW_16S_B_6728,Bacteria,Proteobacteria
Caulobacter sp. FWC14,1398,CRW_16S_B_6762,Bacteria,Proteobacteria
Novosphingobium aromaticivorans DSM 12444,1406,CRW_16S_B_6790,Bacteria,Proteobacteria
Sphingomonas sanguinis,1359,CRW_16S_B_6802,Bacteria,Proteobacteria
Mesorhizobium sp. ICMP 11720,1363,CRW_16S_B_6839,Bacteria,Proteobacteria
Bradyrhizobium sp. CCBAU 35085,1366,CRW_16S_B_6849,Bacteria,Proteobacteria
Rhizobium sp. CCBAU 25213,1351,CRW_16S_B_6856,Bacteria,Proteobacteria
Sinorhizobium sp. CCBAU 35204,1360,CRW_16S_B_6857,Bacteria,Proteobacteria
Mesorhizobium sp. JS 7,1389,CRW_16S_B_6860,Bacteria,Proteobacteria
Mesorhizobium sp. JS 6,1390,CRW_16S_B_6863,Bacteria,Proteobacteria
Bradyrhizobium sp. CCBAU 05327,1351,CRW_16S_B_6869,Bacteria,Proteobacteria
Rhizobium taeanense,1386,CRW_16S_B_6871,Bacteria,Proteobacteria
uncultured Acetobacter sp.,1416,CRW_16S_B_6926,Bacteria,Proteobacteria
Brevundimonas sp. Tibet-IK53,1396,CRW_16S_B_6929,Bacteria,Proteobacteria
Bradyrhizobium sp. CCBAU 23210,1413,CRW_16S_B_6948,Bacteria,Proteobacteria
Agrobacterium sp. CCBAU 65185,1377,CRW_16S_B_6949,Bacteria,Proteobacteria
Agrobacterium sp. CCBAU 31104,1382,CRW_16S_B_6950,Bacteria,Proteobacteria
Bradyrhizobium sp. CCBAU 33141,1379,CRW_16S_B_6951,Bacteria,Proteobacteria
Rhizobium sp. CCBAU 43054,1359,CRW_16S_B_6952,Bacteria,Proteobacteria
Bradyrhizobium sp. CCBAU 23151,1363,CRW_16S_B_6957,Bacteria,Proteobacteria
Bradyrhizobium sp. CCBAU 43142,1357,CRW_16S_B_6958,Bacteria,Proteobacteria
Rhizobium sp. CCBAU 45111-1,1382,CRW_16S_B_6964,Bacteria,Proteobacteria
Bradyrhizobium sp. CCBAU 35186-1,1409,CRW_16S_B_6967,Bacteria,Proteobacteria
Rhizobium sp. CCBAU 25232,1391,CRW_16S_B_6968,Bacteria,Proteobacteria
Rhizobium sp. CCBAU 43018-1,1383,CRW_16S_B_6969,Bacteria,Proteobacteria
Sinorhizobium sp. CCBAU 31015,1387,CRW_16S_B_6970,Bacteria,Proteobacteria
Bradyrhizobium sp. CCBAU 43197,1391,CRW_16S_B_6971,Bacteria,Proteobacteria
Ochrobactrum sp. CCBAU 61322,1375,CRW_16S_B_6972,Bacteria,Proteobacteria
Bradyrhizobium sp. CCBAU 51159,1389,CRW_16S_B_6973,Bacteria,Proteobacteria
Bradyrhizobium sp. CCBAU 61316,1408,CRW_16S_B_6974,Bacteria,Proteobacteria
Bradyrhizobium sp. CCBAU 33012-2,1407,CRW_16S_B_6975,Bacteria,Proteobacteria
Bradyrhizobium sp. CCBAU 51377,1394,CRW_16S_B_6976,Bacteria,Proteobacteria
Phyllobacterium sp. CCBAU 45190,1363,CRW_16S_B_6977,Bacteria,Proteobacteria
Rhizobium sp. CCBAU 45157,1352,CRW_16S_B_6978,Bacteria,Proteobacteria
Phyllobacterium sp. CCBAU 45127-2,1357,CRW_16S_B_6981,Bacteria,Proteobacteria
Agrobacterium sp. 24DA-1,1360,CRW_16S_B_6985,Bacteria,Proteobacteria
uncultured Mesorhizobium sp.,1406,CRW_16S_B_7002,Bacteria,Proteobacteria
Bradyrhizobium sp. CCBAU 23024,1361,CRW_16S_B_7069,Bacteria,Proteobacteria
Agrobacterium sp. CCBAU 25231,1351,CRW_16S_B_7072,Bacteria,Proteobacteria
Sinorhizobium sp. CCBAU 43116,1357,CRW_16S_B_7076,Bacteria,Proteobacteria
Brevundimonas terrae,1418,CRW_16S_B_7086,Bacteria,Proteobacteria
Brevundimonas sp. Antarctic IS04,1404,CRW_16S_B_7122,Bacteria,Proteobacteria
Sinorhizobium sp. CCBAU 01290,1361,CRW_16S_B_7128,Bacteria,Proteobacteria
Sphingobium sp. TP340-2,1406,CRW_16S_B_7166,Bacteria,Proteobacteria
Rhizobiales bacterium CL-DNM10,1407,CRW_16S_B_7205,Bacteria,Proteobacteria
Rhizobium gallicum,1365,CRW_16S_B_7226,Bacteria,Proteobacteria
Neorickettsia sennetsu,1377,CRW_16S_B_7451,Bacteria,Proteobacteria
Hirschia baltica,1390,CRW_16S_B_7526,Bacteria,Proteobacteria
Hyphomonas jannaschiana,1363,CRW_16S_B_7529,Bacteria,Proteobacteria
Hyphomonas sp.,1371,CRW_16S_B_7530,Bacteria,Proteobacteria
Hyphomicrobium vulgare,1386,CRW_16S_B_7531,Bacteria,Proteobacteria
Methylobacterium mesophilicum,1405,CRW_16S_B_7569,Bacteria,Proteobacteria
Methylobacterium radiotolerans,1400,CRW_16S_B_7572,Bacteria,Proteobacteria
Methylosinus sporium,1413,CRW_16S_B_7596,Bacteria,Proteobacteria
Mycoplana ramosa,1371,CRW_16S_B_7605,Bacteria,Proteobacteria
Caulobacter segnis,1402,CRW_16S_B_7606,Bacteria,Proteobacteria
Nitrobacter hamburgensis,1409,CRW_16S_B_7612,Bacteria,Proteobacteria
Paracoccus alcaliphilus,1385,CRW_16S_B_7647,Bacteria,Proteobacteria
Paracoccus aminophilus,1385,CRW_16S_B_7648,Bacteria,Proteobacteria
Paracoccus aminovorans,1385,CRW_16S_B_7649,Bacteria,Proteobacteria
Paracoccus kocurii,1385,CRW_16S_B_7652,Bacteria,Proteobacteria
Paracoccus solventivorans,1405,CRW_16S_B_7653,Bacteria,Proteobacteria
Paracoccus thiocyanatus,1384,CRW_16S_B_7654,Bacteria,Proteobacteria
Phaeospirillum fulvum,1401,CRW_16S_B_7663,Bacteria,Proteobacteria
Porphyrobacter neustonensis,1353,CRW_16S_B_7673,Bacteria,Proteobacteria
Rhodobacter azotoformans,1389,CRW_16S_B_7678,Bacteria,Proteobacteria
Rhodobacter sphaeroides,1389,CRW_16S_B_7687,Bacteria,Proteobacteria
Rhodobium orientis,1408,CRW_16S_B_7698,Bacteria,Proteobacteria
Rhodoplanes elegans,1406,CRW_16S_B_7797,Bacteria,Proteobacteria
Rhodoplanes roseus,1379,CRW_16S_B_7798,Bacteria,Proteobacteria
Rhodovulum sp.,1389,CRW_16S_B_7804,Bacteria,Proteobacteria
Rhodovulum strictum,1387,CRW_16S_B_7807,Bacteria,Proteobacteria
Rickettsia australis,1415,CRW_16S_B_7820,Bacteria,Proteobacteria
Rickettsia bellii,1414,CRW_16S_B_7823,Bacteria,Proteobacteria
Rickettsia conorii,1388,CRW_16S_B_7828,Bacteria,Proteobacteria
Rickettsia massiliae,1414,CRW_16S_B_7835,Bacteria,Proteobacteria
Rickettsia parkeri,1411,CRW_16S_B_7839,Bacteria,Proteobacteria
Rhodomicrobium vannielii,1420,CRW_16S_B_7862,Bacteria,Proteobacteria
Erythrobacter sp.,1412,CRW_16S_B_7867,Bacteria,Proteobacteria
Roseobacter litoralis,1369,CRW_16S_B_7868,Bacteria,Proteobacteria
Rhizobium sullae,1370,CRW_16S_B_7902,Bacteria,Proteobacteria
Rhodovibrio salinarum,1404,CRW_16S_B_7905,Bacteria,Proteobacteria
Sagittula stellata,1373,CRW_16S_B_7927,Bacteria,Proteobacteria
Sphingomonas adhaesiva,1415,CRW_16S_B_7936,Bacteria,Proteobacteria
Sphingopyxis macrogoltabida,1415,CRW_16S_B_7947,Bacteria,Proteobacteria
Sphingopyxis terrae,1396,CRW_16S_B_7982,Bacteria,Proteobacteria
Starkeya novella,1407,CRW_16S_B_8085,Bacteria,Proteobacteria
Antarctic bacterium R-8358,1416,CRW_16S_B_8109,Bacteria,Proteobacteria
Xanthobacter agilis,1414,CRW_16S_B_8151,Bacteria,Proteobacteria
Xanthobacter flavus,1412,CRW_16S_B_8153,Bacteria,Proteobacteria
Xanthobacter tagetidis,1412,CRW_16S_B_8154,Bacteria,Proteobacteria
Bacillus sp. T41,1414,CRW_16S_B_8554,Bacteria,Firmicutes
Bacillus halmapalus,1413,CRW_16S_B_8555,Bacteria,Firmicutes
Lactobacillus johnsonii,1420,CRW_16S_B_8725,Bacteria,Firmicutes
Bacillus sp. E25,1379,CRW_16S_B_8926,Bacteria,Firmicutes
Granulicatella adiacens,1406,CRW_16S_B_8959,Bacteria,Firmicutes
Abiotrophia defectiva,1411,CRW_16S_B_8960,Bacteria,Firmicutes
Paenibacillus brasilensis,1384,CRW_16S_B_9182,Bacteria,Firmicutes
Bacillaceae bacterium LA10,1378,CRW_16S_B_9351,Bacteria,Firmicutes
Streptococcus equi subsp. ruminatorum,1390,CRW_16S_B_9395,Bacteria,Firmicutes
Streptococcus cristatus,1368,CRW_16S_B_9569,Bacteria,Firmicutes
Bacillus sp. Am 12,1419,CRW_16S_B_9646,Bacteria,Firmicutes
Bacillus sp. Am 13,1385,CRW_16S_B_9647,Bacteria,Firmicutes
Bacillus sp. Bt 37,1374,CRW_16S_B_9654,Bacteria,Firmicutes
Enterococcus sp. Bt aa 01,1393,CRW_16S_B_9655,Bacteria,Firmicutes
