Organism name,Accession number,Length,Number of decoupled nucleotides,Number of weak bonds,Is Pseudoknotted,Pseudoknot order,Rna Type,Genus,Core,Core plus,Shape,Is Validated,Reference database,Description,Benchmark ID,Reference,Taxonomy.NCBI.Classified,Taxonomy.NCBI.no rank 0,Taxonomy.NCBI.no rank 1,Taxonomy.NCBI.superkingdom,Taxonomy.NCBI.no rank 2,Taxonomy.NCBI.phylum,Taxonomy.NCBI.class,Taxonomy.NCBI.order,Taxonomy.NCBI.family,Taxonomy.NCBI.unknown 0,Taxonomy.NCBI.species group,Taxonomy.NCBI.unknown 1,Taxonomy.NCBI.genus,Taxonomy.NCBI.no rank 3,Taxonomy.NCBI.no rank 4,Taxonomy.NCBI.unknown 2
Geobacillus stearothermophilus,AY608941,1561,607,954,Yes,1,16S,3,([)(((()((()()())()())()())())()()([(])))([(()(()()))()(()(])))()](((()((()())((()())(()()))))()())())()(),([)((((((((((())))(((((())()())))(((())))(()))()())))((()))))(())(((())))([((])))))([((((((())))(((((()))(())))))))((()))(()(])))(())](((((((()(((()(())))((((((()())(((()))())))))))))(((())))(()))()))))((((((()))))))(),([)([(]))([(]))],No,CRW,--,CRW_16S_B_10527,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus stearothermophilus,,,Geobacillus,,,
Geobacillus stearothermophilus,AY608942,1561,607,954,Yes,1,16S,3,([)(((()((()()())()())()())())()()([(])))([(()(()()))()(()(])))()](((()((()())((()())(()()))))()())())()(),([)((((((((((())))(((((())()())))(((())))(()))()())))((()))))(())(((())))([((])))))([((((((())))(((((()))(())))))))((()))(()(])))(())](((((((()(((()(())))((((((()())(((()))())))))))))(((())))(()))()))))((((((()))))))(),([)([(]))([(]))],No,CRW,--,CRW_16S_B_10528,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus stearothermophilus,,,Geobacillus,,,
Bacillus sp. BGSC W9A60,AY608943,1561,607,954,Yes,1,16S,3,([)(((()((()()())()())()())())()()([(])))([(()(()()))()(()(])))()](((()((()())((()())(()()))))()())())()(),([)((((((((((())))(((((())()())))(((())))(()))()())))((()))))(())(((())))([((])))))([((((((())))(((((()))(())))))))((()))(()(])))(())](((((((()(((()(())))((((((()())(((()))())))))))))(((())))(()))()))))((((((()))))))(),([)([(]))([(]))],No,CRW,--,CRW_16S_B_10529,--,No,,,,,,,,,,,,,,,
Bacillus sp. BGSC W9A88,AY608944,1561,607,954,Yes,1,16S,3,([)(((()((()()())()())()())())()()([(])))([(()(()()))()(()(])))()](((()((()())((()())(()()))))()())())()(),([)((((((((((())))(((((())()())))(((())))(()))()())))((()))))(())(((())))([((])))))([((((((())))(((((()))(())))))))((()))(()(])))(())](((((((()(((()(())))((((((()())(((()))())))))))))(((())))(()))()))))((((((()))))))(),([)([(]))([(]))],No,CRW,--,CRW_16S_B_10530,--,No,,,,,,,,,,,,,,,
Geobacillus lituanicus,AY608945,1561,607,954,Yes,1,16S,3,([)(((()((()()())()())()())())()()([(])))([(()(()()))()(()(])))()](((()((()())((()())(()()))))()())())()(),([)((((((((((())))(((((())()())))(((())))(()))()())))((()))))(())(((())))([((])))))([((((((())))(((((()))(())))))))((()))(()(])))(())](((((((()(((()(())))((((((()())(((()))())))))))))(((())))(()))()))))((((((()))))))(),([)([(]))([(]))],No,CRW,--,CRW_16S_B_10531,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus lituanicus,Geobacillus thermoleovorans group,,Geobacillus,,,
Bacillus sp. BGSC W9A90,AY608946,1561,607,954,Yes,1,16S,3,([)(((()((()()())()())()())())()()([(])))([(()(()()))()(()(])))()](((()((()())((()())(()()))))()())())()(),([)((((((((((())))(((((())()())))(((())))(()))()())))((()))))(())(((())))([((])))))([((((((())))(((((()))(())))))))((()))(()(])))(())](((((((()(((()(())))((((((()())(((()))())))))))))(((())))(()))()))))((((((()))))))(),([)([(]))([(]))],No,CRW,--,CRW_16S_B_10532,--,No,,,,,,,,,,,,,,,
Bacillus sp. BGSC W9A93,AY608947,1561,607,954,Yes,1,16S,3,([)(((()((()()())()())()())())()()([(])))([(()(()()))()(()(])))()](((()((()())((()())(()()))))()())())()(),([)((((((((((())))(((((())()())))(((())))(()))()())))((()))))(())(((())))([((])))))([((((((())))(((((()))(())))))))((()))(()(])))(())](((((((()(((()(())))((((((()())(((()))())))))))))(((())))(()))()))))((((((()))))))(),([)([(]))([(]))],No,CRW,--,CRW_16S_B_10533,--,No,,,,,,,,,,,,,,,
Geobacillus thermoleovorans,AY608948,1560,606,954,Yes,1,16S,3,([)(((()((()()())()())()())())()()([(])))([(()(()()))()(()(])))()](((()((()())((()())(()()))))()())())()(),([)((((((((((())))(((((())()())))(((())))(()))()())))((()))))(())(((())))([((])))))([((((((())))(((((()))(())))))))((()))(()(])))(())](((((((()(((()(())))((((((()())(((()))())))))))))(((())))(()))()))))((((((()))))))(),([)([(]))([(]))],No,CRW,--,CRW_16S_B_10534,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus thermoleovorans,Geobacillus thermoleovorans group,,Geobacillus,,,
Geobacillus caldoxylosilyticus,AY608949,1560,606,954,Yes,1,16S,3,([)(((()((()()())()())()())())()()([(])))([(()(()()))()(()(])))()](((()((()())((()())(()()))))()())())()(),([)((((((((((())))(((((())()())))(((())))(()))()())))((()))))(())(((())))([((])))))([((((((())))(((((()))(())))))))((()))(()(])))(())](((((((()(((()(())))((((((()())(((()))())))))))))(((())))(()))()))))((((((()))))))(),([)([(]))([(]))],No,CRW,--,CRW_16S_B_10535,--,No,,,,,,,,,,,,,,,
Geobacillus caldoxylosilyticus,AY608950,1560,606,954,Yes,1,16S,3,([)(((()((()()())()())()())())()()([(])))([(()(()()))()(()(])))()](((()((()())((()())(()()))))()())())()(),([)((((((((((())))(((((())()())))(((())))(()))()())))((()))))(())(((())))([((])))))([((((((())))(((((()))(())))))))((()))(()(])))(())](((((((()(((()(())))((((((()())(((()))())))))))))(((())))(()))()))))((((((()))))))(),([)([(]))([(]))],No,CRW,--,CRW_16S_B_10536,--,No,,,,,,,,,,,,,,,
Geobacillus caldoxylosilyticus,AY608951,1560,606,954,Yes,1,16S,3,([)(((()((()()())()())()())())()()([(])))([(()(()()))()(()(])))()](((()((()())((()())(()()))))()())())()(),([)((((((((((())))(((((())()())))(((())))(()))()())))((()))))(())(((())))([((])))))([((((((())))(((((()))(())))))))((()))(()(])))(())](((((((()(((()(())))((((((()())(((()))())))))))))(((())))(()))()))))((((((()))))))(),([)([(]))([(]))],No,CRW,--,CRW_16S_B_10537,--,No,,,,,,,,,,,,,,,
Bacillus sp. BGSC W9A59,AY608952,1560,606,954,Yes,1,16S,3,([)(((()((()()())()())()())())()()([(])))([(()(()()))()(()(])))()](((()((()())((()())(()()))))()())())()(),([)((((((((((())))(((((())()())))(((())))(()))()())))((()))))(())(((())))([((])))))([((((((())))(((((()))(())))))))((()))(()(])))(())](((((((()(((()(())))((((((()())(((()))())))))))))(((())))(()))()))))((((((()))))))(),([)([(]))([(]))],No,CRW,--,CRW_16S_B_10538,--,No,,,,,,,,,,,,,,,
Bacillus sp. BGSC W9A62,AY608953,1560,606,954,Yes,1,16S,3,([)(((()((()()())()())()())())()()([(])))([(()(()()))()(()(])))()](((()((()())((()())(()()))))()())())()(),([)((((((((((())))(((((())()())))(((())))(()))()())))((()))))(())(((())))([((])))))([((((((())))(((((()))(())))))))((()))(()(])))(())](((((((()(((()(())))((((((()())(((()))())))))))))(((())))(()))()))))((((((()))))))(),([)([(]))([(]))],No,CRW,--,CRW_16S_B_10539,--,No,,,,,,,,,,,,,,,
Bacillus sp. BGSC W9A68,AY608954,1560,606,954,Yes,1,16S,3,([)(((()((()()())()())()())())()()([(])))([(()(()()))()(()(])))()](((()((()())((()())(()()))))()())())()(),([)((((((((((())))(((((())()())))(((())))(()))()())))((()))))(())(((())))([((])))))([((((((())))(((((()))(())))))))((()))(()(])))(())](((((((()(((()(())))((((((()())(((()))())))))))))(((())))(()))()))))((((((()))))))(),([)([(]))([(]))],No,CRW,--,CRW_16S_B_10540,--,No,,,,,,,,,,,,,,,
Bacillus sp. BGSC W9A7,AY608955,1560,606,954,Yes,1,16S,3,([)(((()((()()())()())()())())()()([(])))([(()(()()))()(()(])))()](((()((()())((()())(()()))))()())())()(),([)((((((((((())))(((((())()())))(((())))(()))()())))((()))))(())(((())))([((])))))([((((((())))(((((()))(())))))))((()))(()(])))(())](((((((()(((()(())))((((((()())(((()))())))))))))(((())))(()))()))))((((((()))))))(),([)([(]))([(]))],No,CRW,--,CRW_16S_B_10541,--,No,,,,,,,,,,,,,,,
Geobacillus subterraneus,AY608956,1561,607,954,Yes,1,16S,3,([)(((()((()()())()())()())())()()([(])))([(()(()()))()(()(])))()](((()((()())((()())(()()))))()())())()(),([)((((((((((())))(((((())()())))(((())))(()))()())))((()))))(())(((())))([((])))))([((((((())))(((((()))(())))))))((()))(()(])))(())](((((((()(((()(())))((((((()())(((()))())))))))))(((())))(()))()))))((((((()))))))(),([)([(]))([(]))],No,CRW,--,CRW_16S_B_10542,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus subterraneus,,,Geobacillus,,,
Geobacillus subterraneus,AY608957,1561,607,954,Yes,1,16S,3,([)(((()((()()())()())()())())()()([(])))([(()(()()))()(()(])))()](((()((()())((()())(()()))))()())())()(),([)((((((((((())))(((((())()())))(((())))(()))()())))((()))))(())(((())))([((])))))([((((((())))(((((()))(())))))))((()))(()(])))(())](((((((()(((()(())))((((((()())(((()))())))))))))(((())))(()))()))))((((((()))))))(),([)([(]))([(]))],No,CRW,--,CRW_16S_B_10543,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus subterraneus,,,Geobacillus,,,
Geobacillus subterraneus,AY608958,1561,607,954,Yes,1,16S,3,([)(((()((()()())()())()())())()()([(])))([(()(()()))()(()(])))()](((()((()())((()())(()()))))()())())()(),([)((((((((((())))(((((())()())))(((())))(()))()())))((()))))(())(((())))([((])))))([((((((())))(((((()))(())))))))((()))(()(])))(())](((((((()(((()(())))((((((()())(((()))())))))))))(((())))(()))()))))((((((()))))))(),([)([(]))([(]))],No,CRW,--,CRW_16S_B_10544,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus subterraneus,,,Geobacillus,,,
Geobacillus uzenensis,AY608959,1561,607,954,Yes,1,16S,3,([)(((()((()()())()())()())())()()([(])))([(()(()()))()(()(])))()](((()((()())((()())(()()))))()())())()(),([)((((((((((())))(((((())()())))(((())))(()))()())))((()))))(())(((())))([((])))))([((((((())))(((((()))(())))))))((()))(()(])))(())](((((((()(((()(())))((((((()())(((()))())))))))))(((())))(()))()))))((((((()))))))(),([)([(]))([(]))],No,CRW,--,CRW_16S_B_10545,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus uzenensis,,,Geobacillus,,,
Geobacillus thermodenitrificans,AY608960,1560,606,954,Yes,1,16S,3,([)(((()((()()())()())()())())()()([(])))([(()(()()))()(()(])))()](((()((()())((()())(()()))))()())())()(),([)((((((((((())))(((((())()())))(((())))(()))()())))((()))))(())(((())))([((])))))([((((((())))(((((()))(())))))))((()))(()(])))(())](((((((()(((()(())))((((((()())(((()))())))))))))(((())))(()))()))))((((((()))))))(),([)([(]))([(]))],No,CRW,--,CRW_16S_B_10546,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus thermodenitrificans,,,Geobacillus,,,
Geobacillus thermodenitrificans,AY608961,1560,606,954,Yes,1,16S,3,([)(((()((()()())()())()())())()()([(])))([(()(()()))()(()(])))()](((()((()())((()())(()()))))()())())()(),([)((((((((((())))(((((())()())))(((())))(()))()())))((()))))(())(((())))([((])))))([((((((())))(((((()))(())))))))((()))(()(])))(())](((((((()(((()(())))((((((()())(((()))())))))))))(((())))(()))()))))((((((()))))))(),([)([(]))([(]))],No,CRW,--,CRW_16S_B_10547,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus thermodenitrificans,,,Geobacillus,,,
Bacillus sp. BGSC W9A21,AY608962,1560,606,954,Yes,1,16S,3,([)(((()((()()())()())()())())()()([(])))([(()(()()))()(()(])))()](((()((()())((()())(()()))))()())())()(),([)((((((((((())))(((((())()())))(((())))(()))()())))((()))))(())(((())))([((])))))([((((((())))(((((()))(())))))))((()))(()(])))(())](((((((()(((()(())))((((((()())(((()))())))))))))(((())))(()))()))))((((((()))))))(),([)([(]))([(]))],No,CRW,--,CRW_16S_B_10548,--,No,,,,,,,,,,,,,,,
Geobacillus thermodenitrificans,AY608963,1560,606,954,Yes,1,16S,3,([)(((()((()()())()())()())())()()([(])))([(()(()()))()(()(])))()](((()((()())((()())(()()))))()())())()(),([)((((((((((())))(((((())()())))(((())))(()))()())))((()))))(())(((())))([((])))))([((((((())))(((((()))(())))))))((()))(()(])))(())](((((((()(((()(())))((((((()())(((()))())))))))))(((())))(()))()))))((((((()))))))(),([)([(]))([(]))],No,CRW,--,CRW_16S_B_10549,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus thermodenitrificans,,,Geobacillus,,,
Geobacillus thermodenitrificans,AY608964,1560,606,954,Yes,1,16S,3,([)(((()((()()())()())()())())()()([(])))([(()(()()))()(()(])))()](((()((()())((()())(()()))))()())())()(),([)((((((((((())))(((((())()())))(((())))(()))()())))((()))))(())(((())))([((])))))([((((((())))(((((()))(())))))))((()))(()(])))(())](((((((()(((()(())))((((((()())(((()))())))))))))(((())))(()))()))))((((((()))))))(),([)([(]))([(]))],No,CRW,--,CRW_16S_B_10550,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus thermodenitrificans,,,Geobacillus,,,
Bacillus sp. BGSC W9A45,AY608965,1560,606,954,Yes,1,16S,3,([)(((()((()()())()())()())())()()([(])))([(()(()()))()(()(])))()](((()((()())((()())(()()))))()())())()(),([)((((((((((())))(((((())()())))(((())))(()))()())))((()))))(())(((())))([((])))))([((((((())))(((((()))(())))))))((()))(()(])))(())](((((((()(((()(())))((((((()())(((()))())))))))))(((())))(()))()))))((((((()))))))(),([)([(]))([(]))],No,CRW,--,CRW_16S_B_10551,--,No,,,,,,,,,,,,,,,
Bacillus sp. BGSC W9A5,AY608966,1559,605,954,Yes,1,16S,3,([)(((()((()()())()())()())())()()([(])))([(()(()()))()(()(])))()](((()((()())((()())(()()))))()())())()(),([)((((((((((())))(((((())()())))(((())))(()))()())))((()))))(())(((())))([((])))))([((((((())))(((((()))(())))))))((()))(()(])))(())](((((((()(((()(())))((((((()())(((()))())))))))))(((())))(()))()))))((((((()))))))(),([)([(]))([(]))],No,CRW,--,CRW_16S_B_10552,--,No,,,,,,,,,,,,,,,
Bacillus sp. BGSC W9A54,AY608967,1560,606,954,Yes,1,16S,3,([)(((()((()()())()())()())())()()([(])))([(()(()()))()(()(])))()](((()((()())((()())(()()))))()())())()(),([)((((((((((())))(((((())()())))(((())))(()))()())))((()))))(())(((())))([((])))))([((((((())))(((((()))(())))))))((()))(()(])))(())](((((((()(((()(())))((((((()())(((()))())))))))))(((())))(()))()))))((((((()))))))(),([)([(]))([(]))],No,CRW,--,CRW_16S_B_10553,--,No,,,,,,,,,,,,,,,
Bacillus sp. BGSC W9A65,AY608968,1560,606,954,Yes,1,16S,3,([)(((()((()()())()())()())())()()([(])))([(()(()()))()(()(])))()](((()((()())((()())(()()))))()())())()(),([)((((((((((())))(((((())()())))(((())))(()))()())))((()))))(())(((())))([((])))))([((((((())))(((((()))(())))))))((()))(()(])))(())](((((((()(((()(())))((((((()())(((()))())))))))))(((())))(()))()))))((((((()))))))(),([)([(]))([(]))],No,CRW,--,CRW_16S_B_10554,--,No,,,,,,,,,,,,,,,
Bacillus sp. BGSC W9A66,AY608969,1560,606,954,Yes,1,16S,3,([)(((()((()()())()())()())())()()([(])))([(()(()()))()(()(])))()](((()((()())((()())(()()))))()())())()(),([)((((((((((())))(((((())()())))(((())))(()))()())))((()))))(())(((())))([((])))))([((((((())))(((((()))(())))))))((()))(()(])))(())](((((((()(((()(())))((((((()())(((()))())))))))))(((())))(()))()))))((((((()))))))(),([)([(]))([(]))],No,CRW,--,CRW_16S_B_10555,--,No,,,,,,,,,,,,,,,
Bacillus sp. BGSC W9A67,AY608970,1560,606,954,Yes,1,16S,3,([)(((()((()()())()())()())())()()([(])))([(()(()()))()(()(])))()](((()((()())((()())(()()))))()())())()(),([)((((((((((())))(((((())()())))(((())))(()))()())))((()))))(())(((())))([((])))))([((((((())))(((((()))(())))))))((()))(()(])))(())](((((((()(((()(())))((((((()())(((()))())))))))))(((())))(()))()))))((((((()))))))(),([)([(]))([(]))],No,CRW,--,CRW_16S_B_10556,--,No,,,,,,,,,,,,,,,
Bacillus sp. BGSC W9A69,AY608971,1560,606,954,Yes,1,16S,3,([)(((()((()()())()())()())())()()([(])))([(()(()()))()(()(])))()](((()((()())((()())(()()))))()())())()(),([)((((((((((())))(((((())()())))(((())))(()))()())))((()))))(())(((())))([((])))))([((((((())))(((((()))(())))))))((()))(()(])))(())](((((((()(((()(())))((((((()())(((()))())))))))))(((())))(()))()))))((((((()))))))(),([)([(]))([(]))],No,CRW,--,CRW_16S_B_10557,--,No,,,,,,,,,,,,,,,
Bacillus sp. BGSC W9A71,AY608972,1560,606,954,Yes,1,16S,3,([)(((()((()()())()())()())())()()([(])))([(()(()()))()(()(])))()](((()((()())((()())(()()))))()())())()(),([)((((((((((())))(((((())()())))(((())))(()))()())))((()))))(())(((())))([((])))))([((((((())))(((((()))(())))))))((()))(()(])))(())](((((((()(((()(())))((((((()())(((()))())))))))))(((())))(()))()))))((((((()))))))(),([)([(]))([(]))],No,CRW,--,CRW_16S_B_10558,--,No,,,,,,,,,,,,,,,
Bacillus sp. BGSC W9A73,AY608973,1560,606,954,Yes,1,16S,3,([)(((()((()()())()())()())())()()([(])))([(()(()()))()(()(])))()](((()((()())((()())(()()))))()())())()(),([)((((((((((())))(((((())()())))(((())))(()))()())))((()))))(())(((())))([((])))))([((((((())))(((((()))(())))))))((()))(()(])))(())](((((((()(((()(())))((((((()())(((()))())))))))))(((())))(()))()))))((((((()))))))(),([)([(]))([(]))],No,CRW,--,CRW_16S_B_10559,--,No,,,,,,,,,,,,,,,
Bacillus sp. BGSC W9A74,AY608974,1560,606,954,Yes,1,16S,3,([)(((()((()()())()())()())())()()([(])))([(()(()()))()(()(])))()](((()((()())((()())(()()))))()())())()(),([)((((((((((())))(((((())()())))(((())))(()))()())))((()))))(())(((())))([((])))))([((((((())))(((((()))(())))))))((()))(()(])))(())](((((((()(((()(())))((((((()())(((()))())))))))))(((())))(()))()))))((((((()))))))(),([)([(]))([(]))],No,CRW,--,CRW_16S_B_10560,--,No,,,,,,,,,,,,,,,
Geobacillus kaue,AY608975,1561,607,954,Yes,1,16S,3,([)(((()((()()())()())()())())()()([(])))([(()(()()))()(()(])))()](((()((()())((()())(()()))))()())())()(),([)((((((((((())))(((((())()())))(((())))(()))()())))((()))))(())(((())))([((])))))([((((((())))(((((()))(())))))))((()))(()(])))(())](((((((()(((()(())))((((((()())(((()))())))))))))(((())))(()))()))))((((((()))))))(),([)([(]))([(]))],No,CRW,--,CRW_16S_B_10561,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus kaue,,,Geobacillus,,,
Bacillus sp. BGSC W9A84,AY608976,1560,606,954,Yes,1,16S,3,([)(((()((()()())()())()())())()()([(])))([(()(()()))()(()(])))()](((()((()())((()())(()()))))()())())()(),([)((((((((((())))(((((())()())))(((())))(()))()())))((()))))(())(((())))([((])))))([((((((())))(((((()))(())))))))((()))(()(])))(())](((((((()(((()(())))((((((()())(((()))())))))))))(((())))(()))()))))((((((()))))))(),([)([(]))([(]))],No,CRW,--,CRW_16S_B_10562,--,No,,,,,,,,,,,,,,,
Bacillus sp. BGSC W9A86,AY608977,1560,606,954,Yes,1,16S,3,([)(((()((()()())()())()())())()()([(])))([(()(()()))()(()(])))()](((()((()())((()())(()()))))()())())()(),([)((((((((((())))(((((())()())))(((())))(()))()())))((()))))(())(((())))([((])))))([((((((())))(((((()))(())))))))((()))(()(])))(())](((((((()(((()(())))((((((()())(((()))())))))))))(((())))(()))()))))((((((()))))))(),([)([(]))([(]))],No,CRW,--,CRW_16S_B_10563,--,No,,,,,,,,,,,,,,,
Bacillus sp. BGSC W9A87,AY608978,1560,606,954,Yes,1,16S,3,([)(((()((()()())()())()())())()()([(])))([(()(()()))()(()(])))()](((()((()())((()())(()()))))()())())()(),([)((((((((((())))(((((())()())))(((())))(()))()())))((()))))(())(((())))([((])))))([((((((())))(((((()))(())))))))((()))(()(])))(())](((((((()(((()(())))((((((()())(((()))())))))))))(((())))(()))()))))((((((()))))))(),([)([(]))([(]))],No,CRW,--,CRW_16S_B_10564,--,No,,,,,,,,,,,,,,,
Bacillus sp. BGSC W9A91,AY608979,1560,606,954,Yes,1,16S,3,([)(((()((()()())()())()())())()()([(])))([(()(()()))()(()(])))()](((()((()())((()())(()()))))()())())()(),([)((((((((((())))(((((())()())))(((())))(()))()())))((()))))(())(((())))([((])))))([((((((())))(((((()))(())))))))((()))(()(])))(())](((((((()(((()(())))((((((()())(((()))())))))))))(((())))(()))()))))((((((()))))))(),([)([(]))([(]))],No,CRW,--,CRW_16S_B_10565,--,No,,,,,,,,,,,,,,,
Geobacillus sp. BGSC 20A1,AY608980,1559,605,954,Yes,1,16S,3,([)(((()((()()())()())()())())()()([(])))([(()(()()))()(()(])))()](((()((()())((()())(()()))))()())())()(),([)((((((((((())))(((((())()())))(((())))(()))()())))((()))))(())(((())))([((])))))([((((((())))(((((()))(())))))))((()))(()(])))(())](((((((()(((()(())))((((((()())(((()))())))))))))(((())))(()))()))))((((((()))))))(),([)([(]))([(]))],No,CRW,--,CRW_16S_B_10566,--,No,,,,,,,,,,,,,,,
Geobacillus thermoglucosidasius,AY608981,1562,608,954,Yes,1,16S,3,([)(((()((()()())()())()())())()()([(])))([(()(()()))()(()(])))()](((()((()())((()())(()()))))()())())()(),([)((((((((((())))(((((())()())))(((())))(()))()())))((()))))(())(((())))([((])))))([((((((())))(((((()))(())))))))((()))(()(])))(())](((((((()(((()(())))((((((()())(((()))())))))))))(((())))(()))()))))((((((()))))))(),([)([(]))([(]))],No,CRW,--,CRW_16S_B_10567,--,No,,,,,,,,,,,,,,,
Geobacillus toebii,AY608982,1559,605,954,Yes,1,16S,3,([)(((()((()()())()())()())())()()([(])))([(()(()()))()(()(])))()](((()((()())((()())(()()))))()())())()(),([)((((((((((())))(((((())()())))(((())))(()))()())))((()))))(())(((())))([((])))))([((((((())))(((((()))(())))))))((()))(()(])))(())](((((((()(((()(())))((((((()())(((()))())))))))))(((())))(()))()))))((((((()))))))(),([)([(]))([(]))],No,CRW,--,CRW_16S_B_10568,--,No,,,,,,,,,,,,,,,
Bacillus sp. BGSC W9A6,AY608983,1560,606,954,Yes,1,16S,3,([)(((()((()()())()())()())())()()([(])))([(()(()()))()(()(])))()](((()((()())((()())(()()))))()())())()(),([)((((((((((())))(((((())()())))(((())))(()))()())))((()))))(())(((())))([((])))))([((((((())))(((((()))(())))))))((()))(()(])))(())](((((((()(((()(())))((((((()())(((()))())))))))))(((())))(()))()))))((((((()))))))(),([)([(]))([(]))],No,CRW,--,CRW_16S_B_10569,--,No,,,,,,,,,,,,,,,
Geobacillus thermoglucosidasius,AY608984,1562,608,954,Yes,1,16S,3,([)(((()((()()())()())()())())()()([(])))([(()(()()))()(()(])))()](((()((()())((()())(()()))))()())())()(),([)((((((((((())))(((((())()())))(((())))(()))()())))((()))))(())(((())))([((])))))([((((((())))(((((()))(())))))))((()))(()(])))(())](((((((()(((()(())))((((((()())(((()))())))))))))(((())))(()))()))))((((((()))))))(),([)([(]))([(]))],No,CRW,--,CRW_16S_B_10570,--,No,,,,,,,,,,,,,,,
Geobacillus thermoglucosidasius,AY608985,1561,607,954,Yes,1,16S,3,([)(((()((()()())()())()())())()()([(])))([(()(()()))()(()(])))()](((()((()())((()())(()()))))()())())()(),([)((((((((((())))(((((())()())))(((())))(()))()())))((()))))(())(((())))([((])))))([((((((())))(((((()))(())))))))((()))(()(])))(())](((((((()(((()(())))((((((()())(((()))())))))))))(((())))(()))()))))((((((()))))))(),([)([(]))([(]))],No,CRW,--,CRW_16S_B_10571,--,No,,,,,,,,,,,,,,,
Geobacillus thermoglucosidasius,AY608986,1562,608,954,Yes,1,16S,3,([)(((()((()()())()())()())())()()([(])))([(()(()()))()(()(])))()](((()((()())((()())(()()))))()())())()(),([)((((((((((())))(((((())()())))(((())))(()))()())))((()))))(())(((())))([((])))))([((((((())))(((((()))(())))))))((()))(()(])))(())](((((((()(((()(())))((((((()())(((()))())))))))))(((())))(()))()))))((((((()))))))(),([)([(]))([(]))],No,CRW,--,CRW_16S_B_10572,--,No,,,,,,,,,,,,,,,
Bacillus sp. BGSC W9A22,AY608987,1559,605,954,Yes,1,16S,3,([)(((()((()()())()())()())())()()([(])))([(()(()()))()(()(])))()](((()((()())((()())(()()))))()())())()(),([)((((((((((())))(((((())()())))(((())))(()))()())))((()))))(())(((())))([((])))))([((((((())))(((((()))(())))))))((()))(()(])))(())](((((((()(((()(())))((((((()())(((()))())))))))))(((())))(()))()))))((((((()))))))(),([)([(]))([(]))],No,CRW,--,CRW_16S_B_10573,--,No,,,,,,,,,,,,,,,
Geobacillus thermoglucosidasius,AY608988,1562,608,954,Yes,1,16S,3,([)(((()((()()())()())()())())()()([(])))([(()(()()))()(()(])))()](((()((()())((()())(()()))))()())())()(),([)((((((((((())))(((((())()())))(((())))(()))()())))((()))))(())(((())))([((])))))([((((((())))(((((()))(())))))))((()))(()(])))(())](((((((()(((()(())))((((((()())(((()))())))))))))(((())))(()))()))))((((((()))))))(),([)([(]))([(]))],No,CRW,--,CRW_16S_B_10574,--,No,,,,,,,,,,,,,,,
Geobacillus stearothermophilus,AY608989,1562,608,954,Yes,1,16S,3,([)(((()((()()())()())()())())()()([(])))([(()(()()))()(()(])))()](((()((()())((()())(()()))))()())())()(),([)((((((((((())))(((((())()())))(((())))(()))()())))((()))))(())(((())))([((])))))([((((((())))(((((()))(())))))))((()))(()(])))(())](((((((()(((()(())))((((((()())(((()))())))))))))(((())))(()))()))))((((((()))))))(),([)([(]))([(]))],No,CRW,--,CRW_16S_B_10575,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus stearothermophilus,,,Geobacillus,,,
Geobacillus thermoglucosidasius,AY608990,1562,608,954,Yes,1,16S,3,([)(((()((()()())()())()())())()()([(])))([(()(()()))()(()(])))()](((()((()())((()())(()()))))()())())()(),([)((((((((((())))(((((())()())))(((())))(()))()())))((()))))(())(((())))([((])))))([((((((())))(((((()))(())))))))((()))(()(])))(())](((((((()(((()(())))((((((()())(((()))())))))))))(((())))(()))()))))((((((()))))))(),([)([(]))([(]))],No,CRW,--,CRW_16S_B_10576,--,No,,,,,,,,,,,,,,,
