Organism name,Length,Benchmark ID,Taxonomy.GTDB.domain,Taxonomy.GTDB.phylum
Rhodococcus sp.,1119,CRW_16S_B_4265,Bacteria,Actinobacteriota
Rhodococcus sp.,933,CRW_16S_B_4266,Bacteria,Actinobacteriota
Rhodococcus sp.,963,CRW_16S_B_4267,Bacteria,Actinobacteriota
Rhodococcus zopfii,1319,CRW_16S_B_4268,Bacteria,Actinobacteriota
Renibacterium salmoninarum,1054,CRW_16S_B_4269,Bacteria,Actinobacteriota
Saccharopolyspora erythraea,1316,CRW_16S_B_4304,Bacteria,Actinobacteriota
Saccharopolyspora hirsuta,1284,CRW_16S_B_4307,Bacteria,Actinobacteriota
Saccharopolyspora hordei,1340,CRW_16S_B_4308,Bacteria,Actinobacteriota
Saccharopolyspora rectivirgula,1260,CRW_16S_B_4309,Bacteria,Actinobacteriota
Saccharopolyspora rectivirgula,1246,CRW_16S_B_4310,Bacteria,Actinobacteriota
Streptomyces abikoensis,1177,CRW_16S_B_4363,Bacteria,Actinobacteriota
Streptomyces albus,1242,CRW_16S_B_4366,Bacteria,Actinobacteriota
Streptomyces roseoverticillatus,1157,CRW_16S_B_4368,Bacteria,Actinobacteriota
Streptomyces brasiliensis,1239,CRW_16S_B_4372,Bacteria,Actinobacteriota
Streptomyces cinnamoneus,1181,CRW_16S_B_4375,Bacteria,Actinobacteriota
Streptomyces cinnamoneus,1224,CRW_16S_B_4376,Bacteria,Actinobacteriota
Streptomyces diastaticus,1193,CRW_16S_B_4383,Bacteria,Actinobacteriota
Streptomyces lavendulae,1186,CRW_16S_B_4396,Bacteria,Actinobacteriota
Streptomyces mobaraensis,1197,CRW_16S_B_4401,Bacteria,Actinobacteriota
Streptomyces mobaraensis,1192,CRW_16S_B_4405,Bacteria,Actinobacteriota
Streptomyces purpureus,1190,CRW_16S_B_4413,Bacteria,Actinobacteriota
Acrocarpospora corrugata,1341,CRW_16S_B_4470,Bacteria,Actinobacteriota
Streptosporangium nondiastaticum,1342,CRW_16S_B_4478,Bacteria,Actinobacteriota
Streptomyces fumanus,1341,CRW_16S_B_448,Bacteria,Actinobacteriota
Streptosporangium pseudovulgare,1345,CRW_16S_B_4481,Bacteria,Actinobacteriota
Streptosporangium roseum,1322,CRW_16S_B_4486,Bacteria,Actinobacteriota
Tsukamurella paurometabola,1341,CRW_16S_B_4515,Bacteria,Actinobacteriota
Tsukamurella paurometabola,1324,CRW_16S_B_4516,Bacteria,Actinobacteriota
Tsukamurella paurometabola,1341,CRW_16S_B_4520,Bacteria,Actinobacteriota
Acetobacter peroxydans,1335,CRW_16S_B_4540,Bacteria,Proteobacteria
uncultured bacterium,841,CRW_16S_B_4572,Bacteria,Actinobacteriota
Streptomyces olivaceoviridis,1268,CRW_16S_B_462,Bacteria,Actinobacteriota
Streptomyces olivochromogenes,1178,CRW_16S_B_463,Bacteria,Actinobacteriota
uncultured bacterium,1070,CRW_16S_B_4641,Bacteria,Actinobacteriota
Agrobacterium tumefaciens,956,CRW_16S_B_4642,Bacteria,Proteobacteria
Brevundimonas diminuta,1343,CRW_16S_B_4676,Bacteria,Proteobacteria
Brevundimonas diminuta,1318,CRW_16S_B_4677,Bacteria,Proteobacteria
uncultured Methylobacterium sp.,1304,CRW_16S_B_4845,Bacteria,Proteobacteria
uncultured Sphingomonas sp.,1304,CRW_16S_B_4846,Bacteria,Proteobacteria
uncultured bacterium,821,CRW_16S_B_4900,Bacteria,Actinobacteriota
Acidiphilium rubrum,1073,CRW_16S_B_4916,Bacteria,Proteobacteria
Zymomonas mobilis,1134,CRW_16S_B_4955,Bacteria,Proteobacteria
Brevundimonas intermedia,1323,CRW_16S_B_5020,Bacteria,Proteobacteria
Agrobacterium tumefaciens,1338,CRW_16S_B_5032,Bacteria,Proteobacteria
Agrobacterium tumefaciens,1338,CRW_16S_B_5033,Bacteria,Proteobacteria
uncultured bacterium,1224,CRW_16S_B_5110,Bacteria,Actinobacteriota
Agrobacterium tumefaciens,973,CRW_16S_B_5113,Bacteria,Proteobacteria
uncultured bacterium,1249,CRW_16S_B_5423,Bacteria,Actinobacteriota
uncultured bacterium,1290,CRW_16S_B_5425,Bacteria,Actinobacteriota
uncultured bacterium,808,CRW_16S_B_5490,Bacteria,Actinobacteriota
Agrobacterium tumefaciens,1343,CRW_16S_B_5502,Bacteria,Proteobacteria
Agrobacterium tumefaciens,1055,CRW_16S_B_5681,Bacteria,Proteobacteria
Agrobacterium tumefaciens,1055,CRW_16S_B_5682,Bacteria,Proteobacteria
uncultured bacterium,972,CRW_16S_B_6020,Bacteria,Actinobacteriota
uncultured bacterium,988,CRW_16S_B_6021,Bacteria,Actinobacteriota
uncultured bacterium,867,CRW_16S_B_6022,Bacteria,Actinobacteriota
uncultured bacterium,972,CRW_16S_B_6023,Bacteria,Actinobacteriota
uncultured bacterium,962,CRW_16S_B_6024,Bacteria,Actinobacteriota
uncultured bacterium,973,CRW_16S_B_6025,Bacteria,Actinobacteriota
uncultured bacterium,989,CRW_16S_B_6026,Bacteria,Actinobacteriota
Sphingobium yanoikuyae,1309,CRW_16S_B_6061,Bacteria,Proteobacteria
uncultured bacterium,1266,CRW_16S_B_6072,Bacteria,Actinobacteriota
uncultured bacterium,1294,CRW_16S_B_6074,Bacteria,Actinobacteriota
uncultured bacterium,1191,CRW_16S_B_6075,Bacteria,Actinobacteriota
uncultured bacterium,1275,CRW_16S_B_6076,Bacteria,Actinobacteriota
uncultured bacterium,1128,CRW_16S_B_6077,Bacteria,Actinobacteriota
uncultured bacterium,1235,CRW_16S_B_6078,Bacteria,Actinobacteriota
uncultured bacterium,1262,CRW_16S_B_6079,Bacteria,Actinobacteriota
uncultured bacterium,1254,CRW_16S_B_6080,Bacteria,Actinobacteriota
Agrobacterium larrymoorei,1334,CRW_16S_B_6130,Bacteria,Proteobacteria
Agrobacterium tumefaciens,1340,CRW_16S_B_6131,Bacteria,Proteobacteria
Agrobacterium tumefaciens,1333,CRW_16S_B_6132,Bacteria,Proteobacteria
Agrobacterium tumefaciens,1335,CRW_16S_B_6133,Bacteria,Proteobacteria
Agrobacterium tumefaciens,1340,CRW_16S_B_6134,Bacteria,Proteobacteria
Agrobacterium tumefaciens,1335,CRW_16S_B_6135,Bacteria,Proteobacteria
Agrobacterium rhizogenes,1334,CRW_16S_B_6136,Bacteria,Proteobacteria
Agrobacterium rhizogenes,1338,CRW_16S_B_6137,Bacteria,Proteobacteria
Agrobacterium rhizogenes,1329,CRW_16S_B_6138,Bacteria,Proteobacteria
Agrobacterium rhizogenes,1338,CRW_16S_B_6139,Bacteria,Proteobacteria
Agrobacterium rhizogenes,1338,CRW_16S_B_6140,Bacteria,Proteobacteria
Agrobacterium rhizogenes,1338,CRW_16S_B_6141,Bacteria,Proteobacteria
Agrobacterium rubi,1340,CRW_16S_B_6142,Bacteria,Proteobacteria
Agrobacterium rubi,1338,CRW_16S_B_6143,Bacteria,Proteobacteria
Agrobacterium vitis,1334,CRW_16S_B_6144,Bacteria,Proteobacteria
Agrobacterium vitis,1334,CRW_16S_B_6145,Bacteria,Proteobacteria
Agrobacterium vitis,1335,CRW_16S_B_6146,Bacteria,Proteobacteria
Agrobacterium vitis,1334,CRW_16S_B_6147,Bacteria,Proteobacteria
Agrobacterium vitis,1334,CRW_16S_B_6148,Bacteria,Proteobacteria
uncultured bacterium,1238,CRW_16S_B_6149,Bacteria,Actinobacteriota
uncultured bacterium,1188,CRW_16S_B_6150,Bacteria,Actinobacteriota
uncultured bacterium,1231,CRW_16S_B_6151,Bacteria,Actinobacteriota
uncultured bacterium,1219,CRW_16S_B_6152,Bacteria,Actinobacteriota
uncultured bacterium,1209,CRW_16S_B_6153,Bacteria,Actinobacteriota
uncultured bacterium,1183,CRW_16S_B_6154,Bacteria,Actinobacteriota
uncultured bacterium,1197,CRW_16S_B_6155,Bacteria,Actinobacteriota
uncultured bacterium,1209,CRW_16S_B_6156,Bacteria,Actinobacteriota
uncultured bacterium,1238,CRW_16S_B_6157,Bacteria,Actinobacteriota
uncultured bacterium,1124,CRW_16S_B_6158,Bacteria,Actinobacteriota
uncultured bacterium,1236,CRW_16S_B_6159,Bacteria,Actinobacteriota
uncultured bacterium,1199,CRW_16S_B_6160,Bacteria,Actinobacteriota
uncultured bacterium,1195,CRW_16S_B_6161,Bacteria,Actinobacteriota
uncultured bacterium,1194,CRW_16S_B_6162,Bacteria,Actinobacteriota
uncultured bacterium,1207,CRW_16S_B_6163,Bacteria,Actinobacteriota
uncultured bacterium,1220,CRW_16S_B_6164,Bacteria,Actinobacteriota
uncultured bacterium,1231,CRW_16S_B_6165,Bacteria,Actinobacteriota
Zymomonas mobilis subsp. mobilis,1343,CRW_16S_B_6201,Bacteria,Proteobacteria
Zymomonas mobilis subsp. mobilis,1343,CRW_16S_B_6202,Bacteria,Proteobacteria
Zymomonas mobilis subsp. pomaceae,1343,CRW_16S_B_6203,Bacteria,Proteobacteria
Brevundimonas diminuta,1263,CRW_16S_B_6277,Bacteria,Proteobacteria
uncultured bacterium,1302,CRW_16S_B_6278,Bacteria,Actinobacteriota
uncultured Myxococcales bacterium,1098,CRW_16S_B_6406,Bacteria,Myxococcota
Zymomonas mobilis,1343,CRW_16S_B_6524,Bacteria,Proteobacteria
Agrobacterium tumefaciens,809,CRW_16S_B_6535,Bacteria,Proteobacteria
Agrobacterium tumefaciens,810,CRW_16S_B_6536,Bacteria,Proteobacteria
Agrobacterium tumefaciens,810,CRW_16S_B_6540,Bacteria,Proteobacteria
Agrobacterium tumefaciens,841,CRW_16S_B_6541,Bacteria,Proteobacteria
Agrobacterium tumefaciens,825,CRW_16S_B_6544,Bacteria,Proteobacteria
Azospirillum lipoferum,1339,CRW_16S_B_6586,Bacteria,Proteobacteria
Azospirillum lipoferum,1311,CRW_16S_B_6587,Bacteria,Proteobacteria
Azospirillum lipoferum,1317,CRW_16S_B_6588,Bacteria,Proteobacteria
Azospirillum sp.,1328,CRW_16S_B_6595,Bacteria,Proteobacteria
Azospirillum sp.,1346,CRW_16S_B_6596,Bacteria,Proteobacteria
Bradyrhizobium japonicum,1109,CRW_16S_B_6636,Bacteria,Proteobacteria
Bradyrhizobium japonicum,1109,CRW_16S_B_6645,Bacteria,Proteobacteria
Caulobacter vibrioides,1320,CRW_16S_B_6753,Bacteria,Proteobacteria
Caulobacter vibrioides,1317,CRW_16S_B_6754,Bacteria,Proteobacteria
Sinorhizobium meliloti,1312,CRW_16S_B_6814,Bacteria,Proteobacteria
uncultured bacterium,1341,CRW_16S_B_6831,Bacteria,Actinobacteriota
Agrobacterium tumefaciens,1346,CRW_16S_B_6853,Bacteria,Proteobacteria
Brevundimonas vesicularis,1253,CRW_16S_B_6864,Bacteria,Proteobacteria
Sphingomonas echinoides,819,CRW_16S_B_6873,Bacteria,Proteobacteria
uncultured Caulobacter sp.,1008,CRW_16S_B_6916,Bacteria,Proteobacteria
uncultured bacterium,1305,CRW_16S_B_6944,Bacteria,Actinobacteriota
Agrobacterium tumefaciens,874,CRW_16S_B_7126,Bacteria,Proteobacteria
Sphingomonas mucosissima,1226,CRW_16S_B_7251,Bacteria,Proteobacteria
uncultured bacterium,1335,CRW_16S_B_7252,Bacteria,Actinobacteriota
uncultured bacterium,1341,CRW_16S_B_7253,Bacteria,Actinobacteriota
uncultured bacterium,1335,CRW_16S_B_7254,Bacteria,Actinobacteriota
Agrobacterium tumefaciens,1326,CRW_16S_B_7263,Bacteria,Proteobacteria
Agrobacterium tumefaciens,1344,CRW_16S_B_7267,Bacteria,Proteobacteria
Agrobacterium tumefaciens,1155,CRW_16S_B_7268,Bacteria,Proteobacteria
Sinorhizobium fredii,1180,CRW_16S_B_7281,Bacteria,Proteobacteria
uncultured bacterium,1183,CRW_16S_B_7331,Bacteria,Actinobacteriota
uncultured bacterium,847,CRW_16S_B_7349,Bacteria,Actinobacteriota
Rhizobium tropici,1274,CRW_16S_B_7371,Bacteria,Proteobacteria
uncultured bacterium,1303,CRW_16S_B_7372,Bacteria,Actinobacteriota
uncultured bacterium,1281,CRW_16S_B_7373,Bacteria,Actinobacteriota
uncultured bacterium,1066,CRW_16S_B_7374,Bacteria,Actinobacteriota
uncultured bacterium,1303,CRW_16S_B_7375,Bacteria,Actinobacteriota
uncultured bacterium,1281,CRW_16S_B_7376,Bacteria,Actinobacteriota
uncultured bacterium,1274,CRW_16S_B_7377,Bacteria,Actinobacteriota
uncultured bacterium,1281,CRW_16S_B_7378,Bacteria,Actinobacteriota
uncultured bacterium,1304,CRW_16S_B_7379,Bacteria,Actinobacteriota
uncultured bacterium,1281,CRW_16S_B_7380,Bacteria,Actinobacteriota
uncultured bacterium,1304,CRW_16S_B_7381,Bacteria,Actinobacteriota
uncultured bacterium,1056,CRW_16S_B_7382,Bacteria,Actinobacteriota
uncultured bacterium,1304,CRW_16S_B_7383,Bacteria,Actinobacteriota
uncultured bacterium,1303,CRW_16S_B_7384,Bacteria,Actinobacteriota
uncultured bacterium,893,CRW_16S_B_7395,Bacteria,Actinobacteriota
uncultured bacterium,1320,CRW_16S_B_7401,Bacteria,Actinobacteriota
uncultured Caulobacter sp.,865,CRW_16S_B_7433,Bacteria,Proteobacteria
uncultured Caulobacter sp.,912,CRW_16S_B_7434,Bacteria,Proteobacteria
Ehrlichia canis,1308,CRW_16S_B_7436,Bacteria,Proteobacteria
Erythrobacter longus,1314,CRW_16S_B_7511,Bacteria,Proteobacteria
Gluconobacter cerinus,1341,CRW_16S_B_7515,Bacteria,Proteobacteria
Methylocystis parvus,1314,CRW_16S_B_7545,Bacteria,Proteobacteria
Methylobacterium sp.,1053,CRW_16S_B_7561,Bacteria,Proteobacteria
Methylobacterium organophilum,1317,CRW_16S_B_7571,Bacteria,Proteobacteria
Methylobacterium sp.,1319,CRW_16S_B_7584,Bacteria,Proteobacteria
Methylobacterium sp.,1322,CRW_16S_B_7585,Bacteria,Proteobacteria
Methylobacterium sp.,1323,CRW_16S_B_7586,Bacteria,Proteobacteria
Nitrobacter winogradskyi,1332,CRW_16S_B_7620,Bacteria,Proteobacteria
Paracoccus denitrificans,1182,CRW_16S_B_7650,Bacteria,Proteobacteria
Paracoccus versutus,938,CRW_16S_B_7657,Bacteria,Proteobacteria
Porphyrobacter sp.,1286,CRW_16S_B_7675,Bacteria,Proteobacteria
Rhodobacter blasticus,1269,CRW_16S_B_7680,Bacteria,Proteobacteria
Rhodobacter capsulatus,1220,CRW_16S_B_7683,Bacteria,Proteobacteria
Rhodospirillum centenum,1315,CRW_16S_B_7695,Bacteria,Proteobacteria
Rhizobium leguminosarum,983,CRW_16S_B_7736,Bacteria,Proteobacteria
Rhizobium sp.,955,CRW_16S_B_7739,Bacteria,Proteobacteria
Rhizobium sp.,880,CRW_16S_B_7776,Bacteria,Proteobacteria
Rhizobium tropici,880,CRW_16S_B_7790,Bacteria,Proteobacteria
Rhizobium tropici,894,CRW_16S_B_7791,Bacteria,Proteobacteria
Rhodovulum adriaticum,1175,CRW_16S_B_7800,Bacteria,Proteobacteria
Rhodovulum euryhalinum,1138,CRW_16S_B_7802,Bacteria,Proteobacteria
Rhodovulum sulfidophilum,1262,CRW_16S_B_7808,Bacteria,Proteobacteria
Rickettsia typhi,1323,CRW_16S_B_7860,Bacteria,Proteobacteria
Roseobacter denitrificans,1266,CRW_16S_B_7865,Bacteria,Proteobacteria
Roseobacter denitrificans,1265,CRW_16S_B_7866,Bacteria,Proteobacteria
Rhodopseudomonas sp.,1295,CRW_16S_B_7875,Bacteria,Proteobacteria
Rhodopseudomonas sp.,1324,CRW_16S_B_7876,Bacteria,Proteobacteria
Rhodopseudomonas palustris,1311,CRW_16S_B_7881,Bacteria,Proteobacteria
Rhodopseudomonas palustris,821,CRW_16S_B_7885,Bacteria,Proteobacteria
Rhodothalassium salexigens,1318,CRW_16S_B_7903,Bacteria,Proteobacteria
Sphingomonas paucimobilis,1231,CRW_16S_B_7953,Bacteria,Proteobacteria
Sphingomonas paucimobilis,1347,CRW_16S_B_7957,Bacteria,Proteobacteria
Novosphingobium aromaticivorans,1194,CRW_16S_B_7968,Bacteria,Proteobacteria
Sphingomonas sp.,1330,CRW_16S_B_7972,Bacteria,Proteobacteria
Sphingomonas sp.,1341,CRW_16S_B_7974,Bacteria,Proteobacteria
Sphingobium yanoikuyae,1332,CRW_16S_B_7989,Bacteria,Proteobacteria
Sinorhizobium meliloti,996,CRW_16S_B_8013,Bacteria,Proteobacteria
uncultured bacterium,1266,CRW_16S_B_8107,Bacteria,Actinobacteriota
uncultured bacterium,1273,CRW_16S_B_8108,Bacteria,Actinobacteriota
uncultured bacterium,1028,CRW_16S_B_8113,Bacteria,Actinobacteriota
uncultured bacterium,1035,CRW_16S_B_8114,Bacteria,Actinobacteriota
Wolbachia pipientis,803,CRW_16S_B_8128,Bacteria,Proteobacteria
Wolbachia pipientis,1325,CRW_16S_B_8130,Bacteria,Proteobacteria
Wolbachia sp.,805,CRW_16S_B_8131,Bacteria,Proteobacteria
Wolbachia sp.,804,CRW_16S_B_8132,Bacteria,Proteobacteria
Wolbachia sp.,804,CRW_16S_B_8133,Bacteria,Proteobacteria
Wolbachia sp.,897,CRW_16S_B_8134,Bacteria,Proteobacteria
Wolbachia sp.,898,CRW_16S_B_8135,Bacteria,Proteobacteria
Wolbachia sp.,896,CRW_16S_B_8138,Bacteria,Proteobacteria
Wolbachia sp.,813,CRW_16S_B_8139,Bacteria,Proteobacteria
Wolbachia sp.,813,CRW_16S_B_8141,Bacteria,Proteobacteria
Wolbachia sp.,812,CRW_16S_B_8143,Bacteria,Proteobacteria
Wolbachia sp.,804,CRW_16S_B_8144,Bacteria,Proteobacteria
Wolbachia sp.,803,CRW_16S_B_8145,Bacteria,Proteobacteria
Wolbachia sp.,803,CRW_16S_B_8146,Bacteria,Proteobacteria
Wolbachia sp.,803,CRW_16S_B_8147,Bacteria,Proteobacteria
Wolbachia sp.,803,CRW_16S_B_8148,Bacteria,Proteobacteria
Wolbachia sp.,803,CRW_16S_B_8149,Bacteria,Proteobacteria
Geobacillus thermoleovorans,1345,CRW_16S_B_8507,Bacteria,Firmicutes
Geobacillus thermodenitrificans,950,CRW_16S_B_8557,Bacteria,Firmicutes
Lactococcus lactis,1262,CRW_16S_B_8711,Bacteria,Firmicutes
Bacillus anthracis,1306,CRW_16S_B_8767,Bacteria,Firmicutes
Bacillus anthracis,1304,CRW_16S_B_8768,Bacteria,Firmicutes
Bacillus anthracis,1306,CRW_16S_B_8769,Bacteria,Firmicutes
Bacillus anthracis,1306,CRW_16S_B_8770,Bacteria,Firmicutes
Bacillus anthracis,1306,CRW_16S_B_8771,Bacteria,Firmicutes
Bacillus anthracis,1306,CRW_16S_B_8772,Bacteria,Firmicutes
Bacillus anthracis,1306,CRW_16S_B_8773,Bacteria,Firmicutes
Bacillus anthracis,1306,CRW_16S_B_8774,Bacteria,Firmicutes
Bacillus anthracis,1306,CRW_16S_B_8775,Bacteria,Firmicutes
uncultured bacterium,958,CRW_16S_B_8817,Bacteria,Actinobacteriota
uncultured bacterium,947,CRW_16S_B_8818,Bacteria,Actinobacteriota
uncultured bacterium,959,CRW_16S_B_8819,Bacteria,Actinobacteriota
uncultured bacterium,958,CRW_16S_B_8820,Bacteria,Actinobacteriota
uncultured bacterium,958,CRW_16S_B_8821,Bacteria,Actinobacteriota
uncultured bacterium,958,CRW_16S_B_8822,Bacteria,Actinobacteriota
uncultured bacterium,958,CRW_16S_B_8823,Bacteria,Actinobacteriota
uncultured bacterium,958,CRW_16S_B_8824,Bacteria,Actinobacteriota
uncultured bacterium,958,CRW_16S_B_8825,Bacteria,Actinobacteriota
uncultured bacterium,958,CRW_16S_B_8826,Bacteria,Actinobacteriota
uncultured bacterium,958,CRW_16S_B_8827,Bacteria,Actinobacteriota
uncultured bacterium,958,CRW_16S_B_8828,Bacteria,Actinobacteriota
uncultured bacterium,958,CRW_16S_B_8829,Bacteria,Actinobacteriota
uncultured bacterium,958,CRW_16S_B_8830,Bacteria,Actinobacteriota
uncultured bacterium,958,CRW_16S_B_8831,Bacteria,Actinobacteriota
uncultured bacterium,958,CRW_16S_B_8832,Bacteria,Actinobacteriota
uncultured bacterium,958,CRW_16S_B_8833,Bacteria,Actinobacteriota
uncultured bacterium,956,CRW_16S_B_8834,Bacteria,Actinobacteriota
uncultured bacterium,957,CRW_16S_B_8835,Bacteria,Actinobacteriota
uncultured bacterium,959,CRW_16S_B_8836,Bacteria,Actinobacteriota
uncultured bacterium,958,CRW_16S_B_8837,Bacteria,Actinobacteriota
uncultured bacterium,958,CRW_16S_B_8838,Bacteria,Actinobacteriota
Bacillus pumilus,1350,CRW_16S_B_8908,Bacteria,Firmicutes
Bacillus pumilus,1345,CRW_16S_B_8909,Bacteria,Firmicutes
Bacillus pumilus,1078,CRW_16S_B_8911,Bacteria,Firmicutes
Bacillus licheniformis,1203,CRW_16S_B_8914,Bacteria,Firmicutes
uncultured bacterium,1137,CRW_16S_B_8927,Bacteria,Actinobacteriota
Staphylococcus epidermidis,1238,CRW_16S_B_8943,Bacteria,Firmicutes
Staphylococcus xylosus,1225,CRW_16S_B_8944,Bacteria,Firmicutes
Staphylococcus equorum,1260,CRW_16S_B_8945,Bacteria,Firmicutes
Staphylococcus equorum,1266,CRW_16S_B_8946,Bacteria,Firmicutes
Staphylococcus xylosus,1259,CRW_16S_B_8947,Bacteria,Firmicutes
Staphylococcus epidermidis,1262,CRW_16S_B_8948,Bacteria,Firmicutes
Staphylococcus saprophyticus,1278,CRW_16S_B_8949,Bacteria,Firmicutes
Staphylococcus cohnii,1248,CRW_16S_B_8950,Bacteria,Firmicutes
Streptococcus pyogenes MGAS8232,1335,CRW_16S_B_8961,Bacteria,Firmicutes
Streptococcus pyogenes MGAS8232,1335,CRW_16S_B_8962,Bacteria,Firmicutes
Streptococcus pyogenes MGAS315,1335,CRW_16S_B_8963,Bacteria,Firmicutes
Streptococcus pyogenes MGAS315,1335,CRW_16S_B_8964,Bacteria,Firmicutes
Streptococcus pyogenes MGAS315,1335,CRW_16S_B_8965,Bacteria,Firmicutes
Streptococcus pyogenes MGAS315,1335,CRW_16S_B_8966,Bacteria,Firmicutes
Streptococcus pyogenes MGAS315,1095,CRW_16S_B_8967,Bacteria,Firmicutes
Streptococcus pyogenes MGAS315,1338,CRW_16S_B_8968,Bacteria,Firmicutes
Enterococcus faecalis,1134,CRW_16S_B_9126,Bacteria,Firmicutes
Streptococcus pyogenes,1113,CRW_16S_B_9127,Bacteria,Firmicutes
Staphylococcus aureus,1141,CRW_16S_B_9128,Bacteria,Firmicutes
Bacillus cereus,1156,CRW_16S_B_9129,Bacteria,Firmicutes
Bacillus licheniformis,1215,CRW_16S_B_9169,Bacteria,Firmicutes
Bacillus licheniformis,1211,CRW_16S_B_9171,Bacteria,Firmicutes
Bacillus licheniformis,1211,CRW_16S_B_9172,Bacteria,Firmicutes
Bacillus licheniformis,1213,CRW_16S_B_9173,Bacteria,Firmicutes
Bacillus licheniformis,1210,CRW_16S_B_9174,Bacteria,Firmicutes
Bacillus pumilus,1214,CRW_16S_B_9175,Bacteria,Firmicutes
Staphylococcus capitis,1216,CRW_16S_B_9177,Bacteria,Firmicutes
Bacillus licheniformis,1214,CRW_16S_B_9179,Bacteria,Firmicutes
Bacillus mycoides,1209,CRW_16S_B_9180,Bacteria,Firmicutes
Bacillus nealsonii,1215,CRW_16S_B_9181,Bacteria,Firmicutes
Bacillus cereus,897,CRW_16S_B_9183,Bacteria,Firmicutes
Bacillus licheniformis,1184,CRW_16S_B_9274,Bacteria,Firmicutes
Geobacillus stearothermophilus,1040,CRW_16S_B_9390,Bacteria,Firmicutes
Geobacillus stearothermophilus,1120,CRW_16S_B_9391,Bacteria,Firmicutes
Streptococcus lutetiensis,1090,CRW_16S_B_9565,Bacteria,Firmicutes
Streptococcus lutetiensis,1096,CRW_16S_B_9566,Bacteria,Firmicutes
uncultured bacterium,1319,CRW_16S_B_9716,Bacteria,Actinobacteriota
uncultured bacterium,1329,CRW_16S_B_9776,Bacteria,Actinobacteriota
Streptococcus pyogenes SSI-1,1335,CRW_16S_B_9798,Bacteria,Firmicutes
Streptococcus pyogenes SSI-1,1335,CRW_16S_B_9799,Bacteria,Firmicutes
Streptococcus pyogenes SSI-1,1335,CRW_16S_B_9800,Bacteria,Firmicutes
Streptococcus pyogenes SSI-1,1335,CRW_16S_B_9801,Bacteria,Firmicutes
Streptococcus pyogenes SSI-1,1335,CRW_16S_B_9802,Bacteria,Firmicutes
Bacillus benzoevorans,1343,CRW_16S_B_9898,Bacteria,Firmicutes
Staphylococcus epidermidis,1339,CRW_16S_B_9900,Bacteria,Firmicutes
Staphylococcus hominis,1337,CRW_16S_B_9901,Bacteria,Firmicutes
Bacillus licheniformis,1342,CRW_16S_B_9902,Bacteria,Firmicutes
Bacillus benzoevorans,1336,CRW_16S_B_9903,Bacteria,Firmicutes
uncultured bacterium,916,CRW_16S_B_9933,Bacteria,Actinobacteriota
uncultured Staphylococcus sp.,854,CRW_16S_B_9936,Bacteria,Firmicutes
uncultured Staphylococcus sp.,865,CRW_16S_B_9938,Bacteria,Firmicutes
uncultured Staphylococcus sp.,856,CRW_16S_B_9939,Bacteria,Firmicutes
Anoxybacillus gonensis,1355,CRW_16S_B_10012,Bacteria,Firmicutes
Bacillus pumilus,1356,CRW_16S_B_10021,Bacteria,Firmicutes
Streptococcus pyogenes,1367,CRW_16S_B_10027,Bacteria,Firmicutes
Bacillus cereus,1366,CRW_16S_B_10046,Bacteria,Firmicutes
Bacillus cereus,1371,CRW_16S_B_10047,Bacteria,Firmicutes
Bacillus subtilis,1355,CRW_16S_B_10049,Bacteria,Firmicutes
Bacillus subtilis,1392,CRW_16S_B_10050,Bacteria,Firmicutes
Bacillus pumilus,1394,CRW_16S_B_10080,Bacteria,Firmicutes
Bacillus subtilis,1388,CRW_16S_B_10096,Bacteria,Firmicutes
Bacillus licheniformis,1403,CRW_16S_B_10097,Bacteria,Firmicutes
Bacillus licheniformis,1414,CRW_16S_B_10098,Bacteria,Firmicutes
Bacillus licheniformis,1378,CRW_16S_B_10099,Bacteria,Firmicutes
Bacillus subtilis,1390,CRW_16S_B_10100,Bacteria,Firmicutes
Staphylococcus epidermidis,1386,CRW_16S_B_10111,Bacteria,Firmicutes
Bacillus cereus,1408,CRW_16S_B_10114,Bacteria,Firmicutes
Bacillus licheniformis,1405,CRW_16S_B_10365,Bacteria,Firmicutes
uncultured bacterium,1399,CRW_16S_B_10368,Bacteria,Actinobacteriota
Streptococcus iniae,1357,CRW_16S_B_10473,Bacteria,Firmicutes
Nocardia transvalensis,1414,CRW_16S_B_1065,Bacteria,Actinobacteriota
Bacillus cereus,1372,CRW_16S_B_10593,Bacteria,Firmicutes
Bacillus licheniformis,1360,CRW_16S_B_10594,Bacteria,Firmicutes
uncultured Streptococcus sp.,1374,CRW_16S_B_10625,Bacteria,Firmicutes
Bacillus cereus,1413,CRW_16S_B_10627,Bacteria,Firmicutes
Nocardia abscessus,1407,CRW_16S_B_1073,Bacteria,Actinobacteriota
Staphylococcus epidermidis,1372,CRW_16S_B_10765,Bacteria,Firmicutes
Lactobacillus gasseri,1394,CRW_16S_B_10767,Bacteria,Firmicutes
Staphylococcus equorum,1370,CRW_16S_B_10777,Bacteria,Firmicutes
Bacillus cereus,1390,CRW_16S_B_10784,Bacteria,Firmicutes
Staphylococcus succinus,1373,CRW_16S_B_10795,Bacteria,Firmicutes
Lactococcus lactis,1415,CRW_16S_B_10819,Bacteria,Firmicutes
Nocardia elegans,1381,CRW_16S_B_1097,Bacteria,Actinobacteriota
Streptococcus gallolyticus,1354,CRW_16S_B_11012,Bacteria,Firmicutes
Streptococcus gallolyticus,1362,CRW_16S_B_11013,Bacteria,Firmicutes
