Organism name,Accession number,Length,Number of decoupled nucleotides,Number of weak bonds,Is Pseudoknotted,Pseudoknot order,Rna Type,Genus,Core,Core plus,Shape,Is Validated,Reference database,Description,Benchmark ID,Reference,Taxonomy.NCBI.Classified,Taxonomy.NCBI.no rank 0,Taxonomy.NCBI.no rank 1,Taxonomy.NCBI.superkingdom,Taxonomy.NCBI.phylum,Taxonomy.NCBI.class,Taxonomy.NCBI.order,Taxonomy.NCBI.family,Taxonomy.NCBI.genus,Taxonomy.NCBI.species group,Taxonomy.NCBI.unknown 0,Taxonomy.NCBI.no rank 2,Taxonomy.NCBI.no rank 3,Taxonomy.NCBI.unknown 1,Taxonomy.NCBI.subphylum,Taxonomy.NCBI.unknown 2,Taxonomy.NCBI.unknown 3,Taxonomy.NCBI.tribe,Taxonomy.NCBI.no rank 4,Taxonomy.NCBI.species subgroup,Taxonomy.NCBI.no rank 5,Taxonomy.NCBI.suborder
Bacillus halodurans C-125,BA000004,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3003,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,,,Bacillus <bacterium>,Terrabacteria group,Bacillus halodurans C-125,Bacillus halodurans,,,,,,,,
Bacillus halodurans C-125,BA000004,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3004,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,,,Bacillus <bacterium>,Terrabacteria group,Bacillus halodurans C-125,Bacillus halodurans,,,,,,,,
Bacillus halodurans C-125,BA000004,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3005,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,,,Bacillus <bacterium>,Terrabacteria group,Bacillus halodurans C-125,Bacillus halodurans,,,,,,,,
Bacillus halodurans C-125,BA000004,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3006,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,,,Bacillus <bacterium>,Terrabacteria group,Bacillus halodurans C-125,Bacillus halodurans,,,,,,,,
Staphylococcus aureus subsp. aureus N315,BA000018,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3018,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,,Staphylococcus aureus,Terrabacteria group,Staphylococcus aureus subsp. aureus N315,Staphylococcus aureus subsp. aureus,,,,,,,,
Staphylococcus aureus subsp. aureus N315,BA000018,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3019,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,,Staphylococcus aureus,Terrabacteria group,Staphylococcus aureus subsp. aureus N315,Staphylococcus aureus subsp. aureus,,,,,,,,
Staphylococcus aureus subsp. aureus N315,BA000018,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3020,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,,Staphylococcus aureus,Terrabacteria group,Staphylococcus aureus subsp. aureus N315,Staphylococcus aureus subsp. aureus,,,,,,,,
Staphylococcus aureus subsp. aureus N315,BA000018,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3021,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,,Staphylococcus aureus,Terrabacteria group,Staphylococcus aureus subsp. aureus N315,Staphylococcus aureus subsp. aureus,,,,,,,,
Oceanobacillus iheyensis HTE831,BA000028,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3032,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Oceanobacillus,,Oceanobacillus iheyensis,Terrabacteria group,Oceanobacillus iheyensis HTE831,,,,,,,,,
Oceanobacillus iheyensis HTE831,BA000028,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3033,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Oceanobacillus,,Oceanobacillus iheyensis,Terrabacteria group,Oceanobacillus iheyensis HTE831,,,,,,,,,
Vibrio parahaemolyticus RIMD 2210633,BA000031,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3038,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio harveyi group,Vibrio parahaemolyticus,Vibrio parahaemolyticus RIMD 2210633,,,,,,,,,,
Vibrio parahaemolyticus RIMD 2210633,BA000031,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3039,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio harveyi group,Vibrio parahaemolyticus,Vibrio parahaemolyticus RIMD 2210633,,,,,,,,,,
Vibrio parahaemolyticus RIMD 2210633,BA000031,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3040,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio harveyi group,Vibrio parahaemolyticus,Vibrio parahaemolyticus RIMD 2210633,,,,,,,,,,
Vibrio parahaemolyticus RIMD 2210633,BA000031,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3041,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio harveyi group,Vibrio parahaemolyticus,Vibrio parahaemolyticus RIMD 2210633,,,,,,,,,,
Vibrio parahaemolyticus RIMD 2210633,BA000032,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3042,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio harveyi group,Vibrio parahaemolyticus,Vibrio parahaemolyticus RIMD 2210633,,,,,,,,,,
Staphylococcus aureus subsp. aureus MW2,BA000033,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3043,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,,Staphylococcus aureus,Terrabacteria group,Staphylococcus aureus subsp. aureus MW2,Staphylococcus aureus subsp. aureus,,,,,,,,
Staphylococcus aureus subsp. aureus MW2,BA000033,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3044,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,,Staphylococcus aureus,Terrabacteria group,Staphylococcus aureus subsp. aureus MW2,Staphylococcus aureus subsp. aureus,,,,,,,,
Staphylococcus aureus subsp. aureus MW2,BA000033,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3045,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,,Staphylococcus aureus,Terrabacteria group,Staphylococcus aureus subsp. aureus MW2,Staphylococcus aureus subsp. aureus,,,,,,,,
Streptococcus pyogenes SSI-1,BA000034,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3046,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,,Streptococcus pyogenes,Terrabacteria group,Streptococcus pyogenes serotype M3,,,,,,Streptococcus pyogenes SSI-1,,,
Streptococcus pyogenes SSI-1,BA000034,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3047,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,,Streptococcus pyogenes,Terrabacteria group,Streptococcus pyogenes serotype M3,,,,,,Streptococcus pyogenes SSI-1,,,
Streptococcus pyogenes SSI-1,BA000034,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3048,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,,Streptococcus pyogenes,Terrabacteria group,Streptococcus pyogenes serotype M3,,,,,,Streptococcus pyogenes SSI-1,,,
Streptococcus pyogenes SSI-1,BA000034,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3049,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,,Streptococcus pyogenes,Terrabacteria group,Streptococcus pyogenes serotype M3,,,,,,Streptococcus pyogenes SSI-1,,,
Streptococcus pyogenes SSI-1,BA000034,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3050,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,,Streptococcus pyogenes,Terrabacteria group,Streptococcus pyogenes serotype M3,,,,,,Streptococcus pyogenes SSI-1,,,
Vibrio vulnificus YJ016,BA000037,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3055,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,,Vibrio vulnificus,Vibrio vulnificus YJ016,,,,,,,,,,
Vibrio vulnificus YJ016,BA000037,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3056,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,,Vibrio vulnificus,Vibrio vulnificus YJ016,,,,,,,,,,
Vibrio vulnificus YJ016,BA000037,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3057,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,,Vibrio vulnificus,Vibrio vulnificus YJ016,,,,,,,,,,
Vibrio vulnificus YJ016,BA000037,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3058,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,,Vibrio vulnificus,Vibrio vulnificus YJ016,,,,,,,,,,
Geobacillus kaustophilus HTA426,BA000043,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3059,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,Geobacillus thermoleovorans group,Geobacillus kaustophilus,Terrabacteria group,Geobacillus kaustophilus HTA426,,,,,,,,,
Geobacillus kaustophilus HTA426,BA000043,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3060,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,Geobacillus thermoleovorans group,Geobacillus kaustophilus,Terrabacteria group,Geobacillus kaustophilus HTA426,,,,,,,,,
Geobacillus kaustophilus HTA426,BA000043,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3064,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,Geobacillus thermoleovorans group,Geobacillus kaustophilus,Terrabacteria group,Geobacillus kaustophilus HTA426,,,,,,,,,
Bacillus subtilis,D26185,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3065,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,,Bacillus subtilis group,Bacillus <bacterium>,Terrabacteria group,,Bacillus subtilis,,,,,,,,
Bacillus subtilis,K01986,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3068,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,,Bacillus subtilis group,Bacillus <bacterium>,Terrabacteria group,,Bacillus subtilis,,,,,,,,
Bacillus subtilis,M87888,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3070,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,,Bacillus subtilis group,Bacillus <bacterium>,Terrabacteria group,,Bacillus subtilis,,,,,,,,
Bacillus subtilis,J01551,76,32,44,No,0,tRNA,0,(()()()),(()(())()),--,No,CRW,--,CRW_t_B_3071,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,,Bacillus subtilis group,Bacillus <bacterium>,Terrabacteria group,,Bacillus subtilis,,,,,,,,
Bacillus subtilis,K00141,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3074,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,,Bacillus subtilis group,Bacillus <bacterium>,Terrabacteria group,,Bacillus subtilis,,,,,,,,
Bartonella quintana,L35100,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3075,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bartonellaceae,Bartonella,,Bartonella quintana,,,,,,,,,,,
Bartonella henselae,L35101,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3076,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bartonellaceae,Bartonella,,Bartonella henselae,,,,,,,,,,,
Bartonella elizabethae,L35103,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3078,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bartonellaceae,Bartonella,,Bartonella elizabethae,,,,,,,,,,,
Bartonella bacilliformis,L26364,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3079,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bartonellaceae,Bartonella,,Bartonella bacilliformis,,,,,,,,,,,
Nitrosomonas europaea ATCC 19718,BX321856,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3099,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosomonas,,Nitrosomonas europaea,Nitrosomonas europaea ATCC 19718,,,,,,,,,,
Nitrosomonas europaea ATCC 19718,BX321863,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3100,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosomonas,,Nitrosomonas europaea,Nitrosomonas europaea ATCC 19718,,,,,,,,,,
Staphylococcus aureus subsp. aureus MRSA252,BX571856,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3105,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,,Staphylococcus aureus,Terrabacteria group,Staphylococcus aureus subsp. aureus MRSA252,Staphylococcus aureus subsp. aureus,,,,,,,,
Staphylococcus aureus subsp. aureus MRSA252,BX571856,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3106,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,,Staphylococcus aureus,Terrabacteria group,Staphylococcus aureus subsp. aureus MRSA252,Staphylococcus aureus subsp. aureus,,,,,,,,
Staphylococcus aureus subsp. aureus MRSA252,BX571856,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3107,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,,Staphylococcus aureus,Terrabacteria group,Staphylococcus aureus subsp. aureus MRSA252,Staphylococcus aureus subsp. aureus,,,,,,,,
Staphylococcus aureus subsp. aureus MSSA476,BX571857,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3108,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,,Staphylococcus aureus,Terrabacteria group,Staphylococcus aureus subsp. aureus MSSA476,Staphylococcus aureus subsp. aureus,,,,,,,,
Staphylococcus aureus subsp. aureus MSSA476,BX571857,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3109,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,,Staphylococcus aureus,Terrabacteria group,Staphylococcus aureus subsp. aureus MSSA476,Staphylococcus aureus subsp. aureus,,,,,,,,
Staphylococcus aureus subsp. aureus MSSA476,BX571857,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3110,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,,Staphylococcus aureus,Terrabacteria group,Staphylococcus aureus subsp. aureus MSSA476,Staphylococcus aureus subsp. aureus,,,,,,,,
Burkholderia pseudomallei K96243,BX571965,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3116,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,pseudomallei group,Burkholderia pseudomallei,Burkholderia pseudomallei K96243,,,,,,,,,,
Burkholderia pseudomallei K96243,BX571965,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3117,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,pseudomallei group,Burkholderia pseudomallei,Burkholderia pseudomallei K96243,,,,,,,,,,
Burkholderia pseudomallei K96243,BX571965,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3118,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,pseudomallei group,Burkholderia pseudomallei,Burkholderia pseudomallei K96243,,,,,,,,,,
Burkholderia pseudomallei K96243,BX571965,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3119,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,pseudomallei group,Burkholderia pseudomallei,Burkholderia pseudomallei K96243,,,,,,,,,,
Burkholderia pseudomallei K96243,BX571966,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3120,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,pseudomallei group,Burkholderia pseudomallei,Burkholderia pseudomallei K96243,,,,,,,,,,
Rhodopseudomonas palustris CGA009,BX572593,76,32,44,No,0,tRNA,0,(()()()),(()(())()),--,No,CRW,--,CRW_t_B_3127,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Rhodopseudomonas,,Rhodopseudomonas palustris,Rhodopseudomonas palustris CGA009,,,,,,,,,,
Rhodopseudomonas palustris CGA009,BX572594,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3128,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Rhodopseudomonas,,Rhodopseudomonas palustris,Rhodopseudomonas palustris CGA009,,,,,,,,,,
Bordetella parapertussis,BX640426,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3135,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella,,Bordetella parapertussis,,,,,,,,,,,
Bordetella parapertussis,BX640426,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3136,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella,,Bordetella parapertussis,,,,,,,,,,,
Bordetella parapertussis,BX640428,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3137,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella,,Bordetella parapertussis,,,,,,,,,,,
Bordetella parapertussis,BX640430,76,32,44,No,0,tRNA,0,(()()()),(()(())()),--,No,CRW,--,CRW_t_B_3138,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella,,Bordetella parapertussis,,,,,,,,,,,
Bordetella parapertussis,BX640434,76,32,44,No,0,tRNA,0,(()()()),(()(())()),--,No,CRW,--,CRW_t_B_3139,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella,,Bordetella parapertussis,,,,,,,,,,,
Bartonella quintana str. Toulouse,BX897700,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3151,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bartonellaceae,Bartonella,,Bartonella quintana,Bartonella quintana str. Toulouse,,,,,,,,,,
Bartonella quintana str. Toulouse,BX897700,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3152,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bartonellaceae,Bartonella,,Bartonella quintana,Bartonella quintana str. Toulouse,,,,,,,,,,
Yersinia pseudotuberculosis IP 32953,BX936398,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3157,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,,Yersinia pseudotuberculosis complex,Yersinia <bacteria>,Yersinia pseudotuberculosis IP 32953,,Yersinia pseudotuberculosis,,,,,,,,
Yersinia pseudotuberculosis IP 32953,BX936398,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3158,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,,Yersinia pseudotuberculosis complex,Yersinia <bacteria>,Yersinia pseudotuberculosis IP 32953,,Yersinia pseudotuberculosis,,,,,,,,
Yersinia pseudotuberculosis IP 32953,BX936398,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3159,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,,Yersinia pseudotuberculosis complex,Yersinia <bacteria>,Yersinia pseudotuberculosis IP 32953,,Yersinia pseudotuberculosis,,,,,,,,
Yersinia pseudotuberculosis IP 32953,BX936398,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3160,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,,Yersinia pseudotuberculosis complex,Yersinia <bacteria>,Yersinia pseudotuberculosis IP 32953,,Yersinia pseudotuberculosis,,,,,,,,
Yersinia pseudotuberculosis IP 32953,BX936398,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3161,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,,Yersinia pseudotuberculosis complex,Yersinia <bacteria>,Yersinia pseudotuberculosis IP 32953,,Yersinia pseudotuberculosis,,,,,,,,
Bacillus cereus E33L,CP000001,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3171,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,,Bacillus cereus group,Bacillus <bacterium>,Terrabacteria group,Bacillus cereus E33L,Bacillus cereus,,,,,,,,
Bacillus cereus E33L,CP000001,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3172,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,,Bacillus cereus group,Bacillus <bacterium>,Terrabacteria group,Bacillus cereus E33L,Bacillus cereus,,,,,,,,
Bacillus cereus E33L,CP000001,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3174,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,,Bacillus cereus group,Bacillus <bacterium>,Terrabacteria group,Bacillus cereus E33L,Bacillus cereus,,,,,,,,
Streptococcus pyogenes MGAS10394,CP000003,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3179,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,,Streptococcus pyogenes,Terrabacteria group,Streptococcus pyogenes serotype M6,,,,,,Streptococcus pyogenes MGAS10394,,,
Streptococcus pyogenes MGAS10394,CP000003,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3180,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,,Streptococcus pyogenes,Terrabacteria group,Streptococcus pyogenes serotype M6,,,,,,Streptococcus pyogenes MGAS10394,,,
Streptococcus pyogenes MGAS10394,CP000003,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3181,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,,Streptococcus pyogenes,Terrabacteria group,Streptococcus pyogenes serotype M6,,,,,,Streptococcus pyogenes MGAS10394,,,
Streptococcus pyogenes MGAS10394,CP000003,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3182,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,,Streptococcus pyogenes,Terrabacteria group,Streptococcus pyogenes serotype M6,,,,,,Streptococcus pyogenes MGAS10394,,,
Streptococcus pyogenes MGAS10394,CP000003,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3183,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,,Streptococcus pyogenes,Terrabacteria group,Streptococcus pyogenes serotype M6,,,,,,Streptococcus pyogenes MGAS10394,,,
