Organism name,Accession number,Length,Number of decoupled nucleotides,Number of weak bonds,Is Pseudoknotted,Pseudoknot order,Rna Type,Genus,Core,Core plus,Shape,Is Validated,Reference database,Description,Benchmark ID,Reference,Taxonomy.NCBI.Classified,Taxonomy.NCBI.no rank 0,Taxonomy.NCBI.no rank 1,Taxonomy.NCBI.superkingdom,Taxonomy.NCBI.no rank 2,Taxonomy.NCBI.phylum,Taxonomy.NCBI.class,Taxonomy.NCBI.order,Taxonomy.NCBI.family,Taxonomy.NCBI.genus,Taxonomy.NCBI.species group,Taxonomy.NCBI.unknown 0,Taxonomy.NCBI.unknown 1,Taxonomy.NCBI.no rank 3,Taxonomy.NCBI.subphylum,Taxonomy.NCBI.unknown 2,Taxonomy.NCBI.no rank 4,Taxonomy.NCBI.tribe,Taxonomy.NCBI.subclass,Taxonomy.NCBI.unknown 3,Taxonomy.NCBI.no rank 5,Taxonomy.NCBI.suborder,Taxonomy.NCBI.species subgroup,Taxonomy.NCBI.subfamily
Oscillatoria sancta PCC 7515,AY768378,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2392,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Cyanobacteria,,Oscillatoriales,Oscillatoriaceae,Oscillatoria,,Oscillatoria sancta,,Cyanobacteria/Melainabacteria group,,,Oscillatoria sancta PCC 7515,,Oscillatoriophycideae,,,,,
Nodularia harveyana,AY768379,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2393,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Cyanobacteria,,Nostocales,Aphanizomenonaceae,,,Nodularia <Cyanobacteria>,Nodularia harveyana,Cyanobacteria/Melainabacteria group,,,,,,,,,,
Oscillatoria sp. CCAP 1459/26,AY768380,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2394,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Cyanobacteria,,Oscillatoriales,Oscillatoriaceae,Oscillatoria,,Oscillatoria sp. CCAP 1459/26,,Cyanobacteria/Melainabacteria group,,,,,Oscillatoriophycideae,,,,,
Anabaena sp. PCC 9109,AY768382,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2396,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Cyanobacteria,,Nostocales,Nostocaceae,,,Anabaena <cyanobacteria>,Anabaena sp. PCC 9109,Cyanobacteria/Melainabacteria group,,,,,,,,,,
Photobacterium phosphoreum,AY779759,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2399,--,Yes,root,cellular organisms,Bacteria,,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Photobacterium,,Photobacterium phosphoreum,,,,,,,,,,,,
Photobacterium phosphoreum,AY779761,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2400,--,Yes,root,cellular organisms,Bacteria,,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Photobacterium,,Photobacterium phosphoreum,,,,,,,,,,,,
Borrelia japonica,AY836548,64,40,24,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2421,--,Yes,root,cellular organisms,Bacteria,,,Spirochaetia,Spirochaetales,Borreliaceae,Borreliella,,Spirochaetes <phylum>,Borreliella japonica,,,,,,,,,,,
Lactobacillus paralimentarius,AY839296,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2423,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,,Lactobacillus paralimentarius,,,,,,,,,,,,
Lactobacillus mindensis,AY839298,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2424,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,,Lactobacillus mindensis,,,,,,,,,,,,
Lactobacillus panis,AY839300,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2425,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,,Lactobacillus panis,,,,,,,,,,,,
Lactobacillus pontis,AY839302,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2426,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,,Lactobacillus pontis,,,,,,,,,,,,
Lactobacillus frumenti,AY839304,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2427,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,,Lactobacillus frumenti,,,,,,,,,,,,
Lactobacillus spicheri,AY839306,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2428,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,,Lactobacillus spicheri,,,,,,,,,,,,
Lactobacillus hammesii,AY839308,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2429,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,,Lactobacillus hammesii,,,,,,,,,,,,
uncultured Synechococcus sp.,AY855292,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2432,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Cyanobacteria,,Synechococcales,Synechococcaceae,Synechococcus,,environmental samples <Synechococcus>,uncultured Synechococcus sp.,Cyanobacteria/Melainabacteria group,,,,,,,,,,
uncultured Synechococcus sp.,AY855295,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2433,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Cyanobacteria,,Synechococcales,Synechococcaceae,Synechococcus,,environmental samples <Synechococcus>,uncultured Synechococcus sp.,Cyanobacteria/Melainabacteria group,,,,,,,,,,
uncultured Synechococcus sp.,AY855296,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2434,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Cyanobacteria,,Synechococcales,Synechococcaceae,Synechococcus,,environmental samples <Synechococcus>,uncultured Synechococcus sp.,Cyanobacteria/Melainabacteria group,,,,,,,,,,
uncultured Synechococcus sp.,AY855297,72,30,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2435,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Cyanobacteria,,Synechococcales,Synechococcaceae,Synechococcus,,environmental samples <Synechococcus>,uncultured Synechococcus sp.,Cyanobacteria/Melainabacteria group,,,,,,,,,,
uncultured Synechococcus sp.,AY855298,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2436,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Cyanobacteria,,Synechococcales,Synechococcaceae,Synechococcus,,environmental samples <Synechococcus>,uncultured Synechococcus sp.,Cyanobacteria/Melainabacteria group,,,,,,,,,,
uncultured Synechococcus sp.,AY855299,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2437,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Cyanobacteria,,Synechococcales,Synechococcaceae,Synechococcus,,environmental samples <Synechococcus>,uncultured Synechococcus sp.,Cyanobacteria/Melainabacteria group,,,,,,,,,,
uncultured Synechococcus sp.,AY855300,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2438,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Cyanobacteria,,Synechococcales,Synechococcaceae,Synechococcus,,environmental samples <Synechococcus>,uncultured Synechococcus sp.,Cyanobacteria/Melainabacteria group,,,,,,,,,,
uncultured Synechococcus sp.,AY855301,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2439,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Cyanobacteria,,Synechococcales,Synechococcaceae,Synechococcus,,environmental samples <Synechococcus>,uncultured Synechococcus sp.,Cyanobacteria/Melainabacteria group,,,,,,,,,,
uncultured Synechococcus sp.,AY855302,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2440,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Cyanobacteria,,Synechococcales,Synechococcaceae,Synechococcus,,environmental samples <Synechococcus>,uncultured Synechococcus sp.,Cyanobacteria/Melainabacteria group,,,,,,,,,,
uncultured Synechococcus sp.,AY855303,72,30,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2441,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Cyanobacteria,,Synechococcales,Synechococcaceae,Synechococcus,,environmental samples <Synechococcus>,uncultured Synechococcus sp.,Cyanobacteria/Melainabacteria group,,,,,,,,,,
uncultured Synechococcus sp.,AY855304,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2442,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Cyanobacteria,,Synechococcales,Synechococcaceae,Synechococcus,,environmental samples <Synechococcus>,uncultured Synechococcus sp.,Cyanobacteria/Melainabacteria group,,,,,,,,,,
uncultured Synechococcus sp.,AY855305,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2443,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Cyanobacteria,,Synechococcales,Synechococcaceae,Synechococcus,,environmental samples <Synechococcus>,uncultured Synechococcus sp.,Cyanobacteria/Melainabacteria group,,,,,,,,,,
uncultured Synechococcus sp.,AY855306,73,29,44,No,0,tRNA,0,(()()()),(()(())()),--,No,CRW,--,CRW_t_B_2444,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Cyanobacteria,,Synechococcales,Synechococcaceae,Synechococcus,,environmental samples <Synechococcus>,uncultured Synechococcus sp.,Cyanobacteria/Melainabacteria group,,,,,,,,,,
uncultured Synechococcus sp.,AY855307,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2445,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Cyanobacteria,,Synechococcales,Synechococcaceae,Synechococcus,,environmental samples <Synechococcus>,uncultured Synechococcus sp.,Cyanobacteria/Melainabacteria group,,,,,,,,,,
uncultured Synechococcus sp.,AY855308,72,30,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2446,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Cyanobacteria,,Synechococcales,Synechococcaceae,Synechococcus,,environmental samples <Synechococcus>,uncultured Synechococcus sp.,Cyanobacteria/Melainabacteria group,,,,,,,,,,
uncultured Synechococcus sp.,AY855309,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2447,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Cyanobacteria,,Synechococcales,Synechococcaceae,Synechococcus,,environmental samples <Synechococcus>,uncultured Synechococcus sp.,Cyanobacteria/Melainabacteria group,,,,,,,,,,
uncultured Synechococcus sp.,AY855310,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2448,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Cyanobacteria,,Synechococcales,Synechococcaceae,Synechococcus,,environmental samples <Synechococcus>,uncultured Synechococcus sp.,Cyanobacteria/Melainabacteria group,,,,,,,,,,
uncultured Synechococcus sp.,AY855311,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2449,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Cyanobacteria,,Synechococcales,Synechococcaceae,Synechococcus,,environmental samples <Synechococcus>,uncultured Synechococcus sp.,Cyanobacteria/Melainabacteria group,,,,,,,,,,
uncultured Synechococcus sp.,AY855312,73,29,44,No,0,tRNA,0,(()()()),(()(())()),--,No,CRW,--,CRW_t_B_2450,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Cyanobacteria,,Synechococcales,Synechococcaceae,Synechococcus,,environmental samples <Synechococcus>,uncultured Synechococcus sp.,Cyanobacteria/Melainabacteria group,,,,,,,,,,
uncultured Synechococcus sp.,AY855313,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2451,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Cyanobacteria,,Synechococcales,Synechococcaceae,Synechococcus,,environmental samples <Synechococcus>,uncultured Synechococcus sp.,Cyanobacteria/Melainabacteria group,,,,,,,,,,
uncultured Synechococcus sp.,AY855314,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2452,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Cyanobacteria,,Synechococcales,Synechococcaceae,Synechococcus,,environmental samples <Synechococcus>,uncultured Synechococcus sp.,Cyanobacteria/Melainabacteria group,,,,,,,,,,
uncultured delta proteobacterium,AY933635,73,33,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2481,--,Yes,root,cellular organisms,Bacteria,,Proteobacteria,Deltaproteobacteria,,,,,environmental samples <delta subdivision>,uncultured delta proteobacterium,,delta/epsilon subdivisions,,,,,,,,,
uncultured delta proteobacterium,AY933636,73,33,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2482,--,Yes,root,cellular organisms,Bacteria,,Proteobacteria,Deltaproteobacteria,,,,,environmental samples <delta subdivision>,uncultured delta proteobacterium,,delta/epsilon subdivisions,,,,,,,,,
uncultured delta proteobacterium,AY933637,73,33,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2483,--,Yes,root,cellular organisms,Bacteria,,Proteobacteria,Deltaproteobacteria,,,,,environmental samples <delta subdivision>,uncultured delta proteobacterium,,delta/epsilon subdivisions,,,,,,,,,
uncultured delta proteobacterium,AY933638,72,34,38,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2484,--,Yes,root,cellular organisms,Bacteria,,Proteobacteria,Deltaproteobacteria,,,,,environmental samples <delta subdivision>,uncultured delta proteobacterium,,delta/epsilon subdivisions,,,,,,,,,
uncultured delta proteobacterium,AY933639,73,33,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2485,--,Yes,root,cellular organisms,Bacteria,,Proteobacteria,Deltaproteobacteria,,,,,environmental samples <delta subdivision>,uncultured delta proteobacterium,,delta/epsilon subdivisions,,,,,,,,,
uncultured delta proteobacterium,AY933640,73,33,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2486,--,Yes,root,cellular organisms,Bacteria,,Proteobacteria,Deltaproteobacteria,,,,,environmental samples <delta subdivision>,uncultured delta proteobacterium,,delta/epsilon subdivisions,,,,,,,,,
uncultured delta proteobacterium,AY933641,73,33,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2487,--,Yes,root,cellular organisms,Bacteria,,Proteobacteria,Deltaproteobacteria,,,,,environmental samples <delta subdivision>,uncultured delta proteobacterium,,delta/epsilon subdivisions,,,,,,,,,
uncultured delta proteobacterium,AY933642,73,33,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2488,--,Yes,root,cellular organisms,Bacteria,,Proteobacteria,Deltaproteobacteria,,,,,environmental samples <delta subdivision>,uncultured delta proteobacterium,,delta/epsilon subdivisions,,,,,,,,,
uncultured delta proteobacterium,AY933643,73,33,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2489,--,Yes,root,cellular organisms,Bacteria,,Proteobacteria,Deltaproteobacteria,,,,,environmental samples <delta subdivision>,uncultured delta proteobacterium,,delta/epsilon subdivisions,,,,,,,,,
uncultured delta proteobacterium,AY933644,73,33,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2490,--,Yes,root,cellular organisms,Bacteria,,Proteobacteria,Deltaproteobacteria,,,,,environmental samples <delta subdivision>,uncultured delta proteobacterium,,delta/epsilon subdivisions,,,,,,,,,
uncultured delta proteobacterium,AY933645,73,33,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2491,--,Yes,root,cellular organisms,Bacteria,,Proteobacteria,Deltaproteobacteria,,,,,environmental samples <delta subdivision>,uncultured delta proteobacterium,,delta/epsilon subdivisions,,,,,,,,,
uncultured delta proteobacterium,AY933646,73,33,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2492,--,Yes,root,cellular organisms,Bacteria,,Proteobacteria,Deltaproteobacteria,,,,,environmental samples <delta subdivision>,uncultured delta proteobacterium,,delta/epsilon subdivisions,,,,,,,,,
uncultured delta proteobacterium,AY933647,73,33,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2493,--,Yes,root,cellular organisms,Bacteria,,Proteobacteria,Deltaproteobacteria,,,,,environmental samples <delta subdivision>,uncultured delta proteobacterium,,delta/epsilon subdivisions,,,,,,,,,
uncultured delta proteobacterium,AY933648,73,33,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2494,--,Yes,root,cellular organisms,Bacteria,,Proteobacteria,Deltaproteobacteria,,,,,environmental samples <delta subdivision>,uncultured delta proteobacterium,,delta/epsilon subdivisions,,,,,,,,,
uncultured delta proteobacterium,AY933650,73,33,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2495,--,Yes,root,cellular organisms,Bacteria,,Proteobacteria,Deltaproteobacteria,,,,,environmental samples <delta subdivision>,uncultured delta proteobacterium,,delta/epsilon subdivisions,,,,,,,,,
uncultured delta proteobacterium,AY933651,73,33,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2496,--,Yes,root,cellular organisms,Bacteria,,Proteobacteria,Deltaproteobacteria,,,,,environmental samples <delta subdivision>,uncultured delta proteobacterium,,delta/epsilon subdivisions,,,,,,,,,
uncultured delta proteobacterium,AY933652,73,33,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2497,--,Yes,root,cellular organisms,Bacteria,,Proteobacteria,Deltaproteobacteria,,,,,environmental samples <delta subdivision>,uncultured delta proteobacterium,,delta/epsilon subdivisions,,,,,,,,,
uncultured delta proteobacterium,AY933653,73,33,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2498,--,Yes,root,cellular organisms,Bacteria,,Proteobacteria,Deltaproteobacteria,,,,,environmental samples <delta subdivision>,uncultured delta proteobacterium,,delta/epsilon subdivisions,,,,,,,,,
uncultured delta proteobacterium,AY933654,73,33,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2499,--,Yes,root,cellular organisms,Bacteria,,Proteobacteria,Deltaproteobacteria,,,,,environmental samples <delta subdivision>,uncultured delta proteobacterium,,delta/epsilon subdivisions,,,,,,,,,
uncultured delta proteobacterium,AY933655,72,32,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2500,--,Yes,root,cellular organisms,Bacteria,,Proteobacteria,Deltaproteobacteria,,,,,environmental samples <delta subdivision>,uncultured delta proteobacterium,,delta/epsilon subdivisions,,,,,,,,,
uncultured delta proteobacterium,AY933656,73,33,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2501,--,Yes,root,cellular organisms,Bacteria,,Proteobacteria,Deltaproteobacteria,,,,,environmental samples <delta subdivision>,uncultured delta proteobacterium,,delta/epsilon subdivisions,,,,,,,,,
uncultured delta proteobacterium,AY933657,73,33,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2502,--,Yes,root,cellular organisms,Bacteria,,Proteobacteria,Deltaproteobacteria,,,,,environmental samples <delta subdivision>,uncultured delta proteobacterium,,delta/epsilon subdivisions,,,,,,,,,
uncultured delta proteobacterium,AY933658,73,33,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2503,--,Yes,root,cellular organisms,Bacteria,,Proteobacteria,Deltaproteobacteria,,,,,environmental samples <delta subdivision>,uncultured delta proteobacterium,,delta/epsilon subdivisions,,,,,,,,,
uncultured delta proteobacterium,AY933660,72,32,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2504,--,Yes,root,cellular organisms,Bacteria,,Proteobacteria,Deltaproteobacteria,,,,,environmental samples <delta subdivision>,uncultured delta proteobacterium,,delta/epsilon subdivisions,,,,,,,,,
uncultured delta proteobacterium,AY933661,73,33,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2505,--,Yes,root,cellular organisms,Bacteria,,Proteobacteria,Deltaproteobacteria,,,,,environmental samples <delta subdivision>,uncultured delta proteobacterium,,delta/epsilon subdivisions,,,,,,,,,
uncultured delta proteobacterium,AY933662,73,33,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2506,--,Yes,root,cellular organisms,Bacteria,,Proteobacteria,Deltaproteobacteria,,,,,environmental samples <delta subdivision>,uncultured delta proteobacterium,,delta/epsilon subdivisions,,,,,,,,,
uncultured delta proteobacterium,AY933663,73,33,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2507,--,Yes,root,cellular organisms,Bacteria,,Proteobacteria,Deltaproteobacteria,,,,,environmental samples <delta subdivision>,uncultured delta proteobacterium,,delta/epsilon subdivisions,,,,,,,,,
uncultured delta proteobacterium,AY933664,72,32,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2508,--,Yes,root,cellular organisms,Bacteria,,Proteobacteria,Deltaproteobacteria,,,,,environmental samples <delta subdivision>,uncultured delta proteobacterium,,delta/epsilon subdivisions,,,,,,,,,
uncultured delta proteobacterium,AY933665,72,32,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2509,--,Yes,root,cellular organisms,Bacteria,,Proteobacteria,Deltaproteobacteria,,,,,environmental samples <delta subdivision>,uncultured delta proteobacterium,,delta/epsilon subdivisions,,,,,,,,,
uncultured delta proteobacterium,AY933666,72,32,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2510,--,Yes,root,cellular organisms,Bacteria,,Proteobacteria,Deltaproteobacteria,,,,,environmental samples <delta subdivision>,uncultured delta proteobacterium,,delta/epsilon subdivisions,,,,,,,,,
uncultured delta proteobacterium,AY933667,72,32,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2511,--,Yes,root,cellular organisms,Bacteria,,Proteobacteria,Deltaproteobacteria,,,,,environmental samples <delta subdivision>,uncultured delta proteobacterium,,delta/epsilon subdivisions,,,,,,,,,
uncultured delta proteobacterium,AY933668,72,32,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2512,--,Yes,root,cellular organisms,Bacteria,,Proteobacteria,Deltaproteobacteria,,,,,environmental samples <delta subdivision>,uncultured delta proteobacterium,,delta/epsilon subdivisions,,,,,,,,,
uncultured delta proteobacterium,AY933669,72,32,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2513,--,Yes,root,cellular organisms,Bacteria,,Proteobacteria,Deltaproteobacteria,,,,,environmental samples <delta subdivision>,uncultured delta proteobacterium,,delta/epsilon subdivisions,,,,,,,,,
uncultured delta proteobacterium,AY933670,72,32,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2514,--,Yes,root,cellular organisms,Bacteria,,Proteobacteria,Deltaproteobacteria,,,,,environmental samples <delta subdivision>,uncultured delta proteobacterium,,delta/epsilon subdivisions,,,,,,,,,
uncultured delta proteobacterium,AY933671,72,32,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2515,--,Yes,root,cellular organisms,Bacteria,,Proteobacteria,Deltaproteobacteria,,,,,environmental samples <delta subdivision>,uncultured delta proteobacterium,,delta/epsilon subdivisions,,,,,,,,,
uncultured delta proteobacterium,AY933672,72,32,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2516,--,Yes,root,cellular organisms,Bacteria,,Proteobacteria,Deltaproteobacteria,,,,,environmental samples <delta subdivision>,uncultured delta proteobacterium,,delta/epsilon subdivisions,,,,,,,,,
uncultured delta proteobacterium,AY933673,72,32,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2517,--,Yes,root,cellular organisms,Bacteria,,Proteobacteria,Deltaproteobacteria,,,,,environmental samples <delta subdivision>,uncultured delta proteobacterium,,delta/epsilon subdivisions,,,,,,,,,
uncultured delta proteobacterium,AY933674,72,32,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2518,--,Yes,root,cellular organisms,Bacteria,,Proteobacteria,Deltaproteobacteria,,,,,environmental samples <delta subdivision>,uncultured delta proteobacterium,,delta/epsilon subdivisions,,,,,,,,,
uncultured delta proteobacterium,AY933675,72,32,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2519,--,Yes,root,cellular organisms,Bacteria,,Proteobacteria,Deltaproteobacteria,,,,,environmental samples <delta subdivision>,uncultured delta proteobacterium,,delta/epsilon subdivisions,,,,,,,,,
uncultured delta proteobacterium,AY933676,73,33,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2520,--,Yes,root,cellular organisms,Bacteria,,Proteobacteria,Deltaproteobacteria,,,,,environmental samples <delta subdivision>,uncultured delta proteobacterium,,delta/epsilon subdivisions,,,,,,,,,
uncultured delta proteobacterium,AY933677,73,33,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2521,--,Yes,root,cellular organisms,Bacteria,,Proteobacteria,Deltaproteobacteria,,,,,environmental samples <delta subdivision>,uncultured delta proteobacterium,,delta/epsilon subdivisions,,,,,,,,,
uncultured delta proteobacterium,AY933678,72,32,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2522,--,Yes,root,cellular organisms,Bacteria,,Proteobacteria,Deltaproteobacteria,,,,,environmental samples <delta subdivision>,uncultured delta proteobacterium,,delta/epsilon subdivisions,,,,,,,,,
uncultured delta proteobacterium,AY933679,72,32,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2523,--,Yes,root,cellular organisms,Bacteria,,Proteobacteria,Deltaproteobacteria,,,,,environmental samples <delta subdivision>,uncultured delta proteobacterium,,delta/epsilon subdivisions,,,,,,,,,
uncultured delta proteobacterium,AY933680,73,33,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2524,--,Yes,root,cellular organisms,Bacteria,,Proteobacteria,Deltaproteobacteria,,,,,environmental samples <delta subdivision>,uncultured delta proteobacterium,,delta/epsilon subdivisions,,,,,,,,,
