Organism name,Accession number,Length,Number of decoupled nucleotides,Number of weak bonds,Is Pseudoknotted,Pseudoknot order,Rna Type,Genus,Core,Core plus,Shape,Is Validated,Reference database,Description,Benchmark ID,Reference,Taxonomy.NCBI.Classified,Taxonomy.NCBI.no rank 0,Taxonomy.NCBI.no rank 1,Taxonomy.NCBI.superkingdom,Taxonomy.NCBI.phylum,Taxonomy.NCBI.class,Taxonomy.NCBI.order,Taxonomy.NCBI.family,Taxonomy.NCBI.genus,Taxonomy.NCBI.unknown 0,Taxonomy.NCBI.species group,Taxonomy.NCBI.no rank 2,Taxonomy.NCBI.no rank 3,Taxonomy.NCBI.unknown 1,Taxonomy.NCBI.unknown 2,Taxonomy.NCBI.no rank 4,Taxonomy.NCBI.subphylum,Taxonomy.NCBI.species subgroup
Bradyrhizobium japonicum,AF338848,77,35,42,No,0,tRNA,0,(()()()),(()(())()),--,No,CRW,--,CRW_t_B_903,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,Bradyrhizobium japonicum,,,,,,,,
Bradyrhizobium japonicum,AF338849,77,35,42,No,0,tRNA,0,(()()()),(()(())()),--,No,CRW,--,CRW_t_B_904,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,Bradyrhizobium japonicum,,,,,,,,
Bradyrhizobium japonicum,AF338850,77,35,42,No,0,tRNA,0,(()()()),(()(())()),--,No,CRW,--,CRW_t_B_905,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,Bradyrhizobium japonicum,,,,,,,,
Bradyrhizobium japonicum,AF338852,77,35,42,No,0,tRNA,0,(()()()),(()(())()),--,No,CRW,--,CRW_t_B_907,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,Bradyrhizobium japonicum,,,,,,,,
Bradyrhizobium japonicum,AF338853,77,35,42,No,0,tRNA,0,(()()()),(()(())()),--,No,CRW,--,CRW_t_B_908,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,Bradyrhizobium japonicum,,,,,,,,
Bradyrhizobium japonicum,AF338866,77,35,42,No,0,tRNA,0,(()()()),(()(())()),--,No,CRW,--,CRW_t_B_920,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,Bradyrhizobium japonicum,,,,,,,,
Bradyrhizobium elkanii,AF338867,77,35,42,No,0,tRNA,0,(()()()),(()(())()),--,No,CRW,--,CRW_t_B_921,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,Bradyrhizobium elkanii,,,,,,,,
Bradyrhizobium elkanii,AF338868,77,35,42,No,0,tRNA,0,(()()()),(()(())()),--,No,CRW,--,CRW_t_B_922,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,Bradyrhizobium elkanii,,,,,,,,
Vibrio tubiashii,AF413025,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1046,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio tubiashii,Vibrio oreintalis group,,,,,,,
Magnetospirillum gryphiswaldense,AM085146,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1646,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Magnetospirillum,Magnetospirillum gryphiswaldense,,,,,,,,
Bradyrhizobium sp. Tv2a-2,AY187818,77,35,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_1925,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,Bradyrhizobium sp. Tv2a-2,,,,,,,,
Bradyrhizobium yuanmingense,AY599094,77,35,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2308,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,Bradyrhizobium yuanmingense,,,,,,,,
Bradyrhizobium yuanmingense,AY599095,77,35,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2309,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,Bradyrhizobium yuanmingense,,,,,,,,
Bradyrhizobium genosp. beta,AY599097,77,35,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2311,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,Bradyrhizobium genosp. beta,,,,,,,,
uncultured Bacteroidetes bacterium,AY933581,78,38,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2459,--,Yes,root,cellular organisms,Bacteria,,,,,,Bacteroidetes <phylum>,,FCB group,Bacteroidetes/Chlorobi group,environmental samples <Bacteroidetes>,uncultured Bacteroidetes bacterium,,,
uncultured Bacteroidetes bacterium,AY933582,78,38,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2460,--,Yes,root,cellular organisms,Bacteria,,,,,,Bacteroidetes <phylum>,,FCB group,Bacteroidetes/Chlorobi group,environmental samples <Bacteroidetes>,uncultured Bacteroidetes bacterium,,,
uncultured Bacteroidetes bacterium,AY933589,78,38,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2463,--,Yes,root,cellular organisms,Bacteria,,,,,,Bacteroidetes <phylum>,,FCB group,Bacteroidetes/Chlorobi group,environmental samples <Bacteroidetes>,uncultured Bacteroidetes bacterium,,,
uncultured Bacteroidetes bacterium,AY933590,76,36,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2464,--,Yes,root,cellular organisms,Bacteria,,,,,,Bacteroidetes <phylum>,,FCB group,Bacteroidetes/Chlorobi group,environmental samples <Bacteroidetes>,uncultured Bacteroidetes bacterium,,,
uncultured Bacteroidetes bacterium,AY933592,77,37,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2465,--,Yes,root,cellular organisms,Bacteria,,,,,,Bacteroidetes <phylum>,,FCB group,Bacteroidetes/Chlorobi group,environmental samples <Bacteroidetes>,uncultured Bacteroidetes bacterium,,,
uncultured Bacteroidetes bacterium,AY933595,76,36,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2466,--,Yes,root,cellular organisms,Bacteria,,,,,,Bacteroidetes <phylum>,,FCB group,Bacteroidetes/Chlorobi group,environmental samples <Bacteroidetes>,uncultured Bacteroidetes bacterium,,,
uncultured Bacteroidetes bacterium,AY933597,76,36,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2467,--,Yes,root,cellular organisms,Bacteria,,,,,,Bacteroidetes <phylum>,,FCB group,Bacteroidetes/Chlorobi group,environmental samples <Bacteroidetes>,uncultured Bacteroidetes bacterium,,,
uncultured Bacteroidetes bacterium,AY933602,76,36,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2468,--,Yes,root,cellular organisms,Bacteria,,,,,,Bacteroidetes <phylum>,,FCB group,Bacteroidetes/Chlorobi group,environmental samples <Bacteroidetes>,uncultured Bacteroidetes bacterium,,,
uncultured Bacteroidetes bacterium,AY933603,78,38,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2469,--,Yes,root,cellular organisms,Bacteria,,,,,,Bacteroidetes <phylum>,,FCB group,Bacteroidetes/Chlorobi group,environmental samples <Bacteroidetes>,uncultured Bacteroidetes bacterium,,,
uncultured Bacteroidetes bacterium,AY933606,78,38,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2471,--,Yes,root,cellular organisms,Bacteria,,,,,,Bacteroidetes <phylum>,,FCB group,Bacteroidetes/Chlorobi group,environmental samples <Bacteroidetes>,uncultured Bacteroidetes bacterium,,,
uncultured Bacteroidetes bacterium,AY933610,77,37,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2473,--,Yes,root,cellular organisms,Bacteria,,,,,,Bacteroidetes <phylum>,,FCB group,Bacteroidetes/Chlorobi group,environmental samples <Bacteroidetes>,uncultured Bacteroidetes bacterium,,,
uncultured Bacteroidetes bacterium,AY933627,77,37,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2479,--,Yes,root,cellular organisms,Bacteria,,,,,,Bacteroidetes <phylum>,,FCB group,Bacteroidetes/Chlorobi group,environmental samples <Bacteroidetes>,uncultured Bacteroidetes bacterium,,,
uncultured Bacteroidetes bacterium,AY933628,78,38,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2480,--,Yes,root,cellular organisms,Bacteria,,,,,,Bacteroidetes <phylum>,,FCB group,Bacteroidetes/Chlorobi group,environmental samples <Bacteroidetes>,uncultured Bacteroidetes bacterium,,,
uncultured gamma proteobacterium,AY934107,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2691,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,,,,environmental samples <gamma proteobacteria>,,,,uncultured gamma proteobacterium,,,,
uncultured gamma proteobacterium,AY934108,76,34,42,No,0,tRNA,0,(()()()),(()(())()),--,No,CRW,--,CRW_t_B_2692,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,,,,environmental samples <gamma proteobacteria>,,,,uncultured gamma proteobacterium,,,,
uncultured gamma proteobacterium,AY934109,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2693,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,,,,environmental samples <gamma proteobacteria>,,,,uncultured gamma proteobacterium,,,,
uncultured Colwelliaceae bacterium,AY934110,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2694,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,,environmental samples <Colwelliaceae>,,,,uncultured Colwelliaceae bacterium,,,,
uncultured Colwelliaceae bacterium,AY934111,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2695,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,,environmental samples <Colwelliaceae>,,,,uncultured Colwelliaceae bacterium,,,,
uncultured Colwelliaceae bacterium,AY934112,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2696,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,,environmental samples <Colwelliaceae>,,,,uncultured Colwelliaceae bacterium,,,,
uncultured Colwelliaceae bacterium,AY934113,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2697,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,,environmental samples <Colwelliaceae>,,,,uncultured Colwelliaceae bacterium,,,,
uncultured Alteromonadaceae bacterium,AY934114,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2698,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,,environmental samples <Alteromonadaceae>,,,,uncultured Alteromonadaceae bacterium,,,,
uncultured Colwelliaceae bacterium,AY934115,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2699,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,,environmental samples <Colwelliaceae>,,,,uncultured Colwelliaceae bacterium,,,,
uncultured Colwelliaceae bacterium,AY934116,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2700,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,,environmental samples <Colwelliaceae>,,,,uncultured Colwelliaceae bacterium,,,,
uncultured gamma proteobacterium,AY934117,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2701,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,,,,environmental samples <gamma proteobacteria>,,,,uncultured gamma proteobacterium,,,,
uncultured Colwelliaceae bacterium,AY934118,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2702,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,,environmental samples <Colwelliaceae>,,,,uncultured Colwelliaceae bacterium,,,,
uncultured Colwelliaceae bacterium,AY934119,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2703,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,,environmental samples <Colwelliaceae>,,,,uncultured Colwelliaceae bacterium,,,,
uncultured gamma proteobacterium,AY934120,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2704,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,,,,environmental samples <gamma proteobacteria>,,,,uncultured gamma proteobacterium,,,,
uncultured Colwelliaceae bacterium,AY934121,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2705,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,,environmental samples <Colwelliaceae>,,,,uncultured Colwelliaceae bacterium,,,,
uncultured gamma proteobacterium,AY934122,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2706,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,,,,environmental samples <gamma proteobacteria>,,,,uncultured gamma proteobacterium,,,,
uncultured Alteromonadaceae bacterium,AY934123,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2707,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,,environmental samples <Alteromonadaceae>,,,,uncultured Alteromonadaceae bacterium,,,,
uncultured Alteromonadaceae bacterium,AY934124,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2708,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,,environmental samples <Alteromonadaceae>,,,,uncultured Alteromonadaceae bacterium,,,,
uncultured Alteromonadaceae bacterium,AY934125,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2709,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,,environmental samples <Alteromonadaceae>,,,,uncultured Alteromonadaceae bacterium,,,,
uncultured marine bacterium,AY934126,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2710,--,Yes,root,cellular organisms,Bacteria,,,,,,environmental samples <Bacteria>,,,,uncultured marine bacterium,,,,
uncultured Alteromonadaceae bacterium,AY934127,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2711,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,,environmental samples <Alteromonadaceae>,,,,uncultured Alteromonadaceae bacterium,,,,
uncultured gamma proteobacterium,AY934128,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2712,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,,,,environmental samples <gamma proteobacteria>,,,,uncultured gamma proteobacterium,,,,
uncultured Alteromonadaceae bacterium,AY934129,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2713,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,,environmental samples <Alteromonadaceae>,,,,uncultured Alteromonadaceae bacterium,,,,
uncultured Alteromonadaceae bacterium,AY934130,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2714,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,,environmental samples <Alteromonadaceae>,,,,uncultured Alteromonadaceae bacterium,,,,
uncultured Alteromonadaceae bacterium,AY934131,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2715,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,,environmental samples <Alteromonadaceae>,,,,uncultured Alteromonadaceae bacterium,,,,
uncultured Alteromonadaceae bacterium,AY934132,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2716,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,,environmental samples <Alteromonadaceae>,,,,uncultured Alteromonadaceae bacterium,,,,
uncultured Pseudoalteromonas sp.,AY934133,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2717,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,environmental samples <Pseudoalteromonas>,,,,uncultured Pseudoalteromonas sp.,,,,
uncultured Alteromonadaceae bacterium,AY934134,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2718,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,,environmental samples <Alteromonadaceae>,,,,uncultured Alteromonadaceae bacterium,,,,
uncultured gamma proteobacterium,AY934135,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2719,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,,,,environmental samples <gamma proteobacteria>,,,,uncultured gamma proteobacterium,,,,
uncultured Pseudoalteromonas sp.,AY934136,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2720,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,environmental samples <Pseudoalteromonas>,,,,uncultured Pseudoalteromonas sp.,,,,
uncultured Alteromonadaceae bacterium,AY934137,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2721,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,,environmental samples <Alteromonadaceae>,,,,uncultured Alteromonadaceae bacterium,,,,
uncultured Thiotrichales bacterium,AY934282,76,36,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2853,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,,,environmental samples <Thiotrichales>,,,,uncultured Thiotrichales bacterium,,,,
uncultured Thiotrichales bacterium,AY934284,76,36,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2854,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,,,environmental samples <Thiotrichales>,,,,uncultured Thiotrichales bacterium,,,,
uncultured Thiotrichales bacterium,AY934285,76,36,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2855,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,,,environmental samples <Thiotrichales>,,,,uncultured Thiotrichales bacterium,,,,
uncultured Chromatiales bacterium,AY934286,76,36,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2856,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,,,environmental samples <Chromatiales>,,,,uncultured Chromatiales bacterium,,,,
uncultured gamma proteobacterium,AY934292,76,36,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2857,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,,,,environmental samples <gamma proteobacteria>,,,,uncultured gamma proteobacterium,,,,
uncultured gamma proteobacterium,AY934293,76,36,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2858,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,,,,environmental samples <gamma proteobacteria>,,,,uncultured gamma proteobacterium,,,,
uncultured gamma proteobacterium,AY934294,76,36,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2859,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,,,,environmental samples <gamma proteobacteria>,,,,uncultured gamma proteobacterium,,,,
uncultured Chromatiales bacterium,AY934295,76,36,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2860,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,,,environmental samples <Chromatiales>,,,,uncultured Chromatiales bacterium,,,,
uncultured Chromatiales bacterium,AY934296,76,36,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2861,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,,,environmental samples <Chromatiales>,,,,uncultured Chromatiales bacterium,,,,
uncultured Chromatiales bacterium,AY934299,76,36,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2862,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,,,environmental samples <Chromatiales>,,,,uncultured Chromatiales bacterium,,,,
uncultured Chromatiales bacterium,AY934300,76,36,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2863,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,,,environmental samples <Chromatiales>,,,,uncultured Chromatiales bacterium,,,,
uncultured Chromatiales bacterium,AY934301,76,36,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2864,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,,,environmental samples <Chromatiales>,,,,uncultured Chromatiales bacterium,,,,
uncultured Chromatiales bacterium,AY934302,76,36,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2865,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,,,environmental samples <Chromatiales>,,,,uncultured Chromatiales bacterium,,,,
uncultured Chromatiales bacterium,AY934303,76,36,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2866,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,,,environmental samples <Chromatiales>,,,,uncultured Chromatiales bacterium,,,,
uncultured Chromatiales bacterium,AY934304,76,36,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2867,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,,,environmental samples <Chromatiales>,,,,uncultured Chromatiales bacterium,,,,
uncultured Marinobacter sp.,AY934306,76,36,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2869,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacter,environmental samples <Marinobacter>,,,,uncultured Marinobacter sp.,,,,
uncultured Marinobacter sp.,AY934308,76,36,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2871,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacter,environmental samples <Marinobacter>,,,,uncultured Marinobacter sp.,,,,
uncultured Chromatiales bacterium,AY934312,76,36,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2875,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,,,environmental samples <Chromatiales>,,,,uncultured Chromatiales bacterium,,,,
uncultured Chromatiales bacterium,AY934313,76,36,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2876,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,,,environmental samples <Chromatiales>,,,,uncultured Chromatiales bacterium,,,,
uncultured Marinobacter sp.,AY934318,76,36,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2879,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacter,environmental samples <Marinobacter>,,,,uncultured Marinobacter sp.,,,,
uncultured Chromatiales bacterium,AY934319,76,36,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2880,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,,,environmental samples <Chromatiales>,,,,uncultured Chromatiales bacterium,,,,
uncultured Chromatiales bacterium,AY934320,76,36,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2881,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,,,environmental samples <Chromatiales>,,,,uncultured Chromatiales bacterium,,,,
uncultured gamma proteobacterium,AY934321,76,36,40,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_2882,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,,,,environmental samples <gamma proteobacteria>,,,,uncultured gamma proteobacterium,,,,
uncultured gamma proteobacterium,AY934323,76,36,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2883,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,,,,environmental samples <gamma proteobacteria>,,,,uncultured gamma proteobacterium,,,,
uncultured Marinobacter sp.,AY934326,76,36,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2885,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacter,environmental samples <Marinobacter>,,,,uncultured Marinobacter sp.,,,,
uncultured Chromatiales bacterium,AY934330,76,36,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2889,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,,,environmental samples <Chromatiales>,,,,uncultured Chromatiales bacterium,,,,
