Organism name,Accession number,Length,Number of decoupled nucleotides,Number of weak bonds,Is Pseudoknotted,Pseudoknot order,Rna Type,Genus,Core,Core plus,Shape,Is Validated,Reference database,Description,Benchmark ID,Reference,Taxonomy.NCBI.Classified,Taxonomy.NCBI.no rank 0,Taxonomy.NCBI.no rank 1,Taxonomy.NCBI.superkingdom,Taxonomy.NCBI.no rank 2,Taxonomy.NCBI.unknown 0,Taxonomy.NCBI.unknown 1,Taxonomy.NCBI.order,Taxonomy.NCBI.no rank 3,Taxonomy.NCBI.genus,Taxonomy.NCBI.unknown 2,Taxonomy.NCBI.no rank 4,Taxonomy.NCBI.class,Taxonomy.NCBI.family,Taxonomy.NCBI.phylum,Taxonomy.NCBI.subphylum,Taxonomy.NCBI.species group,Taxonomy.NCBI.tribe,Taxonomy.NCBI.species subgroup,Taxonomy.NCBI.suborder,Taxonomy.NCBI.no rank 5,Taxonomy.NCBI.unknown 3,Taxonomy.NCBI.subgenus,Taxonomy.NCBI.subclass
Bradyrhizobium elkanii,AF208510,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16183,--,Yes,root,cellular organisms,Bacteria,,Bradyrhizobium elkanii,,Rhizobiales,,Bradyrhizobium,,,Alphaproteobacteria,Bradyrhizobiaceae,Proteobacteria,,,,,,,,,
Bradyrhizobium japonicum,AF208511,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16184,--,Yes,root,cellular organisms,Bacteria,,Bradyrhizobium japonicum,,Rhizobiales,,Bradyrhizobium,,,Alphaproteobacteria,Bradyrhizobiaceae,Proteobacteria,,,,,,,,,
Bradyrhizobium elkanii,AF208512,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16185,--,Yes,root,cellular organisms,Bacteria,,Bradyrhizobium elkanii,,Rhizobiales,,Bradyrhizobium,,,Alphaproteobacteria,Bradyrhizobiaceae,Proteobacteria,,,,,,,,,
Bradyrhizobium liaoningense,AF208513,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16186,--,Yes,root,cellular organisms,Bacteria,,Bradyrhizobium liaoningense,,Rhizobiales,,Bradyrhizobium,,,Alphaproteobacteria,Bradyrhizobiaceae,Proteobacteria,,,,,,,,,
Bradyrhizobium japonicum,AF208514,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16187,--,Yes,root,cellular organisms,Bacteria,,Bradyrhizobium japonicum,,Rhizobiales,,Bradyrhizobium,,,Alphaproteobacteria,Bradyrhizobiaceae,Proteobacteria,,,,,,,,,
Bradyrhizobium japonicum,AF208515,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16188,--,Yes,root,cellular organisms,Bacteria,,Bradyrhizobium japonicum,,Rhizobiales,,Bradyrhizobium,,,Alphaproteobacteria,Bradyrhizobiaceae,Proteobacteria,,,,,,,,,
Bradyrhizobium elkanii,AF208516,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16189,--,Yes,root,cellular organisms,Bacteria,,Bradyrhizobium elkanii,,Rhizobiales,,Bradyrhizobium,,,Alphaproteobacteria,Bradyrhizobiaceae,Proteobacteria,,,,,,,,,
Bradyrhizobium japonicum,AF208517,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16190,--,Yes,root,cellular organisms,Bacteria,,Bradyrhizobium japonicum,,Rhizobiales,,Bradyrhizobium,,,Alphaproteobacteria,Bradyrhizobiaceae,Proteobacteria,,,,,,,,,
Bradyrhizobium elkanii,AF208518,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16191,--,Yes,root,cellular organisms,Bacteria,,Bradyrhizobium elkanii,,Rhizobiales,,Bradyrhizobium,,,Alphaproteobacteria,Bradyrhizobiaceae,Proteobacteria,,,,,,,,,
Zymobacter palmae,AF211871,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16193,--,Yes,root,cellular organisms,Bacteria,Zymobacter group,Zymobacter palmae,,Oceanospirillales,,Zymobacter,,,Gammaproteobacteria,Halomonadaceae,Proteobacteria,,,,,,,,,
Brucella melitensis,AF220147,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16194,--,Yes,root,cellular organisms,Bacteria,,Brucella abortus,,Rhizobiales,,Brucella,,,Alphaproteobacteria,Brucellaceae,Proteobacteria,,,,,,,,,
Brucella melitensis,AF220148,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16195,--,Yes,root,cellular organisms,Bacteria,,Brucella abortus,,Rhizobiales,,Brucella,,,Alphaproteobacteria,Brucellaceae,Proteobacteria,,,,,,,,,
Brucella melitensis,AF220149,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16196,--,Yes,root,cellular organisms,Bacteria,,Brucella abortus,,Rhizobiales,,Brucella,,,Alphaproteobacteria,Brucellaceae,Proteobacteria,,,,,,,,,
Aster yellows phytoplasma,AF222063,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16197,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Aster yellows phytoplasma,,Acholeplasmatales,,Candidatus Phytoplasma,,,Mollicutes,Acholeplasmataceae,Tenericutes,,Candidatus Phytoplasma asteris,,,,,,,
Tomato big bud phytoplasma,AF222064,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16198,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Tomato big bud phytoplasma,,Acholeplasmatales,,Candidatus Phytoplasma,,,Mollicutes,Acholeplasmataceae,Tenericutes,,Candidatus Phytoplasma asteris,,,,,,,
Pectobacterium cacticida,AF234275,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16207,--,Yes,root,cellular organisms,Bacteria,,Pectobacterium cacticida,,Enterobacterales,,Pectobacterium,,,Gammaproteobacteria,Pectobacteriaceae,Proteobacteria,,,,,,,,,
Pectobacterium carotovorum subsp. odoriferum,AF234278,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16209,--,Yes,root,cellular organisms,Bacteria,,Pectobacterium carotovorum,Pectobacterium carotovorum subsp. odoriferum,Enterobacterales,,Pectobacterium,,,Gammaproteobacteria,Pectobacteriaceae,Proteobacteria,,,,,,,,,
Pectobacterium betavasculorum,AF234280,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16211,--,Yes,root,cellular organisms,Bacteria,,Pectobacterium betavasculorum,,Enterobacterales,,Pectobacterium,,,Gammaproteobacteria,Pectobacteriaceae,Proteobacteria,,,,,,,,,
Pectobacterium betavasculorum,AF234281,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16212,--,Yes,root,cellular organisms,Bacteria,,Pectobacterium betavasculorum,,Enterobacterales,,Pectobacterium,,,Gammaproteobacteria,Pectobacteriaceae,Proteobacteria,,,,,,,,,
Pectobacterium atrosepticum,AF234282,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16213,--,Yes,root,cellular organisms,Bacteria,,Pectobacterium atrosepticum,,Enterobacterales,,Pectobacterium,,,Gammaproteobacteria,Pectobacteriaceae,Proteobacteria,,,,,,,,,
Erwinia rhapontici,AF234283,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16214,--,Yes,root,cellular organisms,Bacteria,,Erwinia rhapontici,,Enterobacterales,,Erwinia,,,Gammaproteobacteria,Erwiniaceae,Proteobacteria,,,,,,,,,
Cupriavidus pauculus,AF237657,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16232,--,Yes,root,cellular organisms,Bacteria,,Cupriavidus pauculus,,Burkholderiales,,Cupriavidus,,,Betaproteobacteria,Burkholderiaceae,Proteobacteria,,,,,,,,,
Pigeon pea witches'-broom phytoplasma,AF248957,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16239,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Pigeon pea witches'-broom phytoplasma,,Acholeplasmatales,,Candidatus Phytoplasma,,,Mollicutes,Acholeplasmataceae,Tenericutes,,16SrIX (Pigeon pea witches'-broom group),,,,,,,
Candidatus Phytoplasma mali,AF248958,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16240,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Candidatus Phytoplasma mali,,Acholeplasmatales,,Candidatus Phytoplasma,,,Mollicutes,Acholeplasmataceae,Tenericutes,,16SrX (Apple proliferation group),,,,,,,
Candidatus Phytoplasma solani,AF248959,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16241,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Candidatus Phytoplasma solani,,Acholeplasmatales,,Candidatus Phytoplasma,,,Mollicutes,Acholeplasmataceae,Tenericutes,,16SrXII (Stolbur group),,,,,,,
Candidatus Phytoplasma cynodontis,AF248961,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16243,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Candidatus Phytoplasma cynodontis,,Acholeplasmatales,,Candidatus Phytoplasma,,,Mollicutes,Acholeplasmataceae,Tenericutes,,16SrXIV (Bermuda white leaf group),,,,,,,
Bradyrhizobium elkanii,AF293373,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16258,--,Yes,root,cellular organisms,Bacteria,,Bradyrhizobium elkanii,,Rhizobiales,,Bradyrhizobium,,,Alphaproteobacteria,Bradyrhizobiaceae,Proteobacteria,,,,,,,,,
Bradyrhizobium elkanii,AF293374,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16259,--,Yes,root,cellular organisms,Bacteria,,Bradyrhizobium elkanii,,Rhizobiales,,Bradyrhizobium,,,Alphaproteobacteria,Bradyrhizobiaceae,Proteobacteria,,,,,,,,,
Neisseria gonorrhoeae,AF293419,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16268,--,Yes,root,cellular organisms,Bacteria,,Neisseria gonorrhoeae,,Neisseriales,,Neisseria,,,Betaproteobacteria,Neisseriaceae,Proteobacteria,,,,,,,,,
Aster yellows phytoplasma,AF322644,77,33,44,No,0,tRNA,0,()(),()(()),--,No,CRW,--,CRW_t_B_16281,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Aster yellows phytoplasma,,Acholeplasmatales,,Candidatus Phytoplasma,,,Mollicutes,Acholeplasmataceae,Tenericutes,,Candidatus Phytoplasma asteris,,,,,,,
Aster yellows phytoplasma,AF322645,77,33,44,No,0,tRNA,0,()(),()(()),--,No,CRW,--,CRW_t_B_16282,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Aster yellows phytoplasma,,Acholeplasmatales,,Candidatus Phytoplasma,,,Mollicutes,Acholeplasmataceae,Tenericutes,,Candidatus Phytoplasma asteris,,,,,,,
Bradyrhizobium denitrificans,AF338159,77,33,44,No,0,tRNA,0,(()()()),(()(())()),--,No,CRW,--,CRW_t_B_16299,--,Yes,root,cellular organisms,Bacteria,,Bradyrhizobium denitrificans,,Rhizobiales,,Bradyrhizobium,,,Alphaproteobacteria,Bradyrhizobiaceae,Proteobacteria,,,,,,,,,
Bradyrhizobium denitrificans,AF338160,77,33,44,No,0,tRNA,0,(()()()),(()((()))()),--,No,CRW,--,CRW_t_B_16300,--,Yes,root,cellular organisms,Bacteria,,Bradyrhizobium denitrificans,,Rhizobiales,,Bradyrhizobium,,,Alphaproteobacteria,Bradyrhizobiaceae,Proteobacteria,,,,,,,,,
Bradyrhizobium denitrificans,AF338162,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16302,--,Yes,root,cellular organisms,Bacteria,,Bradyrhizobium denitrificans,,Rhizobiales,,Bradyrhizobium,,,Alphaproteobacteria,Bradyrhizobiaceae,Proteobacteria,,,,,,,,,
Bradyrhizobium denitrificans,AF338165,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16305,--,Yes,root,cellular organisms,Bacteria,,Bradyrhizobium denitrificans,,Rhizobiales,,Bradyrhizobium,,,Alphaproteobacteria,Bradyrhizobiaceae,Proteobacteria,,,,,,,,,
Bradyrhizobium denitrificans,AF338167,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16307,--,Yes,root,cellular organisms,Bacteria,,Bradyrhizobium denitrificans,,Rhizobiales,,Bradyrhizobium,,,Alphaproteobacteria,Bradyrhizobiaceae,Proteobacteria,,,,,,,,,
Rhodopseudomonas palustris,AF338178,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16318,--,Yes,root,cellular organisms,Bacteria,,Rhodopseudomonas palustris,,Rhizobiales,,Rhodopseudomonas,,,Alphaproteobacteria,Bradyrhizobiaceae,Proteobacteria,,,,,,,,,
Methylobacterium organophilum,AF338181,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16321,--,Yes,root,cellular organisms,Bacteria,,Methylobacterium organophilum,,Rhizobiales,,Methylobacterium,,,Alphaproteobacteria,Methylobacteriaceae,Proteobacteria,,,,,,,,,
Bradyrhizobium japonicum,AF338648,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16323,--,Yes,root,cellular organisms,Bacteria,,Bradyrhizobium japonicum,,Rhizobiales,,Bradyrhizobium,,,Alphaproteobacteria,Bradyrhizobiaceae,Proteobacteria,,,,,,,,,
Bradyrhizobium japonicum,AF338827,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16325,--,Yes,root,cellular organisms,Bacteria,,Bradyrhizobium japonicum,,Rhizobiales,,Bradyrhizobium,,,Alphaproteobacteria,Bradyrhizobiaceae,Proteobacteria,,,,,,,,,
Bradyrhizobium japonicum,AF338828,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16326,--,Yes,root,cellular organisms,Bacteria,,Bradyrhizobium japonicum,,Rhizobiales,,Bradyrhizobium,,,Alphaproteobacteria,Bradyrhizobiaceae,Proteobacteria,,,,,,,,,
Bradyrhizobium japonicum,AF338829,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16327,--,Yes,root,cellular organisms,Bacteria,,Bradyrhizobium japonicum,,Rhizobiales,,Bradyrhizobium,,,Alphaproteobacteria,Bradyrhizobiaceae,Proteobacteria,,,,,,,,,
Bradyrhizobium elkanii,AF338830,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16328,--,Yes,root,cellular organisms,Bacteria,,Bradyrhizobium elkanii,,Rhizobiales,,Bradyrhizobium,,,Alphaproteobacteria,Bradyrhizobiaceae,Proteobacteria,,,,,,,,,
Bradyrhizobium japonicum,AF338833,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16331,--,Yes,root,cellular organisms,Bacteria,,Bradyrhizobium japonicum,,Rhizobiales,,Bradyrhizobium,,,Alphaproteobacteria,Bradyrhizobiaceae,Proteobacteria,,,,,,,,,
Bradyrhizobium japonicum,AF338834,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16332,--,Yes,root,cellular organisms,Bacteria,,Bradyrhizobium japonicum,,Rhizobiales,,Bradyrhizobium,,,Alphaproteobacteria,Bradyrhizobiaceae,Proteobacteria,,,,,,,,,
Bradyrhizobium japonicum,AF338835,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16333,--,Yes,root,cellular organisms,Bacteria,,Bradyrhizobium japonicum,,Rhizobiales,,Bradyrhizobium,,,Alphaproteobacteria,Bradyrhizobiaceae,Proteobacteria,,,,,,,,,
Bradyrhizobium elkanii,AF338836,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16334,--,Yes,root,cellular organisms,Bacteria,,Bradyrhizobium elkanii,,Rhizobiales,,Bradyrhizobium,,,Alphaproteobacteria,Bradyrhizobiaceae,Proteobacteria,,,,,,,,,
Bradyrhizobium japonicum,AF338837,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16335,--,Yes,root,cellular organisms,Bacteria,,Bradyrhizobium japonicum,,Rhizobiales,,Bradyrhizobium,,,Alphaproteobacteria,Bradyrhizobiaceae,Proteobacteria,,,,,,,,,
Bradyrhizobium japonicum,AF338838,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16336,--,Yes,root,cellular organisms,Bacteria,,Bradyrhizobium japonicum,,Rhizobiales,,Bradyrhizobium,,,Alphaproteobacteria,Bradyrhizobiaceae,Proteobacteria,,,,,,,,,
Bradyrhizobium japonicum,AF338839,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16337,--,Yes,root,cellular organisms,Bacteria,,Bradyrhizobium japonicum,,Rhizobiales,,Bradyrhizobium,,,Alphaproteobacteria,Bradyrhizobiaceae,Proteobacteria,,,,,,,,,
Bradyrhizobium japonicum,AF338840,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16338,--,Yes,root,cellular organisms,Bacteria,,Bradyrhizobium japonicum,,Rhizobiales,,Bradyrhizobium,,,Alphaproteobacteria,Bradyrhizobiaceae,Proteobacteria,,,,,,,,,
Bradyrhizobium japonicum,AF338841,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16339,--,Yes,root,cellular organisms,Bacteria,,Bradyrhizobium japonicum,,Rhizobiales,,Bradyrhizobium,,,Alphaproteobacteria,Bradyrhizobiaceae,Proteobacteria,,,,,,,,,
Bradyrhizobium japonicum,AF338842,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16340,--,Yes,root,cellular organisms,Bacteria,,Bradyrhizobium japonicum,,Rhizobiales,,Bradyrhizobium,,,Alphaproteobacteria,Bradyrhizobiaceae,Proteobacteria,,,,,,,,,
Bradyrhizobium japonicum,AF338843,77,33,44,No,0,tRNA,0,(()()()),(()(())()),--,No,CRW,--,CRW_t_B_16341,--,Yes,root,cellular organisms,Bacteria,,Bradyrhizobium japonicum,,Rhizobiales,,Bradyrhizobium,,,Alphaproteobacteria,Bradyrhizobiaceae,Proteobacteria,,,,,,,,,
Bradyrhizobium japonicum,AF338844,77,33,44,No,0,tRNA,0,(()()()),(()(())()),--,No,CRW,--,CRW_t_B_16342,--,Yes,root,cellular organisms,Bacteria,,Bradyrhizobium japonicum,,Rhizobiales,,Bradyrhizobium,,,Alphaproteobacteria,Bradyrhizobiaceae,Proteobacteria,,,,,,,,,
Bradyrhizobium japonicum,AF338845,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16343,--,Yes,root,cellular organisms,Bacteria,,Bradyrhizobium japonicum,,Rhizobiales,,Bradyrhizobium,,,Alphaproteobacteria,Bradyrhizobiaceae,Proteobacteria,,,,,,,,,
Bradyrhizobium liaoningense,AF338846,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16344,--,Yes,root,cellular organisms,Bacteria,,Bradyrhizobium liaoningense,,Rhizobiales,,Bradyrhizobium,,,Alphaproteobacteria,Bradyrhizobiaceae,Proteobacteria,,,,,,,,,
Bradyrhizobium liaoningense,AF338847,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16345,--,Yes,root,cellular organisms,Bacteria,,Bradyrhizobium liaoningense,,Rhizobiales,,Bradyrhizobium,,,Alphaproteobacteria,Bradyrhizobiaceae,Proteobacteria,,,,,,,,,
Bradyrhizobium japonicum,AF338848,77,33,44,No,0,tRNA,0,(()()()),(()(())()),--,No,CRW,--,CRW_t_B_16346,--,Yes,root,cellular organisms,Bacteria,,Bradyrhizobium japonicum,,Rhizobiales,,Bradyrhizobium,,,Alphaproteobacteria,Bradyrhizobiaceae,Proteobacteria,,,,,,,,,
Bradyrhizobium japonicum,AF338849,77,33,44,No,0,tRNA,0,(()()()),(()(())()),--,No,CRW,--,CRW_t_B_16347,--,Yes,root,cellular organisms,Bacteria,,Bradyrhizobium japonicum,,Rhizobiales,,Bradyrhizobium,,,Alphaproteobacteria,Bradyrhizobiaceae,Proteobacteria,,,,,,,,,
Bradyrhizobium japonicum,AF338850,77,33,44,No,0,tRNA,0,(()()()),(()(())()),--,No,CRW,--,CRW_t_B_16348,--,Yes,root,cellular organisms,Bacteria,,Bradyrhizobium japonicum,,Rhizobiales,,Bradyrhizobium,,,Alphaproteobacteria,Bradyrhizobiaceae,Proteobacteria,,,,,,,,,
Bradyrhizobium japonicum,AF338852,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16350,--,Yes,root,cellular organisms,Bacteria,,Bradyrhizobium japonicum,,Rhizobiales,,Bradyrhizobium,,,Alphaproteobacteria,Bradyrhizobiaceae,Proteobacteria,,,,,,,,,
Bradyrhizobium japonicum,AF338853,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16351,--,Yes,root,cellular organisms,Bacteria,,Bradyrhizobium japonicum,,Rhizobiales,,Bradyrhizobium,,,Alphaproteobacteria,Bradyrhizobiaceae,Proteobacteria,,,,,,,,,
Bradyrhizobium japonicum,AF338866,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16364,--,Yes,root,cellular organisms,Bacteria,,Bradyrhizobium japonicum,,Rhizobiales,,Bradyrhizobium,,,Alphaproteobacteria,Bradyrhizobiaceae,Proteobacteria,,,,,,,,,
Bradyrhizobium elkanii,AF338867,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16365,--,Yes,root,cellular organisms,Bacteria,,Bradyrhizobium elkanii,,Rhizobiales,,Bradyrhizobium,,,Alphaproteobacteria,Bradyrhizobiaceae,Proteobacteria,,,,,,,,,
Bradyrhizobium elkanii,AF338868,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16366,--,Yes,root,cellular organisms,Bacteria,,Bradyrhizobium elkanii,,Rhizobiales,,Bradyrhizobium,,,Alphaproteobacteria,Bradyrhizobiaceae,Proteobacteria,,,,,,,,,
Dandelion virescence phytoplasma,AF370119,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16409,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Dandelion virescence phytoplasma,,Acholeplasmatales,,Candidatus Phytoplasma,,,Mollicutes,Acholeplasmataceae,Tenericutes,,16SrIII (X-disease group),,,,,,,
Dandelion virescence phytoplasma,AF370120,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16410,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Dandelion virescence phytoplasma,,Acholeplasmatales,,Candidatus Phytoplasma,,,Mollicutes,Acholeplasmataceae,Tenericutes,,16SrIII (X-disease group),,,,,,,
Vibrio aestuarianus,AF412991,77,33,44,No,0,tRNA,0,(()()()),(()(())()),--,No,CRW,--,CRW_t_B_16498,--,Yes,root,cellular organisms,Bacteria,,Vibrio aestuarianus,,Vibrionales,,Vibrio,,,Gammaproteobacteria,Vibrionaceae,Proteobacteria,,,,,,,,,
Vibrio aestuarianus,AF412992,77,33,44,No,0,tRNA,0,(()()()),(()(())()),--,No,CRW,--,CRW_t_B_16499,--,Yes,root,cellular organisms,Bacteria,,Vibrio aestuarianus,,Vibrionales,,Vibrio,,,Gammaproteobacteria,Vibrionaceae,Proteobacteria,,,,,,,,,
Vibrio campbellii,AF412996,77,33,44,No,0,tRNA,0,(()()()),(()(())()),--,No,CRW,--,CRW_t_B_16500,--,Yes,root,cellular organisms,Bacteria,,Vibrio campbellii,,Vibrionales,,Vibrio,,,Gammaproteobacteria,Vibrionaceae,Proteobacteria,,Vibrio harveyi group,,,,,,,
Salinivibrio costicola,AF413000,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16501,--,Yes,root,cellular organisms,Bacteria,,Salinivibrio costicola,,Vibrionales,,Salinivibrio,,,Gammaproteobacteria,Vibrionaceae,Proteobacteria,,,,,,,,,
Vibrio diazotrophicus,AF413004,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16502,--,Yes,root,cellular organisms,Bacteria,,Vibrio diazotrophicus,,Vibrionales,,Vibrio,,,Gammaproteobacteria,Vibrionaceae,Proteobacteria,,,,,,,,,
Vibrio fluvialis,AF413008,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16503,--,Yes,root,cellular organisms,Bacteria,,Vibrio fluvialis,,Vibrionales,,Vibrio,,,Gammaproteobacteria,Vibrionaceae,Proteobacteria,,,,,,,,,
Vibrio nigripulchritudo,AF413015,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16504,--,Yes,root,cellular organisms,Bacteria,,Vibrio nigripulchritudo,,Vibrionales,,Vibrio,,,Gammaproteobacteria,Vibrionaceae,Proteobacteria,,,,,,,,,
Vibrio proteolyticus,AF413017,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16505,--,Yes,root,cellular organisms,Bacteria,,Vibrio proteolyticus,,Vibrionales,,Vibrio,,,Gammaproteobacteria,Vibrionaceae,Proteobacteria,,,,,,,,,
Vibrio proteolyticus,AF413018,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16506,--,Yes,root,cellular organisms,Bacteria,,Vibrio proteolyticus,,Vibrionales,,Vibrio,,,Gammaproteobacteria,Vibrionaceae,Proteobacteria,,,,,,,,,
Vibrio tubiashii,AF413026,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16508,--,Yes,root,cellular organisms,Bacteria,,Vibrio tubiashii,,Vibrionales,,Vibrio,,,Gammaproteobacteria,Vibrionaceae,Proteobacteria,,Vibrio oreintalis group,,,,,,,
Texas Phoenix palm phytoplasma,AF434989,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16519,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Texas Phoenix palm phytoplasma,,Acholeplasmatales,,Candidatus Phytoplasma,,,Mollicutes,Acholeplasmataceae,Tenericutes,,16SrIV (Coconut lethal yellows group),,,,,,,
Corynebacterium glutamicum,AF435074,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16521,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Actinobacteria <phylum>,Actinobacteria <class>,Corynebacteriales,,Corynebacterium,Corynebacterium glutamicum,,,Corynebacteriaceae,,,,,,,,,,
