Organism name,Accession number,Length,Number of decoupled nucleotides,Number of weak bonds,Is Pseudoknotted,Pseudoknot order,Rna Type,Genus,Core,Core plus,Shape,Is Validated,Reference database,Description,Benchmark ID,Reference,Taxonomy.ENA.Classified,Taxonomy.ENA.superkingdom,Taxonomy.ENA.phylum,Taxonomy.ENA.class,Taxonomy.ENA.order,Taxonomy.ENA.family,Taxonomy.ENA.genus,Taxonomy.ENA.species group,Taxonomy.ENA.unknown 0,Taxonomy.ENA.no rank 0,Taxonomy.ENA.suborder
Rhizobium leguminosarum bv. viciae,AY491948,78,34,44,No,0,tRNA,0,(()()()),(()(())()),--,No,CRW,--,CRW_t_B_17512,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,,,Rhizobium/Agrobacterium group,
Rhizobium leguminosarum bv. viciae,AY491949,78,34,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17513,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,,,Rhizobium/Agrobacterium group,
Rhizobium leguminosarum bv. viciae,AY491951,78,34,44,No,0,tRNA,0,(()()()),(()(())()),--,No,CRW,--,CRW_t_B_17514,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,,,Rhizobium/Agrobacterium group,
Rhizobium leguminosarum bv. viciae,AY491952,78,34,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17515,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,,,Rhizobium/Agrobacterium group,
Rhizobium leguminosarum bv. viciae,AY491953,78,34,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17516,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,,,Rhizobium/Agrobacterium group,
Rhizobium leguminosarum bv. viciae,AY491954,78,34,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17517,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,,,Rhizobium/Agrobacterium group,
Rhizobium leguminosarum bv. viciae,AY491955,78,34,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17518,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,,,Rhizobium/Agrobacterium group,
Rhizobium leguminosarum bv. viciae,AY491956,78,34,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17519,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,,,Rhizobium/Agrobacterium group,
Rhizobium leguminosarum bv. viciae,AY491957,78,34,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17520,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,,,Rhizobium/Agrobacterium group,
Rhizobium leguminosarum bv. viciae,AY491959,78,34,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17522,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,,,Rhizobium/Agrobacterium group,
Rhizobium leguminosarum bv. viciae,AY491960,78,34,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17523,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,,,Rhizobium/Agrobacterium group,
Rhizobium leguminosarum bv. viciae,AY491961,78,34,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17524,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,,,Rhizobium/Agrobacterium group,
Rhizobium leguminosarum bv. viciae,AY491962,78,34,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17525,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,,,Rhizobium/Agrobacterium group,
Rhizobium leguminosarum bv. viciae,AY491963,78,34,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17526,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,,,Rhizobium/Agrobacterium group,
Rhizobium leguminosarum bv. viciae,AY491964,78,34,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17527,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,,,Rhizobium/Agrobacterium group,
Rhizobium tropici,AY491966,78,34,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17529,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,,,Rhizobium/Agrobacterium group,
Candidatus Phytoplasma trifolii,AY500130,78,34,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17561,--,Yes,Bacteria,Tenericutes,Mollicutes,Acholeplasmatales,Acholeplasmataceae,Candidatus Phytoplasma,16SrVI (Clover proliferation group),,,
Edwardsiella ictaluri,AY706745,78,34,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17728,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Hafniaceae,Edwardsiella,,,,
Edwardsiella tarda,AY706746,78,34,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17729,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Hafniaceae,Edwardsiella,,,,
Edwardsiella tarda,AY706747,78,34,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17730,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Hafniaceae,Edwardsiella,,,,
Edwardsiella tarda,AY706748,78,34,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17731,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Hafniaceae,Edwardsiella,,,,
Anaeromyxobacter dehalogenans 2CP-C,CP000251,78,34,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18992,--,Yes,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Anaeromyxobacteraceae,Anaeromyxobacter,,,,Cystobacterineae
Anaeromyxobacter dehalogenans 2CP-C,CP000251,78,34,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18993,--,Yes,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Anaeromyxobacteraceae,Anaeromyxobacter,,,,Cystobacterineae
Thermus thermophilus,M25628,78,34,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19959,--,Yes,Bacteria,Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,Thermus,,,,
Pseudomonas aeruginosa,X06693,78,34,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20003,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,,
Acidithiobacillus ferrooxidans,X07395,78,34,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20004,--,Yes,Bacteria,Proteobacteria,Acidithiobacillia,Acidithiobacillales,Acidithiobacillaceae,Acidithiobacillus,,,,
Symbiobacterium thermophilum IAM 14863,AP006840,78,34,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20708,--,Yes,Bacteria,Firmicutes,Clostridia,Clostridiales,Symbiobacteriaceae,Symbiobacterium,,,,
Bartonella quintana str. Toulouse,BX897700,78,34,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20996,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bartonellaceae,Bartonella,,,,
Selenomonas ruminantium,AB100500,78,34,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_22002,--,Yes,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Selenomonas,,,,
Selenomonas ruminantium,AB100500,78,34,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_22003,--,Yes,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Selenomonas,,,,
Bacillus anthracis str. 'Ames Ancestor',AE017334,78,34,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_22282,--,Yes,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus cereus group,,,
Helicobacter acinonychis str. Sheeba,AM260522,78,34,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_22527,--,Yes,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,,,,
Helicobacter pylori HPAG1,CP000241,78,34,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_23060,--,Yes,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,,,,
Photobacterium leiognathi,X52969,78,34,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_23737,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Photobacterium,,,,
Thermotoga maritima,Z11839,78,34,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_23765,--,Yes,Bacteria,Thermotogae,,Thermotogales,Thermotogaceae,Thermotoga,,,,
Bartonella quintana str. Toulouse,BX897700,78,34,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_29991,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bartonellaceae,Bartonella,,,,
Francisella tularensis subsp. holarctica OSU18,CP000437,78,34,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_30194,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Francisellaceae,Francisella,,,,
Klebsiella pneumoniae,DQ643993,78,34,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_31075,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,Enterobacteriaceae,Klebsiella,,Enterobacteriales,,
Shigella flexneri 2a str. 301,AE005674,78,34,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_31510,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,,,,
Bacillus subtilis,M87888,78,34,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_32017,--,Yes,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,,,,
Rhodopseudomonas palustris CGA009,BX572601,78,34,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_32055,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Rhodopseudomonas,,,,
Thermobifida fusca YX,CP000088,78,34,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_32154,--,Yes,Bacteria,Actinobacteria,,Streptosporangiales,Nocardiopsaceae,Thermobifida,,,,
Nitrobacter winogradskyi Nb-255,CP000115,78,34,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_32192,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Nitrobacter,,,,
Carboxydothermus hydrogenoformans Z-2901,CP000141,78,34,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_32211,--,Yes,Bacteria,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Carboxydothermus,,,,
Rhodobacter sphaeroides 2.4.1,CP000143,78,34,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_32218,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter,,,,
Geobacter metallireducens GS-15,CP000148,78,34,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_32219,--,Yes,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geobacter,,,,
Hyphomonas neptunium ATCC 15444,CP000158,78,34,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_32234,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Hyphomonadaceae,Hyphomonas,,,,
Moorella thermoacetica ATCC 39073,CP000232,78,34,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_32239,--,Yes,Bacteria,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Moorella,,,Moorella group,
Moorella thermoacetica ATCC 39073,CP000232,78,34,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_32240,--,Yes,Bacteria,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Moorella,,,Moorella group,
Helicobacter pylori HPAG1,CP000241,78,34,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_32258,--,Yes,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,,,,
Helicobacter pylori HPAG1,CP000241,78,34,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_32259,--,Yes,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,,,,
Cytophaga hutchinsonii ATCC 33406,CP000383,78,34,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_32358,--,Yes,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Cytophaga,,,,
Cytophaga hutchinsonii ATCC 33406,CP000383,78,34,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_32359,--,Yes,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Cytophaga,,,,
Campylobacter jejuni subsp. jejuni 81-176,CP000538,78,34,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_32506,--,Yes,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,,,,
Methylibium petroleiphilum PM1,CP000556,78,34,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_32528,--,Yes,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,,Methylibium,,,,
Bacteroides fragilis NCTC 9343,CR626927,78,34,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_32548,--,Yes,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
Bacteroides fragilis NCTC 9343,CR626927,78,34,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_32550,--,Yes,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
Bacteroides fragilis NCTC 9343,CR626927,78,34,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_32551,--,Yes,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
Gramella forsetii KT0803,CU207366,78,34,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_32591,--,Yes,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Gramella,,,,
Gramella forsetii KT0803,CU207366,78,34,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_32593,--,Yes,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Gramella,,,,
Aeromonas hydrophila,X12977,78,34,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_32778,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,,,,
Bartonella quintana str. Toulouse,BX897700,78,34,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_33196,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bartonellaceae,Bartonella,,,,
Francisella tularensis subsp. holarctica OSU18,CP000437,78,34,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_33358,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Francisellaceae,Francisella,,,,
