Organism name,Length,Benchmark ID,Taxonomy.LTP.superkingdom,Taxonomy.LTP.phylum
Streptomyces malaysiensis,1445,CRW_16S_B_1123,Bacteria,Actinobacteria
Streptomyces aureoverticillatus,1453,CRW_16S_B_1124,Bacteria,Actinobacteria
Streptomyces olivaceus,1454,CRW_16S_B_1125,Bacteria,Actinobacteria
Streptomyces spiroverticillatus,1451,CRW_16S_B_1126,Bacteria,Actinobacteria
Streptomyces hiroshimensis,1449,CRW_16S_B_1127,Bacteria,Actinobacteria
Streptomyces netropsis,1449,CRW_16S_B_1128,Bacteria,Actinobacteria
Streptomyces turgidiscabies,1452,CRW_16S_B_1129,Bacteria,Actinobacteria
Streptomyces bobili,1451,CRW_16S_B_1130,Bacteria,Actinobacteria
Streptomyces thermocarboxydus,1453,CRW_16S_B_1131,Bacteria,Actinobacteria
Streptomyces costaricanus,1480,CRW_16S_B_1144,Bacteria,Actinobacteria
Streptomyces yeochonensis,1480,CRW_16S_B_1148,Bacteria,Actinobacteria
Streptacidiphilus jiangxiensis,1444,CRW_16S_B_1152,Bacteria,Actinobacteria
Streptacidiphilus neutrinimicus,1444,CRW_16S_B_1153,Bacteria,Actinobacteria
Streptomyces cangkringensis,1467,CRW_16S_B_1154,Bacteria,Actinobacteria
Streptomyces mutomycini,1469,CRW_16S_B_1155,Bacteria,Actinobacteria
Streptomyces albiaxialis,1472,CRW_16S_B_1156,Bacteria,Actinobacteria
Streptomyces albidochromogenes,1468,CRW_16S_B_1157,Bacteria,Actinobacteria
Streptomyces malachitospinus,1468,CRW_16S_B_1158,Bacteria,Actinobacteria
Streptomyces africanus,1456,CRW_16S_B_1159,Bacteria,Actinobacteria
Streptomyces hebeiensis,1469,CRW_16S_B_1160,Bacteria,Actinobacteria
Streptomyces drozdowiczii,1468,CRW_16S_B_1161,Bacteria,Actinobacteria
Streptomyces speibonae,1475,CRW_16S_B_1163,Bacteria,Actinobacteria
Streptomyces indonesiensis,1408,CRW_16S_B_1164,Bacteria,Actinobacteria
Streptomyces glauciniger,1472,CRW_16S_B_1165,Bacteria,Actinobacteria
Streptomyces abikoensis,1477,CRW_16S_B_1167,Bacteria,Actinobacteria
Streptomyces luteireticuli,1479,CRW_16S_B_1168,Bacteria,Actinobacteria
Streptomyces lavendulae subsp. lavendulae,1457,CRW_16S_B_1170,Bacteria,Actinobacteria
Streptomyces beijiangensis,1465,CRW_16S_B_1171,Bacteria,Actinobacteria
Streptomyces sulfonofaciens,1464,CRW_16S_B_1172,Bacteria,Actinobacteria
Streptomyces thermovulgaris,1463,CRW_16S_B_1173,Bacteria,Actinobacteria
Streptomyces aureus,1460,CRW_16S_B_1174,Bacteria,Actinobacteria
Streptomyces arenae,1451,CRW_16S_B_1175,Bacteria,Actinobacteria
Streptomyces griseocarneus,1456,CRW_16S_B_1176,Bacteria,Actinobacteria
Streptomyces hiroshimensis,1457,CRW_16S_B_1177,Bacteria,Actinobacteria
Streptomyces thermogriseus,1463,CRW_16S_B_1178,Bacteria,Actinobacteria
Streptomyces brasiliensis,1458,CRW_16S_B_1179,Bacteria,Actinobacteria
Streptomyces gougerotii,1452,CRW_16S_B_1180,Bacteria,Actinobacteria
Nocardia seriolae,1449,CRW_16S_B_1184,Bacteria,Actinobacteria
Nocardia seriolae,1449,CRW_16S_B_1185,Bacteria,Actinobacteria
Nocardia seriolae,1436,CRW_16S_B_1186,Bacteria,Actinobacteria
Nocardia seriolae,1424,CRW_16S_B_1187,Bacteria,Actinobacteria
Nocardia seriolae,1449,CRW_16S_B_1188,Bacteria,Actinobacteria
Streptomyces yanii,1453,CRW_16S_B_12,Bacteria,Actinobacteria
Agrococcus jenensis,1473,CRW_16S_B_1204,Bacteria,Actinobacteria
Actinokineospora riparia,1426,CRW_16S_B_1205,Bacteria,Actinobacteria
Actinomyces bovis,1434,CRW_16S_B_1209,Bacteria,Actinobacteria
Actinomyces denticolens,1422,CRW_16S_B_1211,Bacteria,Actinobacteria
Actinomyces gerencseriae,1415,CRW_16S_B_1214,Bacteria,Actinobacteria
Actinomyces howellii,1415,CRW_16S_B_1217,Bacteria,Actinobacteria
Actinomyces israelii,1441,CRW_16S_B_1220,Bacteria,Actinobacteria
Actinomyces naeslundii,1450,CRW_16S_B_1225,Bacteria,Actinobacteria
Actinomyces viscosus,1417,CRW_16S_B_1240,Bacteria,Actinobacteria
Actinomyces viscosus,1454,CRW_16S_B_1241,Bacteria,Actinobacteria
Actinopolyspora halophila,1476,CRW_16S_B_1242,Bacteria,Actinobacteria
Actinoplanes deccanensis,1452,CRW_16S_B_1245,Bacteria,Actinobacteria
Actinoplanes derwentensis,1455,CRW_16S_B_1246,Bacteria,Actinobacteria
Mycobacterium monacense,1473,CRW_16S_B_1266,Bacteria,Actinobacteria
Nocardia pigrifrangens,1424,CRW_16S_B_1284,Bacteria,Actinobacteria
Kitasatospora setae,1478,CRW_16S_B_13,Bacteria,Actinobacteria
Mycobacterium lacus,1470,CRW_16S_B_1307,Bacteria,Actinobacteria
Rhodococcus maanshanensis,1411,CRW_16S_B_1327,Bacteria,Actinobacteria
Rhodococcus aetherivorans,1409,CRW_16S_B_1329,Bacteria,Actinobacteria
Rhodococcus aetherivorans,1410,CRW_16S_B_1330,Bacteria,Actinobacteria
Nocardia caishijiensis,1426,CRW_16S_B_1332,Bacteria,Actinobacteria
Streptomyces tuirus,1455,CRW_16S_B_1338,Bacteria,Actinobacteria
Streptomyces rubrogriseus,1421,CRW_16S_B_1346,Bacteria,Actinobacteria
Rhodococcus erythropolis,1453,CRW_16S_B_1350,Bacteria,Actinobacteria
Mycobacterium peregrinum,1460,CRW_16S_B_1351,Bacteria,Actinobacteria
Actinoplanes globisporus,1452,CRW_16S_B_1376,Bacteria,Actinobacteria
Agromyces mediolanus,1447,CRW_16S_B_1382,Bacteria,Actinobacteria
Agromyces mediolanus,1466,CRW_16S_B_1383,Bacteria,Actinobacteria
Agromyces mediolanus,1472,CRW_16S_B_1384,Bacteria,Actinobacteria
Actinoplanes ianthinogenes,1444,CRW_16S_B_1388,Bacteria,Actinobacteria
Kitasatospora cystarginea,1476,CRW_16S_B_14,Bacteria,Actinobacteria
Arthrobacter tecti,1480,CRW_16S_B_1425,Bacteria,Actinobacteria
Arthrobacter tecti,1476,CRW_16S_B_1426,Bacteria,Actinobacteria
Streptomyces albus,1468,CRW_16S_B_1429,Bacteria,Actinobacteria
Streptomyces atroolivaceus,1478,CRW_16S_B_1443,Bacteria,Actinobacteria
Streptomyces massasporeus,1467,CRW_16S_B_1444,Bacteria,Actinobacteria
Streptomyces purpureus,1476,CRW_16S_B_1445,Bacteria,Actinobacteria
Streptomyces misakiensis,1476,CRW_16S_B_1446,Bacteria,Actinobacteria
Streptomyces lateritius,1478,CRW_16S_B_1447,Bacteria,Actinobacteria
Streptomyces erythrogriseus,1480,CRW_16S_B_1448,Bacteria,Actinobacteria
Streptomyces globosus,1478,CRW_16S_B_1450,Bacteria,Actinobacteria
Streptomyces fulvorobeus,1441,CRW_16S_B_1451,Bacteria,Actinobacteria
Streptomyces glaucus,1480,CRW_16S_B_1452,Bacteria,Actinobacteria
Streptomyces graminearus,1480,CRW_16S_B_1453,Bacteria,Actinobacteria
Streptomyces flavovariabilis,1478,CRW_16S_B_1454,Bacteria,Actinobacteria
Streptomyces gobitricini,1443,CRW_16S_B_1455,Bacteria,Actinobacteria
Streptomyces lavendofoliae,1443,CRW_16S_B_1456,Bacteria,Actinobacteria
Streptomyces griseorubiginosus,1478,CRW_16S_B_1459,Bacteria,Actinobacteria
Streptomyces inusitatus,1469,CRW_16S_B_1460,Bacteria,Actinobacteria
Kitasatospora kifunensis,1474,CRW_16S_B_1461,Bacteria,Actinobacteria
Streptomyces laurentii,1478,CRW_16S_B_1462,Bacteria,Actinobacteria
Streptomyces heliomycini,1442,CRW_16S_B_1463,Bacteria,Actinobacteria
Streptomyces indiaensis,1478,CRW_16S_B_1464,Bacteria,Actinobacteria
Streptomyces lilacinus,1476,CRW_16S_B_1466,Bacteria,Actinobacteria
Streptomyces malachitofuscus,1469,CRW_16S_B_1467,Bacteria,Actinobacteria
Streptomyces libani subsp. rufus,1470,CRW_16S_B_1471,Bacteria,Actinobacteria
Streptomyces lomondensis,1467,CRW_16S_B_1472,Bacteria,Actinobacteria
Streptomyces lienomycini,1468,CRW_16S_B_1473,Bacteria,Actinobacteria
Streptomyces nojiriensis,1477,CRW_16S_B_1475,Bacteria,Actinobacteria
Streptomyces longwoodensis,1441,CRW_16S_B_1476,Bacteria,Actinobacteria
Streptomyces mutomycini,1478,CRW_16S_B_1477,Bacteria,Actinobacteria
Streptomyces mauvecolor,1478,CRW_16S_B_1478,Bacteria,Actinobacteria
Streptomyces thioluteus,1476,CRW_16S_B_1479,Bacteria,Actinobacteria
Streptomyces tanashiensis,1478,CRW_16S_B_1481,Bacteria,Actinobacteria
Streptomyces violaceolatus,1479,CRW_16S_B_1484,Bacteria,Actinobacteria
Streptomyces torulosus,1479,CRW_16S_B_1486,Bacteria,Actinobacteria
Streptomyces spororaveus,1477,CRW_16S_B_1489,Bacteria,Actinobacteria
Streptomyces variegatus,1479,CRW_16S_B_1490,Bacteria,Actinobacteria
Streptomyces viridobrunneus,1478,CRW_16S_B_1491,Bacteria,Actinobacteria
Streptomyces rubrogriseus,1479,CRW_16S_B_1492,Bacteria,Actinobacteria
Streptomyces violaceorubidus,1478,CRW_16S_B_1493,Bacteria,Actinobacteria
Streptomyces spinoverrucosus,1477,CRW_16S_B_1495,Bacteria,Actinobacteria
Streptomyces pulveraceus,1478,CRW_16S_B_1496,Bacteria,Actinobacteria
Streptomyces rameus,1479,CRW_16S_B_1498,Bacteria,Actinobacteria
Streptomyces tricolor,1442,CRW_16S_B_1499,Bacteria,Actinobacteria
Kitasatospora kifunensis,1475,CRW_16S_B_15,Bacteria,Actinobacteria
Streptomyces purpurascens,1479,CRW_16S_B_1501,Bacteria,Actinobacteria
Streptomyces glomeratus,1479,CRW_16S_B_1504,Bacteria,Actinobacteria
Streptomyces violaceus,1479,CRW_16S_B_1505,Bacteria,Actinobacteria
Rhodococcus opacus,1446,CRW_16S_B_1542,Bacteria,Actinobacteria
Streptomyces sparsus,1466,CRW_16S_B_1544,Bacteria,Actinobacteria
Nocardia elegans,1479,CRW_16S_B_1549,Bacteria,Actinobacteria
Catenuloplanes japonicus,1453,CRW_16S_B_1553,Bacteria,Actinobacteria
Actinoplanes nipponensis,1439,CRW_16S_B_1559,Bacteria,Actinobacteria
Streptomyces marokkonensis,1479,CRW_16S_B_1573,Bacteria,Actinobacteria
Rhodococcus opacus,1453,CRW_16S_B_16,Bacteria,Actinobacteria
Arthrobacter ramosus,1451,CRW_16S_B_1604,Bacteria,Actinobacteria
Arthrobacter citreus,1408,CRW_16S_B_1629,Bacteria,Actinobacteria
Kocuria carniphila,1420,CRW_16S_B_1634,Bacteria,Actinobacteria
Kocuria carniphila,1420,CRW_16S_B_1635,Bacteria,Actinobacteria
Micrococcus luteus,1475,CRW_16S_B_1638,Bacteria,Actinobacteria
Micrococcus luteus,1477,CRW_16S_B_1641,Bacteria,Actinobacteria
Pseudonocardia petroleophila,1417,CRW_16S_B_1647,Bacteria,Actinobacteria
Actinomadura atramentaria,1409,CRW_16S_B_1648,Bacteria,Actinobacteria
Actinomadura citrea,1410,CRW_16S_B_1650,Bacteria,Actinobacteria
Actinomadura coerulea,1409,CRW_16S_B_1651,Bacteria,Actinobacteria
Actinomadura cremea,1410,CRW_16S_B_1652,Bacteria,Actinobacteria
Actinomadura fulvescens,1415,CRW_16S_B_1654,Bacteria,Actinobacteria
Actinomadura kijaniata,1448,CRW_16S_B_1656,Bacteria,Actinobacteria
Actinomadura kijaniata,1409,CRW_16S_B_1657,Bacteria,Actinobacteria
Actinocorallia libanotica,1404,CRW_16S_B_1658,Bacteria,Actinobacteria
Actinomadura luteofluorescens,1409,CRW_16S_B_1659,Bacteria,Actinobacteria
Actinomadura macra,1403,CRW_16S_B_1660,Bacteria,Actinobacteria
Actinomadura madurae,1445,CRW_16S_B_1661,Bacteria,Actinobacteria
Actinomadura rugatobispora,1406,CRW_16S_B_1663,Bacteria,Actinobacteria
Actinomadura verrucosospora,1411,CRW_16S_B_1665,Bacteria,Actinobacteria
Actinoplanes humidus,1470,CRW_16S_B_1666,Bacteria,Actinobacteria
Amycolatopsis mediterranei,1410,CRW_16S_B_1670,Bacteria,Actinobacteria
Amycolatopsis orientalis,1418,CRW_16S_B_1673,Bacteria,Actinobacteria
Arthrobacter pascens,1474,CRW_16S_B_1695,Bacteria,Actinobacteria
Actinoplanes auranticolor,1411,CRW_16S_B_1697,Bacteria,Actinobacteria
Actinoplanes brasiliensis,1444,CRW_16S_B_1698,Bacteria,Actinobacteria
Actinoplanes cyaneus,1438,CRW_16S_B_1699,Bacteria,Actinobacteria
Actinoplanes philippinensis,1442,CRW_16S_B_1700,Bacteria,Actinobacteria
Actinoplanes philippinensis,1411,CRW_16S_B_1701,Bacteria,Actinobacteria
Actinoplanes regularis,1440,CRW_16S_B_1704,Bacteria,Actinobacteria
Arthrobacter citreus,1475,CRW_16S_B_1711,Bacteria,Actinobacteria
Arthrobacter crystallopoietes,1472,CRW_16S_B_1712,Bacteria,Actinobacteria
Arthrobacter globiformis,1464,CRW_16S_B_1713,Bacteria,Actinobacteria
Arthrobacter pascens,1474,CRW_16S_B_1720,Bacteria,Actinobacteria
Arthrobacter ramosus,1473,CRW_16S_B_1723,Bacteria,Actinobacteria
Aeromicrobium erythreum,1463,CRW_16S_B_1729,Bacteria,Actinobacteria
Aeromicrobium fastidiosum,1449,CRW_16S_B_1730,Bacteria,Actinobacteria
Aeromicrobium fastidiosum,1468,CRW_16S_B_1731,Bacteria,Actinobacteria
Aeromicrobium fastidiosum,1460,CRW_16S_B_1732,Bacteria,Actinobacteria
Arthrobacter roseus,1477,CRW_16S_B_1734,Bacteria,Actinobacteria
Arthrobacter roseus,1477,CRW_16S_B_1735,Bacteria,Actinobacteria
Arthrobacter gandavensis,1445,CRW_16S_B_1737,Bacteria,Actinobacteria
Arthrobacter gandavensis,1450,CRW_16S_B_1745,Bacteria,Actinobacteria
Arthrobacter gandavensis,1445,CRW_16S_B_1746,Bacteria,Actinobacteria
Actinosynnema mirum,1460,CRW_16S_B_1755,Bacteria,Actinobacteria
Actinoplanes teichomyceticus,1456,CRW_16S_B_1756,Bacteria,Actinobacteria
Microbacterium barkeri,1468,CRW_16S_B_1764,Bacteria,Actinobacteria
Microbacterium esteraromaticum,1472,CRW_16S_B_1765,Bacteria,Actinobacteria
Microbacterium liquefaciens,1474,CRW_16S_B_1766,Bacteria,Actinobacteria
Microbacterium testaceum,1469,CRW_16S_B_1768,Bacteria,Actinobacteria
Mycobacterium shottsii,1452,CRW_16S_B_1771,Bacteria,Actinobacteria
Mycobacterium porcinum,1428,CRW_16S_B_1772,Bacteria,Actinobacteria
Mycobacterium neworleansense,1480,CRW_16S_B_1773,Bacteria,Actinobacteria
Mycobacterium houstonense,1473,CRW_16S_B_1775,Bacteria,Actinobacteria
Nocardiopsis dassonvillei,1459,CRW_16S_B_1780,Bacteria,Actinobacteria
Salinispora arenicola,1479,CRW_16S_B_1781,Bacteria,Actinobacteria
Salinispora arenicola,1479,CRW_16S_B_1782,Bacteria,Actinobacteria
Salinispora tropica,1479,CRW_16S_B_1784,Bacteria,Actinobacteria
Salinispora arenicola,1479,CRW_16S_B_1785,Bacteria,Actinobacteria
Saccharothrix algeriensis,1429,CRW_16S_B_1788,Bacteria,Actinobacteria
Streptomyces platensis,1457,CRW_16S_B_1801,Bacteria,Actinobacteria
Rhodococcus erythropolis,1476,CRW_16S_B_1823,Bacteria,Actinobacteria
Nocardia asteroides,1451,CRW_16S_B_1832,Bacteria,Actinobacteria
Nocardia vaccinii,1418,CRW_16S_B_1833,Bacteria,Actinobacteria
Streptomyces reticuliscabiei,1477,CRW_16S_B_1842,Bacteria,Actinobacteria
Streptomyces acidiscabies,1477,CRW_16S_B_1844,Bacteria,Actinobacteria
Streptomyces acidiscabies,1476,CRW_16S_B_1849,Bacteria,Actinobacteria
Streptomyces europaeiscabiei,1456,CRW_16S_B_1853,Bacteria,Actinobacteria
Nocardia alba,1446,CRW_16S_B_1894,Bacteria,Actinobacteria
Streptomyces tendae,1471,CRW_16S_B_1898,Bacteria,Actinobacteria
Rhodococcus gordoniae,1403,CRW_16S_B_1899,Bacteria,Actinobacteria
Rhodococcus baikonurensis,1471,CRW_16S_B_19,Bacteria,Actinobacteria
Rhodococcus gordoniae,1403,CRW_16S_B_1900,Bacteria,Actinobacteria
Nocardia brasiliensis,1427,CRW_16S_B_1914,Bacteria,Actinobacteria
Streptomyces tendae,1436,CRW_16S_B_1915,Bacteria,Actinobacteria
Nocardia beijingensis,1479,CRW_16S_B_192,Bacteria,Actinobacteria
Nocardiopsis dassonvillei,1432,CRW_16S_B_1920,Bacteria,Actinobacteria
Nocardia beijingensis,1470,CRW_16S_B_193,Bacteria,Actinobacteria
Nocardia farcinica,1479,CRW_16S_B_194,Bacteria,Actinobacteria
Nocardia farcinica,1478,CRW_16S_B_195,Bacteria,Actinobacteria
Nocardia farcinica,1480,CRW_16S_B_196,Bacteria,Actinobacteria
Streptacidiphilus jiangxiensis,1415,CRW_16S_B_1965,Bacteria,Actinobacteria
Nocardia farcinica,1477,CRW_16S_B_197,Bacteria,Actinobacteria
Nocardia xishanensis,1411,CRW_16S_B_1972,Bacteria,Actinobacteria
Nocardia farcinica,1468,CRW_16S_B_198,Bacteria,Actinobacteria
Nocardia asiatica,1473,CRW_16S_B_199,Bacteria,Actinobacteria
Mycobacterium parascrofulaceum,1468,CRW_16S_B_1997,Bacteria,Actinobacteria
Nocardia asiatica,1478,CRW_16S_B_200,Bacteria,Actinobacteria
Nocardia asiatica,1469,CRW_16S_B_201,Bacteria,Actinobacteria
Nocardia vinacea,1472,CRW_16S_B_202,Bacteria,Actinobacteria
Nocardia abscessus,1461,CRW_16S_B_203,Bacteria,Actinobacteria
Nocardiopsis salina,1449,CRW_16S_B_2038,Bacteria,Actinobacteria
Nocardia abscessus,1475,CRW_16S_B_204,Bacteria,Actinobacteria
Streptacidiphilus jiangxiensis,1425,CRW_16S_B_2045,Bacteria,Actinobacteria
Nocardia abscessus,1476,CRW_16S_B_205,Bacteria,Actinobacteria
Nocardia abscessus,1467,CRW_16S_B_206,Bacteria,Actinobacteria
Nocardia kruczakiae,1434,CRW_16S_B_2068,Bacteria,Actinobacteria
Nocardia abscessus,1470,CRW_16S_B_207,Bacteria,Actinobacteria
Kitasatospora gansuensis,1429,CRW_16S_B_2071,Bacteria,Actinobacteria
Kitasatospora terrestris,1444,CRW_16S_B_2072,Bacteria,Actinobacteria
Rhodococcus opacus,1477,CRW_16S_B_2074,Bacteria,Actinobacteria
Streptomyces griseoaurantiacus,1458,CRW_16S_B_2075,Bacteria,Actinobacteria
Streptomyces platensis,1477,CRW_16S_B_208,Bacteria,Actinobacteria
Arthrobacter ramosus,1434,CRW_16S_B_2118,Bacteria,Actinobacteria
Arthrobacter rhombi,1443,CRW_16S_B_2119,Bacteria,Actinobacteria
Micrococcus luteus,1475,CRW_16S_B_217,Bacteria,Actinobacteria
Nocardia pseudobrasiliensis,1478,CRW_16S_B_22,Bacteria,Actinobacteria
Rhodococcus erythropolis,1477,CRW_16S_B_220,Bacteria,Actinobacteria
Rhodococcus erythropolis,1474,CRW_16S_B_221,Bacteria,Actinobacteria
Rhodococcus erythropolis,1433,CRW_16S_B_2233,Bacteria,Actinobacteria
Micromonospora aurantiaca,1463,CRW_16S_B_2234,Bacteria,Actinobacteria
Mycobacterium pseudoshottsii,1435,CRW_16S_B_2235,Bacteria,Actinobacteria
Rhodococcus opacus,1478,CRW_16S_B_224,Bacteria,Actinobacteria
Streptomyces cuspidosporus,1405,CRW_16S_B_2262,Bacteria,Actinobacteria
Rhodococcus yunnanensis,1466,CRW_16S_B_2265,Bacteria,Actinobacteria
Streptomyces scabiei,1461,CRW_16S_B_2270,Bacteria,Actinobacteria
Streptomyces acidiscabies,1460,CRW_16S_B_2272,Bacteria,Actinobacteria
Nocardia farcinica,1474,CRW_16S_B_2291,Bacteria,Actinobacteria
Nocardia farcinica,1473,CRW_16S_B_2292,Bacteria,Actinobacteria
Nocardia farcinica,1475,CRW_16S_B_2293,Bacteria,Actinobacteria
Nocardia farcinica,1478,CRW_16S_B_2295,Bacteria,Actinobacteria
Nocardia farcinica,1478,CRW_16S_B_2296,Bacteria,Actinobacteria
Nocardia transvalensis,1480,CRW_16S_B_23,Bacteria,Actinobacteria
Nocardia transvalensis,1478,CRW_16S_B_24,Bacteria,Actinobacteria
Rhodococcus rhodochrous,1445,CRW_16S_B_241,Bacteria,Actinobacteria
Rhodococcus equi,1480,CRW_16S_B_2423,Bacteria,Actinobacteria
Rhodococcus erythropolis,1434,CRW_16S_B_2428,Bacteria,Actinobacteria
Rhodococcus erythropolis,1443,CRW_16S_B_2439,Bacteria,Actinobacteria
Mycobacterium austroafricanum,1480,CRW_16S_B_2441,Bacteria,Actinobacteria
Corynebacterium glutamicum,1452,CRW_16S_B_2442,Bacteria,Actinobacteria
Corynebacterium glutamicum,1472,CRW_16S_B_2443,Bacteria,Actinobacteria
Rhodococcus erythropolis,1413,CRW_16S_B_2454,Bacteria,Actinobacteria
Rhodococcus erythropolis,1412,CRW_16S_B_2459,Bacteria,Actinobacteria
Nocardia seriolae,1464,CRW_16S_B_2463,Bacteria,Actinobacteria
Streptomyces phaeochromogenes,1476,CRW_16S_B_247,Bacteria,Actinobacteria
Streptomyces fradiae,1463,CRW_16S_B_249,Bacteria,Actinobacteria
Nocardia transvalensis,1480,CRW_16S_B_25,Bacteria,Actinobacteria
Corynebacterium glutamicum,1439,CRW_16S_B_2500,Bacteria,Actinobacteria
Nesterenkonia jeotgali,1480,CRW_16S_B_2519,Bacteria,Actinobacteria
Streptomyces griseoruber,1465,CRW_16S_B_253,Bacteria,Actinobacteria
Streptomyces globisporus subsp. globisporus,1477,CRW_16S_B_255,Bacteria,Actinobacteria
Streptomyces clavuligerus,1448,CRW_16S_B_2562,Bacteria,Actinobacteria
Streptomyces coeruleorubidus,1450,CRW_16S_B_2563,Bacteria,Actinobacteria
Streptomyces coerulescens,1450,CRW_16S_B_2564,Bacteria,Actinobacteria
Streptomyces griseoruber,1420,CRW_16S_B_2567,Bacteria,Actinobacteria
Streptomyces humiferus,1409,CRW_16S_B_2568,Bacteria,Actinobacteria
Streptomyces mirabilis,1448,CRW_16S_B_2572,Bacteria,Actinobacteria
Streptomyces somaliensis,1450,CRW_16S_B_2573,Bacteria,Actinobacteria
Streptomyces violaceoruber,1438,CRW_16S_B_2574,Bacteria,Actinobacteria
Streptomyces michiganensis,1448,CRW_16S_B_2576,Bacteria,Actinobacteria
Streptomyces spiroverticillatus,1448,CRW_16S_B_2577,Bacteria,Actinobacteria
Streptomyces violascens,1449,CRW_16S_B_2578,Bacteria,Actinobacteria
Streptomyces violaceus,1448,CRW_16S_B_2579,Bacteria,Actinobacteria
Streptomyces venezuelae,1448,CRW_16S_B_2580,Bacteria,Actinobacteria
Streptomyces vinaceus,1447,CRW_16S_B_2581,Bacteria,Actinobacteria
Streptomyces showdoensis,1448,CRW_16S_B_2582,Bacteria,Actinobacteria
Streptomyces cellostaticus,1448,CRW_16S_B_2583,Bacteria,Actinobacteria
Streptomyces cremeus,1429,CRW_16S_B_2584,Bacteria,Actinobacteria
Streptomyces cinerochromogenes,1443,CRW_16S_B_2585,Bacteria,Actinobacteria
Streptomyces griseoruber,1419,CRW_16S_B_2589,Bacteria,Actinobacteria
Streptomyces humiferus,1446,CRW_16S_B_259,Bacteria,Actinobacteria
Streptomyces griseoluteus,1406,CRW_16S_B_2590,Bacteria,Actinobacteria
Streptomyces coelicoflavus,1404,CRW_16S_B_2591,Bacteria,Actinobacteria
Streptomyces albospinus,1423,CRW_16S_B_2592,Bacteria,Actinobacteria
Streptomyces aurantiacus,1407,CRW_16S_B_2594,Bacteria,Actinobacteria
Streptomyces albaduncus,1448,CRW_16S_B_2596,Bacteria,Actinobacteria
Nocardia transvalensis,1460,CRW_16S_B_26,Bacteria,Actinobacteria
Streptomyces coelescens,1429,CRW_16S_B_2600,Bacteria,Actinobacteria
Streptomyces crystallinus,1435,CRW_16S_B_2601,Bacteria,Actinobacteria
Streptomyces cinnamoneus subsp. albosporus,1430,CRW_16S_B_2602,Bacteria,Actinobacteria
Streptomyces cinereospinus,1402,CRW_16S_B_2603,Bacteria,Actinobacteria
Streptomyces coeruleoprunus,1422,CRW_16S_B_2605,Bacteria,Actinobacteria
Streptomyces coeruleofuscus,1416,CRW_16S_B_2606,Bacteria,Actinobacteria
Streptomyces alboniger,1419,CRW_16S_B_2607,Bacteria,Actinobacteria
Streptomyces cyaneofuscatus,1430,CRW_16S_B_2608,Bacteria,Actinobacteria
Streptomyces cinereoruber subsp. cinereoruber,1425,CRW_16S_B_2609,Bacteria,Actinobacteria
Streptomyces chrestomyceticus,1457,CRW_16S_B_2631,Bacteria,Actinobacteria
Streptomyces exfoliatus,1425,CRW_16S_B_2632,Bacteria,Actinobacteria
Streptomyces corchorusii,1457,CRW_16S_B_2634,Bacteria,Actinobacteria
Streptomyces chromofuscus,1457,CRW_16S_B_2636,Bacteria,Actinobacteria
Streptomyces corchorusii,1419,CRW_16S_B_2639,Bacteria,Actinobacteria
Streptomyces althioticus,1421,CRW_16S_B_2640,Bacteria,Actinobacteria
Streptomyces griseofuscus,1419,CRW_16S_B_2641,Bacteria,Actinobacteria
Streptomyces microflavus,1417,CRW_16S_B_2642,Bacteria,Actinobacteria
Streptomyces olivaceoviridis,1415,CRW_16S_B_2643,Bacteria,Actinobacteria
Streptomyces olivaceiscleroticus,1422,CRW_16S_B_2644,Bacteria,Actinobacteria
Streptomyces nojiriensis,1419,CRW_16S_B_2645,Bacteria,Actinobacteria
Streptomyces capillispiralis,1419,CRW_16S_B_2646,Bacteria,Actinobacteria
Streptomyces bacillaris,1419,CRW_16S_B_2647,Bacteria,Actinobacteria
Streptomyces humiferus,1420,CRW_16S_B_2648,Bacteria,Actinobacteria
Streptomyces cacaoi subsp. cacaoi,1419,CRW_16S_B_2649,Bacteria,Actinobacteria
Streptomyces pulveraceus,1419,CRW_16S_B_2650,Bacteria,Actinobacteria
Streptomyces rameus,1422,CRW_16S_B_2651,Bacteria,Actinobacteria
Streptomyces violaceolatus,1418,CRW_16S_B_2652,Bacteria,Actinobacteria
Streptomyces chrysomallus subsp. fumigatus,1419,CRW_16S_B_2653,Bacteria,Actinobacteria
Streptomyces noursei,1424,CRW_16S_B_2656,Bacteria,Actinobacteria
Streptomyces djakartensis,1420,CRW_16S_B_2657,Bacteria,Actinobacteria
Streptomyces celluloflavus,1423,CRW_16S_B_2658,Bacteria,Actinobacteria
Streptomyces noboritoensis,1421,CRW_16S_B_2659,Bacteria,Actinobacteria
Streptomyces atroolivaceus,1420,CRW_16S_B_2661,Bacteria,Actinobacteria
Streptomyces anthocyanicus,1421,CRW_16S_B_2662,Bacteria,Actinobacteria
Streptomyces minutiscleroticus,1421,CRW_16S_B_2664,Bacteria,Actinobacteria
Streptomyces massasporeus,1420,CRW_16S_B_2665,Bacteria,Actinobacteria
Streptomyces anulatus,1420,CRW_16S_B_2667,Bacteria,Actinobacteria
Streptomyces misakiensis,1420,CRW_16S_B_2668,Bacteria,Actinobacteria
Streptomyces ipomoeae,1420,CRW_16S_B_2669,Bacteria,Actinobacteria
Streptomyces lavendulae subsp. lavendulae,1410,CRW_16S_B_267,Bacteria,Actinobacteria
Streptomyces lavendulae subsp. grasserius,1420,CRW_16S_B_2670,Bacteria,Actinobacteria
