Organism name,Length,Benchmark ID,Taxonomy.SILVA.superkingdom,Taxonomy.SILVA.phylum
uncultured bacterium,1354,CRW_16S_B_15713,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_15714,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_15715,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_15716,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_15717,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_15718,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_15719,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_15720,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_15721,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_15722,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_15723,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_15724,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_15725,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_15726,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_15727,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_15728,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_15729,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_15730,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_15731,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_15732,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_15733,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_15734,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_15735,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_15736,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_15737,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_15738,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_15739,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_15740,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_15741,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_15742,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_15743,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_15744,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_15745,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_15746,Bacteria,Chloroflexi
uncultured bacterium,1355,CRW_16S_B_15747,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_15748,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_15749,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_15750,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_15751,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_15752,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_15753,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_15754,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_15755,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_15756,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_15757,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_15758,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_15759,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_15760,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_15761,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_15762,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_15763,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_15764,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_15765,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_15766,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_15767,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_15768,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_15769,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_15770,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_15771,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_15772,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_15773,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_15774,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_15775,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_15776,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_15777,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_15778,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_15779,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_15780,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_15781,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_15782,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_15783,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_15784,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_15785,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_15786,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_15787,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_15788,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_15789,Bacteria,Chloroflexi
uncultured bacterium,1356,CRW_16S_B_15790,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_15791,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_15792,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_15793,Bacteria,Chloroflexi
uncultured bacterium,1355,CRW_16S_B_15794,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_15795,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_15796,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_15797,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_15798,Bacteria,Chloroflexi
uncultured bacterium,1356,CRW_16S_B_15799,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_15800,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_15801,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_15802,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_15803,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_15804,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_15805,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_15806,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_15807,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_15808,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_15809,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_15810,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_15811,Bacteria,Chloroflexi
uncultured bacterium,1355,CRW_16S_B_15812,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_15813,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_15814,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_15815,Bacteria,Chloroflexi
uncultured bacterium,1355,CRW_16S_B_15816,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_15817,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_15818,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_15819,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_15820,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_15821,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_15822,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_15823,Bacteria,Chloroflexi
uncultured bacterium,1365,CRW_16S_B_15824,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_15825,Bacteria,Chloroflexi
uncultured bacterium,1355,CRW_16S_B_15826,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_15827,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_15828,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_15829,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_15830,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_15831,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_15832,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_15833,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_15834,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_15835,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_15836,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_15837,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_15838,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_15839,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_15840,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_15841,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_15842,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_15843,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_15844,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_15845,Bacteria,Chloroflexi
Clostridium acetobutylicum,1382,CRW_16S_B_15868,Bacteria,Firmicutes
Clostridium acetobutylicum,1268,CRW_16S_B_15871,Bacteria,Firmicutes
Clostridium acetobutylicum,1381,CRW_16S_B_15872,Bacteria,Firmicutes
Clostridium acetobutylicum,1375,CRW_16S_B_15873,Bacteria,Firmicutes
Clostridium acetobutylicum,1380,CRW_16S_B_15892,Bacteria,Firmicutes
Clostridium cadaveris,1394,CRW_16S_B_15921,Bacteria,Firmicutes
Clostridium celatum,1326,CRW_16S_B_15924,Bacteria,Firmicutes
Clostridium intestinale,1385,CRW_16S_B_15960,Bacteria,Firmicutes
Clostridium ljungdahlii,1393,CRW_16S_B_15970,Bacteria,Firmicutes
Clostridium magnum,1387,CRW_16S_B_15976,Bacteria,Firmicutes
Clostridium malenominatum,1397,CRW_16S_B_15977,Bacteria,Firmicutes
Clostridium oceanicum,1395,CRW_16S_B_15986,Bacteria,Firmicutes
Coprococcus eutactus,1326,CRW_16S_B_15987,Bacteria,Firmicutes
Clostridium saccharoperbutylacetonicum,1380,CRW_16S_B_16013,Bacteria,Firmicutes
Clostridium sp.,1369,CRW_16S_B_16019,Bacteria,Firmicutes
Clostridium sp.,1378,CRW_16S_B_16020,Bacteria,Firmicutes
Clostridium sporogenes,1398,CRW_16S_B_16024,Bacteria,Firmicutes
Clostridium tetanomorphum,1365,CRW_16S_B_16040,Bacteria,Firmicutes
Clostridium tetanomorphum,1399,CRW_16S_B_16041,Bacteria,Firmicutes
Desulfosporosinus orientis,1215,CRW_16S_B_16068,Bacteria,Firmicutes
Desulfotomaculum ruminis,1368,CRW_16S_B_16069,Bacteria,Firmicutes
Clostridium perfringens,1214,CRW_16S_B_16094,Bacteria,Firmicutes
uncultured bacterium,1354,CRW_16S_B_16099,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16100,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16101,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16102,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16103,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16104,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16105,Bacteria,Chloroflexi
uncultured bacterium,1358,CRW_16S_B_16106,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16107,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16108,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16109,Bacteria,Chloroflexi
uncultured bacterium,1352,CRW_16S_B_16110,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16111,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16112,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16113,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16114,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16115,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16116,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16117,Bacteria,Chloroflexi
uncultured bacterium,1335,CRW_16S_B_16118,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16119,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16120,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16121,Bacteria,Chloroflexi
uncultured bacterium,1350,CRW_16S_B_16122,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16123,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16124,Bacteria,Chloroflexi
uncultured bacterium,1352,CRW_16S_B_16125,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16126,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16127,Bacteria,Chloroflexi
uncultured bacterium,1337,CRW_16S_B_16128,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16129,Bacteria,Chloroflexi
uncultured bacterium,1353,CRW_16S_B_16130,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16131,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16132,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16133,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16134,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16135,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16136,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16137,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16138,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16139,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16140,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16141,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16142,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16143,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16144,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16145,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16146,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16147,Bacteria,Chloroflexi
uncultured bacterium,1352,CRW_16S_B_16148,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16149,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16150,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16151,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16152,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16153,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16154,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16155,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16156,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16157,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16158,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16159,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16160,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16161,Bacteria,Chloroflexi
uncultured bacterium,1355,CRW_16S_B_16162,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16163,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16164,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16165,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16166,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16167,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16168,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16169,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16170,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16171,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16172,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16173,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16174,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16175,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16176,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16177,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16178,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16179,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16180,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16181,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16182,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16183,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16184,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16185,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16186,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16187,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16188,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16189,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16190,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16191,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16192,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16193,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16194,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16195,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16196,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16197,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16198,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16199,Bacteria,Chloroflexi
uncultured bacterium,1353,CRW_16S_B_16200,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16201,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16202,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16203,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16204,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16205,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16206,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16207,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16208,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16209,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16210,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16211,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16212,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16213,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16214,Bacteria,Chloroflexi
uncultured bacterium,1350,CRW_16S_B_16215,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16216,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16217,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16218,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16219,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16220,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16221,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16222,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16223,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16224,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16225,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16226,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16227,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16228,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16229,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16230,Bacteria,Chloroflexi
uncultured bacterium,1355,CRW_16S_B_16231,Bacteria,Chloroflexi
uncultured bacterium,1353,CRW_16S_B_16232,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16233,Bacteria,Chloroflexi
uncultured bacterium,1355,CRW_16S_B_16234,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16235,Bacteria,Chloroflexi
uncultured bacterium,1356,CRW_16S_B_16236,Bacteria,Chloroflexi
uncultured bacterium,1355,CRW_16S_B_16237,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16238,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16239,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16240,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16241,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16242,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16243,Bacteria,Chloroflexi
uncultured bacterium,1356,CRW_16S_B_16244,Bacteria,Chloroflexi
uncultured bacterium,1350,CRW_16S_B_16245,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16246,Bacteria,Chloroflexi
uncultured bacterium,1351,CRW_16S_B_16247,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16248,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16249,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16250,Bacteria,Chloroflexi
uncultured bacterium,1038,CRW_16S_B_16251,Bacteria,Chloroflexi
Clostridium diolis,1379,CRW_16S_B_16256,Bacteria,Firmicutes
uncultured bacterium,1381,CRW_16S_B_16262,Bacteria,Chloroflexi
Lachnospira multipara,1119,CRW_16S_B_16344,Bacteria,Firmicutes
Megasphaera cerevisiae,1359,CRW_16S_B_16346,Bacteria,Firmicutes
unidentified Anaerocellum group bacteria,1290,CRW_16S_B_16354,Bacteria,Firmicutes
Peptostreptococcus anaerobius,1344,CRW_16S_B_16363,Bacteria,Firmicutes
Peptoniphilus asaccharolyticus,1369,CRW_16S_B_16368,Bacteria,Firmicutes
Peptoniphilus asaccharolyticus,1363,CRW_16S_B_16369,Bacteria,Firmicutes
Peptoniphilus asaccharolyticus,1371,CRW_16S_B_16370,Bacteria,Firmicutes
Anaerococcus hydrogenalis,1369,CRW_16S_B_16371,Bacteria,Firmicutes
Peptoniphilus indolicus,1366,CRW_16S_B_16372,Bacteria,Firmicutes
Anaerococcus lactolyticus,1359,CRW_16S_B_16373,Bacteria,Firmicutes
Peptoniphilus lacrimalis,1367,CRW_16S_B_16374,Bacteria,Firmicutes
Finegoldia magna,1351,CRW_16S_B_16375,Bacteria,Firmicutes
Anaerococcus prevotii,1364,CRW_16S_B_16377,Bacteria,Firmicutes
Anaerococcus prevotii,1369,CRW_16S_B_16378,Bacteria,Firmicutes
Anaerococcus tetradius,1371,CRW_16S_B_16380,Bacteria,Firmicutes
Anaerococcus vaginalis,1369,CRW_16S_B_16381,Bacteria,Firmicutes
Roseburia cecicola,1371,CRW_16S_B_16385,Bacteria,Firmicutes
Selenomonas ruminantium,1389,CRW_16S_B_16403,Bacteria,Firmicutes
Sporomusa termitida,1366,CRW_16S_B_16410,Bacteria,Firmicutes
Sarcina maxima,1399,CRW_16S_B_16411,Bacteria,Firmicutes
Sarcina ventriculi,1304,CRW_16S_B_16413,Bacteria,Firmicutes
Pelotomaculum schinkii,1361,CRW_16S_B_16425,Bacteria,Firmicutes
Pelotomaculum schinkii,1362,CRW_16S_B_16426,Bacteria,Firmicutes
Thermoanaerobacter thermohydrosulfuricus,1105,CRW_16S_B_16447,Bacteria,Firmicutes
Brachybacterium conglomeratum,1326,CRW_16S_B_1802,Bacteria,Actinobacteria
Arthrobacter globiformis,1327,CRW_16S_B_1805,Bacteria,Actinobacteria
Micrococcus luteus,1328,CRW_16S_B_1806,Bacteria,Actinobacteria
Nocardia nova,1383,CRW_16S_B_1831,Bacteria,Actinobacteria
Nocardia veterana,1395,CRW_16S_B_1834,Bacteria,Actinobacteria
Corynebacterium freneyi,1225,CRW_16S_B_1871,Bacteria,Actinobacteria
bacterium Ellin6090,1380,CRW_16S_B_1909,Bacteria,Actinobacteria
Arthrobacter sp. 110,1390,CRW_16S_B_1913,Bacteria,Actinobacteria
Streptomyces lateritius,1347,CRW_16S_B_1921,Bacteria,Actinobacteria
Mycobacterium sp. KNUC92,1292,CRW_16S_B_1923,Bacteria,Actinobacteria
Streptomyces sp. EN22,1239,CRW_16S_B_1927,Bacteria,Actinobacteria
Streptacidiphilus jiangxiensis,1324,CRW_16S_B_1966,Bacteria,Actinobacteria
Rice orange leaf phytoplasma,1368,CRW_16S_B_16468,Bacteria,Firmicutes
Phytoplasma sp. PY1,1239,CRW_16S_B_16508,Bacteria,Firmicutes
uncultured bacterium,1055,CRW_16S_B_16511,Bacteria,Chloroflexi
Strawberry phylloid fruit phytoplasma,1246,CRW_16S_B_16523,Bacteria,Firmicutes
Mycobacterium abscessus,1010,CRW_16S_B_2026,Bacteria,Actinobacteria
Orange little leaf phytoplasma,1247,CRW_16S_B_16601,Bacteria,Firmicutes
Sunshine tree witches'-broom phytoplasma,1250,CRW_16S_B_16602,Bacteria,Firmicutes
Petunia flat stem phytoplasma,1248,CRW_16S_B_16604,Bacteria,Firmicutes
uncultured bacterium,1001,CRW_16S_B_16610,Bacteria,Chloroflexi
Bamboo witches'-broom phytoplasma,1247,CRW_16S_B_16641,Bacteria,Firmicutes
Paulownia witches'-broom phytoplasma,1249,CRW_16S_B_16642,Bacteria,Firmicutes
Paulownia witches'-broom phytoplasma,1249,CRW_16S_B_16643,Bacteria,Firmicutes
Arthrobacter sp. GWS-BW-H53M,1308,CRW_16S_B_2034,Bacteria,Actinobacteria
Arthrobacter sp. GWS-BW-H45M,1354,CRW_16S_B_2035,Bacteria,Actinobacteria
