Organism name,Accession number,Length,Number of decoupled nucleotides,Number of weak bonds,Is Pseudoknotted,Pseudoknot order,Rna Type,Genus,Core,Core plus,Shape,Is Validated,Reference database,Description,Benchmark ID,Reference,Taxonomy.LTP.Classified,Taxonomy.LTP.superkingdom,Taxonomy.LTP.unknown 0,Taxonomy.LTP.class,Taxonomy.LTP.order,Taxonomy.LTP.family,Taxonomy.LTP.unknown 1,Taxonomy.LTP.unknown 2,Taxonomy.LTP.phylum
Vibrio parahaemolyticus,AB041851,77,33,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_15509,--,Yes,Bacteria,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,,,
Clostridium perfringens,AB045289,77,33,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_15512,--,Yes,Bacteria,Bacillota,Clostridia,,Clostridiaceae,Eubacteriales,,
Clostridium perfringens,AB045290,77,33,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_15513,--,Yes,Bacteria,Bacillota,Clostridia,,Clostridiaceae,Eubacteriales,,
Clostridium perfringens,AB045291,77,33,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_15514,--,Yes,Bacteria,Bacillota,Clostridia,,Clostridiaceae,Eubacteriales,,
Vibrio vulnificus,AB073877,77,33,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_15528,--,Yes,Bacteria,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,,,
Bradyrhizobium japonicum,AB100740,77,33,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_15535,--,Yes,Bacteria,Pseudomonadota,Alphaproteobacteria,,,Hyphomicrobiales,Nitrobacteraceae,
Bradyrhizobium japonicum,AB100741,77,33,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_15536,--,Yes,Bacteria,Pseudomonadota,Alphaproteobacteria,,,Hyphomicrobiales,Nitrobacteraceae,
Bradyrhizobium elkanii,AB100742,77,33,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_15537,--,Yes,Bacteria,Pseudomonadota,Alphaproteobacteria,,,Hyphomicrobiales,Nitrobacteraceae,
Bradyrhizobium japonicum,AB100743,77,33,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_15538,--,Yes,Bacteria,Pseudomonadota,Alphaproteobacteria,,,Hyphomicrobiales,Nitrobacteraceae,
Bradyrhizobium japonicum,AB100746,77,33,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_15541,--,Yes,Bacteria,Pseudomonadota,Alphaproteobacteria,,,Hyphomicrobiales,Nitrobacteraceae,
Bradyrhizobium elkanii,AB100747,77,33,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_15542,--,Yes,Bacteria,Pseudomonadota,Alphaproteobacteria,,,Hyphomicrobiales,Nitrobacteraceae,
Bradyrhizobium elkanii,AB100748,77,33,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_15543,--,Yes,Bacteria,Pseudomonadota,Alphaproteobacteria,,,Hyphomicrobiales,Nitrobacteraceae,
Bradyrhizobium japonicum,AB100750,77,33,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_15545,--,Yes,Bacteria,Pseudomonadota,Alphaproteobacteria,,,Hyphomicrobiales,Nitrobacteraceae,
Bradyrhizobium japonicum,AB100751,77,33,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_15546,--,Yes,Bacteria,Pseudomonadota,Alphaproteobacteria,,,Hyphomicrobiales,Nitrobacteraceae,
Bradyrhizobium japonicum,AB100752,77,33,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_15547,--,Yes,Bacteria,Pseudomonadota,Alphaproteobacteria,,,Hyphomicrobiales,Nitrobacteraceae,
Bradyrhizobium japonicum,AB100753,77,33,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_15548,--,Yes,Bacteria,Pseudomonadota,Alphaproteobacteria,,,Hyphomicrobiales,Nitrobacteraceae,
Bradyrhizobium japonicum,AB100754,77,33,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_15549,--,Yes,Bacteria,Pseudomonadota,Alphaproteobacteria,,,Hyphomicrobiales,Nitrobacteraceae,
Bradyrhizobium japonicum,AB100755,77,33,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_15550,--,Yes,Bacteria,Pseudomonadota,Alphaproteobacteria,,,Hyphomicrobiales,Nitrobacteraceae,
Bradyrhizobium japonicum,AB100756,77,33,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_15551,--,Yes,Bacteria,Pseudomonadota,Alphaproteobacteria,,,Hyphomicrobiales,Nitrobacteraceae,
Bradyrhizobium elkanii,AB100757,77,33,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_15552,--,Yes,Bacteria,Pseudomonadota,Alphaproteobacteria,,,Hyphomicrobiales,Nitrobacteraceae,
Bradyrhizobium japonicum,AB100758,77,33,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_15553,--,Yes,Bacteria,Pseudomonadota,Alphaproteobacteria,,,Hyphomicrobiales,Nitrobacteraceae,
Bradyrhizobium liaoningense,AB100759,77,33,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_15554,--,Yes,Bacteria,Pseudomonadota,Alphaproteobacteria,,,Hyphomicrobiales,Nitrobacteraceae,
Bradyrhizobium japonicum,AB100760,77,33,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_15555,--,Yes,Bacteria,Pseudomonadota,Alphaproteobacteria,,,Hyphomicrobiales,Nitrobacteraceae,
Tuberibacillus calidus,AB231788,77,33,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_15567,--,Yes,Bacteria,Bacillota,Bacilli,,Sporolactobacillaceae,Caryophanales,,
Sporolactobacillus terrae,AB231797,77,33,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_15568,--,Yes,Bacteria,Bacillota,Bacilli,,Sporolactobacillaceae,Caryophanales,,
Taylorella asinigenitalis,AB259167,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_15629,--,Yes,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Alcaligenaceae,,,
Taylorella asinigenitalis,AB264283,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_15630,--,Yes,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Alcaligenaceae,,,
Taylorella asinigenitalis,AB264284,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_15631,--,Yes,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Alcaligenaceae,,,
Taylorella asinigenitalis,AB264285,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_15632,--,Yes,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Alcaligenaceae,,,
Taylorella asinigenitalis,AB264286,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_15633,--,Yes,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Alcaligenaceae,,,
Taylorella asinigenitalis,AB264287,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_15634,--,Yes,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Alcaligenaceae,,,
Taylorella asinigenitalis,AB264288,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_15635,--,Yes,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Alcaligenaceae,,,
Taylorella asinigenitalis,AB264289,77,33,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_15636,--,Yes,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Alcaligenaceae,,,
Taylorella asinigenitalis,AB264290,77,33,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_15637,--,Yes,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Alcaligenaceae,,,
Taylorella asinigenitalis,AB264291,77,33,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_15638,--,Yes,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Alcaligenaceae,,,
Bradyrhizobium japonicum,AB269783,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_15645,--,Yes,Bacteria,Pseudomonadota,Alphaproteobacteria,,,Hyphomicrobiales,Nitrobacteraceae,
Bradyrhizobium japonicum,AB269784,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_15646,--,Yes,Bacteria,Pseudomonadota,Alphaproteobacteria,,,Hyphomicrobiales,Nitrobacteraceae,
Bradyrhizobium japonicum,AB269785,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_15647,--,Yes,Bacteria,Pseudomonadota,Alphaproteobacteria,,,Hyphomicrobiales,Nitrobacteraceae,
Bradyrhizobium japonicum,AB278125,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_15648,--,Yes,Bacteria,Pseudomonadota,Alphaproteobacteria,,,Hyphomicrobiales,Nitrobacteraceae,
Bradyrhizobium japonicum,AB278126,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_15649,--,Yes,Bacteria,Pseudomonadota,Alphaproteobacteria,,,Hyphomicrobiales,Nitrobacteraceae,
Bradyrhizobium japonicum,AB278127,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_15650,--,Yes,Bacteria,Pseudomonadota,Alphaproteobacteria,,,Hyphomicrobiales,Nitrobacteraceae,
Bradyrhizobium japonicum,AB278128,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_15651,--,Yes,Bacteria,Pseudomonadota,Alphaproteobacteria,,,Hyphomicrobiales,Nitrobacteraceae,
Bradyrhizobium japonicum,AB278129,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_15652,--,Yes,Bacteria,Pseudomonadota,Alphaproteobacteria,,,Hyphomicrobiales,Nitrobacteraceae,
Anaplasma phagocytophilum,AF000723,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_15916,--,Yes,Bacteria,Pseudomonadota,Alphaproteobacteria,Rickettsiales,,Ehrlichiaceae,,
Acholeplasma axanthum,AF005315,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_15917,--,Yes,Bacteria,Mycoplasmatota,Mollicutes,Acholeplasmatales,Acholeplasmataceae,,,
Acholeplasma brassicae,AF005317,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_15918,--,Yes,Bacteria,Mycoplasmatota,Mollicutes,Acholeplasmatales,Acholeplasmataceae,,,
Acholeplasma modicum,AF005319,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_15919,--,Yes,Bacteria,Mycoplasmatota,Mollicutes,Acholeplasmatales,Acholeplasmataceae,,,
Acholeplasma oculi,AF005321,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_15920,--,Yes,Bacteria,Mycoplasmatota,Mollicutes,Acholeplasmatales,Acholeplasmataceae,,,
Acholeplasma palmae,AF005323,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_15921,--,Yes,Bacteria,Mycoplasmatota,Mollicutes,Acholeplasmatales,Acholeplasmataceae,,,
Anaeroplasma abactoclasticum,AF005325,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_15922,--,Yes,Bacteria,Mycoplasmatota,Mollicutes,Anaeroplasmatales,Anaeroplasmataceae,,,
Bacillus subtilis,AF008220,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_15923,--,Yes,Bacteria,Bacillota,Bacilli,,Bacillaceae,Caryophanales,,
Bacillus subtilis,AF008220,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_15924,--,Yes,Bacteria,Bacillota,Bacilli,,Bacillaceae,Caryophanales,,
Actinobacillus seminis,AF013276,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_15925,--,Yes,Bacteria,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,,,
Xanthomonas campestris,AF032904,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_15937,--,Yes,Bacteria,Pseudomonadota,Gammaproteobacteria,,,Lysobacterales,Lysobacteraceae,
Actinobacillus pleuropneumoniae,AF033061,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_15938,--,Yes,Bacteria,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,,,
Actinobacillus pleuropneumoniae,AF033062,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_15939,--,Yes,Bacteria,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,,,
Actinobacillus pleuropneumoniae,AF033063,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_15940,--,Yes,Bacteria,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,,,
Actinobacillus pleuropneumoniae,AF033064,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_15941,--,Yes,Bacteria,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,,,
Actinobacillus pleuropneumoniae,AF033065,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_15942,--,Yes,Bacteria,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,,,
Actinobacillus pleuropneumoniae,AF033066,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_15943,--,Yes,Bacteria,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,,,
Actinobacillus pleuropneumoniae,AF033067,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_15944,--,Yes,Bacteria,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,,,
Actinobacillus pleuropneumoniae,AF033068,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_15945,--,Yes,Bacteria,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,,,
Actinobacillus pleuropneumoniae,AF033069,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_15946,--,Yes,Bacteria,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,,,
Actinobacillus pleuropneumoniae,AF033070,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_15947,--,Yes,Bacteria,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,,,
Actinobacillus lignieresii,AF033071,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_15948,--,Yes,Bacteria,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,,,
Actinobacillus lignieresii,AF033072,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_15949,--,Yes,Bacteria,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,,,
Actinobacillus lignieresii,AF033073,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_15950,--,Yes,Bacteria,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,,,
Actinobacillus suis,AF033074,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_15951,--,Yes,Bacteria,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,,,
Actinobacillus lignieresii,AF033077,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_15952,--,Yes,Bacteria,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,,,
Vibrio cholerae,AF042846,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_15960,--,Yes,Bacteria,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,,,
Haemophilus parainfluenzae,AF141943,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16059,--,Yes,Bacteria,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,,,
Bartonella vinsonii subsp. berkhoffii,AF143446,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16060,--,Yes,Bacteria,Pseudomonadota,Alphaproteobacteria,,Bartonellaceae,Hyphomicrobiales,,
Campylobacter coli,AF146727,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16062,--,Yes,Bacteria,Campylobacterota,,Campylobacterales,Campylobacteraceae,Campylobacteria,,
Microvirgula aerodenitrificans,AF148123,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16066,--,Yes,Bacteria,Pseudomonadota,Betaproteobacteria,Neisseriales,Chromobacteriaceae,,,
Bartonella vinsonii subsp. berkhoffii,AF167988,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16147,--,Yes,Bacteria,Pseudomonadota,Alphaproteobacteria,,Bartonellaceae,Hyphomicrobiales,,
Bartonella clarridgeiae,AF167989,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16148,--,Yes,Bacteria,Pseudomonadota,Alphaproteobacteria,,Bartonellaceae,Hyphomicrobiales,,
Rhodopseudomonas palustris,AF184625,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16161,--,Yes,Bacteria,Pseudomonadota,Alphaproteobacteria,,,Hyphomicrobiales,Nitrobacteraceae,
Rhodopseudomonas palustris,AF184626,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16162,--,Yes,Bacteria,Pseudomonadota,Alphaproteobacteria,,,Hyphomicrobiales,Nitrobacteraceae,
Piscirickettsia salmonis,AF205383,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16175,--,Yes,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,,,
Piscirickettsia salmonis,AF205384,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16176,--,Yes,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,,,
Bradyrhizobium japonicum,AF208503,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16177,--,Yes,Bacteria,Pseudomonadota,Alphaproteobacteria,,,Hyphomicrobiales,Nitrobacteraceae,
Bradyrhizobium japonicum,AF208506,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16179,--,Yes,Bacteria,Pseudomonadota,Alphaproteobacteria,,,Hyphomicrobiales,Nitrobacteraceae,
Bradyrhizobium japonicum,AF208507,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16180,--,Yes,Bacteria,Pseudomonadota,Alphaproteobacteria,,,Hyphomicrobiales,Nitrobacteraceae,
Bradyrhizobium japonicum,AF208508,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16181,--,Yes,Bacteria,Pseudomonadota,Alphaproteobacteria,,,Hyphomicrobiales,Nitrobacteraceae,
Bradyrhizobium japonicum,AF208509,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16182,--,Yes,Bacteria,Pseudomonadota,Alphaproteobacteria,,,Hyphomicrobiales,Nitrobacteraceae,
Bradyrhizobium elkanii,AF208510,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16183,--,Yes,Bacteria,Pseudomonadota,Alphaproteobacteria,,,Hyphomicrobiales,Nitrobacteraceae,
Bradyrhizobium japonicum,AF208511,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16184,--,Yes,Bacteria,Pseudomonadota,Alphaproteobacteria,,,Hyphomicrobiales,Nitrobacteraceae,
Bradyrhizobium elkanii,AF208512,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16185,--,Yes,Bacteria,Pseudomonadota,Alphaproteobacteria,,,Hyphomicrobiales,Nitrobacteraceae,
Bradyrhizobium liaoningense,AF208513,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16186,--,Yes,Bacteria,Pseudomonadota,Alphaproteobacteria,,,Hyphomicrobiales,Nitrobacteraceae,
Bradyrhizobium japonicum,AF208514,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16187,--,Yes,Bacteria,Pseudomonadota,Alphaproteobacteria,,,Hyphomicrobiales,Nitrobacteraceae,
Bradyrhizobium japonicum,AF208515,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16188,--,Yes,Bacteria,Pseudomonadota,Alphaproteobacteria,,,Hyphomicrobiales,Nitrobacteraceae,
Bradyrhizobium elkanii,AF208516,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16189,--,Yes,Bacteria,Pseudomonadota,Alphaproteobacteria,,,Hyphomicrobiales,Nitrobacteraceae,
Bradyrhizobium japonicum,AF208517,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16190,--,Yes,Bacteria,Pseudomonadota,Alphaproteobacteria,,,Hyphomicrobiales,Nitrobacteraceae,
Bradyrhizobium elkanii,AF208518,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16191,--,Yes,Bacteria,Pseudomonadota,Alphaproteobacteria,,,Hyphomicrobiales,Nitrobacteraceae,
Zymobacter palmae,AF211871,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16193,--,Yes,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Halomonadaceae,,,
Brucella melitensis,AF220147,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16194,--,Yes,Bacteria,Pseudomonadota,Alphaproteobacteria,,Brucellaceae,Hyphomicrobiales,,
Brucella melitensis,AF220148,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16195,--,Yes,Bacteria,Pseudomonadota,Alphaproteobacteria,,Brucellaceae,Hyphomicrobiales,,
Brucella melitensis,AF220149,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16196,--,Yes,Bacteria,Pseudomonadota,Alphaproteobacteria,,Brucellaceae,Hyphomicrobiales,,
Pectobacterium cacticida,AF234275,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16207,--,Yes,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,,,
Pectobacterium betavasculorum,AF234280,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16211,--,Yes,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,,,
Pectobacterium betavasculorum,AF234281,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16212,--,Yes,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,,,
Pectobacterium atrosepticum,AF234282,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16213,--,Yes,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,,,
Erwinia rhapontici,AF234283,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16214,--,Yes,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Erwiniaceae,,,
Cupriavidus pauculus,AF237657,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16232,--,Yes,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,,
Bradyrhizobium elkanii,AF293373,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16258,--,Yes,Bacteria,Pseudomonadota,Alphaproteobacteria,,,Hyphomicrobiales,Nitrobacteraceae,
Bradyrhizobium elkanii,AF293374,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16259,--,Yes,Bacteria,Pseudomonadota,Alphaproteobacteria,,,Hyphomicrobiales,Nitrobacteraceae,
Neisseria gonorrhoeae,AF293419,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16268,--,Yes,Bacteria,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,,,
Bradyrhizobium denitrificans,AF338159,77,33,44,No,0,tRNA,0,(()()()),(()(())()),--,No,CRW,--,CRW_t_B_16299,--,Yes,Bacteria,Pseudomonadota,Alphaproteobacteria,,,Hyphomicrobiales,Nitrobacteraceae,
Bradyrhizobium denitrificans,AF338160,77,33,44,No,0,tRNA,0,(()()()),(()((()))()),--,No,CRW,--,CRW_t_B_16300,--,Yes,Bacteria,Pseudomonadota,Alphaproteobacteria,,,Hyphomicrobiales,Nitrobacteraceae,
Bradyrhizobium denitrificans,AF338162,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16302,--,Yes,Bacteria,Pseudomonadota,Alphaproteobacteria,,,Hyphomicrobiales,Nitrobacteraceae,
Bradyrhizobium denitrificans,AF338165,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16305,--,Yes,Bacteria,Pseudomonadota,Alphaproteobacteria,,,Hyphomicrobiales,Nitrobacteraceae,
Bradyrhizobium denitrificans,AF338167,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16307,--,Yes,Bacteria,Pseudomonadota,Alphaproteobacteria,,,Hyphomicrobiales,Nitrobacteraceae,
Afipia felis,AF338177,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16317,--,Yes,Bacteria,Pseudomonadota,Alphaproteobacteria,,,Hyphomicrobiales,Nitrobacteraceae,
Rhodopseudomonas palustris,AF338178,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16318,--,Yes,Bacteria,Pseudomonadota,Alphaproteobacteria,,,Hyphomicrobiales,Nitrobacteraceae,
Methylobacterium organophilum,AF338181,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16321,--,Yes,Bacteria,Pseudomonadota,Alphaproteobacteria,,Methylobacteriaceae,Hyphomicrobiales,,
