Organism name,Accession number,Length,Number of decoupled nucleotides,Number of weak bonds,Is Pseudoknotted,Pseudoknot order,Rna Type,Genus,Core,Core plus,Shape,Is Validated,Reference database,Description,Benchmark ID,Reference,Taxonomy.LTP.Classified,Taxonomy.LTP.superkingdom,Taxonomy.LTP.unknown 0,Taxonomy.LTP.class,Taxonomy.LTP.unknown 1,Taxonomy.LTP.family,Taxonomy.LTP.order,Taxonomy.LTP.unknown 2,Taxonomy.LTP.phylum
Photobacterium phosphoreum,AY779761,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2400,--,Yes,Bacteria,Pseudomonadota,Gammaproteobacteria,,Vibrionaceae,Vibrionales,,
Borrelia japonica,AY836548,64,40,24,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2421,--,Yes,Bacteria,Spirochaetota,Spirochaetia,,Borreliaceae,Spirochaetales,,
Rhodocyclus purpureus,AY957979,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2986,--,Yes,Bacteria,Pseudomonadota,Betaproteobacteria,,Rhodocyclaceae,Rhodocyclales,,
Bacillus subtilis,D26185,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3067,--,Yes,Bacteria,Bacillota,Bacilli,Caryophanales,Bacillaceae,,,
Bacillus subtilis,K00637,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3069,--,Yes,Bacteria,Bacillota,Bacilli,Caryophanales,Bacillaceae,,,
Bacillus subtilis,K01390,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3072,--,Yes,Bacteria,Bacillota,Bacilli,Caryophanales,Bacillaceae,,,
Bacillus subtilis,D84213,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3073,--,Yes,Bacteria,Bacillota,Bacilli,Caryophanales,Bacillaceae,,,
Bacillus subtilis,U87792,73,29,44,No,0,tRNA,0,(()()()),(()(())()),--,No,CRW,--,CRW_t_B_3091,--,Yes,Bacteria,Bacillota,Bacilli,Caryophanales,Bacillaceae,,,
Listeria seeligeri,DQ065839,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3978,--,Yes,Bacteria,Bacillota,Bacilli,Caryophanales,Listeriaceae,,,
Listeria seeligeri,DQ065840,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3979,--,Yes,Bacteria,Bacillota,Bacilli,Caryophanales,Listeriaceae,,,
Listeria seeligeri,DQ065841,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3980,--,Yes,Bacteria,Bacillota,Bacilli,Caryophanales,Listeriaceae,,,
Listeria seeligeri,DQ065842,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3981,--,Yes,Bacteria,Bacillota,Bacilli,Caryophanales,Listeriaceae,,,
Listeria seeligeri,DQ065843,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3982,--,Yes,Bacteria,Bacillota,Bacilli,Caryophanales,Listeriaceae,,,
Listeria seeligeri,DQ065844,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3983,--,Yes,Bacteria,Bacillota,Bacilli,Caryophanales,Listeriaceae,,,
Listeria seeligeri,DQ065845,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3984,--,Yes,Bacteria,Bacillota,Bacilli,Caryophanales,Listeriaceae,,,
Listeria welshimeri,DQ065846,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3985,--,Yes,Bacteria,Bacillota,Bacilli,Caryophanales,Listeriaceae,,,
Bartonella bacilliformis,DQ179107,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_4026,--,Yes,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Bartonellaceae,,,
Bartonella bacilliformis,DQ200882,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_4068,--,Yes,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Bartonellaceae,,,
Bartonella bacilliformis,DQ200883,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_4069,--,Yes,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Bartonellaceae,,,
Bartonella bacilliformis,DQ200884,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_4070,--,Yes,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Bartonellaceae,,,
Bartonella bacilliformis,DQ200885,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_4071,--,Yes,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Bartonellaceae,,,
Bartonella bacilliformis,DQ200886,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_4072,--,Yes,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Bartonellaceae,,,
Burkholderia cepacia,DQ273266,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_4095,--,Yes,Bacteria,Pseudomonadota,Betaproteobacteria,,Burkholderiaceae,Burkholderiales,,
Burkholderia cepacia,DQ273267,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_4096,--,Yes,Bacteria,Pseudomonadota,Betaproteobacteria,,Burkholderiaceae,Burkholderiales,,
Streptococcus agalactiae,DQ298394,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_4108,--,Yes,Bacteria,Bacillota,Bacilli,,Streptococcaceae,Lactobacillales,,
Acholeplasma granularum,DQ400428,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_4222,--,Yes,Bacteria,Mycoplasmatota,Mollicutes,,Acholeplasmataceae,Acholeplasmatales,,
Acholeplasma granularum,DQ400430,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_4223,--,Yes,Bacteria,Mycoplasmatota,Mollicutes,,Acholeplasmataceae,Acholeplasmatales,,
Acholeplasma granularum,DQ400432,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_4224,--,Yes,Bacteria,Mycoplasmatota,Mollicutes,,Acholeplasmataceae,Acholeplasmatales,,
Acholeplasma oculi,DQ400439,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_4225,--,Yes,Bacteria,Mycoplasmatota,Mollicutes,,Acholeplasmataceae,Acholeplasmatales,,
Acholeplasma oculi,DQ400441,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_4226,--,Yes,Bacteria,Mycoplasmatota,Mollicutes,,Acholeplasmataceae,Acholeplasmatales,,
Acholeplasma oculi,DQ400443,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_4227,--,Yes,Bacteria,Mycoplasmatota,Mollicutes,,Acholeplasmataceae,Acholeplasmatales,,
Acholeplasma pleciae,DQ400444,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_4228,--,Yes,Bacteria,Mycoplasmatota,Mollicutes,,Acholeplasmataceae,Acholeplasmatales,,
Bordetella holmesii,DQ420075,15,15,0,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_4229,--,Yes,Bacteria,Pseudomonadota,Betaproteobacteria,,Alcaligenaceae,Burkholderiales,,
Bordetella holmesii,DQ420078,15,15,0,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_4230,--,Yes,Bacteria,Pseudomonadota,Betaproteobacteria,,Alcaligenaceae,Burkholderiales,,
Bordetella holmesii,DQ420081,15,15,0,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_4231,--,Yes,Bacteria,Pseudomonadota,Betaproteobacteria,,Alcaligenaceae,Burkholderiales,,
Bordetella holmesii,DQ420084,15,15,0,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_4232,--,Yes,Bacteria,Pseudomonadota,Betaproteobacteria,,Alcaligenaceae,Burkholderiales,,
Bordetella holmesii,DQ420087,15,15,0,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_4233,--,Yes,Bacteria,Pseudomonadota,Betaproteobacteria,,Alcaligenaceae,Burkholderiales,,
Bordetella holmesii,DQ420090,15,15,0,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_4234,--,Yes,Bacteria,Pseudomonadota,Betaproteobacteria,,Alcaligenaceae,Burkholderiales,,
Bordetella holmesii,DQ420093,15,15,0,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_4235,--,Yes,Bacteria,Pseudomonadota,Betaproteobacteria,,Alcaligenaceae,Burkholderiales,,
Bartonella bacilliformis,DQ452941,73,29,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_4247,--,Yes,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Bartonellaceae,,,
Bartonella bacilliformis,DQ452942,73,29,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_4248,--,Yes,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Bartonellaceae,,,
Bartonella bacilliformis,DQ452943,73,29,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_4249,--,Yes,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Bartonellaceae,,,
Bartonella bacilliformis,DQ452944,73,29,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_4250,--,Yes,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Bartonellaceae,,,
Bartonella bacilliformis,DQ452945,73,29,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_4251,--,Yes,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Bartonellaceae,,,
Bartonella bacilliformis,DQ452948,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_4252,--,Yes,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Bartonellaceae,,,
Bartonella bacilliformis,DQ452949,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_4253,--,Yes,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Bartonellaceae,,,
Leuconostoc mesenteroides subsp. mesenteroides,DQ787122,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_4265,--,Yes,Bacteria,Bacillota,Bacilli,,Leuconostocaceae,Lactobacillales,,
Lactococcus lactis subsp. lactis,DQ788632,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_4266,--,Yes,Bacteria,Bacillota,Bacilli,,Streptococcaceae,Lactobacillales,,
Vibrio vulnificus,DQ854748,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_4280,--,Yes,Bacteria,Pseudomonadota,Gammaproteobacteria,,Vibrionaceae,Vibrionales,,
Acidiphilium multivorum,EF120987,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_4348,--,Yes,Bacteria,Pseudomonadota,Alphaproteobacteria,,Acetobacteraceae,Rhodospirillales,,
Enterococcus faecalis,L16515,73,29,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_4355,--,Yes,Bacteria,Bacillota,Bacilli,,Enterococcaceae,Lactobacillales,,
Oenococcus oeni,U09484,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_4378,--,Yes,Bacteria,Bacillota,Bacilli,,Leuconostocaceae,Lactobacillales,,
Neisseria meningitidis,L31411,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_4385,--,Yes,Bacteria,Pseudomonadota,Betaproteobacteria,,Neisseriaceae,Neisseriales,,
Micrococcus luteus,S58561,24,12,12,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_4407,--,Yes,Bacteria,Actinomycetota,,,Micrococcaceae,Micrococcales,,Actinobacteria
Micrococcus luteus,S58582,21,9,12,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_4408,--,Yes,Bacteria,Actinomycetota,,,Micrococcaceae,Micrococcales,,Actinobacteria
Micrococcus luteus,S58583,24,12,12,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_4409,--,Yes,Bacteria,Actinomycetota,,,Micrococcaceae,Micrococcales,,Actinobacteria
Streptococcus pneumoniae,L31413,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_4418,--,Yes,Bacteria,Bacillota,Bacilli,,Streptococcaceae,Lactobacillales,,
Streptococcus pneumoniae,M60763,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_4419,--,Yes,Bacteria,Bacillota,Bacilli,,Streptococcaceae,Lactobacillales,,
Streptococcus intermedius,L36934,72,28,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_4423,--,Yes,Bacteria,Bacillota,Bacilli,,Streptococcaceae,Lactobacillales,,
Streptococcus intermedius,L36935,72,28,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_4424,--,Yes,Bacteria,Bacillota,Bacilli,,Streptococcaceae,Lactobacillales,,
Pseudomonas aeruginosa,X06693,71,37,34,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_4473,--,Yes,Bacteria,Pseudomonadota,Gammaproteobacteria,,Pseudomonadaceae,Pseudomonadales,,
Escherichia coli,X52795,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_4486,--,Yes,Bacteria,Pseudomonadota,Gammaproteobacteria,,Enterobacteriaceae,Enterobacterales,,
Xanthomonas campestris,L42972,43,33,10,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_4529,--,Yes,Bacteria,Pseudomonadota,Gammaproteobacteria,Lysobacterales,,,Lysobacteraceae,
Xanthomonas campestris,L42973,43,33,10,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_4530,--,Yes,Bacteria,Pseudomonadota,Gammaproteobacteria,Lysobacterales,,,Lysobacteraceae,
Xanthomonas albilineans,L42971,43,33,10,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_4531,--,Yes,Bacteria,Pseudomonadota,Gammaproteobacteria,Lysobacterales,,,Lysobacteraceae,
Xanthomonas campestris,L42974,43,33,10,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_4532,--,Yes,Bacteria,Pseudomonadota,Gammaproteobacteria,Lysobacterales,,,Lysobacteraceae,
Xanthomonas campestris,L42975,43,33,10,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_4533,--,Yes,Bacteria,Pseudomonadota,Gammaproteobacteria,Lysobacterales,,,Lysobacteraceae,
Xanthomonas albilineans,L42976,43,33,10,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_4534,--,Yes,Bacteria,Pseudomonadota,Gammaproteobacteria,Lysobacterales,,,Lysobacteraceae,
Mycobacterium leprae,Z70722,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_4553,--,Yes,Bacteria,Actinomycetota,,Mycobacteriales,Mycobacteriaceae,,,Actinobacteria
Lactobacillus acidophilus,Z75473,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_4555,--,Yes,Bacteria,Bacillota,Bacilli,,Lactobacillaceae,Lactobacillales,,
Lactobacillus helveticus,Z75482,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_4558,--,Yes,Bacteria,Bacillota,Bacilli,,Lactobacillaceae,Lactobacillales,,
Leuconostoc mesenteroides subsp. dextranicum,Z75488,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_4560,--,Yes,Bacteria,Bacillota,Bacilli,,Leuconostocaceae,Lactobacillales,,
Leuconostoc lactis,Z75492,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_4561,--,Yes,Bacteria,Bacillota,Bacilli,,Leuconostocaceae,Lactobacillales,,
Leuconostoc mesenteroides subsp. cremoris,Z75494,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_4562,--,Yes,Bacteria,Bacillota,Bacilli,,Leuconostocaceae,Lactobacillales,,
Mycobacterium smegmatis,AF027507,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_4828,--,Yes,Bacteria,Actinomycetota,,Mycobacteriales,Mycobacteriaceae,,,Actinobacteria
Mycobacterium leprae,AL583919,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_4895,--,Yes,Bacteria,Actinomycetota,,Mycobacteriales,Mycobacteriaceae,,,Actinobacteria
Listeria monocytogenes,AL591977,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_4902,--,Yes,Bacteria,Bacillota,Bacilli,Caryophanales,Listeriaceae,,,
Listeria monocytogenes,AL591980,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_4903,--,Yes,Bacteria,Bacillota,Bacilli,Caryophanales,Listeriaceae,,,
Listeria innocua,AL596170,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_4906,--,Yes,Bacteria,Bacillota,Bacilli,Caryophanales,Listeriaceae,,,
Bacillus subtilis,K01986,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_5124,--,Yes,Bacteria,Bacillota,Bacilli,Caryophanales,Bacillaceae,,,
Lactobacillus delbrueckii,X15245,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_5713,--,Yes,Bacteria,Bacillota,Bacilli,,Lactobacillaceae,Lactobacillales,,
Staphylococcus epidermidis,AF269878,72,28,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_5716,--,Yes,Bacteria,Bacillota,Bacilli,Caryophanales,Staphylococcaceae,,,
Staphylococcus epidermidis,AF269878,71,27,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_5717,--,Yes,Bacteria,Bacillota,Bacilli,Caryophanales,Staphylococcaceae,,,
Lactobacillus delbrueckii,X15245,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_5772,--,Yes,Bacteria,Bacillota,Bacilli,,Lactobacillaceae,Lactobacillales,,
Bacillus subtilis,Z25795,40,30,10,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_5805,--,Yes,Bacteria,Bacillota,Bacilli,Caryophanales,Bacillaceae,,,
Listeria monocytogenes,AL591977,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6173,--,Yes,Bacteria,Bacillota,Bacilli,Caryophanales,Listeriaceae,,,
Listeria innocua,AL596166,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6176,--,Yes,Bacteria,Bacillota,Bacilli,Caryophanales,Listeriaceae,,,
Staphylococcus saprophyticus subsp. saprophyticus,AP008934,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6297,--,Yes,Bacteria,Bacillota,Bacilli,Caryophanales,Staphylococcaceae,,,
Chlamydia trachomatis,U57090,73,31,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_7046,--,Yes,Bacteria,Chlamydiota,Chlamydiia,,Chlamydiaceae,Chlamydiales,,
Lactobacillus delbrueckii,X15246,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_7054,--,Yes,Bacteria,Bacillota,Bacilli,,Lactobacillaceae,Lactobacillales,,
Escherichia coli,K02674,13,13,0,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_7113,--,Yes,Bacteria,Pseudomonadota,Gammaproteobacteria,,Enterobacteriaceae,Enterobacterales,,
Staphylococcus warneri,S42077,23,17,6,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_7146,--,Yes,Bacteria,Bacillota,Bacilli,Caryophanales,Staphylococcaceae,,,
Lactobacillus delbrueckii,X15245,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_7195,--,Yes,Bacteria,Bacillota,Bacilli,,Lactobacillaceae,Lactobacillales,,
Lactobacillus delbrueckii,X15246,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_7196,--,Yes,Bacteria,Bacillota,Bacilli,,Lactobacillaceae,Lactobacillales,,
Bacillus cereus,AY224386,71,27,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_7479,--,Yes,Bacteria,Bacillota,Bacilli,Caryophanales,Bacillaceae,,,
Bacillus subtilis,K01389,71,27,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_7561,--,Yes,Bacteria,Bacillota,Bacilli,Caryophanales,Bacillaceae,,,
Micrococcus luteus,X55099,71,27,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_7956,--,Yes,Bacteria,Actinomycetota,,,Micrococcaceae,Micrococcales,,Actinobacteria
Bacillus subtilis,Z82044,71,27,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_7984,--,Yes,Bacteria,Bacillota,Bacilli,Caryophanales,Bacillaceae,,,
Mycobacterium leprae,Z95117,71,27,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_7985,--,Yes,Bacteria,Actinomycetota,,Mycobacteriales,Mycobacteriaceae,,,Actinobacteria
Bacillus subtilis,AB001488,72,28,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_7993,--,Yes,Bacteria,Bacillota,Bacilli,Caryophanales,Bacillaceae,,,
Bacillus subtilis,AB002150,69,29,40,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_7995,--,Yes,Bacteria,Bacillota,Bacilli,Caryophanales,Bacillaceae,,,
Bacillus subtilis,AF008220,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8325,--,Yes,Bacteria,Bacillota,Bacilli,Caryophanales,Bacillaceae,,,
Actinobacillus seminis,AF013275,69,31,38,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8326,--,Yes,Bacteria,Pseudomonadota,Gammaproteobacteria,,Pasteurellaceae,Pasteurellales,,
Streptococcus pneumoniae,AF067659,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8370,--,Yes,Bacteria,Bacillota,Bacilli,,Streptococcaceae,Lactobacillales,,
Oenococcus oeni,AJ629111,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8516,--,Yes,Bacteria,Bacillota,Bacilli,,Leuconostocaceae,Lactobacillales,,
Mycobacterium leprae,AL583924,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8546,--,Yes,Bacteria,Actinomycetota,,Mycobacteriales,Mycobacteriaceae,,,Actinobacteria
Listeria monocytogenes,AL591977,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8555,--,Yes,Bacteria,Bacillota,Bacilli,Caryophanales,Listeriaceae,,,
Listeria monocytogenes,AL591980,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8556,--,Yes,Bacteria,Bacillota,Bacilli,Caryophanales,Listeriaceae,,,
Listeria monocytogenes,AL591982,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8557,--,Yes,Bacteria,Bacillota,Bacilli,Caryophanales,Listeriaceae,,,
Listeria monocytogenes,AL591983,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8558,--,Yes,Bacteria,Bacillota,Bacilli,Caryophanales,Listeriaceae,,,
Listeria innocua,AL596166,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8559,--,Yes,Bacteria,Bacillota,Bacilli,Caryophanales,Listeriaceae,,,
Listeria innocua,AL596170,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8560,--,Yes,Bacteria,Bacillota,Bacilli,Caryophanales,Listeriaceae,,,
Listeria innocua,AL596171,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8561,--,Yes,Bacteria,Bacillota,Bacilli,Caryophanales,Listeriaceae,,,
Listeria innocua,AL596172,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8562,--,Yes,Bacteria,Bacillota,Bacilli,Caryophanales,Listeriaceae,,,
Staphylococcus saprophyticus subsp. saprophyticus,AP008934,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8759,--,Yes,Bacteria,Bacillota,Bacilli,Caryophanales,Staphylococcaceae,,,
Staphylococcus saprophyticus subsp. saprophyticus,AP008934,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8761,--,Yes,Bacteria,Bacillota,Bacilli,Caryophanales,Staphylococcaceae,,,
Bacillus cereus,AY224387,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8773,--,Yes,Bacteria,Bacillota,Bacilli,Caryophanales,Bacillaceae,,,
Bacillus cereus,AY224388,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8774,--,Yes,Bacteria,Bacillota,Bacilli,Caryophanales,Bacillaceae,,,
Streptococcus gordonii,AY225337,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8775,--,Yes,Bacteria,Bacillota,Bacilli,,Streptococcaceae,Lactobacillales,,
Vibrio parahaemolyticus,AY245226,70,30,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8789,--,Yes,Bacteria,Pseudomonadota,Gammaproteobacteria,,Vibrionaceae,Vibrionales,,
Vibrio parahaemolyticus,AY245232,70,30,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8793,--,Yes,Bacteria,Pseudomonadota,Gammaproteobacteria,,Vibrionaceae,Vibrionales,,
Vibrio parahaemolyticus,AY245237,70,30,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8796,--,Yes,Bacteria,Pseudomonadota,Gammaproteobacteria,,Vibrionaceae,Vibrionales,,
Vibrio parahaemolyticus,AY298800,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8814,--,Yes,Bacteria,Pseudomonadota,Gammaproteobacteria,,Vibrionaceae,Vibrionales,,
