Organism name,Length,Benchmark ID,Taxonomy.ENA.superkingdom,Taxonomy.ENA.phylum
Rhizobium sp. CCBAU 23002,1348,CRW_16S_B_6966,Bacteria,Proteobacteria
uncultured Bradyrhizobium sp.,1262,CRW_16S_B_7012,Bacteria,Proteobacteria
uncultured Bradyrhizobium sp.,1329,CRW_16S_B_7048,Bacteria,Proteobacteria
uncultured Bradyrhizobium sp.,1097,CRW_16S_B_7068,Bacteria,Proteobacteria
Agrobacterium sp. CCBAU 23089,1326,CRW_16S_B_7070,Bacteria,Proteobacteria
Agrobacterium sp. CCBAU 25157,1331,CRW_16S_B_7071,Bacteria,Proteobacteria
Methylobacterium sp. Ens25,1342,CRW_16S_B_7107,Bacteria,Proteobacteria
Sinorhizobium sp. CCBAU 01199,1343,CRW_16S_B_7127,Bacteria,Proteobacteria
Ochrobactrum intermedium,1334,CRW_16S_B_7151,Bacteria,Proteobacteria
Sphingomonas mucosissima,1226,CRW_16S_B_7251,Bacteria,Proteobacteria
Rhizobium tropici,1274,CRW_16S_B_7371,Bacteria,Proteobacteria
uncultured Caulobacter sp.,865,CRW_16S_B_7433,Bacteria,Proteobacteria
uncultured Caulobacter sp.,912,CRW_16S_B_7434,Bacteria,Proteobacteria
Ehrlichia canis,1308,CRW_16S_B_7436,Bacteria,Proteobacteria
Erythrobacter longus,1314,CRW_16S_B_7511,Bacteria,Proteobacteria
Erythromicrobium ramosum,1115,CRW_16S_B_7513,Bacteria,Proteobacteria
Gluconobacter cerinus,1341,CRW_16S_B_7515,Bacteria,Proteobacteria
Methylocystis echinoides,1236,CRW_16S_B_7543,Bacteria,Proteobacteria
Methylocystis parvus,1314,CRW_16S_B_7545,Bacteria,Proteobacteria
Methylobacterium sp.,1053,CRW_16S_B_7561,Bacteria,Proteobacteria
Methylobacterium organophilum,1317,CRW_16S_B_7571,Bacteria,Proteobacteria
Methylobacterium sp.,1319,CRW_16S_B_7584,Bacteria,Proteobacteria
Methylobacterium sp.,1322,CRW_16S_B_7585,Bacteria,Proteobacteria
Methylobacterium sp.,1323,CRW_16S_B_7586,Bacteria,Proteobacteria
Nitrobacter winogradskyi,1332,CRW_16S_B_7620,Bacteria,Proteobacteria
Paracoccus denitrificans,1182,CRW_16S_B_7650,Bacteria,Proteobacteria
Paracoccus versutus,938,CRW_16S_B_7657,Bacteria,Proteobacteria
Porphyrobacter sp.,1286,CRW_16S_B_7675,Bacteria,Proteobacteria
Rhodobacter blasticus,1269,CRW_16S_B_7680,Bacteria,Proteobacteria
Rhodobacter capsulatus,1220,CRW_16S_B_7683,Bacteria,Proteobacteria
Rhodobacter veldkampii,1233,CRW_16S_B_7692,Bacteria,Proteobacteria
Rhizobium leguminosarum,983,CRW_16S_B_7736,Bacteria,Proteobacteria
Rhizobium sp.,955,CRW_16S_B_7739,Bacteria,Proteobacteria
Rhizobium sp.,880,CRW_16S_B_7776,Bacteria,Proteobacteria
Rhizobium tropici,880,CRW_16S_B_7790,Bacteria,Proteobacteria
Rhizobium tropici,894,CRW_16S_B_7791,Bacteria,Proteobacteria
Rhodospirillum sp. MT-SP-3,1312,CRW_16S_B_7796,Bacteria,Proteobacteria
Rhodovulum adriaticum,1175,CRW_16S_B_7800,Bacteria,Proteobacteria
Rhodovulum euryhalinum,1138,CRW_16S_B_7802,Bacteria,Proteobacteria
Rhodovulum sulfidophilum,1262,CRW_16S_B_7808,Bacteria,Proteobacteria
Rickettsia typhi,1323,CRW_16S_B_7860,Bacteria,Proteobacteria
Roseobacter denitrificans,1266,CRW_16S_B_7865,Bacteria,Proteobacteria
Roseobacter denitrificans,1265,CRW_16S_B_7866,Bacteria,Proteobacteria
Rhodopseudomonas sp.,1295,CRW_16S_B_7875,Bacteria,Proteobacteria
Rhodopseudomonas sp.,1324,CRW_16S_B_7876,Bacteria,Proteobacteria
Rhodopseudomonas palustris,1311,CRW_16S_B_7881,Bacteria,Proteobacteria
Rhodopseudomonas palustris,821,CRW_16S_B_7885,Bacteria,Proteobacteria
Rhodothalassium salexigens,1318,CRW_16S_B_7903,Bacteria,Proteobacteria
Rhizobium sp. CIAM1414,1333,CRW_16S_B_7907,Bacteria,Proteobacteria
Sphingomonas paucimobilis,1231,CRW_16S_B_7953,Bacteria,Proteobacteria
Sphingomonas paucimobilis,1347,CRW_16S_B_7957,Bacteria,Proteobacteria
Sphingomonas parapaucimobilis,1300,CRW_16S_B_7959,Bacteria,Proteobacteria
Novosphingobium aromaticivorans,1194,CRW_16S_B_7968,Bacteria,Proteobacteria
Sphingomonas sp.,1330,CRW_16S_B_7972,Bacteria,Proteobacteria
Sphingomonas sp.,1341,CRW_16S_B_7974,Bacteria,Proteobacteria
Sphingobium yanoikuyae,1332,CRW_16S_B_7989,Bacteria,Proteobacteria
unidentified methanotrophic bacterium,1321,CRW_16S_B_8049,Bacteria,Proteobacteria
DSMP-degrading bacterium LFR,1269,CRW_16S_B_8056,Bacteria,Proteobacteria
Incompatibility symbiont of Nasonia giraulti,1233,CRW_16S_B_8067,Bacteria,Proteobacteria
Acidiphilium acidophilum,996,CRW_16S_B_8084,Bacteria,Proteobacteria
Wolbachia pipientis,803,CRW_16S_B_8128,Bacteria,Proteobacteria
Wolbachia pipientis,1325,CRW_16S_B_8130,Bacteria,Proteobacteria
Wolbachia sp.,805,CRW_16S_B_8131,Bacteria,Proteobacteria
Wolbachia sp.,804,CRW_16S_B_8132,Bacteria,Proteobacteria
Wolbachia sp.,804,CRW_16S_B_8133,Bacteria,Proteobacteria
Wolbachia sp.,897,CRW_16S_B_8134,Bacteria,Proteobacteria
Wolbachia sp.,898,CRW_16S_B_8135,Bacteria,Proteobacteria
Wolbachia sp.,896,CRW_16S_B_8138,Bacteria,Proteobacteria
Wolbachia sp.,813,CRW_16S_B_8139,Bacteria,Proteobacteria
Wolbachia sp.,813,CRW_16S_B_8141,Bacteria,Proteobacteria
Wolbachia sp.,812,CRW_16S_B_8143,Bacteria,Proteobacteria
Wolbachia sp.,804,CRW_16S_B_8144,Bacteria,Proteobacteria
Wolbachia sp.,803,CRW_16S_B_8145,Bacteria,Proteobacteria
Wolbachia sp.,803,CRW_16S_B_8146,Bacteria,Proteobacteria
Wolbachia sp.,803,CRW_16S_B_8147,Bacteria,Proteobacteria
Wolbachia sp.,803,CRW_16S_B_8148,Bacteria,Proteobacteria
Wolbachia sp.,803,CRW_16S_B_8149,Bacteria,Proteobacteria
uncultured Aquificales bacterium,1009,CRW_16S_B_8191,Bacteria,Aquificae
uncultured Aquificales bacterium,1011,CRW_16S_B_8192,Bacteria,Aquificae
uncultured Hydrogenobaculum sp.,825,CRW_16S_B_8198,Bacteria,Aquificae
uncultured Hydrogenobaculum sp.,1078,CRW_16S_B_8201,Bacteria,Aquificae
uncultured Hydrogenobaculum sp.,1117,CRW_16S_B_8203,Bacteria,Aquificae
uncultured Hydrogenobaculum sp.,1116,CRW_16S_B_8224,Bacteria,Aquificae
uncultured Hydrogenobaculum sp.,1171,CRW_16S_B_8227,Bacteria,Aquificae
uncultured Hydrogenobaculum sp.,1168,CRW_16S_B_8284,Bacteria,Aquificae
uncultured Hydrogenobaculum sp.,1176,CRW_16S_B_8285,Bacteria,Aquificae
uncultured Hydrogenobaculum sp.,1089,CRW_16S_B_8287,Bacteria,Aquificae
uncultured Hydrogenobaculum sp.,1342,CRW_16S_B_8295,Bacteria,Aquificae
uncultured Hydrogenobaculum sp.,1170,CRW_16S_B_8296,Bacteria,Aquificae
uncultured Hydrogenobaculum sp.,1313,CRW_16S_B_8297,Bacteria,Aquificae
uncultured Hydrogenobaculum sp.,1339,CRW_16S_B_8300,Bacteria,Aquificae
uncultured Hydrogenobaculum sp.,1341,CRW_16S_B_8302,Bacteria,Aquificae
uncultured Hydrogenobaculum sp.,1347,CRW_16S_B_8303,Bacteria,Aquificae
uncultured Hydrogenobaculum sp.,1272,CRW_16S_B_8304,Bacteria,Aquificae
uncultured Hydrogenobaculum sp.,1213,CRW_16S_B_8305,Bacteria,Aquificae
uncultured Hydrogenobaculum sp.,1072,CRW_16S_B_8306,Bacteria,Aquificae
uncultured Hydrogenobaculum sp.,1072,CRW_16S_B_8307,Bacteria,Aquificae
uncultured Hydrogenobaculum sp.,1117,CRW_16S_B_8308,Bacteria,Aquificae
uncultured Hydrogenobaculum sp.,1161,CRW_16S_B_8316,Bacteria,Aquificae
uncultured Hydrogenobaculum sp.,1260,CRW_16S_B_8321,Bacteria,Aquificae
uncultured Hydrogenobaculum sp.,1344,CRW_16S_B_8324,Bacteria,Aquificae
uncultured Hydrogenobaculum sp.,1077,CRW_16S_B_8329,Bacteria,Aquificae
uncultured Hydrogenobaculum sp.,1213,CRW_16S_B_8331,Bacteria,Aquificae
uncultured Hydrogenobaculum sp.,1335,CRW_16S_B_8332,Bacteria,Aquificae
uncultured Hydrogenobaculum sp.,1214,CRW_16S_B_8336,Bacteria,Aquificae
uncultured Hydrogenobaculum sp.,1185,CRW_16S_B_8337,Bacteria,Aquificae
uncultured Hydrogenobaculum sp.,1327,CRW_16S_B_8338,Bacteria,Aquificae
uncultured Hydrogenobaculum sp.,1256,CRW_16S_B_8355,Bacteria,Aquificae
uncultured Hydrogenobaculum sp.,1213,CRW_16S_B_8357,Bacteria,Aquificae
uncultured Hydrogenobaculum sp.,1334,CRW_16S_B_8363,Bacteria,Aquificae
uncultured Hydrogenobaculum sp.,1103,CRW_16S_B_8364,Bacteria,Aquificae
uncultured Hydrogenobaculum sp.,1285,CRW_16S_B_8366,Bacteria,Aquificae
uncultured Hydrogenobaculum sp.,1284,CRW_16S_B_8370,Bacteria,Aquificae
uncultured Hydrogenobaculum sp.,1287,CRW_16S_B_8371,Bacteria,Aquificae
uncultured Hydrogenobaculum sp.,1109,CRW_16S_B_8378,Bacteria,Aquificae
uncultured Hydrogenobaculum sp.,1279,CRW_16S_B_8379,Bacteria,Aquificae
uncultured Hydrogenobaculum sp.,850,CRW_16S_B_8381,Bacteria,Aquificae
uncultured Hydrogenobaculum sp.,1127,CRW_16S_B_8386,Bacteria,Aquificae
uncultured Hydrogenobaculum sp.,1120,CRW_16S_B_8387,Bacteria,Aquificae
uncultured Hydrogenobaculum sp.,1250,CRW_16S_B_8388,Bacteria,Aquificae
uncultured Hydrogenobaculum sp.,1287,CRW_16S_B_8389,Bacteria,Aquificae
uncultured Hydrogenobaculum sp.,1081,CRW_16S_B_8391,Bacteria,Aquificae
uncultured Hydrogenobaculum sp.,1194,CRW_16S_B_8396,Bacteria,Aquificae
uncultured Hydrogenobaculum sp.,1156,CRW_16S_B_8398,Bacteria,Aquificae
uncultured Hydrogenobaculum sp.,851,CRW_16S_B_8406,Bacteria,Aquificae
uncultured Hydrogenobaculum sp.,1187,CRW_16S_B_8410,Bacteria,Aquificae
uncultured Hydrogenobaculum sp.,806,CRW_16S_B_8414,Bacteria,Aquificae
uncultured Hydrogenobaculum sp.,1310,CRW_16S_B_8426,Bacteria,Aquificae
uncultured Hydrogenobaculum sp.,1326,CRW_16S_B_8435,Bacteria,Aquificae
uncultured Hydrogenobaculum sp.,824,CRW_16S_B_8464,Bacteria,Aquificae
uncultured Hydrogenobaculum sp.,1040,CRW_16S_B_8486,Bacteria,Aquificae
Geobacillus thermoleovorans,1345,CRW_16S_B_8507,Bacteria,Firmicutes
Geobacillus thermodenitrificans,950,CRW_16S_B_8557,Bacteria,Firmicutes
Streptococcus sp. RR3,1282,CRW_16S_B_8664,Bacteria,Firmicutes
Lactococcus lactis,1262,CRW_16S_B_8711,Bacteria,Firmicutes
Bacillus anthracis,1306,CRW_16S_B_8767,Bacteria,Firmicutes
Bacillus anthracis,1304,CRW_16S_B_8768,Bacteria,Firmicutes
Bacillus anthracis,1306,CRW_16S_B_8769,Bacteria,Firmicutes
Bacillus anthracis,1306,CRW_16S_B_8770,Bacteria,Firmicutes
Bacillus anthracis,1306,CRW_16S_B_8771,Bacteria,Firmicutes
Bacillus anthracis,1306,CRW_16S_B_8772,Bacteria,Firmicutes
Bacillus anthracis,1306,CRW_16S_B_8773,Bacteria,Firmicutes
Bacillus anthracis,1306,CRW_16S_B_8774,Bacteria,Firmicutes
Bacillus anthracis,1306,CRW_16S_B_8775,Bacteria,Firmicutes
Staphylococcus schleiferi subsp. coagulans,1338,CRW_16S_B_8882,Bacteria,Firmicutes
Bacillus pumilus,1350,CRW_16S_B_8908,Bacteria,Firmicutes
Bacillus pumilus,1345,CRW_16S_B_8909,Bacteria,Firmicutes
Bacillus pumilus,1078,CRW_16S_B_8911,Bacteria,Firmicutes
Bacillus licheniformis,1203,CRW_16S_B_8914,Bacteria,Firmicutes
Bacillus megaterium,870,CRW_16S_B_8932,Bacteria,Firmicutes
Staphylococcus epidermidis,1238,CRW_16S_B_8943,Bacteria,Firmicutes
Staphylococcus xylosus,1225,CRW_16S_B_8944,Bacteria,Firmicutes
Staphylococcus equorum,1260,CRW_16S_B_8945,Bacteria,Firmicutes
Staphylococcus equorum,1266,CRW_16S_B_8946,Bacteria,Firmicutes
Staphylococcus xylosus,1259,CRW_16S_B_8947,Bacteria,Firmicutes
Staphylococcus epidermidis,1262,CRW_16S_B_8948,Bacteria,Firmicutes
Staphylococcus saprophyticus,1278,CRW_16S_B_8949,Bacteria,Firmicutes
Staphylococcus cohnii,1248,CRW_16S_B_8950,Bacteria,Firmicutes
Bacillus flexus,1245,CRW_16S_B_8951,Bacteria,Firmicutes
Streptococcus pyogenes MGAS8232,1335,CRW_16S_B_8961,Bacteria,Firmicutes
Streptococcus pyogenes MGAS8232,1335,CRW_16S_B_8962,Bacteria,Firmicutes
Enterococcus faecalis,1134,CRW_16S_B_9126,Bacteria,Firmicutes
Streptococcus pyogenes,1113,CRW_16S_B_9127,Bacteria,Firmicutes
Staphylococcus aureus,1141,CRW_16S_B_9128,Bacteria,Firmicutes
Bacillus cereus,1156,CRW_16S_B_9129,Bacteria,Firmicutes
Staphylococcus aureus subsp. anaerobius,1309,CRW_16S_B_9132,Bacteria,Firmicutes
Bacillus licheniformis,1215,CRW_16S_B_9169,Bacteria,Firmicutes
Bacillus sp. FO-011,1213,CRW_16S_B_9170,Bacteria,Firmicutes
Bacillus licheniformis,1211,CRW_16S_B_9171,Bacteria,Firmicutes
Bacillus licheniformis,1211,CRW_16S_B_9172,Bacteria,Firmicutes
Bacillus licheniformis,1213,CRW_16S_B_9173,Bacteria,Firmicutes
Bacillus licheniformis,1210,CRW_16S_B_9174,Bacteria,Firmicutes
Bacillus pumilus,1214,CRW_16S_B_9175,Bacteria,Firmicutes
Bacillus sp. FO-035b,1210,CRW_16S_B_9176,Bacteria,Firmicutes
Staphylococcus capitis,1216,CRW_16S_B_9177,Bacteria,Firmicutes
Bacillus licheniformis,1214,CRW_16S_B_9179,Bacteria,Firmicutes
Bacillus mycoides,1209,CRW_16S_B_9180,Bacteria,Firmicutes
Bacillus nealsonii,1215,CRW_16S_B_9181,Bacteria,Firmicutes
Bacillus cereus,897,CRW_16S_B_9183,Bacteria,Firmicutes
Paenibacillus sp. EE17,1260,CRW_16S_B_9188,Bacteria,Firmicutes
Bacillus licheniformis,1184,CRW_16S_B_9274,Bacteria,Firmicutes
Staphylococcus sciuri,1322,CRW_16S_B_9350,Bacteria,Firmicutes
Geobacillus stearothermophilus,1040,CRW_16S_B_9390,Bacteria,Firmicutes
Geobacillus stearothermophilus,1120,CRW_16S_B_9391,Bacteria,Firmicutes
Bacillus sp. R-22834,1308,CRW_16S_B_9472,Bacteria,Firmicutes
Streptococcus lutetiensis,1090,CRW_16S_B_9565,Bacteria,Firmicutes
Streptococcus lutetiensis,1096,CRW_16S_B_9566,Bacteria,Firmicutes
Alicyclobacillus acidocaldarius,1305,CRW_16S_B_9690,Bacteria,Firmicutes
Bacillus sp. NiVa52,1283,CRW_16S_B_9745,Bacteria,Firmicutes
Streptococcus pyogenes SSI-1,1335,CRW_16S_B_9798,Bacteria,Firmicutes
Streptococcus pyogenes SSI-1,1335,CRW_16S_B_9799,Bacteria,Firmicutes
Streptococcus pyogenes SSI-1,1335,CRW_16S_B_9800,Bacteria,Firmicutes
Streptococcus pyogenes SSI-1,1335,CRW_16S_B_9801,Bacteria,Firmicutes
Streptococcus pyogenes SSI-1,1335,CRW_16S_B_9802,Bacteria,Firmicutes
Bacillus benzoevorans,1343,CRW_16S_B_9898,Bacteria,Firmicutes
Bacillus megaterium,1340,CRW_16S_B_9899,Bacteria,Firmicutes
Staphylococcus epidermidis,1339,CRW_16S_B_9900,Bacteria,Firmicutes
Staphylococcus hominis,1337,CRW_16S_B_9901,Bacteria,Firmicutes
Bacillus licheniformis,1342,CRW_16S_B_9902,Bacteria,Firmicutes
Bacillus benzoevorans,1336,CRW_16S_B_9903,Bacteria,Firmicutes
Bacillus niacini,1349,CRW_16S_B_9904,Bacteria,Firmicutes
Bacillus niacini,1340,CRW_16S_B_9905,Bacteria,Firmicutes
Bacillus megaterium,1340,CRW_16S_B_9907,Bacteria,Firmicutes
Bacillus niacini,1338,CRW_16S_B_9908,Bacteria,Firmicutes
Bacillus megaterium,1340,CRW_16S_B_9911,Bacteria,Firmicutes
uncultured Staphylococcus sp.,854,CRW_16S_B_9936,Bacteria,Firmicutes
uncultured Staphylococcus sp.,865,CRW_16S_B_9938,Bacteria,Firmicutes
uncultured Staphylococcus sp.,856,CRW_16S_B_9939,Bacteria,Firmicutes
Anoxybacillus gonensis,1355,CRW_16S_B_10012,Bacteria,Firmicutes
Bacillus pumilus,1356,CRW_16S_B_10021,Bacteria,Firmicutes
Streptococcus pyogenes,1367,CRW_16S_B_10027,Bacteria,Firmicutes
Bacillus cereus,1366,CRW_16S_B_10046,Bacteria,Firmicutes
Bacillus cereus,1371,CRW_16S_B_10047,Bacteria,Firmicutes
Bacillus subtilis,1355,CRW_16S_B_10049,Bacteria,Firmicutes
Bacillus subtilis,1392,CRW_16S_B_10050,Bacteria,Firmicutes
Bacillus pumilus,1394,CRW_16S_B_10080,Bacteria,Firmicutes
Bacillus subtilis,1388,CRW_16S_B_10096,Bacteria,Firmicutes
Bacillus licheniformis,1403,CRW_16S_B_10097,Bacteria,Firmicutes
Bacillus licheniformis,1414,CRW_16S_B_10098,Bacteria,Firmicutes
Bacillus licheniformis,1378,CRW_16S_B_10099,Bacteria,Firmicutes
Bacillus subtilis,1390,CRW_16S_B_10100,Bacteria,Firmicutes
Staphylococcus epidermidis,1386,CRW_16S_B_10111,Bacteria,Firmicutes
Bacillus cereus,1408,CRW_16S_B_10114,Bacteria,Firmicutes
Bacillus drentensis,1389,CRW_16S_B_10313,Bacteria,Firmicutes
Bacillus licheniformis,1405,CRW_16S_B_10365,Bacteria,Firmicutes
Streptococcus iniae,1357,CRW_16S_B_10473,Bacteria,Firmicutes
uncultured Bacillus sp.,1411,CRW_16S_B_10494,Bacteria,Firmicutes
Nocardia transvalensis,1414,CRW_16S_B_1065,Bacteria,Actinobacteria
Bacillus cereus,1372,CRW_16S_B_10593,Bacteria,Firmicutes
Bacillus licheniformis,1360,CRW_16S_B_10594,Bacteria,Firmicutes
uncultured low G+C Gram-positive bacterium,1367,CRW_16S_B_10607,Bacteria,Firmicutes
uncultured low G+C Gram-positive bacterium,1388,CRW_16S_B_10609,Bacteria,Firmicutes
Bacillus bataviensis,1401,CRW_16S_B_10616,Bacteria,Firmicutes
uncultured Streptococcus sp.,1374,CRW_16S_B_10625,Bacteria,Firmicutes
Bacillus cereus,1413,CRW_16S_B_10627,Bacteria,Firmicutes
Nocardia abscessus,1407,CRW_16S_B_1073,Bacteria,Actinobacteria
Staphylococcus epidermidis,1372,CRW_16S_B_10765,Bacteria,Firmicutes
Lactobacillus gasseri,1394,CRW_16S_B_10767,Bacteria,Firmicutes
Staphylococcus equorum,1370,CRW_16S_B_10777,Bacteria,Firmicutes
Bacillus cereus,1390,CRW_16S_B_10784,Bacteria,Firmicutes
Staphylococcus succinus,1373,CRW_16S_B_10795,Bacteria,Firmicutes
Lactococcus lactis,1415,CRW_16S_B_10819,Bacteria,Firmicutes
Nocardia elegans,1381,CRW_16S_B_1097,Bacteria,Actinobacteria
Streptococcus gallolyticus,1354,CRW_16S_B_11012,Bacteria,Firmicutes
Streptococcus gallolyticus,1362,CRW_16S_B_11013,Bacteria,Firmicutes
Streptococcus gallolyticus,1393,CRW_16S_B_11014,Bacteria,Firmicutes
Streptococcus gallolyticus,1391,CRW_16S_B_11015,Bacteria,Firmicutes
Streptococcus gallolyticus,1375,CRW_16S_B_11016,Bacteria,Firmicutes
Streptococcus gallolyticus,1419,CRW_16S_B_11018,Bacteria,Firmicutes
Saccharothrix espanaensis,1409,CRW_16S_B_1109,Bacteria,Actinobacteria
Bacillus cereus,1419,CRW_16S_B_11114,Bacteria,Firmicutes
Bacillus subtilis,1396,CRW_16S_B_11198,Bacteria,Firmicutes
Bacillus cereus,1373,CRW_16S_B_11230,Bacteria,Firmicutes
Bacillus cereus,1395,CRW_16S_B_11231,Bacteria,Firmicutes
uncultured Lactobacillus sp.,1365,CRW_16S_B_11260,Bacteria,Firmicutes
uncultured Lactobacillus sp.,1370,CRW_16S_B_11261,Bacteria,Firmicutes
uncultured Lactobacillus sp.,1356,CRW_16S_B_11262,Bacteria,Firmicutes
Brevibacillus agri,1419,CRW_16S_B_11334,Bacteria,Firmicutes
Brevibacillus borstelensis,1419,CRW_16S_B_11335,Bacteria,Firmicutes
Brevibacillus brevis,1389,CRW_16S_B_11336,Bacteria,Firmicutes
Brevibacillus brevis,1419,CRW_16S_B_11337,Bacteria,Firmicutes
Brevibacillus brevis,1418,CRW_16S_B_11338,Bacteria,Firmicutes
Brevibacillus centrosporus,1419,CRW_16S_B_11339,Bacteria,Firmicutes
Brevibacillus choshinensis,1419,CRW_16S_B_11340,Bacteria,Firmicutes
Brevibacillus formosus,1419,CRW_16S_B_11342,Bacteria,Firmicutes
Brevibacillus laterosporus,1417,CRW_16S_B_11343,Bacteria,Firmicutes
Brevibacillus laterosporus,1419,CRW_16S_B_11345,Bacteria,Firmicutes
Brevibacillus parabrevis,1419,CRW_16S_B_11347,Bacteria,Firmicutes
Brevibacillus reuszeri,1419,CRW_16S_B_11348,Bacteria,Firmicutes
Bacillus cereus,1361,CRW_16S_B_11361,Bacteria,Firmicutes
Bacillus cereus,1361,CRW_16S_B_11362,Bacteria,Firmicutes
Bacillus cereus,1407,CRW_16S_B_11370,Bacteria,Firmicutes
Sporosarcina globispora,1384,CRW_16S_B_11424,Bacteria,Firmicutes
Streptomyces indonesiensis,1408,CRW_16S_B_1164,Bacteria,Actinobacteria
Carnobacterium mobile,1386,CRW_16S_B_11740,Bacteria,Firmicutes
Bacillus sp. Baikal-1,1405,CRW_16S_B_11748,Bacteria,Firmicutes
Bacillus sp. soil-17,1366,CRW_16S_B_11762,Bacteria,Firmicutes
Bacillus sp. GB02-2A,1417,CRW_16S_B_11863,Bacteria,Firmicutes
Bacillus sp. HU33,1416,CRW_16S_B_11908,Bacteria,Firmicutes
Bacillus cereus,1366,CRW_16S_B_11914,Bacteria,Firmicutes
Bacillus firmus,1379,CRW_16S_B_11925,Bacteria,Firmicutes
Bacillus pumilus,1369,CRW_16S_B_11926,Bacteria,Firmicutes
Actinomyces sp.,1390,CRW_16S_B_1207,Bacteria,Actinobacteria
Actinomyces bovis,1368,CRW_16S_B_1210,Bacteria,Actinobacteria
Actinomyces gerencseriae,1415,CRW_16S_B_1214,Bacteria,Actinobacteria
Actinomyces howellii,1415,CRW_16S_B_1217,Bacteria,Actinobacteria
Actinomyces israelii,1386,CRW_16S_B_1222,Bacteria,Actinobacteria
Actinomyces naeslundii,1378,CRW_16S_B_1224,Bacteria,Actinobacteria
Actinomyces naeslundii,1376,CRW_16S_B_1226,Bacteria,Actinobacteria
Actinomyces viscosus,1351,CRW_16S_B_1239,Bacteria,Actinobacteria
Actinomyces viscosus,1417,CRW_16S_B_1240,Bacteria,Actinobacteria
Actinopolyspora mortivallis,1362,CRW_16S_B_1244,Bacteria,Actinobacteria
Frankia sp.,1369,CRW_16S_B_1255,Bacteria,Actinobacteria
Frankia sp.,1369,CRW_16S_B_1256,Bacteria,Actinobacteria
Staphylococcus caprae,1400,CRW_16S_B_12773,Bacteria,Firmicutes
Bacillus thuringiensis,1410,CRW_16S_B_12808,Bacteria,Firmicutes
Bacillus halodurans,1375,CRW_16S_B_12817,Bacteria,Firmicutes
Bacillus halodurans,1389,CRW_16S_B_12818,Bacteria,Firmicutes
Bacillus subtilis subsp. spizizenii,1392,CRW_16S_B_12829,Bacteria,Firmicutes
Bacillus subtilis subsp. spizizenii,1410,CRW_16S_B_12830,Bacteria,Firmicutes
Bacillus anthracis,1419,CRW_16S_B_12864,Bacteria,Firmicutes
Brochothrix sp. TM5_5,1408,CRW_16S_B_12935,Bacteria,Firmicutes
Bacillus thuringiensis,1393,CRW_16S_B_12943,Bacteria,Firmicutes
Bacillus thuringiensis,1415,CRW_16S_B_12944,Bacteria,Firmicutes
Bacillus thuringiensis,1419,CRW_16S_B_12946,Bacteria,Firmicutes
Bacillus thuringiensis,1411,CRW_16S_B_12948,Bacteria,Firmicutes
Bacillus thuringiensis,1408,CRW_16S_B_12949,Bacteria,Firmicutes
Bacillus thuringiensis,1406,CRW_16S_B_12950,Bacteria,Firmicutes
Bacillus thuringiensis,1413,CRW_16S_B_12951,Bacteria,Firmicutes
Bacillus thuringiensis,1415,CRW_16S_B_12953,Bacteria,Firmicutes
Bacillus thuringiensis,1410,CRW_16S_B_12956,Bacteria,Firmicutes
Bacillus thuringiensis,1409,CRW_16S_B_12957,Bacteria,Firmicutes
Bacillus thuringiensis,1400,CRW_16S_B_12958,Bacteria,Firmicutes
Bacillus thuringiensis,1414,CRW_16S_B_12959,Bacteria,Firmicutes
Bacillus thuringiensis,1412,CRW_16S_B_12960,Bacteria,Firmicutes
Bacillus thuringiensis,1399,CRW_16S_B_12962,Bacteria,Firmicutes
Bacillus thuringiensis,1414,CRW_16S_B_12963,Bacteria,Firmicutes
Bacillus thuringiensis,1402,CRW_16S_B_12964,Bacteria,Firmicutes
Bacillus thuringiensis,1408,CRW_16S_B_12968,Bacteria,Firmicutes
Bacillus thuringiensis,1415,CRW_16S_B_12973,Bacteria,Firmicutes
Bacillus thuringiensis,1414,CRW_16S_B_12974,Bacteria,Firmicutes
Bacillus thuringiensis,1405,CRW_16S_B_12975,Bacteria,Firmicutes
Bacillus thuringiensis,1419,CRW_16S_B_12977,Bacteria,Firmicutes
Bacillus thuringiensis,1418,CRW_16S_B_12978,Bacteria,Firmicutes
Bacillus thuringiensis,1403,CRW_16S_B_12979,Bacteria,Firmicutes
Bacillus thuringiensis,1417,CRW_16S_B_12980,Bacteria,Firmicutes
Bacillus thuringiensis,1403,CRW_16S_B_12981,Bacteria,Firmicutes
Bacillus thuringiensis,1403,CRW_16S_B_12982,Bacteria,Firmicutes
Bacillus thuringiensis,1417,CRW_16S_B_12984,Bacteria,Firmicutes
Bacillus thuringiensis,1417,CRW_16S_B_12985,Bacteria,Firmicutes
Bacillus cereus,1417,CRW_16S_B_12988,Bacteria,Firmicutes
Bacillus cereus,1407,CRW_16S_B_12993,Bacteria,Firmicutes
Bacillus cereus,1405,CRW_16S_B_12998,Bacteria,Firmicutes
Bacillus cereus,1403,CRW_16S_B_13001,Bacteria,Firmicutes
Bacillus cereus,1415,CRW_16S_B_13002,Bacteria,Firmicutes
Bacillus cereus,1419,CRW_16S_B_13004,Bacteria,Firmicutes
Bacillus cereus,1415,CRW_16S_B_13005,Bacteria,Firmicutes
Bacillus cereus,1418,CRW_16S_B_13006,Bacteria,Firmicutes
Bacillus cereus,1417,CRW_16S_B_13007,Bacteria,Firmicutes
Bacillus cereus,1407,CRW_16S_B_13008,Bacteria,Firmicutes
