Organism name,Length,Benchmark ID,Taxonomy.NCBI.superkingdom,Taxonomy.NCBI.phylum
uncultured bacterium,1465,CRW_16S_B_14187,Bacteria,
uncultured bacterium,1464,CRW_16S_B_14188,Bacteria,
uncultured bacterium,1464,CRW_16S_B_14191,Bacteria,
uncultured bacterium,1467,CRW_16S_B_14197,Bacteria,
uncultured bacterium,1466,CRW_16S_B_14198,Bacteria,
uncultured bacterium,1466,CRW_16S_B_14201,Bacteria,
uncultured bacterium,1465,CRW_16S_B_14202,Bacteria,
uncultured bacterium,1464,CRW_16S_B_14206,Bacteria,
uncultured bacterium,1465,CRW_16S_B_14208,Bacteria,
uncultured bacterium,1464,CRW_16S_B_14209,Bacteria,
uncultured bacterium,1467,CRW_16S_B_14211,Bacteria,
uncultured bacterium,1465,CRW_16S_B_14215,Bacteria,
uncultured bacterium,1464,CRW_16S_B_14217,Bacteria,
uncultured bacterium,1466,CRW_16S_B_14219,Bacteria,
uncultured bacterium,1470,CRW_16S_B_14225,Bacteria,
uncultured bacterium,1451,CRW_16S_B_14226,Bacteria,
uncultured bacterium,1467,CRW_16S_B_14229,Bacteria,
Streptomyces albus,1468,CRW_16S_B_1429,Bacteria,
uncultured bacterium,1465,CRW_16S_B_14231,Bacteria,
uncultured bacterium,1468,CRW_16S_B_14235,Bacteria,
uncultured bacterium,1470,CRW_16S_B_14238,Bacteria,
Streptomyces sp. 424F06,1435,CRW_16S_B_143,,
uncultured bacterium,1465,CRW_16S_B_14241,Bacteria,
uncultured bacterium,1465,CRW_16S_B_14243,Bacteria,
uncultured bacterium,1466,CRW_16S_B_14244,Bacteria,
uncultured bacterium,1469,CRW_16S_B_14245,Bacteria,
uncultured bacterium,1465,CRW_16S_B_14246,Bacteria,
uncultured bacterium,1467,CRW_16S_B_14247,Bacteria,
uncultured bacterium,1470,CRW_16S_B_14248,Bacteria,
uncultured bacterium,1466,CRW_16S_B_14250,Bacteria,
uncultured bacterium,1465,CRW_16S_B_14252,Bacteria,
uncultured bacterium,1469,CRW_16S_B_14255,Bacteria,
uncultured bacterium,1467,CRW_16S_B_14260,Bacteria,
uncultured bacterium,1465,CRW_16S_B_14261,Bacteria,
uncultured bacterium,1467,CRW_16S_B_14263,Bacteria,
uncultured bacterium,1470,CRW_16S_B_14265,Bacteria,
uncultured bacterium,1465,CRW_16S_B_14268,Bacteria,
uncultured bacterium,1443,CRW_16S_B_14271,Bacteria,
uncultured bacterium,1467,CRW_16S_B_14274,Bacteria,
uncultured bacterium,1466,CRW_16S_B_14276,Bacteria,
uncultured bacterium,1465,CRW_16S_B_14278,Bacteria,
uncultured bacterium,1462,CRW_16S_B_14280,Bacteria,
uncultured bacterium,1468,CRW_16S_B_14281,Bacteria,
uncultured bacterium,1430,CRW_16S_B_14282,Bacteria,
uncultured bacterium,1470,CRW_16S_B_14283,Bacteria,
uncultured bacterium,1468,CRW_16S_B_14293,Bacteria,
uncultured bacterium,1464,CRW_16S_B_14294,Bacteria,
uncultured bacterium,1465,CRW_16S_B_14296,Bacteria,
uncultured bacterium,1464,CRW_16S_B_14298,Bacteria,
uncultured bacterium,1467,CRW_16S_B_14299,Bacteria,
uncultured bacterium,1466,CRW_16S_B_14300,Bacteria,
uncultured bacterium,1461,CRW_16S_B_14309,Bacteria,
uncultured bacterium,1463,CRW_16S_B_14310,Bacteria,
uncultured bacterium,1465,CRW_16S_B_14311,Bacteria,
uncultured bacterium,1465,CRW_16S_B_14312,Bacteria,
uncultured bacterium,1465,CRW_16S_B_14320,Bacteria,
uncultured bacterium,1466,CRW_16S_B_14322,Bacteria,
uncultured bacterium,1466,CRW_16S_B_14325,Bacteria,
uncultured bacterium,1466,CRW_16S_B_14326,Bacteria,
uncultured bacterium,1464,CRW_16S_B_14327,Bacteria,
uncultured bacterium,1465,CRW_16S_B_14330,Bacteria,
uncultured bacterium,1466,CRW_16S_B_14332,Bacteria,
uncultured bacterium,1464,CRW_16S_B_14335,Bacteria,
uncultured bacterium,1465,CRW_16S_B_14336,Bacteria,
uncultured bacterium,1467,CRW_16S_B_14338,Bacteria,
Streptomyces sp. 424F08,1463,CRW_16S_B_144,,
uncultured bacterium,1464,CRW_16S_B_14340,Bacteria,
uncultured bacterium,1463,CRW_16S_B_14345,Bacteria,
uncultured bacterium,1464,CRW_16S_B_14346,Bacteria,
uncultured bacterium,1468,CRW_16S_B_14347,Bacteria,
uncultured bacterium,1468,CRW_16S_B_14350,Bacteria,
uncultured bacterium,1465,CRW_16S_B_14351,Bacteria,
uncultured bacterium,1464,CRW_16S_B_14355,Bacteria,
uncultured bacterium,1463,CRW_16S_B_14356,Bacteria,
uncultured bacterium,1465,CRW_16S_B_14362,Bacteria,
uncultured bacterium,1468,CRW_16S_B_14365,Bacteria,
uncultured bacterium,1464,CRW_16S_B_14369,Bacteria,
uncultured bacterium,1466,CRW_16S_B_14372,Bacteria,
uncultured bacterium,1466,CRW_16S_B_14374,Bacteria,
uncultured bacterium,1465,CRW_16S_B_14375,Bacteria,
uncultured bacterium,1466,CRW_16S_B_14376,Bacteria,
Streptomyces massasporeus,1467,CRW_16S_B_1444,Bacteria,
uncultured bacterium,1468,CRW_16S_B_14385,Bacteria,
uncultured bacterium,1464,CRW_16S_B_14389,Bacteria,
uncultured bacterium,1465,CRW_16S_B_14395,Bacteria,
uncultured bacterium,1467,CRW_16S_B_14402,Bacteria,
uncultured bacterium,1467,CRW_16S_B_14404,Bacteria,
uncultured bacterium,1466,CRW_16S_B_14405,Bacteria,
uncultured bacterium,1443,CRW_16S_B_14407,Bacteria,
uncultured bacterium,1445,CRW_16S_B_14408,Bacteria,
uncultured bacterium,1466,CRW_16S_B_14409,Bacteria,
uncultured bacterium,1439,CRW_16S_B_14410,Bacteria,
uncultured bacterium,1445,CRW_16S_B_14413,Bacteria,
uncultured bacterium,1468,CRW_16S_B_14414,Bacteria,
uncultured bacterium,1468,CRW_16S_B_14415,Bacteria,
uncultured bacterium,1449,CRW_16S_B_14420,Bacteria,
uncultured bacterium,1436,CRW_16S_B_14423,Bacteria,
uncultured bacterium,1459,CRW_16S_B_14425,Bacteria,
uncultured bacterium,1469,CRW_16S_B_14429,Bacteria,
uncultured bacterium,1470,CRW_16S_B_14430,Bacteria,
uncultured bacterium,1467,CRW_16S_B_14433,Bacteria,
uncultured bacterium,1470,CRW_16S_B_14436,Bacteria,
uncultured bacterium,1469,CRW_16S_B_14437,Bacteria,
uncultured bacterium,1447,CRW_16S_B_14438,Bacteria,
uncultured bacterium,1452,CRW_16S_B_14439,Bacteria,
Streptomyces sp. 424G03,1468,CRW_16S_B_145,,
uncultured bacterium,1461,CRW_16S_B_14440,Bacteria,
uncultured bacterium,1469,CRW_16S_B_14441,Bacteria,
uncultured bacterium,1468,CRW_16S_B_14448,Bacteria,
Streptomyces fulvorobeus,1441,CRW_16S_B_1451,Bacteria,
uncultured bacterium,1438,CRW_16S_B_14450,Bacteria,
uncultured bacterium,1437,CRW_16S_B_14458,Bacteria,
uncultured bacterium,1427,CRW_16S_B_14459,Bacteria,
uncultured bacterium,1469,CRW_16S_B_14460,Bacteria,
uncultured bacterium,1470,CRW_16S_B_14462,Bacteria,
uncultured bacterium,1465,CRW_16S_B_14469,Bacteria,
uncultured bacterium,1466,CRW_16S_B_14470,Bacteria,
uncultured bacterium,1424,CRW_16S_B_14471,Bacteria,
uncultured bacterium,1467,CRW_16S_B_14474,Bacteria,
uncultured bacterium,1466,CRW_16S_B_14481,Bacteria,
uncultured bacterium,1464,CRW_16S_B_14483,Bacteria,
Streptomyces gobitricini,1443,CRW_16S_B_1455,Bacteria,
uncultured bacterium,1464,CRW_16S_B_14491,Bacteria,
uncultured bacterium,1467,CRW_16S_B_14493,Bacteria,
uncultured bacterium,1429,CRW_16S_B_14494,Bacteria,
uncultured bacterium,1465,CRW_16S_B_14495,Bacteria,
Streptomyces lavendofoliae,1443,CRW_16S_B_1456,Bacteria,
uncultured bacterium,1465,CRW_16S_B_14502,Bacteria,
uncultured bacterium,1440,CRW_16S_B_14505,Bacteria,
uncultured bacterium,1427,CRW_16S_B_14506,Bacteria,
uncultured bacterium,1425,CRW_16S_B_14507,Bacteria,
uncultured bacterium,1465,CRW_16S_B_14508,Bacteria,
Streptomyces kashimirensis,1465,CRW_16S_B_1457,,
uncultured bacterium,1467,CRW_16S_B_14510,Bacteria,
uncultured bacterium,1465,CRW_16S_B_14511,Bacteria,
uncultured bacterium,1462,CRW_16S_B_14512,Bacteria,
uncultured bacterium,1427,CRW_16S_B_14513,Bacteria,
uncultured bacterium,1466,CRW_16S_B_14514,Bacteria,
uncultured bacterium,1467,CRW_16S_B_14515,Bacteria,
uncultured bacterium,1469,CRW_16S_B_14518,Bacteria,
uncultured bacterium,1466,CRW_16S_B_14519,Bacteria,
uncultured bacterium,1465,CRW_16S_B_14521,Bacteria,
uncultured bacterium,1463,CRW_16S_B_14522,Bacteria,
uncultured bacterium,1465,CRW_16S_B_14523,Bacteria,
uncultured bacterium,1436,CRW_16S_B_14524,Bacteria,
uncultured bacterium,1461,CRW_16S_B_14525,Bacteria,
uncultured bacterium,1438,CRW_16S_B_14527,Bacteria,
uncultured bacterium,1466,CRW_16S_B_14528,Bacteria,
uncultured bacterium,1467,CRW_16S_B_14530,Bacteria,
uncultured bacterium,1426,CRW_16S_B_14531,Bacteria,
uncultured bacterium,1463,CRW_16S_B_14532,Bacteria,
uncultured bacterium,1468,CRW_16S_B_14534,Bacteria,
uncultured bacterium,1465,CRW_16S_B_14538,Bacteria,
Streptomyces sp. 424H07,1450,CRW_16S_B_146,,
Streptomyces inusitatus,1469,CRW_16S_B_1460,Bacteria,
uncultured bacterium,1465,CRW_16S_B_14540,Bacteria,
uncultured bacterium,1427,CRW_16S_B_14542,Bacteria,
uncultured bacterium,1467,CRW_16S_B_14543,Bacteria,
uncultured bacterium,1436,CRW_16S_B_14544,Bacteria,
uncultured bacterium,1465,CRW_16S_B_14547,Bacteria,
uncultured bacterium,1468,CRW_16S_B_14548,Bacteria,
uncultured bacterium,1461,CRW_16S_B_14549,Bacteria,
uncultured bacterium,1462,CRW_16S_B_14550,Bacteria,
uncultured bacterium,1465,CRW_16S_B_14551,Bacteria,
uncultured bacterium,1464,CRW_16S_B_14553,Bacteria,
uncultured bacterium,1465,CRW_16S_B_14554,Bacteria,
uncultured bacterium,1466,CRW_16S_B_14555,Bacteria,
uncultured bacterium,1466,CRW_16S_B_14556,Bacteria,
uncultured bacterium,1464,CRW_16S_B_14557,Bacteria,
uncultured bacterium,1465,CRW_16S_B_14559,Bacteria,
uncultured bacterium,1466,CRW_16S_B_14561,Bacteria,
uncultured bacterium,1465,CRW_16S_B_14562,Bacteria,
uncultured bacterium,1466,CRW_16S_B_14569,Bacteria,
Streptomyces heliomycini,1442,CRW_16S_B_1463,Bacteria,
uncultured bacterium,1465,CRW_16S_B_14570,Bacteria,
uncultured bacterium,1463,CRW_16S_B_14571,Bacteria,
uncultured bacterium,1466,CRW_16S_B_14572,Bacteria,
uncultured bacterium,1467,CRW_16S_B_14573,Bacteria,
uncultured bacterium,1468,CRW_16S_B_14576,Bacteria,
uncultured bacterium,1463,CRW_16S_B_14579,Bacteria,
uncultured bacterium,1466,CRW_16S_B_14581,Bacteria,
uncultured bacterium,1469,CRW_16S_B_14582,Bacteria,
uncultured bacterium,1465,CRW_16S_B_14584,Bacteria,
uncultured bacterium,1463,CRW_16S_B_14586,Bacteria,
uncultured bacterium,1463,CRW_16S_B_14587,Bacteria,
uncultured bacterium,1462,CRW_16S_B_14588,Bacteria,
uncultured bacterium,1461,CRW_16S_B_14589,Bacteria,
uncultured bacterium,1461,CRW_16S_B_14590,Bacteria,
uncultured bacterium,1465,CRW_16S_B_14592,Bacteria,
uncultured bacterium,1467,CRW_16S_B_14593,Bacteria,
uncultured bacterium,1461,CRW_16S_B_14595,Bacteria,
uncultured bacterium,1465,CRW_16S_B_14596,Bacteria,
uncultured bacterium,1467,CRW_16S_B_14599,Bacteria,
uncultured bacterium,1461,CRW_16S_B_14600,Bacteria,
uncultured bacterium,1468,CRW_16S_B_14601,Bacteria,
uncultured bacterium,1467,CRW_16S_B_14603,Bacteria,
uncultured bacterium,1465,CRW_16S_B_14604,Bacteria,
uncultured bacterium,1463,CRW_16S_B_14605,Bacteria,
uncultured bacterium,1464,CRW_16S_B_14606,Bacteria,
uncultured bacterium,1461,CRW_16S_B_14609,Bacteria,
Streptomyces malachitofuscus,1469,CRW_16S_B_1467,Bacteria,
uncultured bacterium,1462,CRW_16S_B_14615,Bacteria,
uncultured bacterium,1467,CRW_16S_B_14617,Bacteria,
uncultured bacterium,1465,CRW_16S_B_14618,Bacteria,
uncultured bacterium,1467,CRW_16S_B_14619,Bacteria,
uncultured bacterium,1465,CRW_16S_B_14620,Bacteria,
uncultured bacterium,1467,CRW_16S_B_14621,Bacteria,
uncultured bacterium,1465,CRW_16S_B_14624,Bacteria,
uncultured bacterium,1464,CRW_16S_B_14626,Bacteria,
uncultured bacterium,1466,CRW_16S_B_14628,Bacteria,
uncultured bacterium,1468,CRW_16S_B_14629,Bacteria,
uncultured bacterium,1466,CRW_16S_B_14631,Bacteria,
uncultured bacterium,1467,CRW_16S_B_14632,Bacteria,
uncultured bacterium,1465,CRW_16S_B_14633,Bacteria,
uncultured bacterium,1467,CRW_16S_B_14635,Bacteria,
uncultured bacterium,1469,CRW_16S_B_14636,Bacteria,
uncultured bacterium,1463,CRW_16S_B_14637,Bacteria,
uncultured bacterium,1465,CRW_16S_B_14642,Bacteria,
uncultured bacterium,1468,CRW_16S_B_14643,Bacteria,
uncultured bacterium,1468,CRW_16S_B_14644,Bacteria,
uncultured bacterium,1470,CRW_16S_B_14648,Bacteria,
Streptomyces libani subsp. rufus,1470,CRW_16S_B_1471,Bacteria,
uncultured bacterium,1468,CRW_16S_B_14650,Bacteria,
Streptomyces lomondensis,1467,CRW_16S_B_1472,Bacteria,
uncultured bacterium,1467,CRW_16S_B_14666,Bacteria,
Streptomyces lienomycini,1468,CRW_16S_B_1473,Bacteria,
uncultured bacterium,1464,CRW_16S_B_14676,Bacteria,
Streptomyces mediolani,1441,CRW_16S_B_1474,,
uncultured bacterium,1468,CRW_16S_B_14685,Bacteria,
uncultured bacterium,1465,CRW_16S_B_14686,Bacteria,
uncultured bacterium,1465,CRW_16S_B_14688,Bacteria,
uncultured bacterium,1467,CRW_16S_B_14698,Bacteria,
uncultured bacterium,1470,CRW_16S_B_14699,Bacteria,
Streptomyces longwoodensis,1441,CRW_16S_B_1476,Bacteria,
uncultured bacterium,1467,CRW_16S_B_14703,Bacteria,
uncultured bacterium,1467,CRW_16S_B_14705,Bacteria,
uncultured bacterium,1470,CRW_16S_B_14706,Bacteria,
uncultured bacterium,1469,CRW_16S_B_14710,Bacteria,
uncultured bacterium,1467,CRW_16S_B_14712,Bacteria,
uncultured bacterium,1468,CRW_16S_B_14723,Bacteria,
uncultured bacterium,1466,CRW_16S_B_14724,Bacteria,
uncultured bacterium,1465,CRW_16S_B_14734,Bacteria,
uncultured bacterium,1467,CRW_16S_B_14738,Bacteria,
Dactylosporangium sp. 428G01,1457,CRW_16S_B_148,,
uncultured bacterium,1468,CRW_16S_B_14748,Bacteria,
uncultured bacterium,1463,CRW_16S_B_14752,Bacteria,
uncultured bacterium,1466,CRW_16S_B_14755,Bacteria,
uncultured bacterium,1466,CRW_16S_B_14763,Bacteria,
uncultured bacterium,1464,CRW_16S_B_14773,Bacteria,
uncultured bacterium,1462,CRW_16S_B_14776,Bacteria,
uncultured bacterium,1468,CRW_16S_B_14779,Bacteria,
uncultured bacterium,1466,CRW_16S_B_14780,Bacteria,
uncultured bacterium,1467,CRW_16S_B_14781,Bacteria,
uncultured bacterium,1470,CRW_16S_B_14783,Bacteria,
uncultured bacterium,1433,CRW_16S_B_14790,Bacteria,
uncultured bacterium,1468,CRW_16S_B_14794,Bacteria,
uncultured bacterium,1449,CRW_16S_B_14809,Bacteria,
uncultured bacterium,1470,CRW_16S_B_14810,Bacteria,
uncultured bacterium,1467,CRW_16S_B_14813,Bacteria,
uncultured bacterium,1466,CRW_16S_B_14814,Bacteria,
uncultured bacterium,1467,CRW_16S_B_14815,Bacteria,
uncultured bacterium,1468,CRW_16S_B_14817,Bacteria,
uncultured bacterium,1468,CRW_16S_B_14820,Bacteria,
uncultured bacterium,1470,CRW_16S_B_14822,Bacteria,
uncultured bacterium,1466,CRW_16S_B_14828,Bacteria,
uncultured bacterium,1466,CRW_16S_B_14834,Bacteria,
uncultured bacterium,1467,CRW_16S_B_14835,Bacteria,
Dactylosporangium sp. 428G03,1460,CRW_16S_B_149,,
,1448,CRW_16S_NA_14843,,
Bacillus sp. XJU-2,1466,CRW_16S_B_14857,,
Bacillus flexus,1467,CRW_16S_B_14858,Bacteria,Firmicutes
Bacillus flexus,1468,CRW_16S_B_14859,Bacteria,Firmicutes
Staphylococcus sp. XJU-1,1469,CRW_16S_B_14860,,
Bacillus pumilus,1466,CRW_16S_B_14861,Bacteria,Firmicutes
Bacillus subtilis,1432,CRW_16S_B_14868,Bacteria,Firmicutes
Bacillus sp. GPTSA24,1468,CRW_16S_B_14873,,
Bacillus sp. GPTSA100-8,1464,CRW_16S_B_14874,,
Bacillus sp. GPTSA100-20,1464,CRW_16S_B_14876,,
Bacillus sp. GPTSA100-31,1451,CRW_16S_B_14877,,
Bacillus sp. SMB8,1429,CRW_16S_B_14883,,
Halobacillus sp. SMB10,1427,CRW_16S_B_14884,,
,1460,CRW_16S_NA_14901,,
Bacillus catenulatus,1437,CRW_16S_B_14905,,
Streptomyces tricolor,1442,CRW_16S_B_1499,Bacteria,
Verrucosispora sp. 428G05,1468,CRW_16S_B_150,,
uncultured bacterium,1451,CRW_16S_B_14942,Bacteria,
uncultured bacterium,1450,CRW_16S_B_14943,Bacteria,
uncultured bacterium,1428,CRW_16S_B_14945,Bacteria,
uncultured bacterium,1456,CRW_16S_B_14946,Bacteria,
uncultured bacterium,1454,CRW_16S_B_14947,Bacteria,
uncultured bacterium,1441,CRW_16S_B_14948,Bacteria,
uncultured bacterium,1461,CRW_16S_B_14951,Bacteria,
uncultured bacterium,1460,CRW_16S_B_14952,Bacteria,
uncultured bacterium,1461,CRW_16S_B_14953,Bacteria,
uncultured bacterium,1467,CRW_16S_B_14954,Bacteria,
uncultured bacterium,1463,CRW_16S_B_14955,Bacteria,
Micromonospora sp. lupac 3B,1437,CRW_16S_B_1508,,
Bacillus sp. WHO,1431,CRW_16S_B_15036,,
Actinoplanes sp. 428G06,1466,CRW_16S_B_151,,
Micromonospora sp. lupac 4B,1449,CRW_16S_B_1510,,
uncultured bacterium,1469,CRW_16S_B_15046,Bacteria,
uncultured bacterium,1453,CRW_16S_B_15047,Bacteria,
uncultured bacterium,1464,CRW_16S_B_15049,Bacteria,
Micromonospora sp. lupac 5A,1424,CRW_16S_B_1511,,
uncultured bacterium,1459,CRW_16S_B_15050,Bacteria,
Streptococcus iniae,1447,CRW_16S_B_15051,Bacteria,Firmicutes
Staphylococcus aureus,1461,CRW_16S_B_15062,Bacteria,Firmicutes
Staphylococcus aureus,1466,CRW_16S_B_15063,Bacteria,Firmicutes
Enterococcus sp.,1440,CRW_16S_B_15068,Bacteria,Firmicutes
Enterococcus faecium,1459,CRW_16S_B_15072,Bacteria,Firmicutes
Enterococcus saccharolyticus,1438,CRW_16S_B_15078,Bacteria,Firmicutes
Enterococcus faecalis,1449,CRW_16S_B_15088,Bacteria,Firmicutes
Globicatella sanguinis,1451,CRW_16S_B_15104,Bacteria,Firmicutes
,1446,CRW_16S_NA_15106,,
Halobacillus sp. K3-1,1425,CRW_16S_B_15110,,
Kurthia gibsonii,1463,CRW_16S_B_15113,Bacteria,Firmicutes
Kurthia zopfii,1451,CRW_16S_B_15114,Bacteria,Firmicutes
Micromonospora sp. lupac 13,1445,CRW_16S_B_1518,,
Micromonospora sp. NAR01,1451,CRW_16S_B_1519,,
Actinoplanes sp. 428G10,1459,CRW_16S_B_152,,
Micromonospora sp. NAR02,1448,CRW_16S_B_1520,Bacteria,
Arthrobacter nitroguajacolicus,1446,CRW_16S_B_1522,,
Arthrobacter sp. B2-6,1451,CRW_16S_B_1523,,
Arthrobacter sp. KA1-1,1456,CRW_16S_B_1524,,
Arthrobacter sp. KA4-2,1449,CRW_16S_B_1525,,
Listeria innocua,1470,CRW_16S_B_15192,Bacteria,Firmicutes
Listeria monocytogenes,1470,CRW_16S_B_15194,Bacteria,Firmicutes
Arthrobacter sp. KA2-29,1444,CRW_16S_B_1526,,
Listeria seeligeri,1453,CRW_16S_B_15200,Bacteria,Firmicutes
Arthrobacter sp. OF11,1445,CRW_16S_B_1527,,
Micromonospora sp. 428H05,1469,CRW_16S_B_153,,
Marinococcus halophilus,1440,CRW_16S_B_15241,Bacteria,Firmicutes
Paenibacillus chibensis,1436,CRW_16S_B_15244,Bacteria,Firmicutes
Paenibacillus alginolyticus,1424,CRW_16S_B_15245,Bacteria,Firmicutes
Paenibacillus alvei,1433,CRW_16S_B_15246,Bacteria,Firmicutes
Paenibacillus alvei,1446,CRW_16S_B_15247,Bacteria,Firmicutes
Paenibacillus alvei,1434,CRW_16S_B_15248,Bacteria,Firmicutes
Paenibacillus amylolyticus,1435,CRW_16S_B_15250,Bacteria,Firmicutes
Paenibacillus durus,1432,CRW_16S_B_15252,Bacteria,Firmicutes
Paenibacillus durus,1437,CRW_16S_B_15253,Bacteria,Firmicutes
Paenibacillus curdlanolyticus,1436,CRW_16S_B_15255,Bacteria,Firmicutes
Paenibacillus durus,1455,CRW_16S_B_15256,Bacteria,Firmicutes
Paenibacillus glucanolyticus,1440,CRW_16S_B_15257,Bacteria,Firmicutes
Paenibacillus illinoisensis,1435,CRW_16S_B_15258,Bacteria,Firmicutes
Paenibacillus kobensis,1436,CRW_16S_B_15259,Bacteria,Firmicutes
Paenibacillus larvae subsp. pulvifaciens,1436,CRW_16S_B_15260,,
Paenibacillus larvae,1437,CRW_16S_B_15261,Bacteria,Firmicutes
Paenibacillus lautus,1436,CRW_16S_B_15262,Bacteria,Firmicutes
,1431,CRW_16S_NA_15263,,
Paenibacillus lentimorbus,1430,CRW_16S_B_15264,Bacteria,Firmicutes
Paenibacillus macerans,1435,CRW_16S_B_15266,Bacteria,Firmicutes
Paenibacillus macerans,1437,CRW_16S_B_15267,Bacteria,Firmicutes
Paenibacillus macquariensis,1438,CRW_16S_B_15268,Bacteria,Firmicutes
Paenibacillus pabuli,1435,CRW_16S_B_15270,Bacteria,Firmicutes
Paenibacillus peoriae,1437,CRW_16S_B_15271,Bacteria,Firmicutes
Paenibacillus polymyxa,1434,CRW_16S_B_15272,Bacteria,Firmicutes
Paenibacillus popilliae,1429,CRW_16S_B_15275,Bacteria,Firmicutes
Paenibacillus thiaminolyticus,1435,CRW_16S_B_15276,Bacteria,Firmicutes
Paenibacillus validus,1424,CRW_16S_B_15280,Bacteria,Firmicutes
Planococcus citreus,1432,CRW_16S_B_15285,Bacteria,Firmicutes
Planococcus kocurii,1430,CRW_16S_B_15286,Bacteria,Firmicutes
Paenibacillus sp. P51-3,1435,CRW_16S_B_15288,,
Streptococcus dysgalactiae subsp. equisimilis,1455,CRW_16S_B_15303,Bacteria,Firmicutes
Streptococcus dysgalactiae subsp. equisimilis,1455,CRW_16S_B_15304,Bacteria,Firmicutes
Sulfobacillus thermosulfidooxidans,1438,CRW_16S_B_15308,Bacteria,Firmicutes
Brachybacterium sp. R-23108,1467,CRW_16S_B_1537,Bacteria,
Staphylococcus nepalensis,1438,CRW_16S_B_15312,Bacteria,Firmicutes
Streptococcus parauberis,1427,CRW_16S_B_15315,Bacteria,Firmicutes
Staphylococcus piscifermentans,1454,CRW_16S_B_15319,Bacteria,Firmicutes
Sporolactobacillus dextrus,1469,CRW_16S_B_15320,Bacteria,Firmicutes
Halobacillus halophilus,1449,CRW_16S_B_15331,Bacteria,Firmicutes
uncultured Saccharococcus sp.,1457,CRW_16S_B_15334,Bacteria,Firmicutes
Rhodococcus opacus,1446,CRW_16S_B_1542,Bacteria,
Streptococcus milleri,1450,CRW_16S_B_15375,,
Streptomyces sparsus,1466,CRW_16S_B_1544,Bacteria,
Streptococcus uberis,1470,CRW_16S_B_15405,Bacteria,Firmicutes
Staphylococcus aureus,1437,CRW_16S_B_15409,Bacteria,Firmicutes
Staphylococcus aureus,1470,CRW_16S_B_15425,Bacteria,Firmicutes
Staphylococcus capitis,1469,CRW_16S_B_15427,Bacteria,Firmicutes
Staphylococcus epidermidis,1468,CRW_16S_B_15437,Bacteria,Firmicutes
Staphylococcus epidermidis,1470,CRW_16S_B_15438,Bacteria,Firmicutes
Staphylococcus haemolyticus,1468,CRW_16S_B_15443,Bacteria,Firmicutes
Staphylococcus hominis,1468,CRW_16S_B_15446,Bacteria,Firmicutes
Staphylococcus warneri,1470,CRW_16S_B_15464,Bacteria,Firmicutes
Catenuloplanes japonicus,1453,CRW_16S_B_1553,Bacteria,
Daphnia endosymbiotic bacterium,1435,CRW_16S_B_15470,Bacteria,Firmicutes
,1461,CRW_16S_NA_15471,,
unidentified eubacterium v6,1470,CRW_16S_B_15476,Bacteria,Firmicutes
Actinoplanes liguriae,1438,CRW_16S_B_1554,,
Actinoplanes nipponensis,1439,CRW_16S_B_1559,Bacteria,
Verrucosispora sp. 431C12,1465,CRW_16S_B_156,,
Verrucosispora sp. 431D05,1467,CRW_16S_B_157,,
Micromonospora sp. 431D10,1465,CRW_16S_B_158,,
Dactylosporangium sp. 431D12,1470,CRW_16S_B_159,,
Rhodococcus opacus,1453,CRW_16S_B_16,Bacteria,
Couchioplanes sp. 431F10,1469,CRW_16S_B_160,,
Rhodococcus sp. 3069,1470,CRW_16S_B_1602,,
Arthrobacter ramosus,1451,CRW_16S_B_1604,Bacteria,
Arthrobacter sp. FR3,1438,CRW_16S_B_1605,,
Micromonospora sp. 434A03,1449,CRW_16S_B_161,,
Micromonospora sp. 434A05,1450,CRW_16S_B_162,,
Micromonospora flavogrisea,1470,CRW_16S_B_1621,,
Nocardiopsis sp. AM7,1460,CRW_16S_B_1625,Bacteria,
Dactylosporangium sp. 434B06,1454,CRW_16S_B_163,,
Clavibacter michiganensis,1462,CRW_16S_B_1633,Bacteria,
Streptomyces sp. 434C12,1458,CRW_16S_B_164,,
Micromonospora sp. lupac 15,1457,CRW_16S_B_1642,Bacteria,
Actinomadura kijaniata,1448,CRW_16S_B_1656,Bacteria,
Streptomyces sp. 434D04,1470,CRW_16S_B_166,,
Actinomadura madurae,1445,CRW_16S_B_1661,Bacteria,
Actinoplanes humidus,1470,CRW_16S_B_1666,Bacteria,
Micromonospora sp. 434F09,1436,CRW_16S_B_168,,
Clostridium paraputrificum,1435,CRW_16S_B_15498,Bacteria,Firmicutes
Clostridium perfringens,1454,CRW_16S_B_15499,Bacteria,Firmicutes
Clostridium perfringens,1454,CRW_16S_B_15500,Bacteria,Firmicutes
Clostridium perfringens,1454,CRW_16S_B_15501,Bacteria,Firmicutes
Clostridium perfringens,1454,CRW_16S_B_15502,Bacteria,Firmicutes
Clostridium perfringens,1453,CRW_16S_B_15503,Bacteria,Firmicutes
Clostridium perfringens,1453,CRW_16S_B_15504,Bacteria,Firmicutes
Clostridium perfringens,1454,CRW_16S_B_15505,Bacteria,Firmicutes
Clostridium perfringens,1454,CRW_16S_B_15508,Bacteria,Firmicutes
Clostridium sp. B915-1,1457,CRW_16S_B_15517,,
Dactylosporangium sp. 434F12,1460,CRW_16S_B_169,,
Clostridium sp. Kas202-1,1429,CRW_16S_B_15520,,
Clostridium sp. UsS101-2,1429,CRW_16S_B_15521,,
Clostridium sp. Kas106-4,1462,CRW_16S_B_15530,,
