Organism name,Length,Benchmark ID,Taxonomy.GTDB.domain,Taxonomy.GTDB.phylum
uncultured bacterium,1354,CRW_16S_B_15834,Bacteria,Actinobacteriota
uncultured bacterium,1354,CRW_16S_B_15835,Bacteria,Actinobacteriota
uncultured bacterium,1354,CRW_16S_B_15836,Bacteria,Actinobacteriota
uncultured bacterium,1354,CRW_16S_B_15837,Bacteria,Actinobacteriota
uncultured bacterium,1354,CRW_16S_B_15838,Bacteria,Actinobacteriota
uncultured bacterium,1354,CRW_16S_B_15839,Bacteria,Actinobacteriota
uncultured bacterium,1354,CRW_16S_B_15840,Bacteria,Actinobacteriota
uncultured bacterium,1354,CRW_16S_B_15841,Bacteria,Actinobacteriota
uncultured bacterium,1354,CRW_16S_B_15842,Bacteria,Actinobacteriota
uncultured bacterium,1354,CRW_16S_B_15843,Bacteria,Actinobacteriota
uncultured bacterium,1354,CRW_16S_B_15844,Bacteria,Actinobacteriota
uncultured bacterium,1354,CRW_16S_B_15845,Bacteria,Actinobacteriota
Clostridium acetobutylicum,1382,CRW_16S_B_15868,Bacteria,Firmicutes_A
Clostridium acetobutylicum,1268,CRW_16S_B_15871,Bacteria,Firmicutes_A
Clostridium acetobutylicum,1381,CRW_16S_B_15872,Bacteria,Firmicutes_A
Clostridium acetobutylicum,1375,CRW_16S_B_15873,Bacteria,Firmicutes_A
Clostridium acetobutylicum,1380,CRW_16S_B_15892,Bacteria,Firmicutes_A
Clostridium cadaveris,1394,CRW_16S_B_15921,Bacteria,Firmicutes_A
Clostridium celatum,1326,CRW_16S_B_15924,Bacteria,Firmicutes_A
Clostridium intestinale,1385,CRW_16S_B_15960,Bacteria,Firmicutes_A
Clostridium ljungdahlii,1393,CRW_16S_B_15970,Bacteria,Firmicutes_A
Coprococcus eutactus,1326,CRW_16S_B_15987,Bacteria,Firmicutes_A
Clostridium saccharoperbutylacetonicum,1380,CRW_16S_B_16013,Bacteria,Firmicutes_A
Clostridium sp.,1369,CRW_16S_B_16019,Bacteria,Firmicutes_A
Clostridium sp.,1378,CRW_16S_B_16020,Bacteria,Firmicutes_A
Clostridium sporogenes,1398,CRW_16S_B_16024,Bacteria,Firmicutes_A
Clostridium tetanomorphum,1365,CRW_16S_B_16040,Bacteria,Firmicutes_A
Clostridium tetanomorphum,1399,CRW_16S_B_16041,Bacteria,Firmicutes_A
Clostridium perfringens,1214,CRW_16S_B_16094,Bacteria,Firmicutes_A
uncultured bacterium,1354,CRW_16S_B_16099,Bacteria,Actinobacteriota
uncultured bacterium,1354,CRW_16S_B_16100,Bacteria,Actinobacteriota
uncultured bacterium,1354,CRW_16S_B_16101,Bacteria,Actinobacteriota
uncultured bacterium,1354,CRW_16S_B_16102,Bacteria,Actinobacteriota
uncultured bacterium,1354,CRW_16S_B_16103,Bacteria,Actinobacteriota
uncultured bacterium,1354,CRW_16S_B_16104,Bacteria,Actinobacteriota
uncultured bacterium,1354,CRW_16S_B_16105,Bacteria,Actinobacteriota
uncultured bacterium,1358,CRW_16S_B_16106,Bacteria,Actinobacteriota
uncultured bacterium,1354,CRW_16S_B_16107,Bacteria,Actinobacteriota
uncultured bacterium,1354,CRW_16S_B_16108,Bacteria,Actinobacteriota
uncultured bacterium,1354,CRW_16S_B_16109,Bacteria,Actinobacteriota
uncultured bacterium,1352,CRW_16S_B_16110,Bacteria,Actinobacteriota
uncultured bacterium,1354,CRW_16S_B_16111,Bacteria,Actinobacteriota
uncultured bacterium,1354,CRW_16S_B_16112,Bacteria,Actinobacteriota
uncultured bacterium,1354,CRW_16S_B_16113,Bacteria,Actinobacteriota
uncultured bacterium,1354,CRW_16S_B_16114,Bacteria,Actinobacteriota
uncultured bacterium,1354,CRW_16S_B_16115,Bacteria,Actinobacteriota
uncultured bacterium,1354,CRW_16S_B_16116,Bacteria,Actinobacteriota
uncultured bacterium,1354,CRW_16S_B_16117,Bacteria,Actinobacteriota
uncultured bacterium,1335,CRW_16S_B_16118,Bacteria,Actinobacteriota
uncultured bacterium,1354,CRW_16S_B_16119,Bacteria,Actinobacteriota
uncultured bacterium,1354,CRW_16S_B_16120,Bacteria,Actinobacteriota
uncultured bacterium,1354,CRW_16S_B_16121,Bacteria,Actinobacteriota
uncultured bacterium,1350,CRW_16S_B_16122,Bacteria,Actinobacteriota
uncultured bacterium,1354,CRW_16S_B_16123,Bacteria,Actinobacteriota
uncultured bacterium,1354,CRW_16S_B_16124,Bacteria,Actinobacteriota
uncultured bacterium,1352,CRW_16S_B_16125,Bacteria,Actinobacteriota
uncultured bacterium,1354,CRW_16S_B_16126,Bacteria,Actinobacteriota
uncultured bacterium,1354,CRW_16S_B_16127,Bacteria,Actinobacteriota
uncultured bacterium,1337,CRW_16S_B_16128,Bacteria,Actinobacteriota
uncultured bacterium,1354,CRW_16S_B_16129,Bacteria,Actinobacteriota
uncultured bacterium,1353,CRW_16S_B_16130,Bacteria,Actinobacteriota
uncultured bacterium,1354,CRW_16S_B_16131,Bacteria,Actinobacteriota
uncultured bacterium,1354,CRW_16S_B_16132,Bacteria,Actinobacteriota
uncultured bacterium,1354,CRW_16S_B_16133,Bacteria,Actinobacteriota
uncultured bacterium,1354,CRW_16S_B_16134,Bacteria,Actinobacteriota
uncultured bacterium,1354,CRW_16S_B_16135,Bacteria,Actinobacteriota
uncultured bacterium,1354,CRW_16S_B_16136,Bacteria,Actinobacteriota
uncultured bacterium,1354,CRW_16S_B_16137,Bacteria,Actinobacteriota
uncultured bacterium,1354,CRW_16S_B_16138,Bacteria,Actinobacteriota
uncultured bacterium,1354,CRW_16S_B_16139,Bacteria,Actinobacteriota
uncultured bacterium,1354,CRW_16S_B_16140,Bacteria,Actinobacteriota
uncultured bacterium,1354,CRW_16S_B_16141,Bacteria,Actinobacteriota
uncultured bacterium,1354,CRW_16S_B_16142,Bacteria,Actinobacteriota
uncultured bacterium,1354,CRW_16S_B_16143,Bacteria,Actinobacteriota
uncultured bacterium,1354,CRW_16S_B_16144,Bacteria,Actinobacteriota
uncultured bacterium,1354,CRW_16S_B_16145,Bacteria,Actinobacteriota
uncultured bacterium,1354,CRW_16S_B_16146,Bacteria,Actinobacteriota
uncultured bacterium,1354,CRW_16S_B_16147,Bacteria,Actinobacteriota
uncultured bacterium,1352,CRW_16S_B_16148,Bacteria,Actinobacteriota
uncultured bacterium,1354,CRW_16S_B_16149,Bacteria,Actinobacteriota
uncultured bacterium,1354,CRW_16S_B_16150,Bacteria,Actinobacteriota
uncultured bacterium,1354,CRW_16S_B_16151,Bacteria,Actinobacteriota
uncultured bacterium,1354,CRW_16S_B_16152,Bacteria,Actinobacteriota
uncultured bacterium,1354,CRW_16S_B_16153,Bacteria,Actinobacteriota
uncultured bacterium,1354,CRW_16S_B_16154,Bacteria,Actinobacteriota
uncultured bacterium,1354,CRW_16S_B_16155,Bacteria,Actinobacteriota
uncultured bacterium,1354,CRW_16S_B_16156,Bacteria,Actinobacteriota
uncultured bacterium,1354,CRW_16S_B_16157,Bacteria,Actinobacteriota
uncultured bacterium,1354,CRW_16S_B_16158,Bacteria,Actinobacteriota
uncultured bacterium,1354,CRW_16S_B_16159,Bacteria,Actinobacteriota
uncultured bacterium,1354,CRW_16S_B_16160,Bacteria,Actinobacteriota
uncultured bacterium,1354,CRW_16S_B_16161,Bacteria,Actinobacteriota
uncultured bacterium,1355,CRW_16S_B_16162,Bacteria,Actinobacteriota
uncultured bacterium,1354,CRW_16S_B_16163,Bacteria,Actinobacteriota
uncultured bacterium,1354,CRW_16S_B_16164,Bacteria,Actinobacteriota
uncultured bacterium,1354,CRW_16S_B_16165,Bacteria,Actinobacteriota
uncultured bacterium,1354,CRW_16S_B_16166,Bacteria,Actinobacteriota
uncultured bacterium,1354,CRW_16S_B_16167,Bacteria,Actinobacteriota
uncultured bacterium,1354,CRW_16S_B_16168,Bacteria,Actinobacteriota
uncultured bacterium,1354,CRW_16S_B_16169,Bacteria,Actinobacteriota
uncultured bacterium,1354,CRW_16S_B_16170,Bacteria,Actinobacteriota
uncultured bacterium,1354,CRW_16S_B_16171,Bacteria,Actinobacteriota
uncultured bacterium,1354,CRW_16S_B_16172,Bacteria,Actinobacteriota
uncultured bacterium,1354,CRW_16S_B_16173,Bacteria,Actinobacteriota
uncultured bacterium,1354,CRW_16S_B_16174,Bacteria,Actinobacteriota
uncultured bacterium,1354,CRW_16S_B_16175,Bacteria,Actinobacteriota
uncultured bacterium,1354,CRW_16S_B_16176,Bacteria,Actinobacteriota
uncultured bacterium,1354,CRW_16S_B_16177,Bacteria,Actinobacteriota
uncultured bacterium,1354,CRW_16S_B_16178,Bacteria,Actinobacteriota
uncultured bacterium,1354,CRW_16S_B_16179,Bacteria,Actinobacteriota
uncultured bacterium,1354,CRW_16S_B_16180,Bacteria,Actinobacteriota
uncultured bacterium,1354,CRW_16S_B_16181,Bacteria,Actinobacteriota
uncultured bacterium,1354,CRW_16S_B_16182,Bacteria,Actinobacteriota
uncultured bacterium,1354,CRW_16S_B_16183,Bacteria,Actinobacteriota
uncultured bacterium,1354,CRW_16S_B_16184,Bacteria,Actinobacteriota
uncultured bacterium,1354,CRW_16S_B_16185,Bacteria,Actinobacteriota
uncultured bacterium,1354,CRW_16S_B_16186,Bacteria,Actinobacteriota
uncultured bacterium,1354,CRW_16S_B_16187,Bacteria,Actinobacteriota
uncultured bacterium,1354,CRW_16S_B_16188,Bacteria,Actinobacteriota
uncultured bacterium,1354,CRW_16S_B_16189,Bacteria,Actinobacteriota
uncultured bacterium,1354,CRW_16S_B_16190,Bacteria,Actinobacteriota
uncultured bacterium,1354,CRW_16S_B_16191,Bacteria,Actinobacteriota
uncultured bacterium,1354,CRW_16S_B_16192,Bacteria,Actinobacteriota
uncultured bacterium,1354,CRW_16S_B_16193,Bacteria,Actinobacteriota
uncultured bacterium,1354,CRW_16S_B_16194,Bacteria,Actinobacteriota
uncultured bacterium,1354,CRW_16S_B_16195,Bacteria,Actinobacteriota
uncultured bacterium,1354,CRW_16S_B_16196,Bacteria,Actinobacteriota
uncultured bacterium,1354,CRW_16S_B_16197,Bacteria,Actinobacteriota
uncultured bacterium,1354,CRW_16S_B_16198,Bacteria,Actinobacteriota
uncultured bacterium,1354,CRW_16S_B_16199,Bacteria,Actinobacteriota
uncultured bacterium,1353,CRW_16S_B_16200,Bacteria,Actinobacteriota
uncultured bacterium,1354,CRW_16S_B_16201,Bacteria,Actinobacteriota
uncultured bacterium,1354,CRW_16S_B_16202,Bacteria,Actinobacteriota
uncultured bacterium,1354,CRW_16S_B_16203,Bacteria,Actinobacteriota
uncultured bacterium,1354,CRW_16S_B_16204,Bacteria,Actinobacteriota
uncultured bacterium,1354,CRW_16S_B_16205,Bacteria,Actinobacteriota
uncultured bacterium,1354,CRW_16S_B_16206,Bacteria,Actinobacteriota
uncultured bacterium,1354,CRW_16S_B_16207,Bacteria,Actinobacteriota
uncultured bacterium,1354,CRW_16S_B_16208,Bacteria,Actinobacteriota
uncultured bacterium,1354,CRW_16S_B_16209,Bacteria,Actinobacteriota
uncultured bacterium,1354,CRW_16S_B_16210,Bacteria,Actinobacteriota
uncultured bacterium,1354,CRW_16S_B_16211,Bacteria,Actinobacteriota
uncultured bacterium,1354,CRW_16S_B_16212,Bacteria,Actinobacteriota
uncultured bacterium,1354,CRW_16S_B_16213,Bacteria,Actinobacteriota
uncultured bacterium,1354,CRW_16S_B_16214,Bacteria,Actinobacteriota
uncultured bacterium,1350,CRW_16S_B_16215,Bacteria,Actinobacteriota
uncultured bacterium,1354,CRW_16S_B_16216,Bacteria,Actinobacteriota
uncultured bacterium,1354,CRW_16S_B_16217,Bacteria,Actinobacteriota
uncultured bacterium,1354,CRW_16S_B_16218,Bacteria,Actinobacteriota
uncultured bacterium,1354,CRW_16S_B_16219,Bacteria,Actinobacteriota
uncultured bacterium,1354,CRW_16S_B_16220,Bacteria,Actinobacteriota
uncultured bacterium,1354,CRW_16S_B_16221,Bacteria,Actinobacteriota
uncultured bacterium,1354,CRW_16S_B_16222,Bacteria,Actinobacteriota
uncultured bacterium,1354,CRW_16S_B_16223,Bacteria,Actinobacteriota
uncultured bacterium,1354,CRW_16S_B_16224,Bacteria,Actinobacteriota
uncultured bacterium,1354,CRW_16S_B_16225,Bacteria,Actinobacteriota
uncultured bacterium,1354,CRW_16S_B_16226,Bacteria,Actinobacteriota
uncultured bacterium,1354,CRW_16S_B_16227,Bacteria,Actinobacteriota
uncultured bacterium,1354,CRW_16S_B_16228,Bacteria,Actinobacteriota
uncultured bacterium,1354,CRW_16S_B_16229,Bacteria,Actinobacteriota
uncultured bacterium,1354,CRW_16S_B_16230,Bacteria,Actinobacteriota
uncultured bacterium,1355,CRW_16S_B_16231,Bacteria,Actinobacteriota
uncultured bacterium,1353,CRW_16S_B_16232,Bacteria,Actinobacteriota
uncultured bacterium,1354,CRW_16S_B_16233,Bacteria,Actinobacteriota
uncultured bacterium,1355,CRW_16S_B_16234,Bacteria,Actinobacteriota
uncultured bacterium,1354,CRW_16S_B_16235,Bacteria,Actinobacteriota
uncultured bacterium,1356,CRW_16S_B_16236,Bacteria,Actinobacteriota
uncultured bacterium,1355,CRW_16S_B_16237,Bacteria,Actinobacteriota
uncultured bacterium,1354,CRW_16S_B_16238,Bacteria,Actinobacteriota
uncultured bacterium,1354,CRW_16S_B_16239,Bacteria,Actinobacteriota
uncultured bacterium,1354,CRW_16S_B_16240,Bacteria,Actinobacteriota
uncultured bacterium,1354,CRW_16S_B_16241,Bacteria,Actinobacteriota
uncultured bacterium,1354,CRW_16S_B_16242,Bacteria,Actinobacteriota
uncultured bacterium,1354,CRW_16S_B_16243,Bacteria,Actinobacteriota
uncultured bacterium,1356,CRW_16S_B_16244,Bacteria,Actinobacteriota
uncultured bacterium,1350,CRW_16S_B_16245,Bacteria,Actinobacteriota
uncultured bacterium,1354,CRW_16S_B_16246,Bacteria,Actinobacteriota
uncultured bacterium,1351,CRW_16S_B_16247,Bacteria,Actinobacteriota
uncultured bacterium,1354,CRW_16S_B_16248,Bacteria,Actinobacteriota
uncultured bacterium,1354,CRW_16S_B_16249,Bacteria,Actinobacteriota
uncultured bacterium,1354,CRW_16S_B_16250,Bacteria,Actinobacteriota
uncultured bacterium,1038,CRW_16S_B_16251,Bacteria,Actinobacteriota
Clostridium diolis,1379,CRW_16S_B_16256,Bacteria,Firmicutes_A
uncultured bacterium,1381,CRW_16S_B_16262,Bacteria,Actinobacteriota
Filifactor alocis,1332,CRW_16S_B_16314,Bacteria,Firmicutes_A
Lachnospira multipara,1119,CRW_16S_B_16344,Bacteria,Firmicutes_A
Megasphaera cerevisiae,1359,CRW_16S_B_16346,Bacteria,Firmicutes_C
Peptostreptococcus anaerobius,1344,CRW_16S_B_16363,Bacteria,Firmicutes_A
Peptoniphilus asaccharolyticus,1369,CRW_16S_B_16368,Bacteria,Firmicutes_A
Peptoniphilus asaccharolyticus,1363,CRW_16S_B_16369,Bacteria,Firmicutes_A
Peptoniphilus asaccharolyticus,1371,CRW_16S_B_16370,Bacteria,Firmicutes_A
Anaerococcus hydrogenalis,1369,CRW_16S_B_16371,Bacteria,Firmicutes_A
Peptoniphilus indolicus,1366,CRW_16S_B_16372,Bacteria,Firmicutes_A
Peptoniphilus lacrimalis,1367,CRW_16S_B_16374,Bacteria,Actinobacteriota
Finegoldia magna,1351,CRW_16S_B_16375,Bacteria,Firmicutes_A
Anaerococcus prevotii,1364,CRW_16S_B_16377,Bacteria,Firmicutes_A
Anaerococcus prevotii,1369,CRW_16S_B_16378,Bacteria,Firmicutes_A
Anaerococcus tetradius,1371,CRW_16S_B_16380,Bacteria,Firmicutes_A
Anaerococcus vaginalis,1369,CRW_16S_B_16381,Bacteria,Firmicutes_A
Selenomonas ruminantium,1389,CRW_16S_B_16403,Bacteria,Firmicutes_C
Sporomusa termitida,1366,CRW_16S_B_16410,Bacteria,Firmicutes_C
Pelotomaculum schinkii,1361,CRW_16S_B_16425,Bacteria,Firmicutes_B
Pelotomaculum schinkii,1362,CRW_16S_B_16426,Bacteria,Firmicutes_B
Thermoanaerobacter thermohydrosulfuricus,1105,CRW_16S_B_16447,Bacteria,Firmicutes_A
Arthrobacter globiformis,1327,CRW_16S_B_1805,Bacteria,Actinobacteriota
Micrococcus luteus,1328,CRW_16S_B_1806,Bacteria,Actinobacteriota
Nocardia nova,1383,CRW_16S_B_1831,Bacteria,Actinobacteriota
Nocardia veterana,1395,CRW_16S_B_1834,Bacteria,Actinobacteriota
Corynebacterium freneyi,1225,CRW_16S_B_1871,Bacteria,Actinobacteriota
Streptomyces lateritius,1347,CRW_16S_B_1921,Bacteria,Actinobacteriota
Streptacidiphilus jiangxiensis,1324,CRW_16S_B_1966,Bacteria,Actinobacteriota
Rice orange leaf phytoplasma,1368,CRW_16S_B_16468,Bacteria,Firmicutes
uncultured bacterium,1055,CRW_16S_B_16511,Bacteria,Actinobacteriota
uncultured bacterium,1001,CRW_16S_B_16610,Bacteria,Actinobacteriota
uncultured Ureaplasma sp.,1010,CRW_16S_B_16666,Bacteria,Firmicutes
uncultured bacterium,1028,CRW_16S_B_16692,Bacteria,Actinobacteriota
uncultured bacterium,1055,CRW_16S_B_16693,Bacteria,Actinobacteriota
uncultured bacterium,1346,CRW_16S_B_16701,Bacteria,Actinobacteriota
uncultured bacterium,1346,CRW_16S_B_16702,Bacteria,Actinobacteriota
uncultured bacterium,1346,CRW_16S_B_16703,Bacteria,Actinobacteriota
uncultured bacterium,1346,CRW_16S_B_16704,Bacteria,Actinobacteriota
uncultured bacterium,1346,CRW_16S_B_16705,Bacteria,Actinobacteriota
uncultured bacterium,1346,CRW_16S_B_16706,Bacteria,Actinobacteriota
uncultured bacterium,1346,CRW_16S_B_16707,Bacteria,Actinobacteriota
uncultured bacterium,1346,CRW_16S_B_16708,Bacteria,Actinobacteriota
uncultured bacterium,1346,CRW_16S_B_16709,Bacteria,Actinobacteriota
uncultured bacterium,1346,CRW_16S_B_16710,Bacteria,Actinobacteriota
uncultured bacterium,1346,CRW_16S_B_16711,Bacteria,Actinobacteriota
uncultured bacterium,1347,CRW_16S_B_16712,Bacteria,Actinobacteriota
uncultured bacterium,1346,CRW_16S_B_16713,Bacteria,Actinobacteriota
uncultured bacterium,1346,CRW_16S_B_16714,Bacteria,Actinobacteriota
uncultured bacterium,1346,CRW_16S_B_16715,Bacteria,Actinobacteriota
uncultured bacterium,1346,CRW_16S_B_16716,Bacteria,Actinobacteriota
uncultured bacterium,1346,CRW_16S_B_16717,Bacteria,Actinobacteriota
uncultured bacterium,1347,CRW_16S_B_16718,Bacteria,Actinobacteriota
uncultured bacterium,1346,CRW_16S_B_16719,Bacteria,Actinobacteriota
uncultured bacterium,1346,CRW_16S_B_16720,Bacteria,Actinobacteriota
uncultured bacterium,1346,CRW_16S_B_16721,Bacteria,Actinobacteriota
uncultured bacterium,1346,CRW_16S_B_16722,Bacteria,Actinobacteriota
uncultured bacterium,1346,CRW_16S_B_16723,Bacteria,Actinobacteriota
uncultured bacterium,1346,CRW_16S_B_16724,Bacteria,Actinobacteriota
uncultured bacterium,1346,CRW_16S_B_16725,Bacteria,Actinobacteriota
uncultured bacterium,1346,CRW_16S_B_16726,Bacteria,Actinobacteriota
uncultured bacterium,1346,CRW_16S_B_16727,Bacteria,Actinobacteriota
uncultured bacterium,1346,CRW_16S_B_16728,Bacteria,Actinobacteriota
uncultured bacterium,1346,CRW_16S_B_16729,Bacteria,Actinobacteriota
uncultured bacterium,1346,CRW_16S_B_16730,Bacteria,Actinobacteriota
uncultured bacterium,1346,CRW_16S_B_16731,Bacteria,Actinobacteriota
uncultured bacterium,1346,CRW_16S_B_16732,Bacteria,Actinobacteriota
uncultured bacterium,1346,CRW_16S_B_16733,Bacteria,Actinobacteriota
uncultured bacterium,1346,CRW_16S_B_16734,Bacteria,Actinobacteriota
uncultured bacterium,1346,CRW_16S_B_16735,Bacteria,Actinobacteriota
uncultured bacterium,1346,CRW_16S_B_16736,Bacteria,Actinobacteriota
uncultured bacterium,1346,CRW_16S_B_16737,Bacteria,Actinobacteriota
uncultured bacterium,1346,CRW_16S_B_16738,Bacteria,Actinobacteriota
Bulleidia extructa,1348,CRW_16S_B_16741,Bacteria,Firmicutes
uncultured bacterium,1340,CRW_16S_B_16752,Bacteria,Actinobacteriota
uncultured actinobacterium,1062,CRW_16S_B_2044,Bacteria,Actinobacteriota
Candidatus Phytoplasma solani,1242,CRW_16S_B_16769,Bacteria,Firmicutes
Candidatus Phytoplasma solani,1243,CRW_16S_B_16770,Bacteria,Firmicutes
Candidatus Phytoplasma solani,1093,CRW_16S_B_16782,Bacteria,Firmicutes
uncultured bacterium,1349,CRW_16S_B_16792,Bacteria,Actinobacteriota
uncultured bacterium,1346,CRW_16S_B_16793,Bacteria,Actinobacteriota
uncultured bacterium,1348,CRW_16S_B_16794,Bacteria,Actinobacteriota
uncultured bacterium,1346,CRW_16S_B_16795,Bacteria,Actinobacteriota
Candidatus Phytoplasma solani,1371,CRW_16S_B_16812,Bacteria,Firmicutes
Mycoplasma hyorhinis,1398,CRW_16S_B_16900,Bacteria,Firmicutes
Kitasatospora kifunensis,1380,CRW_16S_B_2070,Bacteria,Actinobacteriota
Spiroplasma clarkii,1387,CRW_16S_B_17026,Bacteria,Firmicutes
Streptomyces sp. M7,1313,CRW_16S_B_2097,Bacteria,Actinobacteriota
Nocardia mexicana,1329,CRW_16S_B_2212,Bacteria,Actinobacteriota
Nocardia mexicana,1330,CRW_16S_B_2214,Bacteria,Actinobacteriota
Nocardia mexicana,1330,CRW_16S_B_2215,Bacteria,Actinobacteriota
Arthrobacter sp. 35/47,1381,CRW_16S_B_2237,Bacteria,Actinobacteriota
Mycobacterium simiae,1203,CRW_16S_B_2266,Bacteria,Actinobacteriota
Mycobacterium asiaticum,1025,CRW_16S_B_2330,Bacteria,Actinobacteriota
Micrococcus lylae,1318,CRW_16S_B_2333,Bacteria,Actinobacteriota
Rhodococcus erythropolis,1334,CRW_16S_B_2334,Bacteria,Actinobacteriota
uncultured actinobacterium,1247,CRW_16S_B_2341,Bacteria,Actinobacteriota
uncultured actinobacterium,1238,CRW_16S_B_2342,Bacteria,Actinobacteriota
uncultured actinobacterium,1238,CRW_16S_B_2343,Bacteria,Actinobacteriota
uncultured actinobacterium,1240,CRW_16S_B_2344,Bacteria,Actinobacteriota
uncultured actinobacterium,1246,CRW_16S_B_2345,Bacteria,Actinobacteriota
uncultured actinobacterium,1239,CRW_16S_B_2346,Bacteria,Actinobacteriota
uncultured actinobacterium,1252,CRW_16S_B_2347,Bacteria,Actinobacteriota
uncultured actinobacterium,1252,CRW_16S_B_2348,Bacteria,Actinobacteriota
uncultured actinobacterium,1240,CRW_16S_B_2349,Bacteria,Actinobacteriota
uncultured actinobacterium,1247,CRW_16S_B_2350,Bacteria,Actinobacteriota
uncultured actinobacterium,1240,CRW_16S_B_2351,Bacteria,Actinobacteriota
uncultured actinobacterium,1239,CRW_16S_B_2352,Bacteria,Actinobacteriota
uncultured actinobacterium,1247,CRW_16S_B_2353,Bacteria,Actinobacteriota
Streptomyces sp. M3,1275,CRW_16S_B_2359,Bacteria,Actinobacteriota
Streptomyces sp. MC1,1273,CRW_16S_B_2362,Bacteria,Actinobacteriota
uncultured actinobacterium,1239,CRW_16S_B_2369,Bacteria,Actinobacteriota
uncultured actinobacterium,1237,CRW_16S_B_2370,Bacteria,Actinobacteriota
uncultured actinobacterium,1240,CRW_16S_B_2371,Bacteria,Actinobacteriota
uncultured actinobacterium,1251,CRW_16S_B_2374,Bacteria,Actinobacteriota
uncultured actinobacterium,1240,CRW_16S_B_2375,Bacteria,Actinobacteriota
uncultured actinobacterium,1246,CRW_16S_B_2376,Bacteria,Actinobacteriota
uncultured actinobacterium,1237,CRW_16S_B_2377,Bacteria,Actinobacteriota
uncultured actinobacterium,1239,CRW_16S_B_2378,Bacteria,Actinobacteriota
uncultured actinobacterium,1242,CRW_16S_B_2379,Bacteria,Actinobacteriota
uncultured actinobacterium,1250,CRW_16S_B_2388,Bacteria,Actinobacteriota
uncultured actinobacterium,1252,CRW_16S_B_2389,Bacteria,Actinobacteriota
uncultured actinobacterium,1243,CRW_16S_B_2390,Bacteria,Actinobacteriota
uncultured actinobacterium,1250,CRW_16S_B_2391,Bacteria,Actinobacteriota
Rhodococcus erythropolis,1377,CRW_16S_B_2452,Bacteria,Actinobacteriota
Rhodococcus erythropolis,1386,CRW_16S_B_2453,Bacteria,Actinobacteriota
Rhodococcus erythropolis,1344,CRW_16S_B_2478,Bacteria,Actinobacteriota
Rhodococcus erythropolis,1341,CRW_16S_B_2479,Bacteria,Actinobacteriota
uncultured actinobacterium,1245,CRW_16S_B_2512,Bacteria,Actinobacteriota
uncultured actinobacterium,1246,CRW_16S_B_2513,Bacteria,Actinobacteriota
uncultured actinobacterium,1249,CRW_16S_B_2514,Bacteria,Actinobacteriota
uncultured actinobacterium,1249,CRW_16S_B_2515,Bacteria,Actinobacteriota
uncultured actinobacterium,1271,CRW_16S_B_2516,Bacteria,Actinobacteriota
Streptomyces griseus,1397,CRW_16S_B_2518,Bacteria,Actinobacteriota
Streptomyces bikiniensis,1382,CRW_16S_B_2535,Bacteria,Actinobacteriota
Streptomyces globisporus subsp. globisporus,1348,CRW_16S_B_256,Bacteria,Actinobacteriota
Streptomyces fradiae,1304,CRW_16S_B_257,Bacteria,Actinobacteriota
Streptomyces vinaceus,1151,CRW_16S_B_2614,Bacteria,Actinobacteriota
Streptomyces anulatus,1353,CRW_16S_B_2633,Bacteria,Actinobacteriota
Streptomyces flaveolus,1192,CRW_16S_B_2635,Bacteria,Actinobacteriota
Streptomyces griseoaurantiacus,1397,CRW_16S_B_2708,Bacteria,Actinobacteriota
Streptomyces griseolus,1399,CRW_16S_B_2709,Bacteria,Actinobacteriota
Streptomyces avellaneus,1328,CRW_16S_B_2729,Bacteria,Actinobacteriota
Streptomyces canarius,1318,CRW_16S_B_2732,Bacteria,Actinobacteriota
Streptomyces carpinensis,1285,CRW_16S_B_2734,Bacteria,Actinobacteriota
Streptomyces filipinensis,1367,CRW_16S_B_2739,Bacteria,Actinobacteriota
Streptomyces flaveus,1363,CRW_16S_B_274,Bacteria,Actinobacteriota
Streptomyces fulvissimus,1322,CRW_16S_B_2743,Bacteria,Actinobacteriota
Streptomyces gancidicus,1377,CRW_16S_B_2744,Bacteria,Actinobacteriota
Streptomyces netropsis,1318,CRW_16S_B_2746,Bacteria,Actinobacteriota
Streptomyces spectabilis,1317,CRW_16S_B_2750,Bacteria,Actinobacteriota
Catenuloplanes japonicus,1192,CRW_16S_B_2835,Bacteria,Actinobacteriota
Catenuloplanes japonicus,1128,CRW_16S_B_2836,Bacteria,Actinobacteriota
Catenuloplanes japonicus,1145,CRW_16S_B_2837,Bacteria,Actinobacteriota
Couchioplanes caeruleus,1148,CRW_16S_B_2838,Bacteria,Actinobacteriota
Corynebacterium accolens,1393,CRW_16S_B_2866,Bacteria,Actinobacteriota
Corynebacterium afermentans,1326,CRW_16S_B_2867,Bacteria,Actinobacteriota
Corynebacterium afermentans,1325,CRW_16S_B_2868,Bacteria,Actinobacteriota
Corynebacterium afermentans,1368,CRW_16S_B_2869,Bacteria,Actinobacteriota
Corynebacterium ammoniagenes,1311,CRW_16S_B_2871,Bacteria,Actinobacteriota
Corynebacterium argentoratense,1314,CRW_16S_B_2876,Bacteria,Actinobacteriota
Corynebacterium amycolatum,1322,CRW_16S_B_2877,Bacteria,Actinobacteriota
Corynebacterium sp.,1285,CRW_16S_B_2878,Bacteria,Actinobacteriota
Corynebacterium bovis,1387,CRW_16S_B_2879,Bacteria,Actinobacteriota
Corynebacterium cystitidis,1322,CRW_16S_B_2886,Bacteria,Actinobacteriota
