Organism name,Length,Benchmark ID,Taxonomy.SILVA.superkingdom,Taxonomy.SILVA.phylum
uncultured bacterium,1354,CRW_16S_B_16221,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16222,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16223,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16224,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16225,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16226,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16227,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16228,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16229,Bacteria,Chloroflexi
Atopobium rimae,1376,CRW_16S_B_1761,,
uncultured bacterium,1354,CRW_16S_B_16230,Bacteria,Chloroflexi
uncultured bacterium,1355,CRW_16S_B_16231,Bacteria,Chloroflexi
uncultured bacterium,1353,CRW_16S_B_16232,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16233,Bacteria,Chloroflexi
uncultured bacterium,1355,CRW_16S_B_16234,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16235,Bacteria,Chloroflexi
uncultured bacterium,1356,CRW_16S_B_16236,Bacteria,Chloroflexi
uncultured bacterium,1355,CRW_16S_B_16237,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16238,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16239,Bacteria,Chloroflexi
Atopobium rimae,1349,CRW_16S_B_1762,,
uncultured bacterium,1354,CRW_16S_B_16240,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16241,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16242,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16243,Bacteria,Chloroflexi
uncultured bacterium,1356,CRW_16S_B_16244,Bacteria,Chloroflexi
uncultured bacterium,1350,CRW_16S_B_16245,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16246,Bacteria,Chloroflexi
uncultured bacterium,1351,CRW_16S_B_16247,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16248,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16249,Bacteria,Chloroflexi
uncultured bacterium,1354,CRW_16S_B_16250,Bacteria,Chloroflexi
uncultured bacterium,1038,CRW_16S_B_16251,Bacteria,Chloroflexi
Clostridium diolis,1379,CRW_16S_B_16256,Bacteria,Firmicutes
Clostridium sp. Fanp3,1395,CRW_16S_B_16258,,
uncultured bacterium,1381,CRW_16S_B_16262,Bacteria,Chloroflexi
Eubacterium nodatum,1351,CRW_16S_B_16293,,
Eubacterium pectinii,1247,CRW_16S_B_16295,,
Eubacterium saphenum,1343,CRW_16S_B_16300,,
Filifactor alocis,1332,CRW_16S_B_16314,Bacteria,
Halanaerobacter chitinivorans,1284,CRW_16S_B_16336,Bacteria,
Lachnospira multipara,1119,CRW_16S_B_16344,Bacteria,Firmicutes
Megasphaera cerevisiae,1359,CRW_16S_B_16346,Bacteria,Firmicutes
unidentified Anaerocellum group bacteria,1290,CRW_16S_B_16354,Bacteria,Firmicutes
Peptostreptococcus anaerobius,1344,CRW_16S_B_16363,Bacteria,Firmicutes
Peptoniphilus asaccharolyticus,1369,CRW_16S_B_16368,Bacteria,Firmicutes
Peptoniphilus asaccharolyticus,1363,CRW_16S_B_16369,Bacteria,Firmicutes
Peptoniphilus asaccharolyticus,1371,CRW_16S_B_16370,Bacteria,Firmicutes
Anaerococcus hydrogenalis,1369,CRW_16S_B_16371,Bacteria,Firmicutes
Peptoniphilus indolicus,1366,CRW_16S_B_16372,Bacteria,Firmicutes
Anaerococcus lactolyticus,1359,CRW_16S_B_16373,Bacteria,Firmicutes
Peptoniphilus lacrimalis,1367,CRW_16S_B_16374,Bacteria,Firmicutes
Finegoldia magna,1351,CRW_16S_B_16375,Bacteria,Firmicutes
Peptostreptococcus micros,1369,CRW_16S_B_16376,,
Anaerococcus prevotii,1364,CRW_16S_B_16377,Bacteria,Firmicutes
Anaerococcus prevotii,1369,CRW_16S_B_16378,Bacteria,Firmicutes
Anaerococcus tetradius,1371,CRW_16S_B_16380,Bacteria,Firmicutes
Anaerococcus vaginalis,1369,CRW_16S_B_16381,Bacteria,Firmicutes
Roseburia cecicola,1371,CRW_16S_B_16385,Bacteria,Firmicutes
Ruminococcus gnavus,1291,CRW_16S_B_16391,,
Ruminococcus hansenii,1254,CRW_16S_B_16392,,
Ruminococcus productus,1365,CRW_16S_B_16395,,
Ruminococcus torques,1357,CRW_16S_B_16396,,
Selenomonas ruminantium,1389,CRW_16S_B_16403,Bacteria,Firmicutes
Sporomusa termitida,1366,CRW_16S_B_16410,Bacteria,Firmicutes
Sarcina maxima,1399,CRW_16S_B_16411,Bacteria,Firmicutes
Sarcina ventriculi,1304,CRW_16S_B_16413,Bacteria,Firmicutes
Pelotomaculum schinkii,1361,CRW_16S_B_16425,Bacteria,Firmicutes
Pelotomaculum schinkii,1362,CRW_16S_B_16426,Bacteria,Firmicutes
Thermoanaerobacter thermohydrosulfuricus,1105,CRW_16S_B_16447,Bacteria,Firmicutes
Brachybacterium conglomeratum,1326,CRW_16S_B_1802,Bacteria,Actinobacteria
Arthrobacter chlorophenolicus,1329,CRW_16S_B_1803,,
Streptomyces caviscabies,1332,CRW_16S_B_1804,,
Arthrobacter globiformis,1327,CRW_16S_B_1805,Bacteria,Actinobacteria
Micrococcus luteus,1328,CRW_16S_B_1806,Bacteria,Actinobacteria
Mycobacterium sp. I5,1389,CRW_16S_B_1826,,
Arthrobacter sp. I4,1358,CRW_16S_B_1827,,
Rhodococcus sp. I7,1374,CRW_16S_B_1828,,
Arthrobacter sp. M4,1389,CRW_16S_B_1829,,
Nocardia nova,1383,CRW_16S_B_1831,Bacteria,Actinobacteria
Nocardia veterana,1395,CRW_16S_B_1834,Bacteria,Actinobacteria
Corynebacterium freneyi,1225,CRW_16S_B_1871,Bacteria,Actinobacteria
Micromonospora sp. N0072,1360,CRW_16S_B_1873,,
Micromonospora sp. N0073,1367,CRW_16S_B_1874,,
Micromonospora sp. N0074,1374,CRW_16S_B_1875,,
Micromonospora sp. N0075,1380,CRW_16S_B_1876,,
Micromonospora sp. N0087,1380,CRW_16S_B_1877,,
Micromonospora sp. N0088,1385,CRW_16S_B_1878,,
Micromonospora sp. N0093,1379,CRW_16S_B_1879,,
Micromonospora sp. N0097,1390,CRW_16S_B_1880,,
Micromonospora sp. N0098,1393,CRW_16S_B_1881,,
Micromonospora sp. N0152,1385,CRW_16S_B_1882,,
Micromonospora sp. N0153,1387,CRW_16S_B_1883,,
Micromonospora sp. N0155,1396,CRW_16S_B_1884,,
Micromonospora sp. N0156,1386,CRW_16S_B_1885,,
Micromonospora sp. N0157,1396,CRW_16S_B_1886,,
Micromonospora sp. N0158,1396,CRW_16S_B_1887,,
Micromonospora sp. N0162,1387,CRW_16S_B_1889,,
Micromonospora sp. N0163,1384,CRW_16S_B_1890,,
Micromonospora sp. N0168,1378,CRW_16S_B_1891,,
Micromonospora sp. N0179,1389,CRW_16S_B_1892,,
bacterium Ellin6090,1380,CRW_16S_B_1909,Bacteria,Actinobacteria
Arthrobacter sp. 110,1390,CRW_16S_B_1913,Bacteria,Actinobacteria
Streptomyces lateritius,1347,CRW_16S_B_1921,Bacteria,Actinobacteria
Mycobacterium sp. KNUC92,1292,CRW_16S_B_1923,Bacteria,Actinobacteria
Streptomyces sp. EN22,1239,CRW_16S_B_1927,Bacteria,Actinobacteria
Streptacidiphilus jiangxiensis,1324,CRW_16S_B_1966,Bacteria,Actinobacteria
Rice orange leaf phytoplasma,1368,CRW_16S_B_16468,Bacteria,Firmicutes
Phytoplasma sp. JWB-Ky,1367,CRW_16S_B_16469,,
Phytoplasma sp. JWB-G1,1367,CRW_16S_B_16470,,
Phytoplasma sp. JWB-G2,1367,CRW_16S_B_16471,,
Phytoplasma sp. JWB-F,1367,CRW_16S_B_16472,,
Phytoplasma sp. JWB-Ko,1367,CRW_16S_B_16473,,
Rose cv. Frisco phytoplasma,1101,CRW_16S_B_16507,,
Phytoplasma sp. PY1,1239,CRW_16S_B_16508,Bacteria,Firmicutes
uncultured bacterium,1055,CRW_16S_B_16511,Bacteria,Chloroflexi
Mulberry dwarf phytoplasma,1097,CRW_16S_B_16515,,
Anaeroplasma intermedium,1271,CRW_16S_B_16518,,
Strawberry phylloid fruit phytoplasma,1246,CRW_16S_B_16523,Bacteria,Firmicutes
Mycobacterium sp. NIPHL130302,1015,CRW_16S_B_2024,,
Mycobacterium abscessus,1010,CRW_16S_B_2026,Bacteria,Actinobacteria
Marigold phyllody phytoplasma,1015,CRW_16S_B_16583,,
Orange little leaf phytoplasma,1247,CRW_16S_B_16601,Bacteria,Firmicutes
Sunshine tree witches'-broom phytoplasma,1250,CRW_16S_B_16602,Bacteria,Firmicutes
Petunia dwarf phytoplasma,1248,CRW_16S_B_16603,,
Petunia flat stem phytoplasma,1248,CRW_16S_B_16604,Bacteria,Firmicutes
uncultured bacterium,1001,CRW_16S_B_16610,Bacteria,Chloroflexi
Peach red leaf phytoplasma,1247,CRW_16S_B_16640,,
Bamboo witches'-broom phytoplasma,1247,CRW_16S_B_16641,Bacteria,Firmicutes
Paulownia witches'-broom phytoplasma,1249,CRW_16S_B_16642,Bacteria,Firmicutes
Paulownia witches'-broom phytoplasma,1249,CRW_16S_B_16643,Bacteria,Firmicutes
Arthrobacter sp. GWS-BW-H41M,1347,CRW_16S_B_2033,,
Rose MI1 phytoplasma,1045,CRW_16S_B_16650,,
Arthrobacter sp. GWS-BW-H53M,1308,CRW_16S_B_2034,Bacteria,Actinobacteria
Arthrobacter sp. GWS-BW-H45M,1354,CRW_16S_B_2035,Bacteria,Actinobacteria
uncultured Ureaplasma sp.,1010,CRW_16S_B_16666,Bacteria,Firmicutes
,1354,CRW_16S_NA_16671,,
,1350,CRW_16S_NA_16672,,
Candidatus Phytoplasma fraxini,1232,CRW_16S_B_16673,Bacteria,Firmicutes
Aster yellows phytoplasma,1141,CRW_16S_B_16674,Bacteria,Firmicutes
Bamboo witches'-broom phytoplasma,1168,CRW_16S_B_16683,Bacteria,Firmicutes
Black pepper phyllody phytoplasma,1230,CRW_16S_B_16684,,
Chinese wingnut witches'-broom phytoplasma,1246,CRW_16S_B_16685,,
Chinese berry tree witches'-broom phytoplasma,1347,CRW_16S_B_16687,,
Wheat blue dwarf phytoplasma,1177,CRW_16S_B_16689,,
Aster yellows phytoplasma,1243,CRW_16S_B_16691,Bacteria,Firmicutes
uncultured bacterium,1028,CRW_16S_B_16692,Bacteria,Chloroflexi
uncultured bacterium,1055,CRW_16S_B_16693,Bacteria,Chloroflexi
Chayote whiteness phytoplasma,1219,CRW_16S_B_16694,Bacteria,Firmicutes
Lily fasciation phytoplasma,1243,CRW_16S_B_16697,,
Ribes rubrum phytoplasma,1188,CRW_16S_B_16698,,
Carnation yellow phytoplasma,1247,CRW_16S_B_16700,,
uncultured bacterium,1346,CRW_16S_B_16701,Bacteria,Chloroflexi
uncultured bacterium,1346,CRW_16S_B_16702,Bacteria,Chloroflexi
uncultured bacterium,1346,CRW_16S_B_16703,Bacteria,Chloroflexi
uncultured bacterium,1346,CRW_16S_B_16704,Bacteria,Chloroflexi
uncultured bacterium,1346,CRW_16S_B_16705,Bacteria,Chloroflexi
uncultured bacterium,1346,CRW_16S_B_16706,Bacteria,Chloroflexi
uncultured bacterium,1346,CRW_16S_B_16707,Bacteria,Chloroflexi
uncultured bacterium,1346,CRW_16S_B_16708,Bacteria,Chloroflexi
uncultured bacterium,1346,CRW_16S_B_16709,Bacteria,Chloroflexi
uncultured bacterium,1346,CRW_16S_B_16710,Bacteria,Chloroflexi
uncultured bacterium,1346,CRW_16S_B_16711,Bacteria,Chloroflexi
uncultured bacterium,1347,CRW_16S_B_16712,Bacteria,Chloroflexi
uncultured bacterium,1346,CRW_16S_B_16713,Bacteria,Chloroflexi
uncultured bacterium,1346,CRW_16S_B_16714,Bacteria,Chloroflexi
uncultured bacterium,1346,CRW_16S_B_16715,Bacteria,Chloroflexi
uncultured bacterium,1346,CRW_16S_B_16716,Bacteria,Chloroflexi
uncultured bacterium,1346,CRW_16S_B_16717,Bacteria,Chloroflexi
uncultured bacterium,1347,CRW_16S_B_16718,Bacteria,Chloroflexi
uncultured bacterium,1346,CRW_16S_B_16719,Bacteria,Chloroflexi
uncultured bacterium,1346,CRW_16S_B_16720,Bacteria,Chloroflexi
uncultured bacterium,1346,CRW_16S_B_16721,Bacteria,Chloroflexi
uncultured bacterium,1346,CRW_16S_B_16722,Bacteria,Chloroflexi
uncultured bacterium,1346,CRW_16S_B_16723,Bacteria,Chloroflexi
uncultured bacterium,1346,CRW_16S_B_16724,Bacteria,Chloroflexi
uncultured bacterium,1346,CRW_16S_B_16725,Bacteria,Chloroflexi
rainbow trout intestinal bacterium A110,1348,CRW_16S_B_2041,,
uncultured bacterium,1346,CRW_16S_B_16726,Bacteria,Chloroflexi
uncultured bacterium,1346,CRW_16S_B_16727,Bacteria,Chloroflexi
uncultured bacterium,1346,CRW_16S_B_16728,Bacteria,Chloroflexi
uncultured bacterium,1346,CRW_16S_B_16729,Bacteria,Chloroflexi
uncultured bacterium,1346,CRW_16S_B_16730,Bacteria,Chloroflexi
uncultured bacterium,1346,CRW_16S_B_16731,Bacteria,Chloroflexi
uncultured bacterium,1346,CRW_16S_B_16732,Bacteria,Chloroflexi
uncultured bacterium,1346,CRW_16S_B_16733,Bacteria,Chloroflexi
uncultured bacterium,1346,CRW_16S_B_16734,Bacteria,Chloroflexi
uncultured bacterium,1346,CRW_16S_B_16735,Bacteria,Chloroflexi
uncultured bacterium,1346,CRW_16S_B_16736,Bacteria,Chloroflexi
uncultured bacterium,1346,CRW_16S_B_16737,Bacteria,Chloroflexi
uncultured bacterium,1346,CRW_16S_B_16738,Bacteria,Chloroflexi
Bulleidia extructa,1348,CRW_16S_B_16741,Bacteria,Firmicutes
Clostridium spiroforme,1388,CRW_16S_B_16750,,
uncultured bacterium,1340,CRW_16S_B_16752,Bacteria,Chloroflexi
uncultured actinobacterium,1062,CRW_16S_B_2044,Bacteria,Actinobacteria
Candidatus Phytoplasma fragariae,1333,CRW_16S_B_16761,Bacteria,Firmicutes
Pepper little leaf phytoplasma,1246,CRW_16S_B_16762,,
Sandal spike phytoplasma,1149,CRW_16S_B_16763,,
Catharanthus roseus phytoplasma,1255,CRW_16S_B_16764,,
Candidatus Phytoplasma solani,1242,CRW_16S_B_16769,Bacteria,Firmicutes
Candidatus Phytoplasma solani,1243,CRW_16S_B_16770,Bacteria,Firmicutes
Pepper little leaf phytoplasma,1246,CRW_16S_B_16771,,
Candidatus Phytoplasma solani,1093,CRW_16S_B_16782,Bacteria,Firmicutes
Aster yellows phytoplasma,1095,CRW_16S_B_16783,Bacteria,Firmicutes
Aster yellows phytoplasma,1098,CRW_16S_B_16784,Bacteria,Firmicutes
Aster yellows phytoplasma,1099,CRW_16S_B_16785,Bacteria,Firmicutes
uncultured bacterium,1349,CRW_16S_B_16792,Bacteria,Chloroflexi
uncultured bacterium,1346,CRW_16S_B_16793,Bacteria,Chloroflexi
uncultured bacterium,1348,CRW_16S_B_16794,Bacteria,Chloroflexi
uncultured bacterium,1346,CRW_16S_B_16795,Bacteria,Chloroflexi
Pigeon pea little leaf phytoplasma,1244,CRW_16S_B_16796,,
Chilli little leaf phytoplasma,1297,CRW_16S_B_16797,Bacteria,Firmicutes
Tomato little leaf phytoplasma,1245,CRW_16S_B_16803,,
Chrysanthemum witches'-broom phytoplasma,1396,CRW_16S_B_16809,Bacteria,Firmicutes
Sesamum phyllody phytoplasma,1387,CRW_16S_B_16810,,
Candidatus Phytoplasma solani,1371,CRW_16S_B_16812,Bacteria,Firmicutes
Chinaberry witches'-broom phytoplasma,1248,CRW_16S_B_16814,,
Chinaberry witches'-broom phytoplasma,1248,CRW_16S_B_16815,,
Lucerne witches'-broom phytoplasma,1246,CRW_16S_B_16818,,
Paulownia witches'-broom phytoplasma,1237,CRW_16S_B_16819,Bacteria,Firmicutes
Jujube witches'-broom phytoplasma,1239,CRW_16S_B_16821,Bacteria,Firmicutes
'Cicadulina bipunctata' phytoplasma,1176,CRW_16S_B_16823,,
'Asymmetrasca decedens' phytoplasma,1163,CRW_16S_B_16824,,
Mycoplasma haemofelis,1377,CRW_16S_B_16837,Bacteria,Firmicutes
Mycoplasma hyorhinis,1398,CRW_16S_B_16900,,
Candidatus Phytoplasma fraxini,1400,CRW_16S_B_16918,Bacteria,Firmicutes
Candidatus Phytoplasma trifolii,1391,CRW_16S_B_16924,Bacteria,Firmicutes
Clover phyllody phytoplasma,1388,CRW_16S_B_16925,,
Clover yellow edge phytoplasma,1386,CRW_16S_B_16926,,
Canadian peach X phytoplasma,1395,CRW_16S_B_16930,Bacteria,Firmicutes
Candidatus Phytoplasma ulmi,1390,CRW_16S_B_16932,Bacteria,Firmicutes
Loofah witches'-broom phytoplasma,1396,CRW_16S_B_16938,,
Phytoplasma sp.,1185,CRW_16S_B_16941,,
Sweet potato witches'-broom phytoplasma,1397,CRW_16S_B_16953,Bacteria,Firmicutes
Micrococcus sp. GIC11,1260,CRW_16S_B_2065,,
Arthrobacter sp. GIC33,1268,CRW_16S_B_2066,,
Mycobacterium sp. GIC5,1150,CRW_16S_B_2067,,
Kitasatospora nipponensis,1390,CRW_16S_B_2069,Bacteria,Actinobacteria
Kitasatospora kifunensis,1380,CRW_16S_B_2070,Bacteria,Actinobacteria
Sugarcane phytoplasma (uncharacterised),1246,CRW_16S_B_17021,,
Sugarcane phytoplasma (uncharacterised),1251,CRW_16S_B_17022,,
Spiroplasma clarkii,1387,CRW_16S_B_17026,Bacteria,Firmicutes
Streptomyces sp. M7,1313,CRW_16S_B_2097,,
Mycobacterium liflandii,1332,CRW_16S_B_2108,,
Streptomyces sp. S3.32,1391,CRW_16S_B_2157,,
Streptomyces sp. AH030061,1389,CRW_16S_B_2178,Bacteria,Actinobacteria
Streptomyces sp. AH030027,1389,CRW_16S_B_2179,,
Nocardia mexicana,1329,CRW_16S_B_2212,Bacteria,Actinobacteria
Nocardia mexicana,1330,CRW_16S_B_2214,Bacteria,Actinobacteria
Nocardia mexicana,1330,CRW_16S_B_2215,Bacteria,Actinobacteria
Arthrobacter sp. 35/45,1390,CRW_16S_B_2236,,
Arthrobacter sp. 35/47,1381,CRW_16S_B_2237,,
Streptomyces sp. 173,1297,CRW_16S_B_2251,,
Streptomyces sp. 86,1332,CRW_16S_B_2252,,
Streptomyces sp. 287,1342,CRW_16S_B_2253,Bacteria,Actinobacteria
Streptomyces sp. 310,1325,CRW_16S_B_2254,,
Streptomyces sp. 313,1319,CRW_16S_B_2255,,
Streptomyces sp. 420,1336,CRW_16S_B_2256,,
Streptomyces sp. 426,1321,CRW_16S_B_2257,,
Streptomyces sp. 432,1338,CRW_16S_B_2258,,
Streptomyces sp. 458,1293,CRW_16S_B_2259,,
Mycobacterium simiae,1203,CRW_16S_B_2266,Bacteria,Actinobacteria
Arthrobacter sp. T11-6,1388,CRW_16S_B_2268,,
Streptomyces sp. CPS-2,1388,CRW_16S_B_2274,,
Streptomyces albolongus,1292,CRW_16S_B_2319,,
Micrococcus alkanovora,1384,CRW_16S_B_2323,,
Mycobacterium asiaticum,1025,CRW_16S_B_2330,Bacteria,Actinobacteria
Micrococcus lylae,1318,CRW_16S_B_2333,Bacteria,Actinobacteria
Rhodococcus erythropolis,1334,CRW_16S_B_2334,Bacteria,Actinobacteria
Mycobacterium flavescens,1180,CRW_16S_B_2335,Bacteria,Actinobacteria
Mycobacterium flavescens,1180,CRW_16S_B_2336,Bacteria,Actinobacteria
Mycobacterium flavescens,1179,CRW_16S_B_2337,Bacteria,Actinobacteria
Mycobacterium triviale,1384,CRW_16S_B_2338,Bacteria,Actinobacteria
Mycobacterium triviale,1387,CRW_16S_B_2339,Bacteria,Actinobacteria
Mycobacterium triviale,1395,CRW_16S_B_2340,Bacteria,Actinobacteria
uncultured actinobacterium,1247,CRW_16S_B_2341,Bacteria,Actinobacteria
uncultured actinobacterium,1238,CRW_16S_B_2342,Bacteria,Actinobacteria
uncultured actinobacterium,1238,CRW_16S_B_2343,Bacteria,Actinobacteria
uncultured actinobacterium,1240,CRW_16S_B_2344,Bacteria,Actinobacteria
uncultured actinobacterium,1246,CRW_16S_B_2345,Bacteria,Actinobacteria
uncultured actinobacterium,1239,CRW_16S_B_2346,Bacteria,Actinobacteria
uncultured actinobacterium,1252,CRW_16S_B_2347,Bacteria,Actinobacteria
uncultured actinobacterium,1252,CRW_16S_B_2348,Bacteria,Actinobacteria
uncultured actinobacterium,1240,CRW_16S_B_2349,Bacteria,Actinobacteria
uncultured actinobacterium,1247,CRW_16S_B_2350,Bacteria,Actinobacteria
uncultured actinobacterium,1240,CRW_16S_B_2351,Bacteria,Actinobacteria
uncultured actinobacterium,1239,CRW_16S_B_2352,Bacteria,Actinobacteria
uncultured actinobacterium,1247,CRW_16S_B_2353,Bacteria,Actinobacteria
Streptomyces sp. C39,1277,CRW_16S_B_2358,Bacteria,Actinobacteria
Streptomyces sp. M3,1275,CRW_16S_B_2359,,
Streptomyces sp. M40,1263,CRW_16S_B_2360,,
Streptomyces sp. M46,1276,CRW_16S_B_2361,,
Streptomyces sp. MC1,1273,CRW_16S_B_2362,,
Streptomyces sp. MC2,1259,CRW_16S_B_2363,Bacteria,Actinobacteria
Streptomyces sp. MC3,1164,CRW_16S_B_2364,,
Streptomyces sp. AB3,1324,CRW_16S_B_2366,,
uncultured actinobacterium,1239,CRW_16S_B_2369,Bacteria,Actinobacteria
uncultured actinobacterium,1237,CRW_16S_B_2370,Bacteria,Actinobacteria
uncultured actinobacterium,1240,CRW_16S_B_2371,Bacteria,Actinobacteria
uncultured actinobacterium,1251,CRW_16S_B_2374,Bacteria,Actinobacteria
uncultured actinobacterium,1240,CRW_16S_B_2375,Bacteria,Actinobacteria
uncultured actinobacterium,1246,CRW_16S_B_2376,Bacteria,Actinobacteria
uncultured actinobacterium,1237,CRW_16S_B_2377,Bacteria,Actinobacteria
uncultured actinobacterium,1239,CRW_16S_B_2378,Bacteria,Actinobacteria
uncultured actinobacterium,1242,CRW_16S_B_2379,Bacteria,Actinobacteria
Arthrobacter sp. NIPHL090904/B5,1349,CRW_16S_B_2385,,
uncultured actinobacterium,1250,CRW_16S_B_2388,Bacteria,Actinobacteria
uncultured actinobacterium,1252,CRW_16S_B_2389,Bacteria,Actinobacteria
uncultured actinobacterium,1243,CRW_16S_B_2390,Bacteria,Actinobacteria
uncultured actinobacterium,1250,CRW_16S_B_2391,Bacteria,Actinobacteria
Streptomyces sp. N0011,1398,CRW_16S_B_2397,,
Streptomyces sp. N0014,1396,CRW_16S_B_2399,,
Streptomyces sp. N0117,1397,CRW_16S_B_2413,,
Arthrobacter oxydans,1373,CRW_16S_B_2429,,
Rhodococcus sp. OUCZ35,1371,CRW_16S_B_2431,,
Rhodococcus sp. OUCZ44,1391,CRW_16S_B_2432,,
Rhodococcus sp. OUCZ58,1391,CRW_16S_B_2434,,
Rhodococcus erythreus,1394,CRW_16S_B_2436,,
Rhodococcus erythreus,1395,CRW_16S_B_2437,,
Mycobacterium austroafricanum,1339,CRW_16S_B_2440,Bacteria,Actinobacteria
Rhodococcus erythropolis,1377,CRW_16S_B_2452,Bacteria,Actinobacteria
Rhodococcus erythropolis,1386,CRW_16S_B_2453,Bacteria,Actinobacteria
Mycobacterium liflandii,1371,CRW_16S_B_2461,,
Streptomyces endosymbiont of Philanthus triangulum,1303,CRW_16S_B_2465,,
Streptomyces endosymbiont of Philanthus triangulum,1303,CRW_16S_B_2466,,
Streptomyces endosymbiont of Philanthus triangulum,1303,CRW_16S_B_2467,,
Streptomyces endosymbiont of Philanthus gibbosus,1303,CRW_16S_B_2468,,
Streptomyces endosymbiont of Philanthus venustus,1304,CRW_16S_B_2469,,
Micromonospora terrae,1330,CRW_16S_B_2476,Bacteria,Actinobacteria
Rhodococcus erythropolis,1344,CRW_16S_B_2478,Bacteria,Actinobacteria
Rhodococcus erythropolis,1341,CRW_16S_B_2479,Bacteria,Actinobacteria
Streptomyces sp. 134,1387,CRW_16S_B_2496,,
uncultured actinobacterium,1245,CRW_16S_B_2512,Bacteria,Actinobacteria
uncultured actinobacterium,1246,CRW_16S_B_2513,Bacteria,Actinobacteria
uncultured actinobacterium,1249,CRW_16S_B_2514,Bacteria,Actinobacteria
uncultured actinobacterium,1249,CRW_16S_B_2515,Bacteria,Actinobacteria
uncultured actinobacterium,1271,CRW_16S_B_2516,Bacteria,Actinobacteria
Arthrobacter sp. KW,1374,CRW_16S_B_2517,Bacteria,Actinobacteria
Streptomyces griseus,1397,CRW_16S_B_2518,Bacteria,Actinobacteria
Mycobacterium sp. JS14,1329,CRW_16S_B_2525,,
Mycobacterium sp. JS19b1,1233,CRW_16S_B_2526,,
Streptomyces bikiniensis,1382,CRW_16S_B_2535,Bacteria,Actinobacteria
Streptomyces globisporus subsp. globisporus,1348,CRW_16S_B_256,,
Streptomyces fradiae,1304,CRW_16S_B_257,Bacteria,Actinobacteria
Streptomyces vinaceus,1151,CRW_16S_B_2614,Bacteria,Actinobacteria
Streptomyces anulatus,1353,CRW_16S_B_2633,Bacteria,Actinobacteria
Streptomyces flaveolus,1192,CRW_16S_B_2635,Bacteria,Actinobacteria
Streptomyces griseoaurantiacus,1397,CRW_16S_B_2708,Bacteria,Actinobacteria
Streptomyces griseolus,1399,CRW_16S_B_2709,Bacteria,Actinobacteria
Streptomyces avellaneus,1328,CRW_16S_B_2729,Bacteria,Actinobacteria
Streptomyces canarius,1318,CRW_16S_B_2732,Bacteria,Actinobacteria
Streptomyces carpinensis,1285,CRW_16S_B_2734,Bacteria,Actinobacteria
Streptomyces cavourensis subsp. washingtonensis,1313,CRW_16S_B_2735,,
Streptomyces costaricanus,1311,CRW_16S_B_2736,Bacteria,Actinobacteria
Streptomyces roseoverticillatus subsp. melrosporus,1318,CRW_16S_B_2738,Bacteria,Actinobacteria
Streptomyces filipinensis,1367,CRW_16S_B_2739,Bacteria,Actinobacteria
Streptomyces flaveus,1363,CRW_16S_B_274,Bacteria,Actinobacteria
Streptomyces flavotricini,1315,CRW_16S_B_2740,Bacteria,Actinobacteria
Streptomyces fulvissimus,1322,CRW_16S_B_2743,Bacteria,Actinobacteria
Streptomyces gancidicus,1377,CRW_16S_B_2744,Bacteria,Actinobacteria
Streptomyces netropsis,1318,CRW_16S_B_2746,Bacteria,Actinobacteria
Streptomyces polychromogenes,1326,CRW_16S_B_2747,Bacteria,Actinobacteria
Streptomyces septatus,1306,CRW_16S_B_2749,,
Streptomyces spectabilis,1317,CRW_16S_B_2750,Bacteria,Actinobacteria
Bifidobacterium longum bv. Infantis,1349,CRW_16S_B_2799,,
Catenuloplanes japonicus,1192,CRW_16S_B_2835,Bacteria,Actinobacteria
Catenuloplanes japonicus,1128,CRW_16S_B_2836,Bacteria,Actinobacteria
Catenuloplanes japonicus,1145,CRW_16S_B_2837,Bacteria,Actinobacteria
Couchioplanes caeruleus,1148,CRW_16S_B_2838,Bacteria,Actinobacteria
Corynebacterium accolens,1393,CRW_16S_B_2866,Bacteria,Actinobacteria
Corynebacterium afermentans,1326,CRW_16S_B_2867,Bacteria,Actinobacteria
Corynebacterium afermentans,1325,CRW_16S_B_2868,Bacteria,Actinobacteria
Corynebacterium afermentans,1368,CRW_16S_B_2869,Bacteria,Actinobacteria
Corynebacterium ammoniagenes,1311,CRW_16S_B_2871,Bacteria,Actinobacteria
