Organism name,Length,Benchmark ID,Taxonomy.NCBI.superkingdom,Taxonomy.NCBI.phylum
uncultured Staphylococcus sp.,785,CRW_16S_B_10844,,
Streptomyces lateritius,565,CRW_16S_B_325,Bacteria,
uncultured Staphylococcus sp.,797,CRW_16S_B_10845,,
Streptomyces lavendulae subsp. lavendulae,564,CRW_16S_B_326,,
uncultured Staphylococcus sp.,797,CRW_16S_B_10846,,
uncultured actinobacterium,780,CRW_16S_B_3261,Bacteria,
uncultured Staphylococcus sp.,790,CRW_16S_B_10847,,
Streptomyces limosus,563,CRW_16S_B_327,,
uncultured Streptococcus sp.,659,CRW_16S_B_10848,,
Streptomyces microflavus,563,CRW_16S_B_328,Bacteria,
uncultured Staphylococcus sp.,799,CRW_16S_B_10850,,
uncultured Staphylococcus sp.,698,CRW_16S_B_10852,,
Streptomyces litmocidini,563,CRW_16S_B_329,Bacteria,
uncultured Staphylococcus sp.,776,CRW_16S_B_10854,,
Streptomyces luridus,563,CRW_16S_B_330,Bacteria,
Brevibacterium sp. MN44,460,CRW_16S_B_3300,,
uncultured Staphylococcus sp.,787,CRW_16S_B_10856,,
Brachybacterium sp. MN32,800,CRW_16S_B_3301,,
uncultured Streptococcus sp.,758,CRW_16S_B_10857,,
uncultured Staphylococcus sp.,783,CRW_16S_B_10858,,
Streptomyces macrosporeus,564,CRW_16S_B_331,Bacteria,
uncultured Staphylococcus sp.,794,CRW_16S_B_10860,,
Streptomyces massasporeus,563,CRW_16S_B_332,Bacteria,
uncultured Streptococcus sp.,765,CRW_16S_B_10861,,
Streptomyces michiganensis,564,CRW_16S_B_333,Bacteria,
uncultured Staphylococcus sp.,717,CRW_16S_B_10862,,
Streptomyces minoensis,564,CRW_16S_B_334,Bacteria,
uncultured Staphylococcus sp.,767,CRW_16S_B_10863,,
Streptomyces murinus,564,CRW_16S_B_335,Bacteria,
uncultured Staphylococcus sp.,728,CRW_16S_B_10864,,
Streptomyces mutabilis,564,CRW_16S_B_336,Bacteria,
uncultured Streptococcus sp.,657,CRW_16S_B_10866,,
Streptomyces narbonensis,564,CRW_16S_B_337,Bacteria,
uncultured Streptococcus sp.,759,CRW_16S_B_10867,,
Streptomyces flavovirens,566,CRW_16S_B_338,Bacteria,
uncultured Streptococcus sp.,766,CRW_16S_B_10868,,
Streptomyces nitrosporeus,564,CRW_16S_B_339,Bacteria,
uncultured Staphylococcus sp.,626,CRW_16S_B_10882,,
Streptomyces caeruleus,564,CRW_16S_B_340,,
uncultured Staphylococcus sp.,789,CRW_16S_B_10884,,
Nocardia farcinica,459,CRW_16S_B_3409,Bacteria,
uncultured Streptococcus sp.,713,CRW_16S_B_10890,,
Streptomyces pilosus,564,CRW_16S_B_341,Bacteria,
Corynebacterium sp. YNLB4-63-270505,517,CRW_16S_B_3412,,
uncultured Streptococcus sp.,656,CRW_16S_B_10891,,
uncultured bacterium,481,CRW_16S_B_10897,,
Corynebacterium xerosis,692,CRW_16S_B_3413,Bacteria,
Bacillus anthracis,586,CRW_16S_B_10898,,
Corynebacterium sp. YNLB29-33-191104,782,CRW_16S_B_3414,,
Bacillus sp. HPC698,534,CRW_16S_B_10899,,
uncultured actinobacterium,441,CRW_16S_B_3419,Bacteria,
Bacillus cereus,554,CRW_16S_B_10900,,
Streptomyces pluricolorescens,565,CRW_16S_B_342,Bacteria,
Staphylococcus epidermidis,273,CRW_16S_B_10903,,
uncultured actinobacterium,441,CRW_16S_B_3420,Bacteria,
uncultured bacterium,503,CRW_16S_B_10905,,
uncultured actinobacterium,441,CRW_16S_B_3421,Bacteria,
Streptomyces puniceus,564,CRW_16S_B_343,Bacteria,
Bacillus thuringiensis,506,CRW_16S_B_10909,,
Streptomyces ramulosus,564,CRW_16S_B_344,Bacteria,
Bacillus cereus,484,CRW_16S_B_10910,,
Streptomyces recifensis,564,CRW_16S_B_345,Bacteria,
Bacillus cereus,515,CRW_16S_B_10911,,
Streptomyces resistomycificus,564,CRW_16S_B_346,Bacteria,
Bacillus sp. '6.5 MW-18',362,CRW_16S_B_10912,,
Streptomyces roseolilacinus,564,CRW_16S_B_347,Bacteria,
Bacillus sp. '7.3 MW-6',434,CRW_16S_B_10913,,
Streptomyces roseolus,564,CRW_16S_B_348,Bacteria,
Bacillus sp. '7.3 MW-13',508,CRW_16S_B_10914,,
Streptomyces roseoverticillatus,567,CRW_16S_B_349,,
Bacillus cereus,369,CRW_16S_B_10915,,
Streptomyces rutgersensis subsp. rutgersensis,564,CRW_16S_B_350,,
uncultured Lactobacillus sp.,297,CRW_16S_B_10916,,
Williamsia sp. CC-SR4,555,CRW_16S_B_3504,,
uncultured Lactobacillus sp.,295,CRW_16S_B_10917,,
Streptomyces sioyaensis,563,CRW_16S_B_351,Bacteria,
uncultured Lactobacillus sp.,282,CRW_16S_B_10918,,
Streptomyces sp. PDD-14b-9,470,CRW_16S_B_3513,,
uncultured Lactobacillus sp.,307,CRW_16S_B_10919,,
Streptomyces toxytricini,563,CRW_16S_B_352,Bacteria,
uncultured Lactobacillus sp.,315,CRW_16S_B_10920,,
Streptomyces violaceoruber,563,CRW_16S_B_353,Bacteria,
uncultured Lactobacillus sp.,296,CRW_16S_B_10921,,
Streptomyces virginiae,563,CRW_16S_B_354,Bacteria,
uncultured Lactobacillus sp.,289,CRW_16S_B_10922,,
Streptomyces xanthochromogenes,563,CRW_16S_B_355,Bacteria,
uncultured Bacillaceae bacterium,496,CRW_16S_B_10923,,
uncultured actinobacterium,604,CRW_16S_B_3553,Bacteria,
Staphylococcus epidermidis,638,CRW_16S_B_10924,,
uncultured actinobacterium,599,CRW_16S_B_3554,Bacteria,
Streptococcus bovis,403,CRW_16S_B_10925,,
Brachybacterium sp. CR40,650,CRW_16S_B_3556,,
Bacillus sp. W3E,666,CRW_16S_B_10926,,
Brachybacterium sp. CR48,439,CRW_16S_B_3557,,
uncultured soil bacterium,427,CRW_16S_B_10941,,
Brachybacterium sp. CU1,660,CRW_16S_B_3558,,
Staphylococcus sp. HPC1,624,CRW_16S_B_10943,,
Streptomyces xanthophaeus,563,CRW_16S_B_356,Bacteria,
Staphylococcus sp. HPC1,622,CRW_16S_B_10944,,
Brachybacterium sp. PB15,660,CRW_16S_B_3562,,
Staphylococcus sp. HPC3,567,CRW_16S_B_10945,,
Brachybacterium sp. PB64,800,CRW_16S_B_3563,,
Staphylococcus sp. HPC3,662,CRW_16S_B_10946,,
Micromonospora sp. MP38-A10,622,CRW_16S_B_3564,,
Staphylococcus sp. HPC17,588,CRW_16S_B_10947,,
Micromonospora sp. MP38-A11,464,CRW_16S_B_3565,,
Staphylococcus sp. HPC17,557,CRW_16S_B_10948,,
Micromonospora sp. MP38-A6,614,CRW_16S_B_3566,,
Micromonospora sp. MP38-A8,588,CRW_16S_B_3567,,
Staphylococcus pasteuri,480,CRW_16S_B_10949,,
Micromonospora sp. MP38-A9,627,CRW_16S_B_3568,,
Staphylococcus sp. HPC764,564,CRW_16S_B_10950,,
Micromonospora sp. MP38-B10,622,CRW_16S_B_3569,,
uncultured bacterium,648,CRW_16S_B_10956,,
uncultured bacterium,648,CRW_16S_B_10957,,
Streptomyces aburaviensis,563,CRW_16S_B_357,,
uncultured bacterium,648,CRW_16S_B_10958,,
Micromonospora sp. MP38-B9,592,CRW_16S_B_3570,,
uncultured bacterium,645,CRW_16S_B_10959,,
Micromonospora sp. MP38-C11,622,CRW_16S_B_3571,,
uncultured bacterium,648,CRW_16S_B_10960,,
Micromonospora sp. MP38-C5,612,CRW_16S_B_3572,,
Halobacillus sp. TA1,616,CRW_16S_B_10961,,
Micromonospora sp. MP38-D12,590,CRW_16S_B_3573,,
Halobacillus sp. TA5,615,CRW_16S_B_10962,,
Micromonospora sp. MP38-E10,622,CRW_16S_B_3574,,
Halobacillus sp. TA22,614,CRW_16S_B_10963,,
Micromonospora sp. MP38-E11,596,CRW_16S_B_3575,,
Halobacillus sp. TA23,614,CRW_16S_B_10964,,
Micromonospora sp. MP38-E3,596,CRW_16S_B_3576,,
Halobacillus sp. TA44,614,CRW_16S_B_10965,,
Micromonospora sp. MP38-E9,624,CRW_16S_B_3577,,
Halobacillus sp. TA49,590,CRW_16S_B_10966,,
Micromonospora sp. MP38-F12,598,CRW_16S_B_3578,,
Micromonospora sp. MP38-F2,626,CRW_16S_B_3579,,
Bacillus sp. TA50,579,CRW_16S_B_10967,,
Streptomyces albofaciens,553,CRW_16S_B_358,Bacteria,
Halobacillus sp. TA52,614,CRW_16S_B_10968,,
Micromonospora sp. MP38-F5,590,CRW_16S_B_3580,,
Halobacillus sp. TA59,614,CRW_16S_B_10969,,
Micromonospora sp. MP38-F9,589,CRW_16S_B_3581,,
Halobacillus sp. TA62,614,CRW_16S_B_10970,,
Micromonospora sp. MP38-G4,623,CRW_16S_B_3582,,
Bacillus cereus,523,CRW_16S_B_10978,,
Micromonospora sp. MP38-G6,489,CRW_16S_B_3583,,
low G+C Gram-positive bacterium S5,508,CRW_16S_B_10979,,
Micromonospora sp. MP38-H11,599,CRW_16S_B_3584,,
low G+C Gram-positive bacterium S4,511,CRW_16S_B_10980,,
Micromonospora sp. MP38-H8,597,CRW_16S_B_3585,,
Verrucosispora sp. MP39-B4,623,CRW_16S_B_3586,,
endophytic bacterium C2,740,CRW_16S_B_10981,,
Streptococcus pyogenes,464,CRW_16S_B_10983,,
Micromonospora sp. MP40-A1,532,CRW_16S_B_3587,,
uncultured Gram-positive bacterium,738,CRW_16S_B_10984,,
Micromonospora sp. MP40-A9,588,CRW_16S_B_3588,,
uncultured Gram-positive bacterium,760,CRW_16S_B_10985,,
Micromonospora sp. MP40-B1,622,CRW_16S_B_3589,,
uncultured Gram-positive bacterium,794,CRW_16S_B_10986,,
Streptomyces albogriseolus,563,CRW_16S_B_359,Bacteria,
uncultured Gram-positive bacterium,714,CRW_16S_B_10987,,
Micromonospora sp. MP40-E9,621,CRW_16S_B_3590,,
uncultured Gram-positive bacterium,711,CRW_16S_B_10988,,
Micromonospora sp. MP40-G4,623,CRW_16S_B_3591,,
uncultured Gram-positive bacterium,718,CRW_16S_B_10989,,
Micromonospora sp. MP40-H4,597,CRW_16S_B_3592,,
uncultured Gram-positive bacterium,735,CRW_16S_B_10990,,
Streptomyces amakusaensis,565,CRW_16S_B_360,Bacteria,
uncultured Gram-positive bacterium,662,CRW_16S_B_10991,,
Streptomyces ambofaciens,568,CRW_16S_B_361,Bacteria,
uncultured Gram-positive bacterium,750,CRW_16S_B_10992,,
Streptomyces cacaoi subsp. cacaoi,563,CRW_16S_B_362,,
uncultured Gram-positive bacterium,767,CRW_16S_B_10993,,
Streptomyces antibioticus,564,CRW_16S_B_363,Bacteria,
uncultured Gram-positive bacterium,758,CRW_16S_B_10994,,
Streptomyces antimycoticus,563,CRW_16S_B_364,Bacteria,
uncultured Gram-positive bacterium,757,CRW_16S_B_10995,,
Streptomyces argenteolus,563,CRW_16S_B_365,,
uncultured Gram-positive bacterium,752,CRW_16S_B_10996,,
Streptomyces aurantiogriseus,564,CRW_16S_B_366,Bacteria,
Staphylococcus sp. HPC291,609,CRW_16S_B_10999,,
uncultured actinobacterium,497,CRW_16S_B_3660,Bacteria,
Staphylococcus sp. HPC285,582,CRW_16S_B_11000,,
uncultured actinobacterium,497,CRW_16S_B_3661,Bacteria,
Bacillus sp. HPC281,568,CRW_16S_B_11001,,
uncultured actinobacterium,496,CRW_16S_B_3662,Bacteria,
Staphylococcus sp. HPC288,583,CRW_16S_B_11002,,
uncultured actinobacterium,496,CRW_16S_B_3663,Bacteria,
uncultured Lactobacillus sp.,299,CRW_16S_B_11005,,
uncultured actinobacterium,496,CRW_16S_B_3664,Bacteria,
uncultured actinobacterium,499,CRW_16S_B_3665,Bacteria,
Staphylococcus epidermidis,720,CRW_16S_B_11006,,
Bacillus benzoevorans,668,CRW_16S_B_11007,,
uncultured actinobacterium,511,CRW_16S_B_3666,Bacteria,
Bacillus benzoevorans,642,CRW_16S_B_11008,,
uncultured actinobacterium,497,CRW_16S_B_3667,Bacteria,
uncultured actinobacterium,496,CRW_16S_B_3668,Bacteria,
Bacillus benzoevorans,666,CRW_16S_B_11009,,
uncultured actinobacterium,497,CRW_16S_B_3669,Bacteria,
Staphylococcus pasteuri,718,CRW_16S_B_11010,,
Streptomyces aureofaciens,564,CRW_16S_B_367,,
Bacillus sp. Cafi1,614,CRW_16S_B_11023,,
uncultured actinobacterium,497,CRW_16S_B_3670,Bacteria,
Bacillus sp. Cafi7,696,CRW_16S_B_11024,,
uncultured actinobacterium,497,CRW_16S_B_3671,Bacteria,
Bacillus sp. Cafi9,614,CRW_16S_B_11025,,
Streptomyces candidus,564,CRW_16S_B_368,Bacteria,
Bacillus sp. Cafi13c,642,CRW_16S_B_11027,,
uncultured Corynebacteriaceae bacterium,571,CRW_16S_B_3680,,
Staphylococcus saprophyticus,610,CRW_16S_B_11035,,
uncultured actinobacterium,446,CRW_16S_B_3689,Bacteria,
Staphylococcus equorum,614,CRW_16S_B_11036,,
Streptomyces catenulae,564,CRW_16S_B_369,Bacteria,
Enterococcus faecalis,598,CRW_16S_B_11037,,
uncultured actinobacterium,446,CRW_16S_B_3690,Bacteria,
uncultured low G+C Gram-positive bacterium,445,CRW_16S_B_11040,,
uncultured actinobacterium,446,CRW_16S_B_3691,Bacteria,
uncultured low G+C Gram-positive bacterium,445,CRW_16S_B_11041,,
uncultured low G+C Gram-positive bacterium,443,CRW_16S_B_11042,,
uncultured actinobacterium,446,CRW_16S_B_3692,Bacteria,
uncultured bacterium,452,CRW_16S_B_11043,,
uncultured actinobacterium,450,CRW_16S_B_3693,Bacteria,
uncultured Bacteroidetes bacterium,452,CRW_16S_B_11044,,
uncultured actinobacterium,446,CRW_16S_B_3694,Bacteria,
uncultured Bacillus sp.,483,CRW_16S_B_11066,,
uncultured actinobacterium,446,CRW_16S_B_3695,Bacteria,
uncultured Bacillus sp.,489,CRW_16S_B_11067,,
Streptomyces cellostaticus,564,CRW_16S_B_370,Bacteria,
Staphylococcus epidermidis,392,CRW_16S_B_11072,,
Streptomyces corchorusii,564,CRW_16S_B_371,Bacteria,
Actinomycetales sp.,420,CRW_16S_B_3718,,
Staphylococcus aureus,571,CRW_16S_B_11074,,
Actinomycetales sp.,472,CRW_16S_B_3719,,
Staphylococcus aureus,559,CRW_16S_B_11075,,
Streptomyces chromofuscus,564,CRW_16S_B_372,Bacteria,
Staphylococcus epidermidis,579,CRW_16S_B_11076,,
uncultured organism,412,CRW_16S_NA_11077,,
Actinomycetales sp.,472,CRW_16S_B_3725,,
Actinomycetales sp.,503,CRW_16S_B_3726,,
uncultured organism,425,CRW_16S_NA_11080,,
Actinomycetales sp.,502,CRW_16S_B_3729,,
uncultured organism,413,CRW_16S_NA_11081,,
uncultured organism,413,CRW_16S_NA_11082,,
Streptomyces anulatus,567,CRW_16S_B_373,Bacteria,
Actinomycetales sp.,477,CRW_16S_B_3730,,
uncultured organism,405,CRW_16S_NA_11083,,
Actinomycetales sp.,485,CRW_16S_B_3731,,
uncultured organism,413,CRW_16S_NA_11084,,
Actinomycetales sp.,478,CRW_16S_B_3732,,
uncultured organism,795,CRW_16S_NA_11085,,
uncultured organism,405,CRW_16S_NA_11089,,
Frankia alni,268,CRW_16S_B_3736,,
Streptococcus macedonicus,591,CRW_16S_B_11100,,
Frankia sp.,268,CRW_16S_B_3737,Bacteria,
Bacillus cereus,701,CRW_16S_B_11117,,
Frankia sp.,268,CRW_16S_B_3738,Bacteria,
Lactococcus lactis subsp. lactis bv. diacetylactis,507,CRW_16S_B_11134,,
Frankia sp.,268,CRW_16S_B_3739,Bacteria,
Lactococcus lactis subsp. lactis bv. diacetylactis,507,CRW_16S_B_11135,,
Streptomyces coelicolor,564,CRW_16S_B_374,,
Frankia sp.,268,CRW_16S_B_3740,Bacteria,
uncultured marine bacterium,503,CRW_16S_B_11146,,
Frankia sp.,268,CRW_16S_B_3741,Bacteria,
uncultured marine bacterium,509,CRW_16S_B_11147,,
uncultured marine bacterium,501,CRW_16S_B_11169,,
Frankia sp.,268,CRW_16S_B_3744,Bacteria,
Frankia sp.,268,CRW_16S_B_3746,Bacteria,
uncultured marine bacterium,541,CRW_16S_B_11170,,
Frankia sp.,268,CRW_16S_B_3747,Bacteria,
Staphylococcus sp. HPC 904,660,CRW_16S_B_11173,,
Frankia sp.,268,CRW_16S_B_3748,Bacteria,
Staphylococcus sp. HPC 908,685,CRW_16S_B_11174,,
Bacillus cereus,567,CRW_16S_B_11175,,
Frankia sp.,268,CRW_16S_B_3749,Bacteria,
Staphylococcus sp. HPC 921,664,CRW_16S_B_11176,,
Streptomyces coralus,564,CRW_16S_B_375,Bacteria,
Staphylococcus epidermidis,474,CRW_16S_B_11191,,
Frankia sp.,268,CRW_16S_B_3751,Bacteria,
Staphylococcus aureus,97,CRW_16S_B_11195,,
Streptomyces filipinensis,564,CRW_16S_B_376,Bacteria,
Bacillus cereus,737,CRW_16S_B_11199,,
Frankia sp.,268,CRW_16S_B_3760,Bacteria,
Bacillus sp. HPC338,561,CRW_16S_B_11269,,
Frankia sp.,243,CRW_16S_B_3762,Bacteria,
Streptomyces anulatus,565,CRW_16S_B_377,Bacteria,
Bacillus sp. HPC339,572,CRW_16S_B_11270,,
Frankia sp.,268,CRW_16S_B_3771,Bacteria,
bacterium PCE7,653,CRW_16S_B_11272,,
Bacillus sp.,473,CRW_16S_B_11311,,
Frankia sp. AnpHR,524,CRW_16S_B_3773,,
Bacillus sp. DW137,626,CRW_16S_B_11312,,
Frankia sp. AnpNHR,524,CRW_16S_B_3774,,
Bacillus sp.,510,CRW_16S_B_11315,,
Frankia sp. AnpOR,524,CRW_16S_B_3775,,
Bacillus cereus,54,CRW_16S_B_11350,,
Frankia sp. AnpUSR,524,CRW_16S_B_3776,,
Bacillus cereus,55,CRW_16S_B_11351,,
Frankia sp. AntKR,524,CRW_16S_B_3777,,
Bacillus cereus,583,CRW_16S_B_11360,,
Frankia sp. AgTR,524,CRW_16S_B_3778,,
Bacillus cereus,477,CRW_16S_B_11382,,
Streptomyces fragilis,564,CRW_16S_B_378,Bacteria,
Bacillus cereus,489,CRW_16S_B_11383,,
Streptomyces galbus,564,CRW_16S_B_379,Bacteria,
Bacillus cereus,482,CRW_16S_B_11384,,
Streptomyces gelaticus,564,CRW_16S_B_380,Bacteria,
Bacillus cereus,467,CRW_16S_B_11385,,
Gordonia bronchialis,798,CRW_16S_B_3808,Bacteria,
Bacillus cereus,161,CRW_16S_B_11395,,
Streptomyces globisporus subsp. globisporus,564,CRW_16S_B_381,,
Bacillus cereus,375,CRW_16S_B_11399,,
Streptomyces goshikiensis,564,CRW_16S_B_382,Bacteria,
Bacillus circulans,509,CRW_16S_B_11401,,
Streptomyces griseinus,551,CRW_16S_B_383,,
Bacillus cereus,325,CRW_16S_B_11408,,
Streptomyces griseofuscus,564,CRW_16S_B_384,Bacteria,
Bacillus cereus,325,CRW_16S_B_11409,,
Streptomyces ciscaucasicus,565,CRW_16S_B_385,,
Bacillus cereus,325,CRW_16S_B_11410,,
Streptomyces griseoruber,564,CRW_16S_B_386,Bacteria,
Streptomyces griseoviridis,563,CRW_16S_B_387,Bacteria,
Bacillus cereus,325,CRW_16S_B_11411,,
Streptomyces griseus subsp. griseus,563,CRW_16S_B_388,,
Bacillus horikoshii,729,CRW_16S_B_11429,,
Streptomyces herbaricolor,564,CRW_16S_B_389,,
Bacillus mycoides,483,CRW_16S_B_11457,,
Streptomyces humidus,563,CRW_16S_B_390,Bacteria,
Bacillus mycoides,750,CRW_16S_B_11458,,
Streptomyces indigoferus,563,CRW_16S_B_391,,
Bacillus mycoides,623,CRW_16S_B_11459,,
Streptomyces netropsis,563,CRW_16S_B_392,Bacteria,
Bacillus mycoides,545,CRW_16S_B_11460,,
Mobiluncus curtisii,331,CRW_16S_B_3920,Bacteria,
Bacillus sp.,510,CRW_16S_B_11474,,
Mobiluncus curtisii,331,CRW_16S_B_3921,Bacteria,
Bacillus sp.,510,CRW_16S_B_11475,,
Mobiluncus curtisii,369,CRW_16S_B_3922,Bacteria,
Bacillus sp.,510,CRW_16S_B_11476,,
Mobiluncus curtisii,369,CRW_16S_B_3923,Bacteria,
Bacillus pumilus,383,CRW_16S_B_11483,,
Mobiluncus mulieris,331,CRW_16S_B_3925,Bacteria,
Bacillus sp. LMG 20247,452,CRW_16S_B_11521,,
Mobiluncus mulieris,369,CRW_16S_B_3926,Bacteria,
Bacillus sp. LMG 19413,533,CRW_16S_B_11525,,
Bacillus sp. LMG 19423,556,CRW_16S_B_11526,,
Mobiluncus sp.,370,CRW_16S_B_3928,,
Bacillus sp. LMG 19422,556,CRW_16S_B_11527,,
Mobiluncus sp.,369,CRW_16S_B_3929,,
Bacillus sp. R-10947,456,CRW_16S_B_11529,,
Streptomyces lavendulocolor,563,CRW_16S_B_393,Bacteria,
Bacillus sp. R-12866,455,CRW_16S_B_11531,,
Mobiluncus sp.,369,CRW_16S_B_3930,,
Bacillus sp. P3,583,CRW_16S_B_11532,,
Mobiluncus sp.,369,CRW_16S_B_3931,,
Bacillus sp. IDA3295,595,CRW_16S_B_11535,,
Streptomyces lavendofoliae,563,CRW_16S_B_394,Bacteria,
Streptomyces sp.,563,CRW_16S_B_395,Bacteria,
Bacillus sp. IDA4258,572,CRW_16S_B_11536,,
Bacillus sp. IDA3428,762,CRW_16S_B_11537,,
Streptomyces longisporus,564,CRW_16S_B_396,Bacteria,
Streptomyces longisporoflavus,564,CRW_16S_B_397,Bacteria,
Bacillus sp. IDA3493,753,CRW_16S_B_11538,,
Bacillus sp. IDA3351,572,CRW_16S_B_11539,,
Streptomyces matensis,569,CRW_16S_B_398,Bacteria,
Bacillus sp. IDA2269,562,CRW_16S_B_11541,,
Mycobacterium avium,611,CRW_16S_B_3983,Bacteria,
Bacillus sp. IDA1512,609,CRW_16S_B_11542,,
Streptomyces melanogenes,566,CRW_16S_B_399,,
Bacillus sp. IDA1508,603,CRW_16S_B_11544,,
Streptomyces misakiensis,551,CRW_16S_B_400,,
Bacillus sp. IDA4795,628,CRW_16S_B_11545,,
Mycobacterium conspicuum,461,CRW_16S_B_4004,Bacteria,
Bacillus sp.,452,CRW_16S_B_11557,,
Streptomyces naganishii,540,CRW_16S_B_401,Bacteria,
Streptomyces nigrescens,564,CRW_16S_B_402,,
Bacillus thuringiensis,54,CRW_16S_B_11604,,
Bacillus thuringiensis,475,CRW_16S_B_11609,,
Streptomyces olivoviridis,562,CRW_16S_B_403,,
Bacillus thuringiensis,748,CRW_16S_B_11610,,
Mycobacterium intracellulare,609,CRW_16S_B_4033,Bacteria,
Bacillus thuringiensis,686,CRW_16S_B_11611,,
Mycobacterium intracellulare,609,CRW_16S_B_4034,Bacteria,
Bacillus thuringiensis,501,CRW_16S_B_11754,,
Mycobacterium intracellulare,611,CRW_16S_B_4035,Bacteria,
Staphylococcus succinus,568,CRW_16S_B_11755,,
Staphylococcus warneri,414,CRW_16S_B_11764,,
Mycobacterium intracellulare,609,CRW_16S_B_4036,Bacteria,
Lactococcus lactis subsp. lactis,361,CRW_16S_B_11769,,
Streptomyces phaeochromogenes,559,CRW_16S_B_404,Bacteria,
Mycobacterium kansasii,268,CRW_16S_B_4042,Bacteria,
uncultured Streptococcus sp.,498,CRW_16S_B_11792,,
Mycobacterium leprae,666,CRW_16S_B_4048,Bacteria,
Carnobacterium sp. GCM1,485,CRW_16S_B_11796,,
Staphylococcus aureus,306,CRW_16S_B_11806,,
Streptomyces phaeopurpureus,563,CRW_16S_B_405,,
Staphylococcus aureus,282,CRW_16S_B_11807,,
Mycobacterium leprae,240,CRW_16S_B_4052,Bacteria,
Mycobacterium leprae,313,CRW_16S_B_4053,Bacteria,
Staphylococcus hominis subsp. novobiosepticus,473,CRW_16S_B_11808,,
Bacillus cereus,621,CRW_16S_B_11817,,
Streptomyces phaeopurpureus,560,CRW_16S_B_406,,
Bacillus cereus,621,CRW_16S_B_11818,,
Mycobacterium marinum,612,CRW_16S_B_4061,Bacteria,
Bacillus cereus,625,CRW_16S_B_11819,,
Mycobacterium microti,424,CRW_16S_B_4063,,
Bacillus cereus,621,CRW_16S_B_11820,,
Streptomyces platensis,400,CRW_16S_B_407,Bacteria,
Bacillus cereus,621,CRW_16S_B_11821,,
Mycobacterium shimoidei,576,CRW_16S_B_4073,Bacteria,
Bacillus cereus,621,CRW_16S_B_11822,,
Mycobacterium sp.,518,CRW_16S_B_4079,Bacteria,
Bacillus cereus,621,CRW_16S_B_11823,,
Streptomyces pseudogriseolus,564,CRW_16S_B_408,Bacteria,
Bacillus cereus,622,CRW_16S_B_11824,,
Mycobacterium sp.,519,CRW_16S_B_4082,Bacteria,
Mycobacterium sp.,732,CRW_16S_B_4084,Bacteria,
Bacillus cereus,557,CRW_16S_B_11825,,
Bacillus cereus,621,CRW_16S_B_11826,,
Streptomyces pseudovenezuelae,563,CRW_16S_B_409,Bacteria,
Streptomyces purpeofuscus,543,CRW_16S_B_410,,
Bacillus cereus,622,CRW_16S_B_11827,,
Bacillus cereus,621,CRW_16S_B_11828,,
Streptomyces racemochromogenes,494,CRW_16S_B_411,Bacteria,
Halobacillus sp. L6,500,CRW_16S_B_11830,,
Streptomyces rimosus subsp. rimosus,532,CRW_16S_B_412,,
Halobacillus blutaparonensis,500,CRW_16S_B_11831,,
Streptomyces rochei,564,CRW_16S_B_413,Bacteria,
Bacillus megaterium,587,CRW_16S_B_11832,,
Streptomyces filamentosus,563,CRW_16S_B_414,Bacteria,
Bacillus cereus,588,CRW_16S_B_11833,,
Nocardia otitidiscaviarum,373,CRW_16S_B_4148,Bacteria,
Bacillus cereus,588,CRW_16S_B_11834,,
Streptomyces roseoviridis,563,CRW_16S_B_415,Bacteria,
Streptomyces rubiginosohelvolus,563,CRW_16S_B_416,Bacteria,
Bacillus amyloliquefaciens,588,CRW_16S_B_11835,,
Bacillus sp. A36,770,CRW_16S_B_11844,,
Streptomyces rubiginosus,563,CRW_16S_B_417,Bacteria,
uncultured bacterium,395,CRW_16S_B_11858,,
Streptomyces sindenensis,565,CRW_16S_B_418,Bacteria,
uncultured bacterium,389,CRW_16S_B_11859,,
Propionibacterium acnes,387,CRW_16S_B_4189,,
Bacillus sp. w25,571,CRW_16S_B_11885,,
Streptomyces somaliensis,564,CRW_16S_B_419,Bacteria,
Bacillus cereus,638,CRW_16S_B_11891,,
Propionibacterium avidum,385,CRW_16S_B_4191,,
Streptococcus equinus,666,CRW_16S_B_11895,,
Propionibacterium granulosum,385,CRW_16S_B_4195,,
Streptococcus equinus,662,CRW_16S_B_11896,,
Propionimicrobium lymphophilum,388,CRW_16S_B_4197,,
Staphylococcus sp. Fun-124,772,CRW_16S_B_11905,,
Streptomyces griseus subsp. griseus,564,CRW_16S_B_420,,
uncultured bacterium,408,CRW_16S_B_11917,,
Streptomyces tanashiensis,563,CRW_16S_B_421,Bacteria,
uncultured Bacillus sp.,394,CRW_16S_B_11918,,
Streptomyces violascens,564,CRW_16S_B_422,Bacteria,
uncultured Actinobacteridae bacterium,741,CRW_16S_B_1198,,
Streptomyces minutiscleroticus,564,CRW_16S_B_423,Bacteria,
Streptococcus hyovaginalis,459,CRW_16S_B_11929,,
Streptomyces fumigatiscleroticus,564,CRW_16S_B_424,Bacteria,
uncultured Actinobacteridae bacterium,741,CRW_16S_B_1199,,
Streptomyces minutiscleroticus,563,CRW_16S_B_425,Bacteria,
Streptococcus pluranimalium,461,CRW_16S_B_11930,,
Streptomyces lividans,632,CRW_16S_B_4399,Bacteria,
Streptococcus lutetiensis,427,CRW_16S_B_11931,,
coryneform actinomycete B686,638,CRW_16S_B_4448,,
Streptococcus pasteurianus,462,CRW_16S_B_11932,,
coryneform actinomycete B755,679,CRW_16S_B_4449,,
